Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;01/03/2017;19840200;16584545;590565;0;0;0;1936398;0;0;392515;110875;0;0;218706;6597;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/03/2017;16853045;15410115;0;152555;0;947603;342488;0;0;0;0;0;0;0;283;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;S3;8;SAO PAULO;SP;01/03/2017;15893599;13689443;145385;242144;0;0;1806076;0;0;0;7841;0;0;2710;0;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/03/2017;13874551;10721769;0;1145891;0;0;2006792;0;0;0;0;0;0;0;100;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/03/2017;13500448;9315748;40843;2712585;0;0;0;0;0;545325;0;0;351;885590;7;0
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/03/2017;12890447;9902858;2942;189201;0;68832;1444479;317226;141102;221;0;0;17418;586509;1252;218408
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;12359888;9681316;0;57816;0;1890446;704661;0;0;0;0;0;0;3436;22214;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/03/2017;12356113;6464869;27112;1150239;0;1325700;1036200;0;20;2322398;0;0;29066;0;509;0
ABC-BRASIL;41856;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;11962646;2872941;0;636337;0;7224;5808820;37651;0;0;20847;0;0;455677;1;2123148
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/03/2017;11773113;11319678;62127;223323;0;0;160637;0;0;0;0;0;0;0;7348;0
BTG PACTUAL;49944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/03/2017;11508848;562404;79640;2380571;64494;0;4310102;0;0;76046;277549;0;0;200874;0;3557167
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/03/2017;9303579;7918278;1083565;70224;0;219868;0;0;0;11429;0;0;0;0;204;11
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/03/2017;8199203;8199202;0;0;0;0;0;0;0;0;0;0;0;0;1;0
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/03/2017;7799195;6854714;0;0;0;33624;848544;0;0;0;0;0;0;57561;4751;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/03/2017;7752138;6113838;0;1269773;0;0;0;368526;0;0;0;0;0;0;0;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/03/2017;7336079;7118672;0;215780;0;0;0;1626;0;0;0;0;0;0;0;0
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;01/03/2017;7162814;6721344;0;111130;305962;0;0;24376;0;0;0;0;0;0;0;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;7101120;2944602;18426;0;0;0;1848544;0;514504;16453;0;0;0;0;739;1757852
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/03/2017;6718258;4907650;0;713455;0;5304;933597;156941;0;0;0;0;0;0;1312;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/03/2017;6303975;4807360;110790;0;0;282077;1093943;0;0;1743;0;0;0;0;8062;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/03/2017;5995060;2120662;11255;1498203;0;114;37258;379885;14127;200147;540751;0;13721;1178936;0;0
CREDIT SUISSE;30771;b1;C;3;S2;199;SAO PAULO;SP;01/03/2017;5382997;551629;0;0;0;0;1379109;0;0;0;1277851;0;0;0;0;2174409
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/03/2017;5367099;5346156;0;0;0;0;0;0;0;0;0;0;0;0;20943;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/03/2017;5008138;4999288;0;0;0;0;0;0;0;0;0;0;0;0;8850;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/03/2017;4859572;2712156;0;0;0;0;1200413;0;0;3722;0;0;0;744860;779;197642
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/03/2017;4669424;4595567;0;30998;0;0;29962;12897;0;0;0;0;0;0;0;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/03/2017;4051900;1138473;13164;40397;0;109342;1815399;0;0;0;255036;0;0;372524;0;307563
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/03/2017;3893594;3864498;0;0;0;0;29096;0;0;0;0;0;0;0;1;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/03/2017;3800316;1322031;950;0;0;500797;1346522;0;0;0;0;0;0;0;97;629920
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/03/2017;3781127;3551101;0;0;0;3432;148730;14858;0;45473;0;0;0;12323;5210;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/03/2017;3753898;2296877;425608;19691;0;3012;823744;0;0;11808;0;0;0;171416;1742;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S4;8;BELEM;PA;01/03/2017;3724960;3720454;0;0;0;155;0;0;0;4142;0;0;0;0;209;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/03/2017;3707535;1083542;437973;364989;0;636912;1078377;16445;513;33992;0;0;0;54737;54;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/03/2017;3433343;2503760;0;929583;0;0;0;0;0;0;0;0;0;0;0;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;3397728;90598;0;0;0;0;383680;0;2923450;0;0;0;0;0;0;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/03/2017;3377880;3377770;0;0;0;0;0;0;0;0;0;0;0;0;110;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/03/2017;3072647;2038717;49137;526065;0;0;0;378617;0;5529;1455;0;40952;32175;0;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/03/2017;2968399;2966841;0;0;0;1557;0;0;0;0;0;0;0;0;1;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/03/2017;2785295;438614;0;0;0;0;2331905;0;0;0;0;0;0;14775;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/03/2017;2777454;2639061;0;0;0;0;0;0;0;0;0;0;0;0;138393;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/03/2017;2674807;1834360;680;6;0;0;839735;0;0;0;0;0;0;0;26;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/03/2017;2378287;1835707;0;191624;0;0;155584;0;0;0;0;0;0;195372;0;0
INTERMEDIUM;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/03/2017;2367174;1068659;158506;2622;0;1136249;0;0;0;0;0;0;0;0;1137;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/03/2017;2353866;395270;0;35472;79510;0;929346;0;0;0;0;0;0;0;0;914268
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/03/2017;2346769;584339;0;0;0;0;0;0;0;0;0;0;0;1762430;0;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/03/2017;2334215;433685;0;0;0;0;1799254;0;0;3858;0;0;108;97304;6;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/03/2017;2250650;2183693;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;66957;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/03/2017;2237422;1659639;424885;1421;0;0;122656;0;0;4937;0;0;0;18577;5307;0
DEUTSCHE;51183;b1;I;3;S3;199;SAO PAULO;SP;01/03/2017;2235433;1824761;0;0;0;0;410672;0;0;0;0;0;0;0;0;0
OMNI;50940;n1;C;2;S4;197;SAO PAULO;SP;01/03/2017;2200128;2187238;0;0;0;0;0;0;0;0;0;0;0;0;12890;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/03/2017;2110801;1984361;125589;0;0;0;0;0;0;0;0;0;0;0;851;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;S4;14;SAO PAULO;SP;01/03/2017;2021893;2019892;0;0;0;0;0;0;0;0;0;0;0;0;2001;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/03/2017;2019098;75882;0;0;0;0;1360627;0;0;294;0;0;0;519871;0;62423
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/03/2017;1776287;858835;0;42840;0;1650;15349;600847;0;12459;0;0;0;244118;189;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/03/2017;1723833;400111;1323720;0;0;0;0;0;0;0;0;0;0;0;2;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/03/2017;1558954;1144938;0;325895;0;0;0;88121;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/03/2017;1553668;1056005;39677;13696;0;3325;376516;0;0;34272;0;0;0;30169;8;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;1538685;959457;0;0;0;65676;513527;0;0;0;0;0;0;0;25;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/03/2017;1447540;1073811;0;12211;0;0;242224;91599;0;0;0;0;0;0;27695;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/03/2017;1432660;57253;1375400;0;0;0;0;0;0;0;0;0;0;0;6;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/03/2017;1352993;1352993;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/03/2017;1351490;752008;311419;84538;0;13319;19098;12885;0;0;2486;0;0;155735;1;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/03/2017;1314315;1043065;0;0;0;18689;251346;0;0;0;0;0;698;0;518;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/03/2017;1230596;596254;0;0;0;0;624401;0;0;0;0;0;0;9940;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/03/2017;1205228;1204785;0;0;0;0;0;0;0;0;0;0;408;0;35;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/03/2017;1203632;129970;2578;678600;0;7335;0;29118;0;0;356029;0;0;0;3;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;1162348;0;0;0;0;0;297973;0;0;0;0;0;0;864375;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/03/2017;1150026;118530;0;296955;0;0;0;32256;0;0;103660;0;598623;0;0;0
INDUSVAL;50531;b1;C;2;S4;199;SAO PAULO;SP;01/03/2017;1125534;130895;79;1796;0;20274;793908;0;27919;3839;115;0;6;75863;0;70840
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;1121421;593896;0;0;0;0;527525;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/03/2017;1076425;977964;24823;59594;0;14044;0;0;0;0;0;0;0;0;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/03/2017;1070014;499925;0;0;0;323851;246237;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/03/2017;1068994;845932;0;0;0;44066;178693;0;0;0;0;0;0;0;303;0
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;974510;36787;0;0;0;0;937722;0;0;0;0;0;0;0;0;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/03/2017;918272;285833;1173;0;0;0;539055;0;0;22476;0;0;491;69208;37;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/03/2017;908588;858832;0;0;0;0;49747;0;0;0;0;0;0;0;9;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/03/2017;896373;566222;0;0;0;58743;271212;0;0;0;0;0;0;0;196;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/03/2017;878457;413264;0;28171;0;7076;217491;0;0;0;0;0;0;212456;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/03/2017;865474;474087;0;0;0;0;391373;0;0;0;0;0;0;0;14;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/03/2017;861831;752423;2219;1543;0;0;105586;0;0;0;0;0;0;0;59;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/03/2017;855311;614827;0;0;0;35909;204321;0;0;0;0;0;0;0;254;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/03/2017;830856;617463;3848;0;0;0;209497;0;0;0;0;0;0;0;48;0
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;01/03/2017;807145;12172;0;0;0;0;0;0;794973;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/03/2017;783673;713518;0;0;0;16184;53717;0;0;0;0;0;0;0;254;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;01/03/2017;774679;327737;0;446588;0;0;0;0;0;0;0;0;0;323;32;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;01/03/2017;742101;279447;0;0;0;0;103596;0;0;0;0;0;0;359058;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;S4;30;FLORIANOPOLIS;SC;01/03/2017;741482;407761;0;105279;0;3804;0;202779;0;20955;0;0;904;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/03/2017;719153;486525;0;0;0;9076;220875;0;0;0;0;0;2552;4;121;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;S5;9;RIBEIRAO PRETO;SP;01/03/2017;718139;715749;0;0;0;0;63;0;0;2310;0;0;0;0;17;0
BANCO MONEO S.A.;7441209;b2;I;2;S4;8;CAXIAS DO SUL;RS;01/03/2017;717322;530555;0;155066;0;0;905;30796;0;0;0;0;0;0;0;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/03/2017;707113;692752;0;0;0;0;0;0;0;0;0;0;0;0;14361;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;01/03/2017;706566;553498;559;0;0;0;152484;0;0;0;0;0;0;0;25;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/03/2017;704015;594275;0;0;0;2467;107079;0;0;0;0;0;0;0;194;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/03/2017;694911;220137;0;58;0;23593;450324;0;0;0;0;0;511;0;288;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/03/2017;690908;504527;0;0;0;32472;153680;0;0;0;0;0;0;0;230;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/03/2017;669370;422336;0;0;0;27122;219839;0;0;0;0;0;0;0;72;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/03/2017;667878;359981;0;0;0;38667;269040;0;0;0;0;0;51;0;138;0
DACASA FINANCEIRA;51891;n1;C;2;S4;197;VITORIA;ES;01/03/2017;666086;658498;0;0;0;0;0;0;0;0;0;0;0;0;7588;0
AGIPLAN;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/03/2017;665589;665088;0;0;0;0;0;0;0;0;0;0;0;0;501;0
MODAL;51963;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/03/2017;660325;83271;0;0;0;0;567508;0;0;0;0;0;0;5049;1;4495
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/03/2017;653769;536233;0;0;0;8317;109081;0;0;0;0;0;0;0;138;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/03/2017;641771;433704;277;0;0;0;207733;0;0;0;0;0;0;0;56;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/03/2017;626821;319755;0;5733;0;0;301178;0;0;0;0;0;134;0;20;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/03/2017;625886;393191;0;0;0;45583;184936;0;0;0;0;0;1996;0;179;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/03/2017;613734;499607;0;0;0;2840;111143;0;0;0;0;0;0;0;144;0
CAIXA GERAL;51815;b1;C;3;S4;199;SAO PAULO;SP;01/03/2017;601370;24892;0;13337;0;1009;449315;1285;0;0;0;0;0;111532;0;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;S4;9;BELO HORIZONTE;MG;01/03/2017;598320;295865;0;0;0;0;302405;0;0;0;0;0;0;0;50;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;S4;14;SAO PAULO;SP;01/03/2017;594260;531051;0;0;0;0;63166;0;0;0;0;0;0;0;44;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/03/2017;585897;399734;0;0;0;0;186136;0;0;0;0;0;0;0;26;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/03/2017;578655;37871;138;0;0;160925;118076;0;0;261644;0;0;0;0;0;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/03/2017;577568;316961;0;0;0;0;190431;0;0;0;0;0;0;0;0;70176
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/03/2017;560827;255485;0;0;0;33301;271875;0;0;0;0;0;0;0;166;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/03/2017;548411;548357;0;0;0;0;0;0;0;0;0;0;0;0;54;0
BANCO SEMEAR S.A.;795423;b1;I;2;S4;8;BELO HORIZONTE;MG;01/03/2017;542008;329702;0;0;0;108972;95546;0;0;3144;0;0;0;0;4644;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;S5;9;FLORIANOPOLIS;SC;01/03/2017;511649;101464;0;0;0;0;410170;0;0;0;0;0;0;0;15;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/03/2017;494872;167328;0;7;0;0;327444;0;0;0;0;0;0;0;93;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/03/2017;494250;349824;0;0;0;10259;133990;0;0;0;0;0;0;0;178;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;S4;8;SAO PAULO;SP;01/03/2017;493319;23258;0;0;0;0;285454;0;0;0;0;0;0;184607;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NORTE MATO-GROSSENSE - SICREDI NORTE MT;37442605;b3S;I;2;S4;9;COLIDER;MT;01/03/2017;487567;316129;0;0;0;21246;150012;0;0;0;0;0;0;0;180;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/03/2017;483499;139204;0;9459;0;515;284903;17566;0;0;0;0;0;31815;38;0
