Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;S2;I;1;FORTALEZA;CE;01/03/2019;495403;0;692008;30110;70485;5948;1293953;-286904;-495464;0;0;-63718;-846086;447868;595268;20743;-501097;-314080;-78109;0;586753;-332875;-23397;424471;15654;440125;-136383;-17303;286439;0
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;01/03/2019;238972;6183;947551;13151;40262;23699;1269818;-471188;-296769;-4533;0;-2010;-774500;495318;285777;21071;-185832;-193829;-54929;0;270218;-113014;29463;524781;541;525323;-190112;-28550;306661;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;S3;I;3;SAO PAULO;SP;01/03/2019;898556;0;81537;28298;47163;0;1055554;-42243;-811840;0;0;-33590;-887674;167881;26653;1442;-47112;-32987;-12369;0;525360;-435601;25385;193266;56;193322;-74648;-6507;112168;0
BMG;30290;b1;S3;C;2;SAO PAULO;SP;01/03/2019;945065;0;63494;6770;17138;0;1032468;-392978;-9891;0;0;-136799;-539667;492800;7654;2560;-46250;-287135;-23360;-2852;127251;-158931;-381063;111737;-352;111386;-24271;-10122;76992;0
DAYCOVAL;51987;b1;S3;C;2;SAO PAULO;SP;01/03/2019;791493;107755;111436;-41517;42963;0;1012131;-285906;-24656;-70212;0;-126541;-507314;504817;16087;27099;-84709;-129397;-35483;9721;99159;-74930;-172453;332364;-41;332323;-96798;-19887;215638;0
BNP PARIBAS;51516;b1;S3;C;3;SAO PAULO;SP;01/03/2019;619593;0;177597;148610;10223;0;956023;-240393;-204485;0;0;-94391;-539268;416755;74877;30997;-137684;-191930;-35113;6489;132200;-138912;-259076;157679;-258;157421;-58149;-16822;82450;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;01/03/2019;426021;0;330635;-573;14116;28812;799011;-481141;-96391;0;0;-398;-577930;221081;23104;114;-23715;-184960;-11668;464;52478;-44561;-188745;32336;-5;32331;-14549;0;17782;0
CREFISA;52010;b1;S4;C;2;SAO PAULO;SP;01/03/2019;707404;0;52361;0;0;0;759765;-47;-3;0;-130;-193433;-193612;566153;1195;3448;-6482;-312612;-37888;0;94961;-8323;-265700;300453;-53;300399;-113724;-940;185734;0
BANCOOB;51750;b1;S3;C;2;BRASILIA;DF;01/03/2019;257116;0;450587;-329;1172;10989;719535;-571502;-27535;0;0;-6459;-605497;114038;179449;15;-31822;-49711;-31040;8493;158088;-280167;-46694;67344;-527;66817;-22433;-2679;41704;0
BANCO VOLKSWAGEN S.A.;59109165;b2;S3;I;3;SAO PAULO;SP;01/03/2019;672546;33309;12530;0;0;0;718385;-170242;-87429;-22987;0;-30741;-311399;406987;0;18792;-985;-57088;-44402;16358;38924;-140390;-168791;238195;-1630;236565;-90540;0;146025;0
ABC-BRASIL;41856;b1;S3;C;3;SAO PAULO;SP;01/03/2019;369185;0;279661;20859;4711;0;674416;-277144;-211026;0;0;-17377;-505547;168870;72038;6771;-68235;-39010;-10278;986;142727;-123986;-18987;149882;-715;149167;2482;-32095;119554;0
BRB;31976;b1;S3;C;1;BRASILIA;DF;01/03/2019;524307;0;66722;0;778;6979;598786;-155126;-968;0;0;-51611;-207705;391081;8435;38792;-198887;-102256;-25026;12654;15554;-29699;-280432;110648;-235;110413;-35149;-9682;65582;0
JP MORGAN CHASE;20107;b1;S3;C;3;SAO PAULO;SP;01/03/2019;20726;0;558683;-308531;310496;0;581374;-235739;-75499;0;0;-28369;-339607;241767;141569;202;-199642;-54810;-22035;0;25699;-21454;-130470;111297;-10;111288;-62209;-5606;43473;0
MERCANTIL DO BRASIL;20152;b1;S3;C;2;BELO HORIZONTE;MG;01/03/2019;526183;0;40855;254;1520;1330;570141;-106133;-373;0;0;-127981;-234486;335655;7475;54391;-101747;-142575;-26679;3491;15924;-93638;-283359;52296;-5621;46676;-17110;-207;29359;0
BANCO CSF S.A.;8357240;b2;S3;I;3;SAO PAULO;SP;01/03/2019;565861;0;4235;0;0;0;570096;-16425;0;0;0;-223804;-240229;329867;137323;114152;-35903;-227733;-51121;0;15011;-73480;-121751;208117;720;208837;-82029;0;126807;0
BANESTES;30159;b1;S3;C;1;VITORIA;ES;01/03/2019;202155;834;346970;0;1225;7966;559150;-330801;-3048;-587;0;-30286;-364723;194427;32168;51631;-85631;-65450;-18688;5244;6053;-25914;-100587;93840;361;94201;-24873;-5962;63366;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;01/03/2019;504250;0;14743;0;0;0;518994;-28909;0;0;0;-230744;-259653;259341;70489;24184;-8225;-152078;-31082;0;12425;-46060;-130347;128994;4;128999;-47951;-9122;71925;0
BANCO GMAC S.A.;59274605;b2;S3;I;3;SAO PAULO;SP;01/03/2019;429165;8229;11830;0;0;0;449224;-164268;0;-6723;0;-40180;-211171;238053;18064;19249;-34615;-72991;-16327;15980;20856;-15256;-65041;173012;579;173591;-60604;-4941;108046;0
ORIGINAL;51781;b1;S3;C;2;SAO PAULO;SP;01/03/2019;226854;0;203931;-2344;9342;0;437783;-149541;-2616;0;0;-43008;-195165;242618;10351;5139;-68844;-100190;-12543;-252;57405;-63926;-172860;69758;-1160;68598;-10805;-56101;1692;0
CCB;32119;b1;S3;C;3;SAO PAULO;SP;01/03/2019;182771;10129;184492;21677;26341;1;425411;-206215;-120776;-8257;0;-3423;-338671;86740;8298;184;-52473;-16808;-5711;-700;41495;-80853;-106569;-19829;-828;-20657;7003;0;-13654;0
BOFA MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;01/03/2019;16422;0;185855;21454;197693;0;421425;-82639;-9720;0;0;-9;-92368;329057;193254;2982;-158799;-39210;-19772;0;12289;-200623;-209878;119178;0;119178;-48294;0;70884;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;S3;I;1;BELEM;PA;01/03/2019;367529;0;29222;0;393;3636;400781;-70283;-57;0;0;-19146;-89485;311296;3075;24808;-119389;-87577;-17872;0;21352;-24912;-200515;110781;1247;112028;-37151;-8666;66211;0
BANCO IBM S.A.;34270520;b2;S4;I;3;RIO DE JANEIRO;RJ;01/03/2019;13807;381276;5332;0;0;0;400415;-36363;0;-323734;0;25779;-334318;66097;0;0;0;-16749;-2215;0;663;-2779;-21081;45017;-1020;43996;-9931;0;34065;0
AGIBANK;51956;b1;S4;C;2;PORTO ALEGRE;RS;01/03/2019;385736;0;11580;-2;22;0;397337;-29615;0;0;0;-206956;-236571;160766;1774;7151;-13585;-138487;-17643;6732;269;-7852;-161641;-875;13;-862;9046;0;8184;0
OMNI;50940;b1;S4;C;2;SAO PAULO;SP;01/03/2019;375527;2863;5831;-2581;0;0;381640;-50147;0;-1322;0;-85300;-136769;244871;9693;14582;-12197;-115499;-11904;3707;11837;-135405;-235187;9685;31;9716;6813;0;16529;0
ALFA;51293;b1;S3;C;2;SAO PAULO;SP;01/03/2019;248615;45826;109303;-32483;10338;0;381599;-157668;-41168;-36696;0;-13996;-249529;132070;17907;9018;-53559;-34428;-10350;3208;34424;-47886;-81667;50404;283;50687;-17536;-2601;30550;0
CREDIT SUISSE;30771;b1;S3;C;3;SAO PAULO;SP;01/03/2019;75638;0;444046;-220067;79148;0;378765;-249773;-24254;0;0;51152;-222874;155891;174884;0;-148041;-78167;-26855;15690;189111;-34188;92435;248325;24;248349;-37968;-5669;204713;0
MORGAN STANLEY;51413;b1;S3;C;3;SAO PAULO;SP;01/03/2019;3143;0;315137;16071;15802;0;350154;-159547;-5970;0;0;-1262;-166779;183374;118240;0;-103082;-54198;-20622;0;2172;-54563;-112053;71321;0;71321;-28524;0;42798;0
BANCO DA AMAZONIA S.A.;4902979;b1;S3;I;1;BELEM;PA;01/03/2019;106388;0;230425;0;1240;0;338053;-51160;-126420;0;0;-117638;-295218;42835;162644;24057;-133695;-64230;-24913;0;178302;-208982;-66816;-23981;134;-23847;15117;0;-8730;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;S3;I;1;PORTO ALEGRE;RS;01/03/2019;264826;0;54245;0;0;0;319071;0;-157733;0;0;-6567;-164299;154772;11023;0;-42891;-10941;-7989;0;9401;-10646;-52042;102730;1964;104693;-40837;0;63857;0
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;S4;I;2;RIO DE JANEIRO;RJ;01/03/2019;0;0;309424;-1818;1742;0;309349;-127886;-1098;0;0;-118;-129102;180247;356671;155226;-61055;-384596;-46791;0;47610;-8694;58370;238617;122;238739;-43365;-128700;66674;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;S4;I;3;SAO PAULO;SP;01/03/2019;233191;10188;11771;32740;0;0;287890;-50256;-78714;-7672;0;-5371;-142013;145878;0;14529;-15616;-47809;-10430;0;8439;-6273;-57159;88719;-3150;85569;-32861;-3591;49117;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;S4;I;2;SAO PAULO;SP;01/03/2019;275110;0;9667;0;0;0;284776;-15632;0;0;-5;-174440;-190077;94700;24451;50019;-6705;-94953;-16407;0;20817;-18498;-41276;53424;33;53457;-27260;-31;26165;0
MERCEDES-BENZ;51262;b2;S3;C;3;SAO PAULO;SP;01/03/2019;256167;19558;855;0;0;0;276580;-58807;-79868;-13235;0;1220;-150689;125891;0;5282;-20320;-20101;-6806;0;24852;-12114;-29207;96685;1208;97892;-38348;0;59544;0
PORTO SEGURO;51444;n1;S4;C;2;SAO PAULO;SP;01/03/2019;244564;0;8705;-124;0;0;253145;-24624;-4670;0;0;-118309;-147604;105541;103395;47238;-10465;-83545;-20578;0;11369;-73551;-26137;79404;0;79404;-30761;-2305;46339;0
HAITONG;51482;b2;S3;C;3;SAO PAULO;SP;01/03/2019;6582;0;236503;-10548;1374;0;233912;-209217;-3213;0;0;508;-211923;21989;8170;0;-10742;-6413;-1345;1711;909;-1276;-8985;13005;0;13005;-3971;-886;8147;0
PARANÁ BANCO;30881;b1;S4;C;2;CURITIBA;PR;01/03/2019;205550;0;26878;184;0;0;232611;-77887;-39;0;0;-210;-78136;154476;2348;56;-14790;-41006;-7193;14049;1119;-3030;-48446;106030;4;106034;-30287;0;75747;0
CIELO S.A.;1027058;n4;;I;2;BARUERI;SP;01/03/2019;0;0;293782;-61915;0;0;231867;0;-154571;0;0;0;-154571;77296;1627286;0;-112138;-197203;-178601;54007;189194;-704275;678269;755565;-1287;754279;-182568;-23180;548531;0
BANCO MUFG BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;01/03/2019;59354;0;103619;64605;1300;0;228878;-32242;-300779;0;0;2415;-330606;-101728;6800;212;-34760;-20784;-6341;0;216848;-50091;111884;10156;-13;10143;-6909;0;3234;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;01/03/2019;208610;4500;6551;-2233;0;0;217428;-26304;-72102;-4073;0;-118126;-220605;-3176;1135;3;-10266;-11304;-5361;2489;1184;-2739;-24859;-28035;108;-27928;9998;-1246;-19176;0
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;01/03/2019;192035;0;15300;8915;0;0;216250;-58895;-10451;0;0;-36532;-105877;110373;1389;18690;-5611;-37836;-8154;0;6707;-6052;-30867;79506;0;79506;-36929;0;42576;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;01/03/2019;164903;0;41027;0;0;0;205930;-47636;-4437;0;0;-25740;-77813;128117;18519;9331;-28888;-42279;-153;0;439;-11035;-54066;74051;229;74280;0;-3012;71268;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;S4;I;3;BARUERI;SP;01/03/2019;102;201342;0;0;0;0;201444;0;-11852;-165474;0;-9350;-186676;14768;0;0;0;-6602;-4318;0;1114;-317;-10123;4645;2331;6976;-3894;0;3082;0
JOHN DEERE;50071;b1;S3;C;3;INDAIATUBA;SP;01/03/2019;190004;0;2589;0;0;0;192594;-1359;-80383;0;0;-25440;-107182;85412;11753;100;-9191;-8528;-5224;0;257;-151;-10983;74428;230;74658;-29845;-1634;43178;0
SOFISA;31873;b1;S4;C;2;SAO PAULO;SP;01/03/2019;119726;0;39395;3267;15516;0;177903;-73830;-3355;0;0;-1590;-78775;99128;607;9660;-20246;-31291;-5926;-311;18464;-21208;-50253;48875;935;49810;-11534;-7323;30953;0
SOCIETE GENERALE;31859;b1;S3;C;3;SAO PAULO;SP;01/03/2019;23113;101430;143530;-91159;0;0;176914;-12611;-5426;-85282;-82956;4644;-181630;-4716;2610;10;-42952;-23830;-6589;0;167702;-11664;85287;80571;101;80672;-27186;0;53486;0
INTER;51884;b1;S4;C;2;BELO HORIZONTE;MG;01/03/2019;142192;0;32172;342;111;0;174818;-53472;-435;0;0;-22298;-76205;98613;14955;3092;-32149;-68255;-6468;3053;7509;-14317;-92578;6034;-2222;3812;8271;0;12083;0
ING;51073;b1;S3;C;3;SAO PAULO;SP;01/03/2019;10867;0;109269;53469;0;0;173606;-37235;-37174;0;-61415;1847;-133976;39629;16209;0;-12628;-16840;-3288;0;6936;-3233;-12845;26784;89;26873;-10609;-377;15887;0
BANCO CBSS S.A.;27098060;b2;S4;I;3;BARUERI;SP;01/03/2019;167034;0;2989;0;0;0;170023;-15180;0;0;-9;-57233;-72422;97601;11836;8280;-8439;-71568;-9752;0;19856;-33745;-83532;14069;0;14069;-6058;-1521;6490;0
REDECARD S.A.;1425787;n4;;I;2;SAO PAULO;SP;01/03/2019;0;0;164876;0;0;0;164876;0;0;0;0;0;0;164876;1181986;0;-109693;-427335;-113853;-4408;231907;-280481;478123;642999;52;643051;-196612;-75585;370854;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;I;1;ARACAJU;SE;01/03/2019;126230;0;32928;0;0;3460;162618;-52628;-992;0;0;-9633;-63253;99365;12895;18905;-43626;-42176;-9098;3328;3408;-9281;-65646;33719;417;34136;-13028;-2072;19035;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;01/03/2019;15;0;162033;0;0;0;162048;-157928;0;0;0;10;-157918;4130;0;0;-4490;73449;0;0;124;-73225;-4142;-12;22;10;-4;0;6;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;01/03/2019;163649;0;-355;-1482;0;0;161812;-7651;-56274;0;-34;-36701;-100660;61152;4345;3962;-25027;-8303;-4608;0;2815;-28229;-55045;6107;-3721;2386;-1474;-43;869;0
BANCO FIBRA S.A.;58616418;b1;S3;I;2;SAO PAULO;SP;01/03/2019;93917;0;28774;30032;4632;0;157356;-100587;-6252;0;0;-4862;-111701;45655;5979;1119;-25914;-15137;-2221;-1198;6289;-8047;-39130;6525;-592;5933;-2859;0;3075;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S4;I;3;PORTO ALEGRE;RS;01/03/2019;114151;38393;3645;0;0;0;156188;-1837;-50056;-27645;0;-9761;-89299;66889;0;164;-13558;-19289;-4210;270;10663;-4846;-30806;36083;0;36083;-14180;0;21903;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;01/03/2019;115206;0;39369;0;0;0;154575;-39884;-11274;0;0;-21618;-72776;81799;9053;498;-24803;-21093;-866;0;5053;-5252;-37411;44388;33;44420;-1961;-2001;40458;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;01/03/2019;59397;0;76577;0;0;14625;150598;-91101;0;0;0;-3309;-94409;56189;0;1340;-31385;-8214;-2982;0;960;-4319;-44599;11591;17;11607;0;0;11607;0
GOLDMAN SACHS;51585;b2;S3;C;3;SAO PAULO;SP;01/03/2019;6275;0;181494;-53108;12747;0;147408;-14909;-56026;0;0;3624;-67310;80098;91641;0;-80000;-27147;-13841;0;15590;-13681;-27438;52660;0;52660;-24510;0;28151;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;S4;I;3;PORTO ALEGRE;RS;01/03/2019;141151;0;3473;2487;0;0;147111;-2541;-9983;0;0;-62094;-74618;72493;14689;26358;-3889;-29481;-9927;0;5497;-5204;-1956;70536;0;70536;-28188;0;42349;0
PINE;50304;b1;S3;C;2;SAO PAULO;SP;01/03/2019;75675;0;51203;5031;12551;0;144459;-133962;-7975;0;0;30037;-111900;32560;8187;606;-20697;-21294;-7793;-6844;12643;-40595;-75787;-43227;17287;-25940;-5289;-9516;-40746;0
BOCOM;52003;b1;S4;C;3;SALVADOR;BA;01/03/2019;76375;0;32212;9728;17751;0;136066;-63517;-58543;0;0;-2677;-124736;11330;14198;3641;-22037;-14806;-4103;-4218;45018;-2217;15476;26807;0;26807;-10076;-2150;14581;0
CREDIT AGRICOLE;51066;b1;S3;C;3;SAO PAULO;SP;01/03/2019;29989;0;69384;33377;0;0;132750;-8081;-62654;0;-4074;0;-74810;57940;13817;70;-21790;-10592;-3232;-260;45408;-80195;-56774;1166;0;1166;-1183;-205;-223;0
BANCO TRIANGULO S.A.;17351180;b1;S4;I;2;UBERLANDIA;MG;01/03/2019;114042;0;10282;0;0;0;124324;-26058;-2810;0;0;-46525;-75393;48931;8717;30522;-33444;-41498;-7795;554;15744;-9543;-36743;12188;-394;11794;-1847;-4294;5654;0
BANCO FIDIS S/A;62237425;b2;S4;I;3;BETIM;MG;01/03/2019;111944;0;7503;-336;0;0;119112;-54904;-2;0;0;3570;-51335;67777;10812;0;-5222;-10547;-3738;0;6857;-6111;-7949;59827;-1870;57957;-22755;-1338;33865;0
RENDIMENTO;51468;b1;S4;C;2;SAO PAULO;SP;01/03/2019;40283;0;14709;3595;59652;0;118239;-18771;-2586;0;0;-3161;-24518;93722;18606;698;-38531;-30925;-6684;232;11487;-25304;-70422;23300;-9;23291;-8661;-1422;13208;0
BANCO VOLVO BRASIL S.A.;58017179;b2;S4;I;3;CURITIBA;PR;01/03/2019;106045;9231;870;0;0;0;116145;-252;-43976;-6596;0;-3316;-54141;62005;0;1335;-9046;-10169;-2817;5079;3777;-1951;-13793;48212;271;48483;-17078;-660;30745;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;S3;I;3;SAO PAULO;SP;01/03/2019;18675;0;72364;6310;11521;0;108870;-32592;-45350;0;0;152;-77789;31081;8059;5;-15740;-9715;-4842;0;7797;-1794;-16230;14852;13;14864;-6119;-586;8159;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;01/03/2019;11098;0;96922;0;0;62;108083;-102352;-4212;0;0;-2087;-108651;-568;35;0;-4719;-4719;-27;0;10608;-34;1143;575;28;603;-21;-339;243;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;01/03/2019;2441;0;105014;0;0;0;107455;-104813;0;0;0;1;-104813;2642;0;0;-5175;58221;0;0;263;-55947;-2638;5;-5;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;01/03/2019;95146;0;11151;0;0;14;106311;-18442;-11396;0;0;-18263;-48102;58209;24283;7393;-28837;-32448;-773;0;3441;-16303;-43245;14964;-136;14829;-2059;0;12770;0
DACASA FINANCEIRA;51891;n1;S4;C;2;VITORIA;ES;01/03/2019;99528;0;3822;0;0;0;103350;-18537;0;0;0;-68101;-86638;16712;8880;6273;-9585;-42597;-6113;0;26018;-7554;-24679;-7967;-5;-7971;2506;-471;-5937;0
SOCOPA;50328;b1;S4;C;2;SAO PAULO;SP;01/03/2019;18460;0;32808;3458;45950;0;100676;-37699;-3668;0;0;-1001;-42367;58309;37544;14872;-34510;-47624;-7530;0;7649;-6052;-35651;22658;112;22771;-7695;-5586;9489;0
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;01/03/2019;69340;0;25388;495;0;0;95224;-33204;-14436;0;-1429;-1117;-50187;45037;2872;1768;-13198;-7247;-3236;79;0;-12;-18974;26063;-46;26017;-7281;0;18736;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;S4;I;3;SAO PAULO;SP;01/03/2019;14347;0;9449;-1408;72065;0;94453;-8591;-73267;0;0;-638;-82497;11956;1339;11;-5300;-2796;-556;0;1163;-6292;-12430;-474;0;-474;-388;0;-862;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;01/03/2019;3261;0;90735;0;0;0;93996;-88104;-2949;0;0;21;-91033;2963;375;0;-7522;-4720;-36;6946;12205;-781;6467;9430;0;9430;-77;-212;9141;0
SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;7747410;n1;S4;I;2;BARUERI;SP;01/03/2019;92066;0;1030;0;0;0;93096;-5363;-756;0;0;-48866;-54985;38111;1785;2660;-897;-14675;-4702;0;0;-858;-16687;21424;0;21424;-16595;0;4830;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;01/03/2019;81099;0;10584;0;0;36;91719;-17771;-6557;0;0;-13188;-37516;54203;20934;6497;-25208;-23448;-624;0;3633;-14740;-32956;21247;32;21278;-1809;0;19470;0
BEXS;51743;b2;S4;C;2;SAO PAULO;SP;01/03/2019;0;0;1525;-44;87037;0;88518;0;0;0;0;0;0;88518;3;11;-5329;-58367;-4155;0;904;-147;-67080;21438;0;21438;-8416;-377;12645;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;01/03/2019;74514;0;11957;0;0;0;86471;-27807;-122;0;0;-17583;-45513;40959;0;0;-11676;-6758;-62;0;3540;-892;-15847;25112;-65;25047;0;0;25047;-3347
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;01/03/2019;74195;0;12132;0;0;0;86326;-26078;-11728;0;0;-20116;-57923;28403;3523;1132;-11421;-12335;-167;0;5482;-6332;-20119;8285;-20;8265;-595;0;7669;0
NU PAGAMENTOS S.A.;18236120;n4;;I;2;SAO PAULO;SP;01/03/2019;14847;0;66903;1378;0;0;83128;0;-3794;0;-1426;-264746;-269966;-186838;163616;19027;-70357;-153953;-33906;-3549;296327;-95243;121961;-64877;602;-64275;13691;0;-50585;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;S4;I;3;SAO PAULO;SP;01/03/2019;45262;0;47545;-11018;0;0;81789;-9470;-52059;0;-6150;-187;-67865;13925;4078;0;-13991;-5349;-3238;0;23513;-4081;932;14856;0;14856;-5897;0;8959;0
