Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior
ABC-BRASIL;41856;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;13009754;3400666;0;193531;171822;0;408;6758418;59360;0;0;12693;0;0;705373;1;1707484
CITIBANK;30403;b1;C;3;S2;199;SAO PAULO;SP;01/03/2019;11421161;7788389;0;2662;0;0;0;3629986;123;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/03/2019;10839490;9377266;211837;273292;276497;0;427299;273237;0;0;0;0;0;0;0;62;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/03/2019;10306416;6555678;26129;488334;0;0;1368396;473244;0;22;1348446;0;0;45595;0;572;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/03/2019;10204505;7271861;162487;1327675;1091692;0;0;0;350789;0;0;0;0;0;0;0;0
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/03/2019;9630750;9630750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/03/2019;9188269;8862436;0;322847;0;0;0;0;2986;0;0;0;0;0;0;0;0
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/03/2019;9122128;8285168;0;0;0;0;18433;423344;0;0;0;0;0;0;32123;4685;358375
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/03/2019;8732961;7757611;917831;42523;0;0;13365;0;0;0;1293;0;0;0;0;338;0
JOHN DEERE;50071;b1;C;3;S3;199;INDAIATUBA;SP;01/03/2019;8335121;7711434;0;96488;31057;471963;0;0;24179;0;0;0;0;0;0;0;0
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/03/2019;7946666;7910562;0;0;0;0;0;0;0;0;0;0;0;0;0;36104;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/03/2019;7910619;7077926;0;154693;0;0;0;519504;16704;0;0;132205;0;0;0;9586;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;7864970;2373906;14299;0;0;0;0;1060453;0;1100994;11609;0;0;0;0;264;3303445
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/03/2019;7706114;5681532;0;241050;191971;0;3275;1457421;130802;0;0;0;0;0;0;63;0
NU PAGAMENTOS S.A.;18236120;n4;I;2;;41;SAO PAULO;SP;01/03/2019;7368710;7300405;0;0;0;0;0;0;0;0;0;0;0;0;0;68306;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/03/2019;6393532;6383385;0;0;0;0;0;10147;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/03/2019;6352278;6340810;0;0;0;0;0;0;0;0;0;0;0;0;0;11468;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/03/2019;6030170;3251634;0;0;0;0;0;1245599;0;0;6358;0;0;0;1487631;1677;37270
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/03/2019;5443842;4339309;118115;0;0;0;197739;743910;5025;0;2;0;0;0;0;4407;35335
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/03/2019;5416468;5278941;0;37179;34836;0;0;58063;7450;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/03/2019;5109564;5109564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/03/2019;4902618;1622267;115719;1319403;0;0;122;13680;675583;6915;208082;188066;0;11868;740915;0;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S3;8;BELEM;PA;01/03/2019;4336656;4331423;0;0;389;0;400;0;0;0;4224;0;0;0;0;220;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/03/2019;4109038;3958233;0;0;0;0;0;0;0;0;0;0;0;0;0;150805;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/03/2019;4046907;2512060;542526;37829;3457;0;2317;874419;0;0;1268;0;0;0;71550;1480;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/03/2019;3768734;487616;0;0;0;0;7550;2112952;0;22015;75;2903;0;0;405851;0;729773
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/03/2019;3742576;3742542;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/03/2019;3544823;1471757;149031;0;0;0;1916765;2997;0;0;0;0;0;0;0;4273;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/03/2019;3462935;2505354;0;804189;0;0;0;0;119715;0;33676;0;0;0;0;0;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;3442368;461979;0;0;0;52760;0;1396085;0;0;0;1245023;0;0;0;0;286521
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;3426531;68247;0;0;0;0;0;468214;0;2890064;0;0;0;0;7;0;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/03/2019;3291364;1538465;13615;24491;0;0;12662;1322340;31901;0;0;24607;0;0;223328;0;99955
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/03/2019;3226545;1433780;0;0;0;0;285421;929189;0;0;0;0;0;0;0;19;578135
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/03/2019;3210558;774130;0;0;0;0;0;2226636;0;0;0;21024;0;0;188749;20;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/03/2019;3161958;3103979;0;0;0;0;1840;28282;0;0;27240;0;0;0;0;617;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/03/2019;3090296;1472164;253028;96440;0;0;631939;555454;14850;392;17258;0;0;0;48739;32;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/03/2019;3000931;2146396;8942;0;0;0;0;845488;0;0;0;0;0;0;0;104;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;2858269;1850596;0;0;0;0;0;1007673;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/03/2019;2796994;2452226;176253;1588;0;0;0;165850;0;0;0;0;0;0;0;1078;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;2793902;32131;0;0;0;0;0;268939;0;0;0;0;0;0;2492832;0;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/03/2019;2743312;2668393;0;0;0;0;0;0;0;0;0;0;0;0;0;74920;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/03/2019;2678808;2678808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/03/2019;2568551;2555647;0;0;0;0;0;0;0;0;0;0;0;0;0;12905;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/03/2019;2398827;1343441;874;1696;0;0;2660;995832;0;0;32411;0;0;0;21884;27;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/03/2019;2360948;1897367;379443;519;0;0;0;57860;0;0;1532;0;0;0;21891;2336;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/03/2019;2290182;2268822;0;0;0;0;0;20209;0;0;0;0;0;0;0;1151;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/03/2019;2240049;517218;0;0;0;0;0;1721875;0;0;0;0;0;0;956;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/03/2019;2218885;1253470;0;1470;0;0;29906;66132;593911;0;5446;0;0;0;191041;135;77374
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/03/2019;2197477;1712757;255416;0;0;0;0;227892;0;0;0;0;0;774;0;638;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/03/2019;2164846;1363835;32464;371950;38459;0;0;0;308430;0;15791;1165;0;13350;19402;0;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;2078464;1063795;0;0;0;0;42677;971992;0;0;0;0;0;0;0;0;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/03/2019;2052742;931866;0;12281;15226;0;1299;568751;0;0;0;0;0;0;523319;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/03/2019;1927990;1416775;6942;222;0;0;185003;318865;0;0;0;0;0;0;0;183;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/03/2019;1847215;1298330;75356;0;0;0;0;473153;0;0;0;0;0;0;0;375;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/03/2019;1817375;1417948;0;55876;9280;0;0;297106;11188;0;0;0;0;0;0;25977;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/03/2019;1805679;525178;0;0;0;0;1200496;80005;0;0;0;0;0;0;0;0;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/03/2019;1767794;1762396;0;0;0;0;0;0;0;0;0;0;0;0;0;5398;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/03/2019;1736673;687760;0;0;0;0;0;0;0;0;0;0;0;0;1048913;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/03/2019;1657687;751917;0;0;0;0;0;465048;0;440722;0;0;0;0;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/03/2019;1636568;337187;1299379;0;0;0;0;0;0;0;0;0;0;0;0;2;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/03/2019;1626367;65132;1561233;0;0;0;0;0;0;0;0;0;0;0;0;2;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/03/2019;1543414;1144399;0;194023;0;0;6564;162596;0;0;0;0;0;0;35833;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/03/2019;1517771;1330340;57940;0;0;0;0;129203;0;0;0;0;0;0;0;287;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/03/2019;1508935;1484840;0;0;0;0;0;0;0;0;0;0;0;0;0;24095;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/03/2019;1483584;1483584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/03/2019;1458940;762024;0;0;0;0;0;665368;0;0;31455;0;0;0;0;93;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/03/2019;1425101;685733;0;0;0;0;0;217796;0;0;0;0;0;0;0;0;521572
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/03/2019;1355808;906990;47466;199;0;0;0;400917;0;0;0;0;0;0;0;236;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/03/2019;1346149;1057066;1744;373;0;0;0;286602;210;0;0;0;0;0;0;155;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/03/2019;1344740;1330465;0;0;0;0;0;0;0;0;0;0;0;0;0;14275;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/03/2019;1287458;75079;0;408867;134787;0;0;0;59209;0;0;281221;0;328295;0;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/03/2019;1235215;885937;0;0;0;0;0;339813;0;0;0;0;0;0;9465;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/03/2019;1197000;1195010;0;0;0;0;0;0;0;0;0;0;0;1957;0;33;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/03/2019;1184336;968283;0;0;0;0;0;215883;0;0;0;0;0;0;0;170;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/03/2019;1156806;176814;0;0;0;117752;2;786043;0;0;0;0;0;0;0;0;76195
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;01/03/2019;1151288;5022;0;0;0;0;0;0;0;1146267;0;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/03/2019;1139628;115786;517;595199;39413;0;9167;0;35694;0;0;343850;0;0;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/03/2019;1137779;501176;39808;0;0;0;0;595997;0;0;0;0;0;511;0;287;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/03/2019;1121895;834560;31788;0;0;0;0;255369;0;0;0;0;0;0;0;178;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/03/2019;1119646;354871;97990;0;0;0;30;666572;0;0;0;0;0;0;0;183;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/03/2019;1105608;719274;55953;0;0;0;0;330152;0;0;0;0;0;0;0;229;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/03/2019;1105241;766455;107911;72757;0;0;4764;42756;11686;1426;40588;42627;0;14232;39;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/03/2019;1080780;577942;119948;0;0;0;6363;376439;0;0;0;0;0;0;0;89;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/03/2019;1078667;649470;279;0;0;0;0;428784;0;0;0;0;0;0;0;134;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/03/2019;1075000;1028709;0;0;0;0;0;46162;0;0;0;0;0;0;0;129;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/03/2019;1053938;661597;8155;0;0;0;0;377357;0;0;0;0;0;6716;3;109;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/03/2019;1035481;377817;933;0;0;0;0;519594;0;0;16751;0;0;186;120199;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/03/2019;1034741;972538;39597;0;0;0;0;22565;0;0;0;0;0;0;0;42;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/03/2019;1023949;1023947;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2019;1015148;398428;0;0;0;0;0;616519;0;0;0;0;0;0;0;201;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/03/2019;998306;867213;25904;22539;0;0;82650;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/03/2019;994187;783624;25303;0;0;0;11973;173094;0;0;0;0;0;0;0;192;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/03/2019;936909;488573;26552;0;0;0;0;421160;0;0;0;0;0;506;0;117;0
DACASA FINANCEIRA;51891;n1;C;2;S4;197;VITORIA;ES;01/03/2019;891617;886448;0;0;0;0;0;0;0;0;0;0;0;0;0;5169;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/03/2019;890674;542662;15318;0;0;0;0;331266;0;0;0;0;0;1262;0;166;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/03/2019;884113;612820;0;0;0;0;84436;186793;0;0;0;0;0;0;0;64;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/03/2019;856146;461789;0;742;0;0;0;393496;0;0;0;0;0;79;0;41;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/03/2019;849080;340484;139;0;0;0;95615;265552;0;0;147158;0;0;0;0;133;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/03/2019;843930;520967;2342;0;0;0;0;320464;0;0;0;0;0;0;0;157;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;01/03/2019;843419;429623;0;0;0;0;0;86976;0;0;0;0;0;0;326820;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/03/2019;822864;695664;141;0;0;0;8661;118244;0;0;0;0;0;0;0;154;0
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;820303;0;0;0;0;0;0;820302;0;0;0;0;0;0;0;0;0
BANCO TOPÁZIO S.A.;7679404;b1;I;2;S4;8;PORTO ALEGRE;RS;01/03/2019;815385;772324;0;0;0;0;0;42980;0;0;0;0;0;0;0;80;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/03/2019;809800;762576;11531;0;0;0;0;35629;0;0;0;0;0;0;0;64;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/03/2019;800329;211687;11;46929;0;0;86;448732;3155;0;0;0;0;0;89702;27;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE MATO-GROSSENSE – SICREDI NORTE MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/03/2019;795997;637586;5221;0;0;0;430;152613;0;0;0;0;0;0;0;148;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/03/2019;781662;449765;32828;0;0;0;0;298953;0;0;0;0;0;0;0;116;0
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;I;2;S5;9;ARAGUARI;MG;01/03/2019;777302;629664;0;0;0;0;0;147607;0;0;0;0;0;0;0;31;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/03/2019;762770;684983;1082;0;0;0;45443;31153;0;0;0;0;0;0;0;109;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;I;2;S4;9;SAO GABRIEL DO OESTE;MS;01/03/2019;757071;541423;6852;0;0;0;87120;121559;0;0;0;0;0;0;0;117;0
GRUPO BONSUCESSO - BS2;52034;b1;C;2;S4;199;BELO HORIZONTE;MG;01/03/2019;733833;129659;0;0;0;0;5964;211582;0;0;0;386601;0;0;0;27;0
COOPERATIVA DE CRÉDITO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;01/03/2019;700967;508481;908;0;0;0;0;191495;0;0;0;0;0;0;0;82;0
