cat;Categoria;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;jun/16;26.765.390;304.318;2.013.923;3.973.821;4.710.392;1.125.043;331.319;3.209;12.462.025;29.569;311.746;769.272;1.151.392;298.215;134.189;2.658;2.697.041;89.725;1.727.177;1.519.607;57.960;26.474;4.900;4.675;3.430.517;132.607;3.129.334;318.930;1.311;94;1;0;3.582.277;0;0;0;0;0;0;0;0;183.777;821.768;1.461.256;807.701;261.612;171.667;23.777;3.731.557;993;19.932;24.221;25.800;2.603;149;0;73.698;115;274.049;438.380;70.938;3.975;817;0;788.274;0;0;0;0;0;0;0;0;
b3S%;b3S - Cooperativa de Crédito Singulares;jun/16;1,34%;2,64%;3,24%;3,98%;4,46%;3,36%;6,71%;0,26%;3,91%;2,53%;3,55%;4,01%;4,93%;3,65%;0,61%;0,04%;3,01%;2,10%;5,41%;12,04%;6,17%;12,46%;1,76%;1,66%;6,79%;7,29%;5,70%;2,15%;0,07%;0,01%;0,00%;0,00%;4,79%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,63%;4,31%;6,12%;2,63%;1,20%;1,49%;3,67%;3,14%;0,01%;0,05%;0,03%;0,01%;0,00%;0,00%;0,00%;0,01%;0,05%;2,29%;1,71%;0,51%;0,08%;0,02%;0,00%;1,28%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b3C;b3C - Central e Confederação de Cooperativas de Crédito;jun/16;1.101.976;124;122.120;630.297;76.874;13.794;565;0;843.774;0;829;2.184;3.547;0;0;0;6.559;0;379;17.109;0;0;0;0;17.489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;28.058;137.173;44.321;81;27;164;209.830;0;5.913;10.278;5.245;2.333;556;0;24.324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;jun/16;0,06%;0,00%;0,20%;0,63%;0,07%;0,04%;0,01%;0,00%;0,26%;0,00%;0,01%;0,01%;0,02%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,14%;0,00%;0,00%;0,00%;0,00%;0,03%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,15%;0,57%;0,14%;0,00%;0,00%;0,03%;0,18%;0,00%;0,02%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b4;b4 - Banco de Desenvolvimento;jun/16;384.006.111;117.473;155.895;201.272;200.203;18.350;108.020;0;801.214;12.027;115.085;202.959;407.942;207.195;49.447;0;994.654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;830;5.245;13.467;18.277;4.360;2.399;0;44.578;2.890.112;17.644.770;35.507.869;85.513.141;70.312.391;137.156.848;27.459.081;376.484.212;26.919;351.195;637.067;1.591.014;1.363.484;1.711.252;521;5.681.453;0;0;0;0;0;0;0;0;
b4%;b4 - Banco de Desenvolvimento;jun/16;19,23%;1,02%;0,25%;0,20%;0,19%;0,05%;2,19%;0,00%;0,25%;1,03%;1,31%;1,06%;1,75%;2,53%;0,23%;0,00%;1,11%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,03%;0,06%;0,06%;0,02%;0,02%;0,00%;0,04%;41,52%;45,60%;41,25%;47,60%;62,38%;67,10%;56,36%;55,59%;10,90%;2,94%;2,49%;11,51%;27,05%;34,99%;3,23%;9,23%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
n1;n1 - Não Bancário de Crédito;jun/16;9.758.533;116.629;256.608;350.452;336.117;41.168;6.933;0;1.107.907;43.428;538.054;1.207.465;1.942.380;665.854;242.067;23.499;4.662.747;0;2.658;285;0;0;0;0;2.942;31.303;484.388;46.819;8.748;1.623;3.811;333;577.025;0;0;0;0;0;0;0;0;10.451;7.353;9.100;20.676;6.038;3.457;0;57.075;37.938;137.803;410.119;1.009.270;722.699;704.140;3.996;3.025.964;277;6.946;19.582;52.068;81.394;85.740;0;246.007;8;20.267;56.081;2.491;7;11;0;78.866;
n1%;n1 - Não Bancário de Crédito;jun/16;0,49%;1,01%;0,41%;0,35%;0,32%;0,12%;0,14%;0,00%;0,35%;3,71%;6,13%;6,30%;8,31%;8,14%;1,11%;0,34%;5,21%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;1,72%;0,88%;0,32%;0,49%;0,15%;1,01%;2,49%;0,77%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,09%;0,04%;0,04%;0,07%;0,03%;0,03%;0,00%;0,05%;0,54%;0,36%;0,48%;0,56%;0,64%;0,34%;0,01%;0,45%;0,11%;0,06%;0,08%;0,38%;1,61%;1,75%;0,00%;0,40%;0,00%;0,27%;0,39%;0,01%;0,00%;0,00%;0,00%;0,17%;
n2;n2 - Não Bancário de Mercado de Capitais;jun/16;233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;0;0;0;0;32;233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
n2%;n2 - Não Bancário de Mercado de Capitais;jun/16;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
C;C - Conglomerado;jun/16;1.308.658.395;7.442.939;50.169.136;75.084.170;77.227.352;22.244.214;4.341.569;1.101.122;237.610.502;762.723;5.679.460;13.377.264;15.520.270;6.221.062;21.262.597;6.961.483;69.784.859;3.288.371;28.881.496;7.605.527;764.296;182.022;272.888;276.477;41.271.077;1.460.465;47.316.179;10.612.251;1.357.288;1.083.160;372.837;13.013;62.215.192;1.669.883;32.817.018;55.708.892;33.023.698;15.016.658;7.248.259;3.148;145.487.556;7.185.750;15.326.617;18.478.017;25.187.775;20.574.329;11.005.745;543.873;98.302.105;1.524.843;15.066.464;34.617.671;63.484.348;26.134.648;34.700.166;11.926.317;187.454.457;135.225;9.075.265;21.192.629;11.422.362;3.306.506;2.864.396;15.603;48.011.986;260.559;3.095.050;10.826.274;15.524.648;3.329.625;1.628.701;3.121;34.667.978;
C%;C - Conglomerado;jun/16;65,55%;64,52%;80,76%;75,23%;73,05%;66,41%;87,87%;88,32%;74,52%;65,23%;64,72%;69,78%;66,40%;76,06%;97,07%;99,58%;77,92%;76,84%;90,49%;60,28%;81,35%;85,65%;98,24%;98,34%;81,68%;80,25%;86,15%;71,55%;76,09%;99,20%;98,87%;97,51%;83,13%;85,66%;86,36%;85,91%;80,31%;78,02%;98,74%;100,00%;84,34%;63,86%;80,30%;77,33%;82,16%;94,65%;95,33%;83,91%;82,73%;21,90%;38,94%;40,22%;35,34%;23,19%;16,98%;24,48%;27,68%;54,76%;75,98%;82,77%;82,67%;65,61%;58,57%;96,77%;77,99%;52,10%;41,02%;74,85%;82,83%;89,98%;82,37%;86,03%;73,86%;
I;I - Instituição independente;jun/16;687.913.026;4.093.251;11.950.984;24.716.088;28.488.320;11.252.473;599.142;145.576;81.245.834;406.616;3.096.442;5.793.717;7.852.767;1.957.615;641.792;29.343;19.778.293;990.956;3.035.528;5.012.386;175.217;30.491;4.900;4.675;9.254.153;359.426;7.608.155;4.220.407;426.415;8.729;4.251;333;12.627.716;279.498;5.182.852;9.134.400;8.095.257;4.230.500;92.532;0;27.015.040;4.066.737;3.759.110;5.417.511;5.470.267;1.161.889;539.415;104.297;20.519.227;5.436.750;23.625.338;51.457.935;116.162.682;86.577.131;169.714.087;36.794.404;489.768.329;111.735;2.869.456;4.410.356;2.394.793;1.733.443;2.026.146;521;13.546.451;239.578;4.450.065;3.638.220;3.218.713;370.746;348.640;507;12.266.470;
I%;I - Instituição independente;jun/16;34,45%;35,48%;19,24%;24,77%;26,95%;33,59%;12,13%;11,68%;25,48%;34,77%;35,28%;30,22%;33,60%;23,94%;2,93%;0,42%;22,08%;23,16%;9,51%;39,72%;18,65%;14,35%;1,76%;1,66%;18,32%;19,75%;13,85%;28,45%;23,91%;0,80%;1,13%;2,49%;16,87%;14,34%;13,64%;14,09%;19,69%;21,98%;1,26%;0,00%;15,66%;36,14%;19,70%;22,67%;17,84%;5,35%;4,67%;16,09%;17,27%;78,10%;61,06%;59,78%;64,66%;76,81%;83,02%;75,52%;72,32%;45,24%;24,02%;17,23%;17,33%;34,39%;41,43%;3,23%;22,01%;47,90%;58,98%;25,15%;17,17%;10,02%;17,63%;13,97%;26,14%;
