cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;jun/16;49.894.997;21.979;501.944;1.415.041;2.165.495;866.056;353.108;493;5.324.116;430.620;2.799.545;5.188.527;4.923.419;1.197.764;453.501;12.783;15.006.159;34.762;425.859;1.088.406;1.474.349;172.864;1.196;0;3.197.436;0;0;0;0;0;0;0;0;81.551;599.608;143.619;4.610;512;15;528;830.445;190.494;4.845.301;9.394.287;2.900.227;532.432;392.966;0;18.255.707;337.639;3.084.037;2.290.087;1.063.799;315.416;140.514;49.641;7.281.134;0
b3S%;b3S - Cooperativa de Crédito Singulares;jun/16;3,12%;0,61%;2,00%;2,13%;1,79%;1,70%;2,26%;0,17%;1,88%;5,60%;13,81%;15,48%;15,83%;13,89%;16,91%;2,00%;14,36%;0,97%;1,86%;2,03%;2,27%;2,59%;2,47%;0,00%;2,11%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,43%;0,53%;0,44%;0,28%;0,32%;0,04%;0,11%;0,49%;5,56%;16,26%;16,24%;5,14%;1,76%;1,32%;0,00%;8,79%;3,41%;10,27%;9,67%;5,23%;3,94%;3,12%;9,41%;7,51%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;jun/16;3.507;0;0;0;0;0;0;0;0;69;55;258;367;117;38;0;904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.140;271;134;732;326;0;0;2.603;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;jun/16;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;jun/16;4.536.044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.015;150.718;537.669;1.268.195;1.144.060;1.288.981;49;4.430.686;2.650;7.383;17.948;35.032;20.074;22.271;0;105.358;0
b4%;b4 - Banco de Desenvolvimento;jun/16;0,28%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,20%;0,51%;0,93%;2,25%;3,78%;4,33%;0,05%;2,13%;0,03%;0,02%;0,08%;0,17%;0,25%;0,49%;0,00%;0,11%;0,00%
n1;n1 - Não Bancário de Crédito;jun/16;21.493.198;11.390;82.129;188.088;220.151;72.816;14.056;0;588.630;2.311.829;2.187.520;1.559.371;138.297;2.890;12;0;6.199.919;92.571;411.632;974.515;1.059.142;68.395;3.366;0;2.609.620;6.969;61.722;164.847;373.928;322.442;434.335;224.794;1.589.037;1.188.192;4.916.886;1.681.358;50.076;1.459;0;0;7.837.972;15.044;46.362;160.182;378.846;348.589;475.518;31;1.424.572;313.726;362.361;350.992;83.790;36.856;84.539;11.184;1.243.448;0
n1%;n1 - Não Bancário de Crédito;jun/16;1,34%;0,32%;0,33%;0,28%;0,18%;0,14%;0,09%;0,00%;0,21%;30,07%;10,79%;4,65%;0,44%;0,03%;0,00%;0,00%;5,93%;2,59%;1,80%;1,82%;1,63%;1,02%;6,94%;0,00%;1,72%;0,30%;0,42%;0,43%;0,42%;0,45%;0,21%;0,23%;0,31%;6,29%;4,31%;5,15%;3,07%;0,91%;0,00%;0,00%;4,67%;0,44%;0,16%;0,28%;0,67%;1,15%;1,60%;0,03%;0,69%;3,17%;1,21%;1,48%;0,41%;0,46%;1,88%;2,12%;1,28%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;jun/16;9.149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.149;9.149;0
n2%;n2 - Não Bancário de Mercado de Capitais;jun/16;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,73%;0,01%;0,00%
C;C - Conglomerado;jun/16;982.450.186;1.670.195;18.703.806;49.294.093;86.462.030;41.651.244;14.634.283;296.293;212.711.944;4.361.235;13.846.794;23.867.940;23.120.956;7.128.859;2.205.211;627.204;75.158.198;2.762.342;17.874.415;41.625.330;50.454.033;5.233.721;21.612;27.788;117.999.240;226.708;2.909.662;6.792.942;16.239.190;13.830.416;51.805.307;43.480.072;135.284.295;14.577.613;102.260.300;29.013.061;1.298.579;159.757;40.251;487.342;147.836.902;2.052.840;22.358.275;42.383.709;44.947.856;24.219.572;24.473.352;93.880;160.529.484;6.345.285;19.166.809;14.061.763;14.250.983;5.443.235;2.525.580;371.740;62.165.393;70.764.729
C%;C - Conglomerado;jun/16;61,43%;46,21%;74,50%;74,13%;71,53%;81,56%;93,83%;99,82%;75,15%;56,74%;68,32%;71,21%;74,35%;82,64%;82,20%;98,00%;71,91%;77,15%;77,98%;77,55%;77,76%;78,29%;44,59%;100,00%;77,72%;9,84%;19,64%;17,58%;18,30%;19,42%;25,63%;44,04%;26,19%;77,14%;89,70%;88,86%;79,51%;99,65%;99,96%;99,89%;88,07%;59,90%;75,01%;73,25%;79,70%;79,96%;82,27%;99,91%;77,32%;64,15%;63,82%;59,36%;70,10%;67,91%;56,12%;70,44%;64,10%;99,99%
I;I - Instituição independente;jun/16;616.732.803;1.944.475;6.401.668;17.203.168;34.407.867;9.419.495;963.112;525;70.340.310;3.325.701;6.420.625;9.649.399;7.975.115;1.497.230;477.384;12.809;29.358.264;817.962;5.047.001;12.049.646;14.431.567;1.451.564;26.852;0;33.824.591;2.076.450;11.905.767;31.845.049;72.519.957;57.370.497;150.291.020;55.255.516;381.264.258;4.319.559;11.737.124;3.638.474;334.635;562;15;528;20.030.898;1.374.322;7.449.406;15.474.731;11.446.475;6.070.698;5.275.994;80;47.091.706;3.546.428;10.865.323;9.625.988;6.077.467;2.571.977;1.974.404;155.977;34.817.563;5.213
I%;I - Instituição independente;jun/16;38,57%;53,79%;25,50%;25,87%;28,47%;18,44%;6,17%;0,18%;24,85%;43,26%;31,68%;28,79%;25,65%;17,36%;17,80%;2,00%;28,09%;22,85%;22,02%;22,45%;22,24%;21,71%;55,41%;0,00%;22,28%;90,16%;80,36%;82,42%;81,70%;80,58%;74,37%;55,96%;73,81%;22,86%;10,30%;11,14%;20,49%;0,35%;0,04%;0,11%;11,93%;40,10%;24,99%;26,75%;20,30%;20,04%;17,73%;0,09%;22,68%;35,85%;36,18%;40,64%;29,90%;32,09%;43,88%;29,56%;35,90%;0,01%
