cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;set/17;59.219.606;28.130;654.338;1.574.879;2.635.172;1.124.901;569.657;382;6.587.457;411.876;3.200.159;5.670.185;5.456.251;1.472.231;538.481;5.978;16.755.161;25.169;384.967;963.674;1.307.290;186.542;1.400;0;2.869.041;0;0;0;0;0;0;0;0;75.465;822.366;222.698;2.984;345;36;0;1.123.893;219.433;4.665.375;14.271.375;3.096.884;668.051;456.212;0;23.377.331;449.936;2.900.014;2.884.083;1.496.612;494.985;253.834;27.258;8.506.723;0
b3S%;b3S - Cooperativa de Crédito Singulares;set/17;3,54%;0,76%;2,39%;2,24%;2,16%;1,88%;2,45%;0,09%;2,15%;6,89%;16,39%;18,18%;18,44%;17,46%;21,39%;0,49%;17,02%;0,93%;1,77%;1,90%;2,06%;2,37%;4,60%;0,00%;1,96%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,45%;0,66%;0,55%;0,13%;0,22%;0,07%;0,00%;0,61%;6,04%;17,03%;19,92%;5,61%;2,04%;1,66%;0,00%;10,68%;4,73%;10,02%;12,51%;6,65%;5,37%;5,27%;3,89%;8,62%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;set/17;942;0;0;0;0;0;0;0;0;182;68;154;229;94;0;0;726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;30;56;98;0;0;0;216;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;set/17;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;set/17;4.720.119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.350;218.528;580.897;1.538.007;1.175.678;1.068.988;0;4.611.447;5.080;7.443;18.849;38.747;23.871;14.680;0;108.671;0
b4%;b4 - Banco de Desenvolvimento;set/17;0,28%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,81%;0,80%;0,81%;2,79%;3,60%;3,90%;0,00%;2,11%;0,05%;0,03%;0,08%;0,17%;0,26%;0,30%;0,00%;0,11%;0,00%
n1;n1 - Não Bancário de Crédito;set/17;19.755.232;11.964;107.828;242.244;276.970;90.622;36.085;0;765.713;587.694;960.949;937.200;111.037;2.885;4.205;16;2.603.987;36.985;281.010;623.662;694.748;53.007;1.073;0;1.690.485;9.340;78.958;198.161;477.654;280.990;516.924;246.355;1.808.381;1.227.343;6.508.332;2.523.600;117.779;2.061;0;8;10.379.124;20.949;73.017;145.320;390.445;331.172;357.346;0;1.318.248;507.620;271.993;233.877;79.567;38.997;53.866;3.373;1.189.294;0
n1%;n1 - Não Bancário de Crédito;set/17;1,18%;0,32%;0,39%;0,35%;0,23%;0,15%;0,16%;0,00%;0,25%;9,83%;4,92%;3,00%;0,38%;0,03%;0,17%;0,00%;2,65%;1,36%;1,29%;1,23%;1,09%;0,67%;3,52%;0,00%;1,15%;0,51%;0,50%;0,48%;0,50%;0,36%;0,23%;0,23%;0,32%;7,30%;5,23%;6,26%;5,30%;1,32%;0,00%;0,00%;5,62%;0,58%;0,27%;0,20%;0,71%;1,01%;1,30%;0,00%;0,60%;5,34%;0,94%;1,01%;0,35%;0,42%;1,12%;0,48%;1,20%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;set/17;5.711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.711;5.711;0
n2%;n2 - Não Bancário de Mercado de Capitais;set/17;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,82%;0,01%;0,00%
C;C - Conglomerado;set/17;1.013.788.286;1.823.587;20.240.524;52.082.084;92.097.169;46.178.967;17.278.330;411.102;230.111.763;4.292.550;13.984.223;21.850.717;21.676.523;6.826.438;1.941.553;1.200.971;71.772.974;2.134.478;17.436.236;40.761.898;52.157.424;6.828.294;17.179;41.983;119.377.493;270.210;3.107.978;7.139.352;17.158.065;15.031.867;55.343.601;46.652.410;144.703.484;13.189.117;110.523.035;35.113.341;1.815.927;149.278;44.056;690.954;161.525.708;2.871.964;20.347.176;49.989.613;42.390.693;25.896.806;22.330.991;855.008;164.682.251;6.236.878;18.784.820;13.280.337;15.766.607;6.325.569;2.837.225;591.877;63.823.315;57.791.298
C%;C - Conglomerado;set/17;60,60%;49,23%;73,88%;74,20%;75,56%;77,28%;74,24%;99,78%;75,05%;71,80%;71,64%;70,05%;73,25%;80,98%;77,12%;98,66%;72,90%;78,59%;80,33%;80,49%;82,05%;86,92%;56,38%;97,89%;81,45%;14,89%;19,61%;17,29%;18,04%;19,51%;25,03%;42,79%;25,78%;78,40%;88,90%;87,10%;81,71%;95,94%;90,61%;100,00%;87,51%;79,03%;74,29%;69,79%;76,78%;79,22%;81,48%;100,00%;75,26%;65,56%;64,93%;57,61%;70,03%;68,65%;58,86%;84,52%;64,64%;99,99%
I;I - Instituição independente;set/17;659.077.609;1.880.996;7.155.882;18.104.936;29.794.699;13.576.137;5.996.226;927;76.509.802;1.686.170;5.537.138;9.340.347;7.915.453;1.603.777;576.111;16.293;26.675.289;581.391;4.270.694;9.880.165;11.407.733;1.027.568;13.294;905;27.181.751;1.544.792;12.737.802;34.158.299;77.966.413;62.033.547;165.784.537;62.379.603;416.604.994;3.634.482;13.802.466;5.198.777;406.429;6.320;4.565;8;23.053.048;762.218;7.043.414;21.637.577;12.818.992;6.791.675;5.075.162;0;54.129.037;3.275.921;10.146.097;9.770.047;6.746.609;2.888.376;1.982.957;108.426;34.918.433;5.255
I%;I - Instituição independente;set/17;39,40%;50,77%;26,12%;25,80%;24,44%;22,72%;25,76%;0,22%;24,95%;28,20%;28,36%;29,95%;26,75%;19,02%;22,88%;1,34%;27,10%;21,41%;19,67%;19,51%;17,95%;13,08%;43,62%;2,11%;18,55%;85,11%;80,39%;82,71%;81,96%;80,49%;74,97%;57,21%;74,22%;21,60%;11,10%;12,90%;18,29%;4,06%;9,39%;0,00%;12,49%;20,97%;25,71%;30,21%;23,22%;20,78%;18,52%;0,00%;24,74%;34,44%;35,07%;42,39%;29,97%;31,35%;41,14%;15,48%;35,36%;0,01%
