Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43800;82328;37592;4684124;3006920;-379311;2627609;0;0;0;0;0;2085445;469068;157412;10143577;0;10143577
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43800;126145;3249765;1181146;3975200;-139387;3835812;0;0;0;0;0;942007;583953;115473;10034301;0;10034301
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43800;681443;2126591;1261593;4717881;-502971;4214910;0;0;0;0;0;1117320;326479;285726;10014061;0;10014061
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43800;105555;1807936;1008662;841175;-4327;836847;0;0;0;0;0;5933564;13730;10410;9716705;0;9716705
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43800;16;3591078;1305742;2149635;-140325;2009310;0;0;0;0;0;65881;2162851;21241;9156118;0;9156118
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43800;81807;719992;913207;413987;-18775;395211;0;0;0;0;0;590094;6094348;138848;8933507;0;8933507
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;43800;210161;1060968;957911;5336201;-145246;5190955;0;0;0;0;0;586647;588053;198352;8793048;0;8793048
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;C;3;INDAIATUBA;SP;43800;1090;466737;0;8390889;-325197;8065692;0;0;0;0;0;204775;17489;9394;8765178;0;8765178
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43800;253443;1718711;2195491;3846406;-39128;3807278;0;0;0;0;0;592573;61091;30383;8658969;0;8658969
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43800;9663;725074;179312;7315278;-109285;7205993;116;56780;18652;-299;75249;428803;32230;10671;8666994;18652;8648342
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43800;16348;0;333756;2505599;-377726;2127873;0;0;0;0;0;5857838;15082;2056;8352952;0;8352952
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43800;0;281779;7333532;0;0;0;0;0;0;0;0;161069;8;64021;7840410;0;7840410
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43800;45607;2458914;2466999;1032703;-1408;1031295;0;0;0;0;0;1033722;202939;7438;7246915;0;7246915
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43800;86322;137188;1425350;2120516;-122009;1998507;0;0;0;0;0;3123873;258493;21868;7051601;0;7051601
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43800;726;4583236;1817384;104706;-695;104010;0;0;0;0;0;41928;57852;398494;7003629;0;7003629
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43800;104;4994231;1442219;129359;-58;129301;0;0;0;0;0;32223;93573;243325;6934975;0;6934975
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43800;11068;302517;1389483;4965578;-271926;4693652;0;483;483;0;966;494713;5093;30686;6928178;483;6927695
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43800;87231;1334666;2847256;665659;-1537;664122;0;0;0;0;0;1836743;1471;5899;6777389;0;6777389
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43800;21629;101597;1936938;3489128;-73700;3415428;0;0;0;0;0;841119;35322;80698;6432730;0;6432730
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43800;11911;2701372;906115;1764016;-78;1763938;0;0;0;0;0;1022870;1341;6018;6413565;0;6413565
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43800;258;291658;1003;4722878;-41004;4681875;0;0;0;0;0;1374284;2533;6701;6358313;0;6358313
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43800;25948;0;0;3223378;-204627;3018751;0;0;0;0;0;46831;2873496;315689;6280715;0;6280715
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43800;14390;49751;1084;5136092;-123892;5012200;390;681213;209735;-2598;888740;433053;5357;14640;6419215;209735;6209481
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43800;9103;81208;1087004;4488223;-432349;4055874;0;0;0;0;0;821288;54574;32359;6141409;0;6141409
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43800;8887;1984560;2154856;2167560;-749597;1417963;0;0;0;0;0;515460;14557;42354;6138638;0;6138638
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43800;25601;457616;1913507;3277827;-200718;3077110;0;0;0;0;0;131832;18785;292918;5917368;0;5917368
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43800;97468;862246;1094856;2533473;-113100;2420373;0;0;0;0;0;816476;437957;102589;5831965;0;5831965
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43800;765;906709;544218;3715814;-132431;3583383;0;0;0;0;0;257588;7480;530609;5830752;0;5830752
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43800;337;3417778;1909200;271334;-2365;268969;0;0;0;0;0;4367;770;172375;5773796;0;5773796
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43800;11369;734619;625810;2598476;-1076601;1521876;0;0;0;0;0;2735843;0;71858;5701375;0;5701375
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43800;37659;100171;32782;4916435;-95468;4820967;1739;55377;184;-103;57198;120762;2386;16075;5187999;184;5187815
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43800;25;4477833;350167;0;0;0;0;0;0;0;0;1423;654;147093;4977197;0;4977197
HSBC BI - PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;43800;5073;2130522;1432197;0;0;0;0;0;0;0;0;998256;233;43521;4609801;0;4609801
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43800;1514;1433580;584776;442516;-3088;439428;0;0;0;0;0;2109705;658;4364;4574026;0;4574026
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43800;0;285549;3876702;0;0;0;0;0;0;0;0;232877;95;123767;4518990;0;4518990
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;43800;3137;1041339;2940608;96820;-951;95869;0;0;0;0;0;31907;277615;58942;4449417;0;4449417
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43800;1155;15002;100975;3870888;-40825;3830063;5;50124;2462;-342;52249;242475;0;7314;4249233;2462;4246771
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43800;16993;654428;2486975;390397;-8581;381816;0;0;0;0;0;508845;16872;18875;4084804;0;4084804
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43800;15665;239233;948139;2612855;-161863;2450991;0;0;0;0;0;107993;105266;133599;4000887;0;4000887
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43800;97;11566;884832;19234;-114;19121;0;0;0;0;0;2476;2924884;47180;3890155;0;3890155
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43800;6178;369091;152237;2890467;-477914;2412553;166;66056;32826;-2083;96965;765243;41481;52744;3896492;32826;3863666
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43800;77810;33367;1294288;946544;-25715;920829;0;0;0;0;0;953537;414854;53822;3748508;0;3748508
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43800;62034;123254;0;2302517;-117102;2185414;0;0;0;0;0;175080;926463;210082;3682327;0;3682327
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;43800;1839;192011;64428;1282301;-341854;940447;0;0;0;0;0;2346624;72;85540;3630960;0;3630960
MERCADOPAGO PRUDENCIAL;1000084820;n4;;I;2;OSASCO;SP;43800;216626;0;2360845;0;0;0;0;0;0;0;0;551533;305894;142130;3577029;0;3577029
PEFISA S.A. - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43800;54241;293441;153863;1485014;-511852;973162;0;0;0;0;0;1944706;6534;72972;3498918;0;3498918
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43800;19096;346682;143286;1636213;-36823;1599391;0;0;0;0;0;1146643;180369;31493;3466959;0;3466959
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43800;11364;0;168;2995774;-46467;2949307;0;277865;2235;-2068;278032;110731;25567;8311;3383480;2235;3381245
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43800;60367;471753;1909078;41206;-3601;37604;0;0;0;0;0;382030;358154;129356;3348341;0;3348341
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;43800;71;1552428;1344668;95680;-478;95202;0;0;0;0;0;3205;157151;94069;3246794;0;3246794
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43800;35746;103586;0;2015689;-89312;1926377;0;0;0;0;0;135786;864817;178054;3244366;0;3244366
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;43800;759;2752921;339302;49584;-384;49200;0;0;0;0;0;3559;241;42363;3188344;0;3188344
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;43800;21981;500206;872755;609108;-125579;483528;0;0;0;0;0;788103;310329;48518;3025419;0;3025419
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43800;24496;22625;274474;2226138;-129418;2096720;0;0;0;0;0;127160;371391;108045;3024911;0;3024911
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;43800;9430;583;0;1315906;-36207;1279699;0;0;0;0;0;22846;1634687;61809;3009055;0;3009055
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43800;6338;84500;603575;913813;-43667;870146;9281;277438;0;-2227;284492;555427;166321;331762;2902560;0;2902560
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43800;1580;364750;177970;1527945;-193510;1334436;0;0;0;0;0;775953;75840;159214;2889743;0;2889743
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43800;25920;113986;0;1851161;-75838;1775323;0;0;0;0;0;102134;710470;122983;2850816;0;2850816
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;43800;80;28688;2679772;0;0;0;0;0;0;0;0;469;122600;14037;2845646;0;2845646
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43800;360735;546449;157617;759215;-19387;739827;0;0;0;0;0;632749;361846;33057;2832280;0;2832280
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43800;20837;156024;169327;1297530;-67150;1230380;0;0;0;0;0;1238102;238;114;2815022;0;2815022
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;43800;3055;584697;813207;1403540;-41945;1361595;0;0;0;0;0;5676;967;1714;2770911;0;2770911
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43800;5961;71989;949334;1073272;-35456;1037816;0;0;0;0;0;120427;516194;34702;2736422;0;2736422
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43800;24621;319906;721523;1278293;-50901;1227392;0;0;0;0;0;103662;199229;98785;2695118;0;2695118
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43800;489;0;593927;1998069;-218550;1779519;0;0;0;0;0;258813;8810;27321;2668880;0;2668880
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43800;27767;321;0;1563349;-152214;1411136;0;0;0;0;0;25913;1088926;82504;2636567;0;2636567
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43800;21593;756077;358891;1569255;-413932;1155324;0;0;0;0;0;250398;10141;81428;2633852;0;2633852
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;43800;40;0;2442567;157896;-1315;156581;0;0;0;0;0;15094;218;9136;2623637;0;2623637
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;43800;41388;21009;0;148372;-34755;113617;6210;1633985;0;-13011;1627184;656127;67538;0;2526862;0;2526862
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43800;39417;131654;122528;1624388;-126965;1497424;0;0;0;0;0;62523;590601;81574;2525721;0;2525721
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43800;155;45272;714567;1749685;-112231;1637454;0;0;0;0;0;4201;1834;8220;2411705;0;2411705
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;43800;24725;250248;454725;1399048;-55363;1343685;0;0;0;0;0;79528;165776;64019;2382707;0;2382707
