Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;43800;7796182;1211865;9008047;967199;9975245;57265932;1697300;0;780668;21900;2499868;6303616;66069415;115453323;0,118;0,1363;0,151;0,078;0,1765
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43800;5181944;801040;5982984;2282604;8265588;46532628;59350;4375;42050;0;105775;10673448;57311851;96438083;0,0904;0,1044;0,1442;0,062;0,0281
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43800;9128665;0;9128665;0;9128665;31640818;1787336;123573;12277220;161485;14349613;7258725;53249157;89910190;0,1714;0,1714;0,1714;0,1015;0,0148
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43800;5906023;0;5906023;532973;6438996;32005227;713181;0;23373;29397;765952;9962740;42733919;84073536;0,1382;0,1382;0,1507;0,0702;0,0765
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43800;3997394;480067;4477461;909548;5387009;27084242;352435;1520563;772563;65063;2710623;2098979;31893844;44121563;0,1253;0,1404;0,1689;0,1015;0,005
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43800;4277634;0;4277634;750018;5027651;22506089;264327;0;2692910;24736;2981972;4549457;30037519;38253445;0,1424;0,1424;0,1674;0,1118;0,0156
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43800;3347397;0;3347397;1737408;5084805;24410962;475659;1367183;1806407;0;3649248;1582092;29642302;39199554;0,1129;0,1129;0,1715;0,0854;0,0038
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43800;5433264;0;5433264;0;5433264;11095870;1046493;175973;11405832;1389838;14018135;2977509;28091514;39584768;0,1934;0,1934;0,1934;0,1373;0,0162
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43800;3665355;0;3665355;158095;3823450;24620899;385655;0;385706;114596;885957;1570878;27077735;22861159;0,1354;0,1354;0,1412;0,1603;0,25
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43800;4326086;0;4326086;806140;5132226;11345230;2401958;0;5275864;812485;8490306;3137448;22972984;53470645;0,1883;0,1883;0,2234;0,0809;0,0168
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43800;2685013;0;2685013;0;2685013;16624111;867;0;829080;0;829946;4011723;21465780;31040246;0,1251;0,1251;0,1251;0,0865;0,056
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43800;2499049;0;2499049;8455;2507504;17299562;4742;0;0;0;4742;2309501;19613805;31376673;0,1274;0,1274;0,1278;0,0796;0,1739
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43800;7648732;0;7648732;0;7648732;665164;0;0;741524;17063085;17804609;304725;18774498;12116960;0,4074;0,4074;0,4074;0,6312;0,0446
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43800;2526548;0;2526548;825694;3352242;17302454;0;0;0;0;0;1157766;18460220;21552886;0,1369;0,1369;0,1816;0,1172;0,0024
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43800;2872314;0;2872314;0;2872314;14489617;12327;0;0;3688;16015;1255538;15761171;15018985;0,1822;0,1822;0,1822;0,1912;0,0137
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43800;3282616;0;3282616;0;3282616;5904794;123675;570800;2080063;3753438;6527976;2187942;14620711;24620172;0,2245;0,2245;0,2245;0,1333;0,0057
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43800;1968573;0;1968573;0;1968573;12734880;0;0;0;0;0;1238528;13973407;13143313;0,1409;0,1409;0,1409;0,1498;0,005
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43800;2802518;110673;2913192;18753;2931945;12270657;11746;0;66;0;11812;729134;13011604;18368956;0,2154;0,2239;0,2253;0,1586;0,1188
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43800;1167718;282149;1449867;410406;1860273;11006057;155745;0;21590;0;177335;1292803;12476195;15909773;0,0936;0,1162;0,1491;0,0911;0,0196
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43800;2502336;0;2502336;0;2502336;10757297;219270;75358;166615;41295;502537;1215508;12475343;15754734;0,2006;0,2006;0,2006;0,1588;0,1441
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43800;2869248;0;2869248;0;2869248;4267543;481779;88699;5465564;0;6036042;2148851;12452436;19111690;0,2304;0,2304;0,2304;0,1501;0,021
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43800;1769884;0;1769884;0;1769884;11290835;8965;0;0;0;8965;810914;12110714;15182887;0,1461;0,1461;0,1461;0,1166;0,0242
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43800;1910514;0;1910514;0;1910514;8785189;49726;7532;106910;3474;167642;2314468;11267299;56921398;0,1696;0,1696;0,1696;0,0336;0,1022
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43800;1542977;0;1542977;0;1542977;7343328;27238;0;1918308;0;1945545;1717898;11006772;19880226;0,1402;0,1402;0,1402;0,0776;0,1635
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43800;2425760;0;2425760;0;2425760;9979441;0;0;0;0;0;633955;10613396;13717693;0,2286;0,2286;0,2286;0,1768;0,0697
ORIGINAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43800;1375393;0;1375393;0;1375393;8570045;15899;22762;173872;383771;596303;1209870;10376218;13073789;0,1326;0,1326;0,1326;0,1052;0,0967
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43800;1494555;0;1494555;172974;1667529;9318819;48727;1129;0;122;49978;864184;10232980;18491357;0,1461;0,1461;0,163;0,0808;0,1162
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43800;1245472;0;1245472;0;1245472;9139747;0;0;0;0;0;915940;10055687;10284832;0,1239;0,1239;0,1239;0,1211;0,0051
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43800;5749655;0;5749655;0;5749655;3484093;689;0;0;0;689;6199165;9683947;6123220;0,5937;0,5937;0,5937;0,939;0,0046
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43800;1218968;142494;1361463;0;1361463;7529997;22284;0;45587;0;67870;1670305;9268173;56887486;0,1315;0,1469;0,1469;0,0239;0,0977
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43800;934935;0;934935;0;934935;8258487;26024;0;142;0;26166;522280;8806933;NA;0,1062;0,1062;0,1062;NA%;0,0012
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;C;3;INDAIATUBA;SP;43800;1366186;0;1366186;0;1366186;7665903;101935;0;0;0;101935;456235;8224073;9397449;0,1661;0,1661;0,1661;0,1454;0,0013
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S4;C;2;RIO DE JANEIRO;RJ;43800;1389653;0;1389653;0;1389653;2193082;653830;6;1167673;228402;2049910;3712650;7955642;27249579;0,1747;0,1747;0,1747;0,051;0,1023
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43800;836167;0;836167;0;836167;6374347;0;0;0;0;0;211175;6585522;8820242;0,127;0,127;0,127;0,0948;0,0112
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43800;1519497;0;1519497;0;1519497;4449185;340995;0;736697;0;1077692;637609;6164486;8592070;0,2465;0,2465;0,2465;0,1768;0,0068
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43800;1920461;0;1920461;0;1920461;2197949;76715;234127;2030197;103208;2444246;1199309;5841504;9959636;0,3288;0,3288;0,3288;0,1928;0,0089
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43800;1400498;0;1400498;0;1400498;5435589;0;0;0;0;0;256932;5692521;7007400;0,246;0,246;0,246;0,1999;0,0041
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43800;621769;0;621769;92706;714475;4759567;70520;47250;171638;0;289408;590814;5639789;7016552;0,1102;0,1102;0,1267;0,0886;0,0203
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43800;1151756;0;1151756;0;1151756;4828006;64273;0;90;0;64363;719244;5611612;6076645;0,2052;0,2052;0,2052;0,1895;0,0159
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43800;655049;31923;686972;247951;934923;4461193;8463;0;2096;0;10559;1130048;5601800;10108667;0,1169;0,1226;0,1669;0,068;0,2449
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;43800;1245654;0;1245654;0;1245654;4934364;25285;0;11519;494;37298;589684;5561346;7533473;0,224;0,224;0,224;0,1653;0,063
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43800;1548340;0;1548340;0;1548340;4383502;191126;0;540601;0;731728;430014;5545243;22841606;0,2792;0,2792;0,2792;0,0678;0,0226
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43800;632038;204960;836998;0;836998;4896282;144005;0;750;0;144755;501984;5543022;9268354;0,114;0,151;0,151;0,0903;0,0134
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43800;2123127;0;2123127;0;2123127;4229944;193103;27577;308629;36441;565751;720179;5515874;10995155;0,3849;0,3849;0,3849;0,1931;0,0175
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43800;594041;0;594041;81629;675671;5087466;6755;6713;301225;2875;317568;74774;5479807;10052570;0,1084;0,1084;0,1233;0,0591;0,2291
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43800;1007016;0;1007016;0;1007016;5146716;3367;0;0;0;3367;278328;5428411;6096699;0,1855;0,1855;0,1855;0,1652;0,0145
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43800;781962;0;781962;0;781962;4862233;0;0;0;0;0;487987;5350220;6543546;0,1462;0,1462;0,1462;0,1195;0,0013
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43800;1239138;0;1239138;0;1239138;3255226;642003;0;630146;0;1272149;595559;5122934;11024371;0,2419;0,2419;0,2419;0,1124;0,0127
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43800;1105627;0;1105627;0;1105627;4519145;0;0;0;0;0;537475;5056620;5196872;0,2186;0,2186;0,2186;0,2127;0,0087
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43800;940158;0;940158;0;940158;3397061;51204;0;1187096;0;1238300;352515;4987876;14175426;0,1885;0,1885;0,1885;0,0663;0,0083
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43800;974253;0;974253;0;974253;4112037;2115;0;0;0;2115;779099;4893251;NA;0,1991;0,1991;0,1991;NA%;0,0135
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43800;NA;NA;NA;NA;1511433;4429005;0;NA;NA;NA;0;272435;4701440;NA;NA%;NA%;0,3215;NA%;0,0216
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43800;1606226;0;1606226;0;1606226;3911174;0;0;0;0;0;767907;4679081;6327754;0,3433;0,3433;0,3433;0,2538;0,0567
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43800;1765220;0;1765220;0;1765220;3893765;29480;0;275475;0;304955;338982;4537702;9481790;0,389;0,389;0,389;0,1862;0,0011
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43800;657548;0;657548;0;657548;3962637;68607;0;76345;5192;150144;375109;4487890;6020735;0,1465;0,1465;0,1465;0,1092;0,1211
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43800;497924;0;497924;30100;528024;3821121;0;0;0;0;0;407585;4228706;4237513;0,1177;0,1177;0,1249;0,1175;0,0092
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43800;1094897;0;1094897;0;1094897;1603612;41986;0;2074444;0;2116430;305772;4025814;5151422;0,272;0,272;0,272;0,2125;0,0045
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43800;296484;122248;418732;52369;471100;2608352;1266;0;0;0;1266;1205171;3814789;3855823;0,0777;0,1098;0,1235;0,1086;0,0257
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43800;778179;0;778179;0;778179;2643177;0;0;889;0;889;1133891;3777957;5071544;0,206;0,206;0,206;0,1534;0,1001
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43800;1051972;0;1051972;0;1051972;3345425;34523;0;0;0;34523;274407;3654355;3362771;0,2879;0,2879;0,2879;0,3128;0,0079
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43800;540502;0;540502;0;540502;2958531;301253;0;423;0;301676;319743;3579949;3676005;0,151;0,151;0,151;0,147;0,0582
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;43800;492662;0;492662;0;492662;3428718;5630;0;0;0;5630;144037;3578385;NA;0,1377;0,1377;0,1377;NA%;0,0081
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43800;730009;0;730009;0;730009;2927960;18136;0;335671;0;353807;293259;3575026;6036413;0,2042;0,2042;0,2042;0,1209;0,0081
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43800;373284;0;373284;33000;406285;2912530;23100;239;190068;72245;285651;316961;3515143;10577923;0,1062;0,1062;0,1156;0,0353;0,1794
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43800;1446393;0;1446393;0;1446393;2179418;128465;0;702863;0;831328;489999;3500744;6432489;0,4132;0,4132;0,4132;0,2249;0,0036
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43800;724637;0;724637;0;724637;3041520;0;0;0;38000;38000;413599;3493120;4265175;0,2074;0,2074;0,2074;0,1699;0,0392
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43800;467232;0;467232;32068;499300;1221133;1971;772;7535;686;10964;2236443;3468540;2636725;0,1347;0,1347;0,144;0,1772;0,05
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43800;392891;0;392891;58364;451255;2941192;2;0;16109;24;16135;434482;3391810;5952154;0,1158;0,1158;0,133;0,066;0,1953
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43800;808678;0;808678;0;808678;2478176;0;0;0;0;0;898253;3376429;2955197;0,2395;0,2395;0,2395;0,2736;0,3662
PEFISA S.A. - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43800;482577;0;482577;0;482577;2520134;1789;0;6695;0;8485;518389;3047008;NA;0,1584;0,1584;0,1584;NA%;0,0547
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43800;348982;0;348982;80000;428982;2395975;0;0;0;0;0;491672;2887647;3748475;0,1209;0,1209;0,1486;0,0931;0,1456
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43800;665297;0;665297;891;666188;2686459;37808;0;967;0;38775;99611;2824845;3531992;0,2355;0,2355;0,2358;0,1884;0,0479
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43800;775058;0;775058;0;775058;2268893;0;0;0;0;0;513411;2782304;NA;0,2786;0,2786;0,2786;NA%;0,0142
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43800;451226;0;451226;0;451226;2661369;0;0;0;0;0;101909;2763278;4073212;0,1633;0,1633;0,1633;0,1108;0,2939
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43800;427952;0;427952;2228;430180;2591770;0;0;0;0;0;96556;2688325;3840943;0,1592;0,1592;0,16;0,1114;0,2468
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43800;576575;0;576575;0;576575;2355354;8650;0;0;0;8650;277139;2641144;NA;0,2183;0,2183;0,2183;NA%;0,0465
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43800;530764;0;530764;0;530764;1732665;380926;106325;0;0;487251;306726;2526641;2786923;0,2101;0,2101;0,2101;0,1904;0,0311
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43800;331714;0;331714;36108;367823;2375346;0;0;0;0;0;89123;2464468;3479344;0,1346;0,1346;0,1493;0,0953;0,1618
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43800;327562;0;327562;0;327562;1825120;75131;0;12050;0;87181;400785;2313085;2952897;0,1416;0,1416;0,1416;0,1109;0,077
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43800;609590;0;609590;0;609590;1841273;66498;0;65344;0;131842;263722;2236838;3440258;0,2725;0,2725;0,2725;0,1772;0,0058
HSBC BI - PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;43800;1043687;0;1043687;0;1043687;636597;5321;0;1090821;0;1096142;478592;2211331;4250896;0,472;0,472;0,472;0,2455;0,0127
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;43800;342580;0;342580;503;343083;1953375;0;0;5597;0;5597;92246;2051218;2973814;0,167;0,167;0,1673;0,1152;0,0672
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43800;NA;NA;NA;NA;595775;1976880;0;NA;NA;NA;0;65532;2042412;NA;NA%;NA%;0,2917;NA%;0,013
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43800;421895;0;421895;0;421895;1242092;16582;0;465882;71745;554209;213562;2009862;6359582;0,2099;0,2099;0,2099;0,0663;0,0304
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43800;162361;26494;188855;26481;215336;1744514;12951;0;13;29234;42198;203202;1989915;3332041;0,0816;0,0949;0,1082;0,0567;0,0826
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;43800;442206;0;442206;0;442206;1839581;0;0;1779;0;1779;110842;1952201;2859491;0,2265;0,2265;0,2265;0,1546;0,0605
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;43800;410191;0;410191;0;410191;1720376;0;0;0;0;0;217351;1937727;NA;0,2117;0,2117;0,2117;NA%;0,0012
SAX S.A. CFI - PRUDENCIAL;1000083515;n1;S4;C;2;BARUERI;SP;43800;324258;0;324258;0;324258;1318947;0;0;0;0;0;591827;1910774;NA;0,1697;0,1697;0,1697;NA%;0,0084
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43800;630151;0;630151;0;630151;1353994;321746;0;2229;0;323975;180440;1858409;2136038;0,3391;0,3391;0,3391;0,295;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43800;425750;0;425750;0;425750;1729381;0;0;8125;0;8125;119011;1856518;2971636;0,2293;0,2293;0,2293;0,1433;0,086
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43800;NA;NA;NA;NA;342814;1738328;0;NA;NA;NA;0;106567;1844895;NA;NA%;NA%;0,1858;NA%;0,1434
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43800;334316;0;334316;0;334316;1712946;0;0;2307;0;2307;120284;1835537;6792769;0,1821;0,1821;0,1821;0,0492;0,157
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;43800;260382;0;260382;0;260382;1751406;0;0;2364;0;2364;56186;1809956;2509551;0,1439;0,1439;0,1439;0,1038;0,1743
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;43800;290750;0;290750;0;290750;1742905;0;0;0;0;0;47071;1789976;2542489;0,1624;0,1624;0,1624;0,1144;0,2392
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;43800;453840;0;453840;0;453840;1701201;0;0;2060;0;2060;54233;1757494;2368784;0,2582;0,2582;0,2582;0,1916;0,0111
BANCO DIGIO - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;43800;230868;0;230868;0;230868;1665607;2462;0;0;0;2462;63485;1731555;2347309;0,1333;0,1333;0,1333;0,0984;0,007
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;43800;769236;0;769236;0;769236;1477596;0;0;0;0;0;253564;1731160;NA;0,4443;0,4443;0,4443;NA%;0,04
