cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;jun/21;131.041.982;38.970;842.525;2.442.399;4.880.944;3.028.876;3.096.856;402;14.330.970;320.752;5.102.213;11.955.372;14.301.395;4.664.934;2.319.012;56.866;38.720.544;24.883;705.535;2.027.128;3.620.580;942.725;13.058;0;7.333.909;241;27.772;92.392;217.037;177.126;479.211;91.197;1.084.976;164.621;2.790.329;930.155;3.912;0;0;0;3.889.017;114.608;7.091.748;20.800.015;12.781.589;5.342.440;3.131.264;150;49.261.813;453.472;3.317.172;4.459.691;4.195.605;2.079.753;1.900.584;14.476;16.420.753;0
b3S%;b3S - Cooperativa de Crédito Singulares;jun/21;5,25%;0,77%;2,57%;2,67%;2,81%;3,00%;4,19%;0,02%;2,99%;6,51%;18,73%;20,87%;22,71%;22,77%;27,15%;12,37%;21,29%;0,88%;2,50%;2,80%;3,37%;5,01%;17,15%;0,00%;3,19%;0,02%;0,14%;0,16%;0,16%;0,16%;0,15%;0,07%;0,14%;0,83%;1,41%;1,20%;0,05%;0,00%;0,00%;0,00%;1,28%;6,59%;19,75%;21,31%;13,21%;11,41%;8,66%;0,05%;15,63%;5,58%;10,18%;12,44%;12,68%;14,92%;19,53%;2,55%;12,27%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;jun/21;3.930;0;0;0;0;0;0;0;0;72;45;2.285;1.077;27;16;0;3.521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;394;15;0;0;0;0;0;408;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;jun/21;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,02%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;jun/21;3.465.205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.768;213.723;595.926;1.361.223;668.227;530.228;0;3.394.095;168;4.844;12.214;26.110;13.097;14.677;0;71.110;0
b4%;b4 - Banco de Desenvolvimento;jun/21;0,14%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,42%;0,60%;0,61%;1,41%;1,43%;1,47%;0,00%;1,08%;0,00%;0,01%;0,03%;0,08%;0,09%;0,15%;0,00%;0,05%;0,00%
n1;n1 - Não Bancário de Crédito;jun/21;36.624.026;37.189;236.383;605.578;889.354;392.160;199.731;3;2.360.397;581.061;2.204.607;2.918.475;669.412;20.396;14.482;2.471;6.410.905;47.617;408.711;1.109.909;1.811.390;220.368;298;0;3.598.293;29.060;56.776;150.198;323.116;254.834;740.917;350.914;1.905.815;2.978.735;12.088.973;5.474.101;272.018;27.529;4;0;20.841.360;5.320;41.360;187.948;338.630;188.305;187.679;0;949.241;46.105;116.819;160.143;97.180;41.297;78.706;17.764;558.014;0
n1%;n1 - Não Bancário de Crédito;jun/21;1,47%;0,73%;0,72%;0,66%;0,51%;0,39%;0,27%;0,00%;0,49%;11,80%;8,09%;5,09%;1,06%;0,10%;0,17%;0,54%;3,52%;1,68%;1,45%;1,53%;1,69%;1,17%;0,39%;0,00%;1,56%;2,53%;0,28%;0,27%;0,25%;0,24%;0,24%;0,26%;0,25%;14,99%;6,13%;7,05%;3,31%;2,88%;0,00%;0,00%;6,84%;0,31%;0,12%;0,19%;0,35%;0,40%;0,52%;0,00%;0,30%;0,57%;0,36%;0,45%;0,29%;0,30%;0,81%;3,13%;0,42%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;jun/21;8.313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.313;8.313;0
n2%;n2 - Não Bancário de Mercado de Capitais;jun/21;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,47%;0,01%;0,00%
n4;n4 - Instituições de Pagamento;jun/21;18.607.626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.803;14.074.721;3.870.295;191.530;3;0;0;18.164.352;0;0;0;0;0;0;0;0;285.478;101.895;51.306;4.595;0;0;0;443.274;0
n4%;n4 - Instituições de Pagamento;jun/21;0,74%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,14%;7,13%;4,98%;2,33%;0,00%;0,00%;0,00%;5,97%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;3,52%;0,31%;0,14%;0,01%;0,00%;0,00%;0,00%;0,33%;0,00%
C;C - Conglomerado;jun/21;1.587.487.437;2.518.835;25.978.140;72.899.706;139.093.388;81.244.835;56.160.074;1.730.048;379.625.025;3.375.616;18.711.025;38.967.303;42.987.461;15.359.552;6.108.180;397.793;125.906.931;2.562.674;24.323.979;62.328.604;92.091.199;15.943.357;57.533;101.087;197.408.433;212.703;6.049.422;17.290.889;40.225.793;32.947.692;96.442.422;49.106.413;242.275.334;14.653.710;159.417.597;64.319.706;7.150.520;931.291;235.324;198.394;246.906.543;1.303.189;25.024.061;65.518.839;67.584.994;32.774.912;27.709.547;282.907;220.198.448;5.674.618;21.350.068;21.728.264;22.894.158;9.777.295;6.546.833;491.268;88.462.504;86.704.219
C%;C - Conglomerado;jun/21;63,56%;49,63%;79,29%;79,70%;80,03%;80,40%;75,98%;99,98%;79,12%;68,53%;68,70%;68,03%;68,28%;74,96%;71,52%;86,53%;69,22%;90,61%;86,19%;86,02%;85,68%;84,74%;75,58%;100,00%;85,84%;18,51%;29,73%;30,53%;30,50%;30,43%;31,00%;36,03%;31,64%;73,73%;80,78%;82,84%;86,93%;97,35%;90,51%;100,00%;81,08%;74,95%;69,68%;67,12%;69,85%;70,01%;76,67%;98,31%;69,85%;69,88%;65,50%;60,61%;69,22%;70,13%;67,27%;86,65%;66,08%;100,00%
I;I - Instituição independente;jun/21;910.266.982;2.555.903;6.783.863;18.567.874;34.717.451;19.802.177;17.753.674;425;100.181.366;1.549.945;8.523.667;18.313.894;19.974.651;5.131.335;2.432.280;61.924;55.987.695;265.619;3.897.519;10.131.075;15.385.874;2.871.463;18.589;2;32.570.141;936.305;14.301.533;39.352.898;91.657.905;75.337.115;214.664.630;87.195.559;523.445.945;5.220.596;37.935.998;13.322.119;1.075.387;25.397;24.668;2;57.604.168;435.635;10.886.523;32.092.274;29.173.337;14.036.670;8.429.902;4.866;95.059.206;2.446.462;11.246.465;14.118.249;10.182.245;4.164.091;3.185.256;75.694;45.418.462;0
I%;I - Instituição independente;jun/21;36,44%;50,37%;20,71%;20,30%;19,97%;19,60%;24,02%;0,02%;20,88%;31,47%;31,30%;31,97%;31,72%;25,04%;28,48%;13,47%;30,78%;9,39%;13,81%;13,98%;14,32%;15,26%;24,42%;0,00%;14,16%;81,49%;70,27%;69,47%;69,50%;69,57%;69,00%;63,97%;68,36%;26,27%;19,22%;17,16%;13,07%;2,65%;9,49%;0,00%;18,92%;25,05%;30,32%;32,88%;30,15%;29,99%;23,33%;1,69%;30,15%;30,12%;34,50%;39,39%;30,78%;29,87%;32,73%;13,35%;33,92%;0,00%
