cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;dez/16;54.629.275;23.401;594.528;1.370.358;2.270.026;938.111;406.182;427;5.603.033;410.197;2.864.275;5.834.854;5.094.626;1.255.133;468.522;14.155;15.941.762;31.115;405.525;1.025.576;1.347.124;163.889;1.045;0;2.974.275;0;0;0;0;0;0;0;0;78.876;705.339;176.443;4.021;471;76;369;965.594;209.673;2.779.736;14.446.191;2.773.210;546.788;445.224;0;21.200.821;367.269;2.862.483;2.814.276;1.282.540;368.616;211.742;36.863;7.943.790;0
b3S%;b3S - Cooperativa de Crédito Singulares;dez/16;3,38%;0,66%;2,25%;2,06%;1,97%;1,70%;1,95%;0,12%;1,95%;6,41%;14,30%;19,19%;17,48%;15,47%;19,01%;1,46%;16,35%;0,97%;1,82%;2,00%;2,18%;2,40%;2,50%;0,00%;2,04%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,43%;0,56%;0,47%;0,23%;0,33%;0,17%;0,05%;0,52%;5,51%;17,52%;17,83%;5,39%;1,77%;1,56%;0,00%;9,96%;3,76%;10,54%;11,18%;5,99%;4,49%;4,71%;6,54%;8,21%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;dez/16;3.363;0;0;0;0;0;0;0;0;73;110;222;394;146;18;0;962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.427;2;341;615;16;0;0;2.401;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;dez/16;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,04%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;dez/16;4.702.586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40.406;144.459;593.310;1.370.828;1.204.678;1.243.102;83;4.596.866;2.957;5.504;17.926;36.989;22.023;20.321;0;105.720;0
b4%;b4 - Banco de Desenvolvimento;dez/16;0,29%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,06%;0,91%;0,73%;2,67%;3,89%;4,35%;0,01%;2,16%;0,03%;0,02%;0,07%;0,17%;0,27%;0,45%;0,00%;0,11%;0,00%
n1;n1 - Não Bancário de Crédito;dez/16;21.453.489;10.833;94.267;200.540;235.609;77.491;24.485;0;643.226;1.364.303;2.007.426;1.411.079;144.557;3.069;1.263;0;4.931.698;110.959;453.266;1.035.675;1.019.615;60.010;2.272;0;2.681.797;8.757;79.832;181.257;423.421;318.199;494.086;254.380;1.759.932;1.101.156;5.580.895;2.096.381;50.014;963;0;0;8.829.409;28.331;37.968;173.245;391.565;324.614;423.385;25;1.379.133;280.663;387.652;393.907;71.933;31.891;58.016;4.232;1.228.294;0
n1%;n1 - Não Bancário de Crédito;dez/16;1,33%;0,30%;0,36%;0,30%;0,20%;0,14%;0,12%;0,00%;0,22%;21,32%;10,02%;4,64%;0,50%;0,04%;0,05%;0,00%;5,06%;3,45%;2,03%;2,02%;1,65%;0,88%;5,44%;0,00%;1,84%;0,48%;0,52%;0,46%;0,46%;0,43%;0,24%;0,25%;0,33%;5,98%;4,44%;5,55%;2,87%;0,68%;0,00%;0,00%;4,78%;0,74%;0,24%;0,21%;0,76%;1,05%;1,48%;0,00%;0,65%;2,88%;1,43%;1,57%;0,34%;0,39%;1,29%;0,75%;1,27%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;dez/16;7.456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.456;7.456;0
n2%;n2 - Não Bancário de Mercado de Capitais;dez/16;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,32%;0,01%;0,00%
C;C - Conglomerado;dez/16;981.890.263;1.685.131;19.510.287;49.440.100;86.666.009;42.251.006;14.662.241;358.747;214.573.521;3.574.968;13.726.557;20.498.435;21.778.681;6.703.026;1.967.941;948.510;69.198.117;2.494.956;17.454.020;40.061.628;48.739.489;5.575.028;20.778;27.098;114.372.997;246.187;3.105.493;6.985.795;16.813.546;14.641.356;53.666.686;45.610.968;141.070.031;14.556.547;113.177.497;33.470.132;1.392.431;140.715;43.809;672.593;163.453.725;2.454.654;11.903.972;58.429.412;39.693.183;24.633.261;23.357.889;1.107.974;161.580.346;6.485.008;17.578.570;13.700.373;14.469.066;5.530.485;2.469.516;427.244;60.660.261;56.981.267
C%;C - Conglomerado;dez/16;60,74%;47,38%;74,00%;74,21%;75,38%;76,51%;70,54%;99,78%;74,54%;55,85%;68,53%;67,43%;74,70%;82,64%;79,85%;97,90%;70,95%;77,58%;78,36%;78,05%;78,72%;81,69%;49,75%;96,44%;78,53%;13,37%;20,25%;17,67%;18,45%;19,91%;25,63%;44,00%;26,39%;79,09%;89,96%;88,60%;79,89%;99,66%;99,83%;99,95%;88,55%;64,53%;75,03%;72,10%;77,20%;79,57%;81,77%;99,98%;75,95%;66,45%;64,74%;54,45%;67,56%;67,42%;54,96%;75,81%;62,70%;99,99%
I;I - Instituição independente;dez/16;634.706.800;1.871.202;6.855.233;17.183.002;28.300.724;12.969.691;6.122.922;796;73.303.570;2.825.503;6.303.260;9.899.396;7.374.612;1.407.711;496.758;20.321;28.327.561;721.027;4.820.145;11.269.559;13.179.138;1.249.509;20.991;1.001;31.261.369;1.595.139;12.229.858;32.553.064;74.304.854;58.898.565;155.761.611;58.054.014;393.397.105;3.848.819;12.635.339;4.308.506;350.581;484;76;370;21.144.173;1.349.233;3.961.682;22.611.643;11.719.730;6.326.071;5.209.107;175;51.177.641;3.274.249;9.575.974;11.461.365;6.946.298;2.672.633;2.023.562;136.309;36.090.389;4.991
I%;I - Instituição independente;dez/16;39,26%;52,62%;26,00%;25,79%;24,62%;23,49%;29,46%;0,22%;25,46%;44,15%;31,47%;32,57%;25,30%;17,36%;20,15%;2,10%;29,05%;22,42%;21,64%;21,95%;21,28%;18,31%;50,25%;3,56%;21,47%;86,63%;79,75%;82,33%;81,55%;80,09%;74,37%;56,00%;73,61%;20,91%;10,04%;11,40%;20,11%;0,34%;0,17%;0,05%;11,45%;35,47%;24,97%;27,90%;22,80%;20,43%;18,23%;0,02%;24,05%;33,55%;35,26%;45,55%;32,44%;32,58%;45,04%;24,19%;37,30%;0,01%
