cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;dez/18;75.174.155;31.224;759.803;1.767.897;3.236.086;1.645.307;1.189.076;394;8.629.787;356.087;3.272.370;7.526.247;7.308.916;2.088.309;751.516;6.262;21.309.707;20.074;448.119;1.201.726;1.957.615;395.458;3.138;0;4.026.131;24;4.054;11.614;27.955;23.227;54.054;327;121.255;101.532;1.372.469;376.116;1.942;176;81;0;1.852.316;193.605;3.249.545;18.984.077;4.596.660;1.351.693;672.825;0;29.048.405;481.153;2.874.976;3.507.654;1.951.494;759.614;578.891;32.772;10.186.555;0
b3S%;b3S - Cooperativa de Crédito Singulares;dez/18;4,03%;0,75%;2,56%;2,33%;2,43%;2,51%;4,18%;0,09%;2,56%;5,75%;15,46%;21,65%;21,26%;18,77%;21,68%;0,64%;19,02%;0,79%;1,88%;2,10%;2,53%;3,81%;10,99%;0,00%;2,35%;0,00%;0,02%;0,03%;0,03%;0,03%;0,02%;0,00%;0,02%;0,59%;0,85%;0,71%;0,06%;0,10%;0,12%;0,00%;0,78%;6,60%;19,29%;19,89%;7,57%;3,58%;2,44%;0,00%;12,03%;5,12%;10,21%;12,58%;8,16%;7,52%;9,88%;6,11%;9,62%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;dez/18;8.314;0;0;0;0;0;0;0;0;68;78;2.484;4.017;1.603;0;0;8.249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;32;0;0;0;0;65;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;dez/18;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,01%;0,01%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;dez/18;4.497.722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.599;172.921;687.956;1.619.802;1.133.729;755.319;483;4.406.809;1.542;6.034;19.678;36.945;19.761;6.954;0;90.914;0
b4%;b4 - Banco de Desenvolvimento;dez/18;0,24%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,25%;1,03%;0,72%;2,67%;3,00%;2,74%;0,25%;1,83%;0,02%;0,02%;0,07%;0,15%;0,20%;0,12%;0,00%;0,09%;0,00%
n1;n1 - Não Bancário de Crédito;dez/18;24.408.991;17.585;124.987;250.361;260.150;67.963;16.813;5;737.863;820.860;1.452.517;1.453.188;181.944;6.663;12.525;52;3.927.750;35.440;286.806;700.776;898.668;91.189;222;0;2.013.102;23.391;78.266;189.889;406.807;226.238;549.926;241.069;1.715.587;1.562.898;8.174.448;3.706.256;286.115;12.180;2;0;13.741.899;17.782;40.267;186.370;402.161;286.243;243.424;139;1.176.385;575.772;230.599;194.935;53.055;14.482;25.342;2.219;1.096.404;0
n1%;n1 - Não Bancário de Crédito;dez/18;1,31%;0,42%;0,42%;0,33%;0,20%;0,10%;0,06%;0,00%;0,22%;13,26%;6,86%;4,18%;0,53%;0,06%;0,36%;0,01%;3,51%;1,40%;1,20%;1,23%;1,16%;0,88%;0,78%;0,00%;1,17%;1,51%;0,47%;0,44%;0,41%;0,28%;0,23%;0,20%;0,29%;9,04%;5,05%;6,96%;9,28%;6,74%;0,00%;0,00%;5,82%;0,61%;0,24%;0,20%;0,66%;0,76%;0,88%;0,07%;0,49%;6,13%;0,82%;0,70%;0,22%;0,14%;0,43%;0,41%;1,04%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;dez/18;6.852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.852;6.852;0
n2%;n2 - Não Bancário de Mercado de Capitais;dez/18;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,28%;0,01%;0,00%
n4;n4 - Instituições de Pagamento;dez/18;7.050.101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.063.063;1.187.908;271;0;0;0;6.251.243;0;0;0;0;0;0;0;0;382.932;303.627;105.660;6.640;0;0;0;798.859;0
n4%;n4 - Instituições de Pagamento;dez/18;0,38%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;3,13%;2,23%;0,01%;0,00%;0,00%;0,00%;2,65%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;4,07%;1,08%;0,38%;0,03%;0,00%;0,00%;0,00%;0,75%;0,00%
C;C - Conglomerado;dez/18;1.161.784.963;1.991.395;22.879.180;58.908.496;104.410.603;52.537.126;22.138.737;425.366;263.290.903;4.434.764;15.199.031;23.592.037;25.187.090;8.811.852;2.669.459;958.420;80.852.653;2.163.058;20.066.175;47.937.074;65.627.512;8.921.473;22.028;112.678;144.849.998;267.821;3.484.084;7.970.235;19.298.858;16.850.498;62.796.714;53.476.563;164.144.774;13.345.631;139.416.708;45.118.504;2.399.237;164.922;52.043;398.727;200.895.772;2.326.550;12.451.316;66.520.844;45.440.427;29.099.062;22.621.325;193.802;178.653.327;6.214.467;18.422.869;15.931.619;16.783.309;6.807.708;3.841.616;426.850;68.428.440;60.669.096
C%;C - Conglomerado;dez/18;62,33%;47,64%;77,05%;77,67%;78,43%;80,10%;77,73%;97,86%;78,05%;71,65%;71,81%;67,88%;73,28%;79,18%;77,01%;98,30%;72,15%;85,30%;84,08%;83,97%;84,77%;85,97%;77,13%;99,11%;84,49%;17,26%;21,05%;18,64%;19,49%;20,83%;26,45%;44,29%;27,41%;77,22%;86,08%;84,75%;77,79%;91,27%;78,79%;100,00%;85,05%;79,33%;73,90%;69,69%;74,86%;77,04%;82,20%;99,24%;74,00%;66,12%;65,39%;57,14%;70,14%;67,44%;65,60%;79,60%;64,63%;100,00%
I;I - Instituição independente;dez/18;702.182.428;2.188.489;6.814.034;16.936.064;28.720.825;13.053.966;6.341.700;9.296;74.064.374;1.755.117;5.967.257;11.163.920;9.186.128;2.316.432;797.004;16.584;31.202.442;372.817;3.798.917;9.152.996;11.795.315;1.455.954;6.531;1.012;26.583.542;1.283.761;13.064.886;34.784.452;79.719.684;64.041.991;174.657.754;67.252.287;434.804.816;3.936.856;22.546.831;8.121.109;685.170;15.765;14.012;0;35.319.743;606.274;4.398.328;28.925.808;15.258.547;8.673.200;4.899.709;1.491;62.763.357;3.185.001;9.749.329;11.951.577;7.144.197;3.287.051;2.014.677;109.386;37.441.217;2.937
I%;I - Instituição independente;dez/18;37,67%;52,36%;22,95%;22,33%;21,57%;19,90%;22,27%;2,14%;21,95%;28,35%;28,19%;32,12%;26,72%;20,82%;22,99%;1,70%;27,85%;14,70%;15,92%;16,03%;15,23%;14,03%;22,87%;0,89%;15,51%;82,74%;78,95%;81,36%;80,51%;79,17%;73,55%;55,71%;72,59%;22,78%;13,92%;15,25%;22,21%;8,73%;21,21%;0,00%;14,95%;20,67%;26,10%;30,31%;25,14%;22,96%;17,80%;0,76%;26,00%;33,88%;34,61%;42,86%;29,86%;32,56%;34,40%;20,40%;35,37%;0,00%
