cat;Categoria;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;dez/18;43.142.466;275.322;3.453.805;8.058.428;9.442.905;2.474.686;836.533;2.139;24.543.818;15.462;497.393;1.406.723;2.026.526;645.573;236.171;616;4.828.464;154.590;1.741.477;1.930.389;90.709;4.783;11.359;6.362;3.939.668;82.731;3.768.481;388.750;1.394;530;216;0;4.242.103;0;0;0;0;0;0;0;0;141.852;645.129;1.180.196;1.300.718;613.064;439.208;9.749;4.329.915;923;23.323;41.722;43.264;6.215;894;0;116.341;4.773;241.189;684.306;166.096;40.567;5.225;0;1.142.157;0;0;0;0;0;0;0;0
b3S%;b3S - Cooperativa de Crédito Singulares;dez/18;2,43%;4,24%;7,51%;9,31%;9,40%;9,26%;9,53%;0,15%;8,88%;1,64%;4,45%;5,45%;6,03%;4,31%;0,80%;0,08%;4,13%;7,39%;7,00%;20,95%;17,81%;4,33%;0,87%;2,67%;10,27%;9,75%;4,37%;1,16%;0,12%;0,16%;0,20%;0,00%;3,46%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,89%;4,13%;6,22%;6,42%;7,31%;6,03%;0,33%;5,35%;0,04%;0,08%;0,06%;0,03%;0,01%;0,00%;0,00%;0,02%;3,78%;3,05%;3,00%;1,27%;0,97%;0,14%;0,00%;2,21%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;dez/18;1.025.289;0;372.937;349.576;139.360;33.414;2.067;0;897.355;0;1.125;3.161;4.163;332;515;0;9.296;0;2.829;190;989;0;0;0;4.008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;5.128;12.570;26.433;1.903;1.130;164;47.361;1.120;2.683;61.594;1.871;0;0;0;67.268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;dez/18;0,06%;0,00%;0,81%;0,40%;0,14%;0,13%;0,02%;0,00%;0,32%;0,00%;0,01%;0,01%;0,01%;0,00%;0,00%;0,00%;0,01%;0,00%;0,01%;0,00%;0,19%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,07%;0,13%;0,02%;0,02%;0,01%;0,06%;0,05%;0,01%;0,10%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;dez/18;311.908.085;7.699;46.758;133.994;191.913;162.529;21.314;109.483;673.690;21.947;81.730;191.398;310.826;150.132;29.166;677;785.875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.522;22.654;117.538;85.156;19.999;2.041;0;250.910;885.844;13.940.934;28.478.725;65.884.514;47.939.480;119.257.161;27.841.440;304.228.099;2.907;389.660;868.208;1.961.680;1.306.884;1.440.072;101;5.969.511;0;0;0;0;0;0;0;0
b4%;b4 - Banco de Desenvolvimento;dez/18;17,58%;0,12%;0,10%;0,15%;0,19%;0,61%;0,24%;7,90%;0,24%;2,32%;0,73%;0,74%;0,92%;1,00%;0,10%;0,09%;0,67%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,05%;0,15%;0,62%;0,42%;0,24%;0,03%;0,00%;0,31%;40,78%;48,13%;44,04%;52,24%;58,31%;64,12%;59,83%;56,69%;2,30%;4,93%;3,81%;15,06%;31,25%;39,08%;39,97%;11,54%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n1;n1 - Não Bancário de Crédito;dez/18;9.711.813;24.980;194.542;373.345;324.070;112.366;13.762;24;1.043.089;38.586;655.856;1.418.223;2.153.827;688.463;247.138;9.360;5.211.453;1.784;3.810;9.602;833;0;0;0;16.028;8.517;133.892;434.687;4.257;0;0;0;581.352;0;0;0;0;0;0;0;0;2.075;12.897;17.122;21.171;7.478;1;0;60.745;28.543;153.456;439.775;991.250;561.911;385.833;10.895;2.571.664;1.052;4.889;16.673;90.360;76.896;22.758;0;212.627;0;13;32;14.416;76;318;0;14.854
n1%;n1 - Não Bancário de Crédito;dez/18;0,55%;0,38%;0,42%;0,43%;0,32%;0,42%;0,16%;0,00%;0,38%;4,08%;5,87%;5,49%;6,40%;4,59%;0,83%;1,19%;4,45%;0,09%;0,02%;0,10%;0,16%;0,00%;0,00%;0,00%;0,04%;1,00%;0,16%;1,30%;0,37%;0,00%;0,00%;0,00%;0,47%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,08%;0,09%;0,10%;0,09%;0,00%;0,00%;0,07%;1,31%;0,53%;0,68%;0,79%;0,68%;0,21%;0,02%;0,48%;0,83%;0,06%;0,07%;0,69%;1,84%;0,62%;0,00%;0,41%;0,00%;0,00%;0,00%;0,13%;0,00%;0,08%;0,00%;0,06%
n2;n2 - Não Bancário de Mercado de Capitais;dez/18;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;37;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n2%;n2 - Não Bancário de Mercado de Capitais;dez/18;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n4;n4 - Instituições de Pagamento;dez/18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n4%;n4 - Instituições de Pagamento;dez/18;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
C;C - Conglomerado;dez/18;1.175.232.625;3.528.838;35.062.563;64.285.625;71.534.584;16.115.919;5.629.169;1.155.339;197.312.036;762.062;7.740.379;19.542.691;25.351.018;12.250.810;28.822.993;775.476;95.245.429;1.547.846;22.626.527;5.784.968;413.309;105.435;1.288.503;232.038;31.998.626;480.550;75.359.376;24.910.260;944.970;236.343;37.275;419.594;102.388.368;1.085.624;38.910.661;55.534.665;23.303.508;17.459.590;21.969.950;14.472;158.278.468;5.671.481;13.262.561;15.739.954;16.693.940;6.947.771;6.266.725;2.863.493;67.445.925;906.897;9.311.341;21.183.079;35.377.386;18.862.709;28.533.276;9.972.854;124.147.544;93.665;6.638.303;17.036.841;10.122.388;2.205.895;2.056.277;152;38.153.522;675.521;1.414.217;4.757.366;7.214.340;1.472.057;234.461;73.575;15.841.537
C%;C - Conglomerado;dez/18;66,25%;54,32%;76,20%;74,26%;71,20%;60,29%;64,10%;83,34%;71,38%;80,61%;69,24%;75,68%;75,37%;81,72%;97,21%;98,34%;81,40%;73,97%;90,91%;62,80%;81,14%;95,46%;99,13%;97,33%;83,44%;56,63%;87,43%;74,37%;81,06%;72,19%;34,91%;99,94%;83,54%;75,81%;87,82%;88,59%;77,53%;95,24%;99,79%;100,00%;88,50%;75,53%;84,90%;82,97%;82,41%;82,85%;85,99%;96,48%;83,27%;41,75%;32,14%;32,76%;28,05%;22,94%;15,34%;21,43%;23,13%;74,27%;84,04%;74,67%;77,69%;52,75%;55,80%;60,03%;73,75%;54,61%;44,54%;57,66%;65,29%;87,74%;57,69%;99,55%;61,23%
I;I - Instituição independente;dez/18;598.763.508;2.967.136;10.950.322;22.277.579;28.928.296;10.613.950;3.152.142;230.915;79.120.340;183.277;3.438.971;6.281.476;8.282.706;2.740.834;827.483;13.070;21.767.816;544.690;2.261.101;3.427.240;96.058;5.013;11.359;6.362;6.351.822;368.049;10.837.016;8.585.179;220.739;91.039;69.503;257;20.171.781;346.501;5.396.198;7.152.796;6.752.712;872.380;46.148;0;20.566.736;1.837.369;2.358.274;3.231.298;3.563.812;1.438.472;1.020.901;104.500;13.554.626;1.265.551;19.656.689;43.481.003;90.730.201;63.348.741;157.456.628;36.564.470;412.503.283;32.452;1.260.693;5.778.449;2.906.744;1.975.640;1.628.484;101;13.582.563;561.524;1.760.908;3.493.490;3.834.956;205.688;171.953;333;10.028.852
I%;I - Instituição independente;dez/18;33,75%;45,68%;23,80%;25,74%;28,80%;39,71%;35,90%;16,66%;28,62%;19,39%;30,76%;24,32%;24,63%;18,28%;2,79%;1,66%;18,60%;26,03%;9,09%;37,20%;18,86%;4,54%;0,87%;2,67%;16,56%;43,37%;12,57%;25,63%;18,94%;27,81%;65,09%;0,06%;16,46%;24,19%;12,18%;11,41%;22,47%;4,76%;0,21%;0,00%;11,50%;24,47%;15,10%;17,03%;17,59%;17,15%;14,01%;3,52%;16,73%;58,25%;67,86%;67,24%;71,95%;77,06%;84,66%;78,57%;76,87%;25,73%;15,96%;25,33%;22,31%;47,25%;44,20%;39,97%;26,25%;45,39%;55,46%;42,34%;34,71%;12,26%;42,31%;0,45%;38,77%
