Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;01/09/2012;1011344;30182;496966;10768;148677;26758;1724695;-336339;-56681;-24409;0;-387472;-804902;919794;321583;132333;-348897;-494946;-106462;11079;223373;-277472;-539409;380385;11607;391991;-160024;-12984;218983;0
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;01/09/2012;1159595;16299;253033;-128142;16258;75113;1392156;-438799;-138649;-12217;0;-107845;-697510;694646;31194;152546;-318421;-191093;-60476;11105;236011;-261063;-400197;294449;-624;293825;-60292;-25997;207537;-60813
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;01/09/2012;925286;26042;105321;-38851;31363;0;1049162;-520272;-976;-27207;0;-242800;-791255;257907;3712;21427;-26896;-380354;-12683;-13281;47497;-137750;-498329;-240422;-1416;-241838;93058;-2786;-151566;0
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;01/09/2012;727945;276554;19792;-12071;0;0;1012220;-209140;-142310;-268889;0;-140949;-761288;250932;0;43762;-41;-75908;-12082;-22769;5912;-130388;-191513;59418;-7007;52412;-30898;0;21514;0
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;01/09/2012;533199;124430;232276;73115;9463;0;972483;-520337;-3965;-105243;0;-380003;-1009549;-37066;23197;59683;-40049;-298154;-27300;32656;32808;-76953;-294111;-331178;-35526;-366703;160816;-457;-206344;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;01/09/2012;410936;0;326428;-20;32304;4195;773843;-199264;-160955;0;0;-154573;-514791;259051;308040;6892;-538656;-193361;-45339;0;332218;-300002;-430208;-171157;1151;-170006;159123;-4498;-15381;0
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;01/09/2012;75641;0;614426;24455;0;0;714522;-444266;-126343;0;-974;2937;-568646;145876;200541;0;-145938;-37629;-20939;14987;3962;-99843;-84859;61017;-2401;58616;-26217;-52;32347;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;01/09/2012;507669;2019;75693;28285;1278;3279;618223;-225478;-1085;-1697;0;-140547;-368808;249415;13515;16023;-82418;-104151;-3151;1231;13066;-71615;-217502;31913;-6228;25685;-10267;-630;14789;0
BIC;32119;b1;;C;2;SAO PAULO;SP;01/09/2012;411747;59540;92442;13633;40810;21;618193;-263608;-36988;-38640;0;-142207;-481444;136749;10347;6412;-47671;-49233;-20471;186;14423;-33883;-119888;16861;633;17494;2517;0;20011;-26000
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;01/09/2012;383188;0;86584;47660;30652;0;548085;-190807;-24217;0;0;-106231;-321256;226829;4810;11239;-39514;-73618;-22946;3672;58420;-9375;-67311;159518;-2489;157029;-46434;-12153;98441;-26270
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;01/09/2012;345500;48276;92182;-44758;52573;0;493772;-137476;-50616;-34846;0;-77857;-300796;192977;46929;12320;-69879;-141638;-18111;3314;56314;-55394;-166145;26831;-892;25940;-9666;-6888;9386;0
BRB;31976;b1;;C;1;BRASILIA;DF;01/09/2012;398677;0;57162;0;446;4119;460404;-123772;-493;0;0;-75333;-199598;260806;6829;31309;-132157;-71671;-19899;9251;15287;-32058;-193110;67697;-6472;61225;-6913;-6836;47476;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;01/09/2012;281347;86447;90983;-22082;10073;0;446768;-181881;-23949;-75803;0;-15636;-297268;149499;6373;16977;-41736;-28631;-6853;2179;20620;-43296;-74368;75131;-389;74742;-30596;-1810;42336;0
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;01/09/2012;233136;180450;9783;-617;0;0;422752;-113626;0;-172513;0;-37564;-323704;99049;5440;30875;-2419;-95624;-16076;-8238;33642;-11054;-63454;35595;233;35828;-12073;0;23755;0
FIBRA;49951;b1;;C;2;SAO PAULO;SP;01/09/2012;359286;0;50770;-58;8607;0;418605;-182922;-29536;0;0;-56217;-268675;149929;30376;5405;-53280;-125499;-16627;2187;25776;-12703;-144365;5564;-6937;-1373;1615;-5958;-5716;0
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;01/09/2012;20042;0;503689;-152952;46726;0;417505;-72487;-136759;0;0;-4624;-213869;203636;72104;32;-109241;-33799;-19793;0;30711;-27053;-87038;116598;-28;116570;-53873;-3128;59570;0
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;01/09/2012;291068;0;70861;13806;7385;0;383120;-196929;-71174;0;0;-32776;-300879;82241;32804;2354;-30935;-18132;-9581;3055;93838;-65639;7766;90007;-1438;88569;-19418;-14037;55114;-21043
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;01/09/2012;225649;150411;1775;0;0;0;377835;-23064;-99370;-144761;0;-87157;-354353;23482;3;3374;-15704;-17941;-6572;0;9498;-7548;-34890;-11408;-1063;-12471;3663;0;-8809;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;01/09/2012;126207;0;227775;44;2103;6764;362893;-256566;-90655;0;0;-3909;-351130;11763;6218;15;-18418;-34110;-3831;1288;59291;-6809;3645;15408;-69;15339;-5073;0;10266;0
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;01/09/2012;233583;59117;47438;1838;0;0;341976;-32584;-62754;-48728;-6875;-75117;-226058;115918;8222;7395;-25533;-113370;-6482;-916;28752;-58867;-160800;-44881;302;-44579;-26281;0;-70860;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;01/09/2012;315281;0;8879;0;0;0;324160;0;0;0;0;-69351;-69351;254809;3;0;-2634;-81423;-17185;0;59284;-253;-42207;212602;-3;212599;-83535;0;129064;-9699
BANESTES;30159;b1;;C;1;VITORIA;ES;01/09/2012;174480;16457;114626;0;4321;6549;316433;-150151;-4083;-11776;0;-21566;-187576;128857;36188;15558;-59058;-52523;-11474;3888;6617;-16733;-77537;51320;751;52071;-14681;-5547;31843;-11411
BANCOOB;51750;b1;;C;2;BRASILIA;DF;01/09/2012;102808;0;161651;2270;0;3221;269950;-208360;-10228;0;0;-4948;-223536;46414;38088;21;-14025;-26491;-4066;1286;4372;-22755;-23569;22845;-216;22629;-8319;-763;13547;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;01/09/2012;125234;0;113126;16255;14982;0;269597;-73171;-79670;0;0;-7051;-159891;109705;15566;1361;-29559;-14478;-6158;2676;1993;-2687;-31286;78420;-65;78354;-31676;-1395;45283;0
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;01/09/2012;11186;232361;23198;0;0;0;266745;-47756;-4220;-181951;0;7471;-226455;40289;0;0;0;-7012;-1776;0;5317;-696;-4166;36124;0;36124;-14791;0;21333;0
PINE;50304;b1;;C;2;SAO PAULO;SP;01/09/2012;120929;0;87824;27228;17134;0;253114;-124224;-27045;0;0;-24162;-175432;77682;10849;882;-21267;-25027;-2140;11534;12394;-3077;-15853;61829;314;62143;-11789;-3131;47224;-14083
SOFISA;31873;b1;;C;2;SAO PAULO;SP;01/09/2012;82652;88336;64132;3381;4868;0;243370;-62418;-24353;-92557;0;-6928;-186256;57114;61;2168;-16360;-19819;-3796;4372;849;-5676;-38200;18914;-7630;11284;-1080;-1000;9204;0
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;01/09/2012;89483;0;140781;0;1488;1;231753;-38460;-74091;0;0;-32711;-145261;86491;87942;19493;-88902;-62196;-15362;0;106333;-111345;-64038;22454;8305;30759;-44739;0;-13980;0
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;01/09/2012;215356;0;2952;0;0;0;218308;-7709;0;0;0;-86170;-93879;124429;1247;8754;-14009;-32115;-465;0;8433;-28858;-57013;67416;-8;67407;-27201;0;40207;0
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;01/09/2012;215183;0;2709;0;0;0;217892;-6991;0;0;0;-87770;-94761;123131;43928;31712;-14652;-85208;-19745;0;9645;-24559;-58878;64253;0;64253;-26339;0;37913;0
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;01/09/2012;94932;82066;15038;19722;0;0;211758;-33417;-47497;-73311;0;-9378;-163603;48155;0;6169;-6710;-21022;-4852;0;1403;-1326;-26338;21817;-1771;20046;-7733;-1029;11284;0
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;01/09/2012;39160;0;147120;-37266;59889;0;208902;-92239;-32480;0;0;5279;-119439;89462;60589;99;-65512;-24237;-8965;0;12956;-9988;-35058;54405;-70;54335;-28411;0;25924;0
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;01/09/2012;132044;168;34263;23654;5727;0;195855;-97350;-2299;-157;0;-46062;-145868;49987;1324;5077;-32809;-37888;-613;-1017;4530;-13377;-74774;-24787;-355;-25142;10556;0;-14586;0
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;01/09/2012;149974;0;17724;14882;14;0;182594;-57620;-9;0;0;-31871;-89500;93094;1429;830;-4335;-55591;-6321;4577;11105;-27367;-75674;17420;-468;16952;-5178;0;11774;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;01/09/2012;174084;0;5725;0;0;0;179809;-7637;0;0;0;-26670;-34307;145503;21498;1901;-2692;-42136;-10207;0;656;-82048;-113029;32474;0;32474;-12866;0;19608;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;01/09/2012;158012;0;12985;0;10;3843;174850;-36934;0;0;0;-7486;-44420;130430;1553;10524;-38594;-33315;-7675;0;2721;-920;-65705;64725;-901;63823;-28174;-4037;31611;-5556
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;01/09/2012;136990;29032;6842;-625;0;0;172238;-7242;-18165;-25831;0;-17406;-68644;103595;822;5;-6624;-9164;-4653;0;6126;-18553;-32039;71555;-65;71490;-28397;-588;42505;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;01/09/2012;149664;0;22524;0;0;0;172188;0;-86700;0;0;-16972;-103672;68516;5805;0;-30943;-5724;-4324;0;3799;-3237;-34624;33892;224;34116;-13898;0;20219;0
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;01/09/2012;142330;0;9077;-1038;0;0;150369;-49204;-134;0;0;-16037;-65375;84994;3011;405;-6434;-35995;-5019;8986;5168;-4114;-33992;51002;-18;50984;-11226;-775;38984;-10475
BES;51482;b2;;C;3;SAO PAULO;SP;01/09/2012;44743;0;116358;-14735;1015;0;147380;-123299;-2609;0;0;-260;-126168;21212;10784;1374;-12732;-12072;-2493;1764;1485;-319;-12210;9002;0;9002;-3863;0;5139;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;01/09/2012;0;141302;152;0;0;0;141454;0;-20930;-111023;0;-6794;-138747;2708;0;0;0;-4361;-885;0;331;-89;-5005;-2298;509;-1789;-180;0;-1968;0
RENASCENCA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62287735;n2;;I;2;SAO PAULO;SP;01/09/2012;0;0;140232;-51;0;0;140181;-133788;0;0;0;0;-133788;6393;2531;0;-1271;-3970;-546;0;71;-68;-3252;3141;0;3141;-1257;0;1884;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;01/09/2012;84898;38020;6058;7807;0;0;136784;-4909;-35286;-23559;0;-22424;-86177;50607;25571;91;-10869;-7083;-5145;0;1247;-3524;288;50895;86;50981;-20544;0;30437;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;01/09/2012;108510;0;15919;0;0;2824;127253;-33138;-1567;0;0;-9573;-44278;82974;14221;3448;-28441;-21562;-6220;33;399;-976;-39097;43877;-49;43828;-15071;-2733;26024;-2793
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;01/09/2012;0;0;109917;16529;0;0;126445;-64650;-226;0;-11160;0;-76036;50409;30806;0;-43577;-12466;-7031;126;671;-6872;-38343;12067;0;12067;-21856;0;-9789;0
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;01/09/2012;62885;0;51476;4530;7352;0;126243;-69411;-14043;0;0;-11882;-95336;30907;6244;1596;-21420;-13261;-1870;1303;21826;-15914;-21496;9411;-1230;8181;-2078;-2971;3131;0
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;01/09/2012;100432;5224;16367;-1221;0;0;120802;-58439;-15253;-4555;0;-7950;-86197;34605;268;1207;-3644;-3846;-2637;0;4389;-6999;-11262;23343;-1128;22215;-8853;-136;13227;0
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;01/09/2012;77887;36938;1447;3722;0;0;119994;-31052;-8989;-32761;0;-9333;-82136;37859;565;12717;-4060;-13832;-4424;0;6839;-10609;-12803;25056;-128;24928;-7195;-336;17397;-7621
OMNI;50940;n1;;C;2;SAO PAULO;SP;01/09/2012;99040;0;21125;-401;0;0;119763;-43174;0;0;0;-28275;-71449;48315;3139;9299;-2133;-46998;-7908;7674;2150;-9705;-44482;3832;-1186;2647;2058;0;4704;0
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;01/09/2012;56694;46699;15086;-331;0;0;118147;-9752;-19617;-46579;0;6329;-69620;48527;599;1043;-5336;-4065;-2368;0;9101;-397;-1422;47105;-1424;45681;-18738;0;26943;0
HONDA;51396;b2;;C;3;SAO PAULO;SP;01/09/2012;108260;3345;2300;0;0;0;113905;-40903;0;-2823;0;-24552;-68278;45627;3774;14060;-2243;-27497;-4920;0;5212;-7684;-19298;26329;0;26329;-10353;0;15976;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;01/09/2012;3536;0;109218;0;0;0;112754;-109219;0;0;0;52;-109166;3588;0;0;-8451;37980;0;2;393;-33522;-3597;-9;3;-6;0;0;-6;0
ORIGINAL;51781;b1;;C;2;PORTO ALEGRE;RS;01/09/2012;84773;0;26296;1311;40;0;112420;-26450;-166;0;0;-20499;-47115;65305;1102;2;-11584;-73309;-2985;824;8931;-3977;-80995;-15690;-3;-15693;10708;-3171;-8156;0
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;01/09/2012;62838;39084;349;0;0;0;102271;-7941;-21545;-32754;0;-12175;-74415;27856;23;2144;-6719;-5884;-2471;468;189;-147;-12397;15459;63;15522;-5977;-467;9078;0
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;01/09/2012;7905;0;110640;-20458;3779;0;101866;-82102;-398;0;0;-314;-82814;19053;31588;0;-21816;-14361;-773;94;5702;-6862;-6428;12624;1;12624;-5051;-3687;3886;0
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;01/09/2012;85372;0;9669;670;0;0;95711;-19462;-5431;0;0;-29308;-54201;41510;5380;17349;-19585;-31947;-5012;382;3785;-5476;-35124;6386;-16;6370;-2429;-289;3651;0
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;01/09/2012;91041;0;3332;0;0;0;94373;-11471;0;0;0;-27360;-38832;55541;33666;18144;-4073;-39974;-7238;0;5789;-28310;-21996;33545;1;33546;-13097;-675;19774;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;01/09/2012;71635;0;20577;0;0;0;92212;-20255;-13120;0;0;-14889;-48263;43949;469;449;-13680;-10827;-127;0;559;-3481;-26638;17310;-86;17225;-186;-1197;15841;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;01/09/2012;45210;0;37211;0;0;6385;88806;-56120;0;0;0;-2945;-59065;29741;0;852;-15183;-10474;-2677;0;6355;-11281;-32408;-2667;666;-2001;0;0;-2001;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;01/09/2012;70937;85;9640;0;0;0;80663;-3347;-18744;-80;0;-5739;-27909;52753;13135;1185;-19153;-8590;-4066;0;3179;-11124;-25434;27320;-918;26402;-722;-2245;23436;-23216
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;01/09/2012;20970;0;6156;217;51142;0;78484;-18864;-1619;0;0;-3918;-24401;54083;4395;534;-22185;-27174;-4131;115;23084;-4350;-29710;24373;-1748;22625;-7552;-6;15067;-4500
BBM;30207;b1;;C;2;SALVADOR;BA;01/09/2012;31882;3954;29022;-392;10589;0;75055;-35719;-5863;-3879;0;-16364;-61824;13231;4355;6;-7862;-8638;-1055;4353;752;-6472;-14560;-1329;-500;-1830;3279;0;1450;-6823
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;01/09/2012;65;0;53622;-3706;24988;0;74969;-7897;-5612;0;0;-17579;-31088;43881;66224;113;-72057;-21028;-6485;0;12090;-39216;-60359;-16478;-20;-16498;6708;0;-9790;0
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;01/09/2012;21;0;72455;0;0;0;72477;0;0;0;0;12;12;72489;0;0;-124;-353;0;0;14;0;-463;72026;0;72026;-739;0;71287;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;01/09/2012;1055;67549;2030;-10;0;0;70624;-6787;-713;-50245;0;1013;-56733;13891;20;0;-4868;-2734;-866;0;2264;-1049;-7232;6659;1176;7835;-1714;-428;5693;0
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;01/09/2012;47662;431;13852;-258;6780;0;68467;-33335;-5220;-396;0;-3576;-42526;25941;1849;1391;-11272;-5398;-2998;144;11704;-708;-5287;20653;0;20653;-6095;0;14558;-5000
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;01/09/2012;60820;0;6218;0;0;0;67039;-20215;-1;0;0;-13821;-34037;33002;685;644;-3530;-26092;-396;1344;728;-1231;-27848;5154;-586;4568;-876;0;3692;0
BANIF;20255;b1;;C;3;SAO PAULO;SP;01/09/2012;59163;0;5223;-1312;2098;0;65172;-28514;-13759;0;0;-121865;-164137;-98965;1900;392;-11394;-19032;-231;129;14301;-10381;-24317;-123282;2401;-120881;39383;0;-81498;0
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;01/09/2012;43973;15672;5151;-764;0;0;64032;-14763;-8107;-10586;0;-7722;-41177;22855;2060;2068;-2867;-5447;-1994;6653;2117;-6717;-4127;18728;0;18728;-4238;-588;13902;0
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;01/09/2012;62490;0;881;-44;0;0;63327;-1450;-21702;0;0;-5476;-28628;34699;3768;0;-7575;-5082;-1758;0;0;-13;-10660;24038;97;24136;-9435;-625;14076;0
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;;I;2;VITORIA;ES;01/09/2012;62176;0;651;0;0;0;62827;-9231;0;0;0;-35735;-44966;17861;4931;4672;-2939;-32668;-4072;0;20979;-8976;-18073;-211;32;-179;-27;0;-207;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;01/09/2012;11972;0;42386;-4702;11571;0;61228;-17026;-14697;0;0;-5945;-37668;23559;809;146;-15159;-6773;-266;0;9622;-6034;-17654;5905;0;5905;-5153;0;752;0
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;01/09/2012;10331;0;19710;-104;30943;0;60881;-13731;-4566;0;0;-5441;-23738;37143;17853;2266;-12401;-23685;-5632;4;4216;-7993;-25372;11771;9221;20992;-7815;-671;12505;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;01/09/2012;48375;0;8257;0;0;0;56632;-15482;-530;0;0;-3765;-19777;36855;4195;0;-9691;-14103;-54;0;8;-837;-20482;16373;175;16548;0;-914;15634;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;3;RIBEIRAO PRETO;SP;01/09/2012;75;0;55917;0;0;0;55992;-52942;0;0;0;3;-52939;3053;0;0;-579;-1357;-3;974;277;-58;-746;2307;0;2307;0;0;2307;0
ING;51073;b1;;C;3;SAO PAULO;SP;01/09/2012;9204;0;21443;227;19624;0;50498;-12391;-14022;0;0;230;-26183;24316;253;0;-7063;-3906;-3475;0;3040;-843;-11993;12323;-97;12226;-3747;-220;8259;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;01/09/2012;38340;0;11832;0;0;0;50172;0;-18293;0;0;-15178;-33471;16701;1668;481;-7739;-4777;-1533;0;745;-2347;-13501;3200;25;3225;-711;0;2513;-922
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;01/09/2012;43438;0;5284;0;0;0;48722;-19245;-47;0;0;-3688;-22981;25742;0;0;-5884;-5089;-32;0;4;-1124;-12124;13617;3;13620;0;0;13620;-2939
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;01/09/2012;450;0;61572;-18622;3362;0;46762;-10328;-8208;0;0;0;-18535;28227;51609;0;-63914;-17804;-3356;0;2014;-7095;-38546;-10319;-43;-10361;-22356;0;-32717;0
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;01/09/2012;925;0;44954;0;0;0;45879;-44954;-7;0;0;0;-44961;919;0;0;-7948;24768;0;1;282;-18024;-922;-4;-1;-5;0;0;-5;0
CONFIDENCE;51671;b2;;C;2;BARUERI;SP;01/09/2012;0;0;229;920;42284;0;43433;0;0;0;0;0;0;43433;821;0;-14464;-20618;-2100;0;2929;-3324;-36755;6678;-202;6476;-2371;0;4105;0
WESTLB;51554;b1;;I;3;SAO PAULO;SP;01/09/2012;17366;0;17254;-4925;13235;0;42930;-16893;-4607;0;0;420;-21080;21850;184;0;-7077;-4584;-1348;310;5086;-2903;-10331;11520;-1;11518;-4382;-363;6773;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;;I;3;BARUERI;SP;01/09/2012;0;42134;0;-708;0;0;41426;0;-6576;-33930;0;90;-40416;1010;0;0;-2718;-1103;-266;0;1771;-1257;-3574;-2564;0;-2564;-203;0;-2767;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;01/09/2012;13165;0;19940;-3555;11485;0;41035;-15272;-8059;0;0;-634;-23965;17070;4417;1;-5789;-3216;-1314;14;1590;-1290;-5587;11483;7;11490;-4911;0;6579;0
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;01/09/2012;11795;0;24316;1238;568;0;37917;-22491;-1015;0;0;1439;-22067;15850;4333;143;-6273;-6373;-421;9058;3764;-1751;2481;18331;5;18337;-3679;0;14657;0
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;01/09/2012;15978;12988;8820;0;0;0;37787;-10750;-3378;-12269;0;-7721;-34118;3669;12;149;-2749;-2360;-495;0;2904;-3;-2542;1127;-14;1114;-3931;0;-2818;-1850
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;01/09/2012;23283;0;2860;45;11072;70;37330;-6863;-10026;0;0;-8829;-25718;11612;1;0;-668;-1306;-839;0;1;-54;-2864;8749;0;8749;-6376;0;2372;0
