Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
COOPERATIVA DE CRÉDITO COCRE;54401286;b3S;S4;I;2;PIRACICABA;SP;44166;27246;0;5047;0;0;0;32293;-5500;-537;0;0;-11399;-17436;14857;2243;2206;-10915;-7691;-127;0;4252;-795;-10827;4030;-747;3282;64;-2;3345;-1144
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP;7206072;b3S;S5;I;2;ARAPOTI;PR;44166;28373;0;3862;0;0;1;32236;-4703;-2930;0;0;-5403;-13035;19200;8137;2630;-9185;-9285;-104;0;1763;-4813;-10856;8344;282;8626;-5;-1540;7081;-827
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA – SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG;87780284;b3S;S4;I;2;SANTIAGO;RS;44166;29785;0;2442;0;0;7;32234;-1756;-4418;0;0;-2442;-8616;23618;10083;1952;-9651;-6685;-226;0;2013;-5844;-8357;15260;-540;14721;-24;-1610;13086;-2047
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;S4;I;2;LAPA;PR;44166;27885;0;4058;0;0;2;31944;-3565;-2292;0;0;-7013;-12870;19074;9877;4535;-11438;-10434;-151;0;2072;-7180;-12721;6354;512;6866;-159;-1465;5242;-590
B & T ASSOCIADOS CC LTDA. - PRUDENCIAL;1000081995;n2;S4;I;2;RIO DE JANEIRO;RJ;44166;0;0;157;0;31614;0;31772;0;0;0;0;0;0;31772;2950;0;-5485;-26151;-1956;135;1207;-274;-29574;2198;0;2198;-783;-1114;300;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;S5;I;2;PATOS DE MINAS;MG;44166;28455;0;3302;0;0;0;31757;-5649;-113;0;0;-5322;-11084;20673;2660;987;-7324;-9684;-46;331;89;-225;-13212;7461;67;7527;0;0;7527;0
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;44166;30046;0;1588;0;0;0;31634;-2778;-1747;0;0;-5667;-10192;21442;3858;3752;-12929;-11102;-251;0;1756;-2518;-17435;4007;-130;3877;-93;-66;3719;-837
F D GOLD DTVM LTDA - PRUDENCIAL;1000083993;n2;S4;I;2;SAO PAULO;SP;44166;0;0;31372;0;0;0;31372;0;0;0;0;0;0;31372;0;0;-1681;-20586;-1459;0;6;-15;-23736;7637;4;7641;-3154;0;4487;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7512780;b3S;S5;I;2;AGUAS MORNAS;SC;44166;29738;0;1502;0;0;96;31337;-2936;-7291;0;0;-3001;-13228;18109;4011;3705;-8298;-5124;-43;0;225;-4200;-9723;8386;31;8416;0;-1584;6832;-1254
ATIVA S.A. CTCV - PRUDENCIAL;1000082547;n2;S4;I;2;RIO DE JANEIRO;RJ;44166;366;0;30381;-267;0;0;30479;0;0;0;0;0;0;30479;36689;0;-41600;-28393;-4818;-1154;14962;-7268;-31580;-1101;47820;46718;-14852;0;31866;0
COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE;70038237;b3S;S5;I;2;NATAL;RN;44166;26146;0;4293;0;0;0;30438;-4186;-2;0;0;-3175;-7363;23075;4086;98;-8868;-5269;-18;0;2156;-3060;-10874;12201;-43;12158;0;0;12158;-2139
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;44166;29201;0;1185;0;0;0;30386;-1641;-1899;0;0;-4756;-8297;22089;4412;4594;-10045;-7425;-309;0;2649;-2785;-8909;13180;-266;12914;-698;-393;11823;-133
TODESCREDI S/A - CFI - PRUDENCIAL;1000083546;n1;S5;I;2;BENTO GONCALVES;RS;44166;30310;0;0;0;0;0;30310;-2874;0;0;0;-7878;-10752;19558;23;0;-1025;-2118;-1202;0;120;-799;-5000;14558;0;14558;-5747;-15;8796;0
SICOOB UNIMAIS MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;71698674;b3S;S5;I;2;TAUBATE;SP;44166;27986;0;2291;0;0;0;30277;-3498;-132;0;0;-7062;-10692;19585;4971;1690;-9987;-8031;-331;0;1656;-2389;-12420;7165;-5702;1463;259;-462;1260;-1336
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA – SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;44166;27949;0;2303;0;0;0;30252;-3083;0;0;0;-10488;-13571;16681;3713;2664;-5117;-6544;-155;0;2789;-958;-3609;13072;331;13404;-99;-328;12977;-1206
CREFAZ SCMEPP LTDA - PRUDENCIAL;1000083357;n1;S5;I;2;MARINGA;PR;44166;30226;0;-5;0;0;0;30221;0;0;0;0;-426;-426;29795;0;5090;-1181;-28600;-1545;0;0;-55;-26290;3504;17;3521;-1224;0;2297;0
COBUCCIO SCD - PRUDENCIAL;1000085173;n1;S5;C;2;MONTE BELO;MG;44166;30038;0;6;0;0;0;30044;-43011;-151;0;0;-40197;-83358;-53315;23099;22194;-7616;-19655;-3900;0;63978;-1470;76630;23315;0;23315;-3200;0;20115;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;S4;I;2;GUARIBA;SP;44166;20987;0;8996;0;0;0;29983;-7144;-1585;0;0;-1008;-9737;20245;2075;172;-6999;-4263;-69;0;3064;-547;-6567;13678;-401;13278;6;-793;12490;-2124
COOPERATIVA DE CRÉDITO UNICRED VALE EUROPEU SANTA CATARINA LTDA - UNICRED VALE EUROPEU;73443863;b3S;S5;I;2;BLUMENAU;SC;44166;24704;0;5055;0;0;0;29759;-6552;0;0;0;-2362;-8913;20845;4066;1046;-7625;-10140;-74;251;1632;-339;-11183;9662;-156;9507;0;0;9507;-999
COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED;4146333;b3S;S5;I;2;RECIFE;PE;44166;28274;0;1466;0;0;0;29739;-3105;-2642;0;0;-1258;-7006;22733;1410;407;-6094;-5639;-7;0;855;-3535;-12603;10130;-243;9887;0;-510;9376;-1536
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI;1644264;b3S;S5;I;2;JOAO MONLEVADE;MG;44166;25531;0;4144;0;0;0;29675;-5598;-328;0;0;-5651;-11577;18098;4822;4049;-7851;-8074;-358;0;1826;-851;-6438;11660;130;11790;-467;-802;10521;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE   SICOOB CREDIAL/SC;78858107;b3S;S5;I;2;CUNHA PORA;SC;44166;24614;0;5004;0;0;0;29618;-5709;-1408;0;0;-106;-7223;22396;3602;275;-5886;-5377;-326;0;3362;-1050;-5399;16996;-85;16912;459;-771;16600;-1021
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;44166;27150;0;2253;0;0;0;29403;-2691;-3439;0;0;-7704;-13834;15569;4814;3973;-12441;-9341;-384;0;3469;-2014;-11923;3647;60;3707;-743;-169;2794;-1286
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE TRANSPORTES DO SUL DO BRASIL - TRANSPOCRED;8075352;b3S;S5;I;2;FLORIANOPOLIS;SC;44166;27661;0;1673;0;0;0;29333;-2690;-1338;0;0;-5222;-9250;20083;3619;3212;-8890;-7507;-45;0;154;-4335;-13792;6291;-40;6251;0;-889;5362;-1365
BANCO PAULISTA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;44166;17349;0;10998;921;0;0;29268;-15980;0;0;-64;-5715;-21759;7509;1505;19325;-21484;-18622;-2917;0;8793;-7752;-21151;-13642;21;-13621;3222;-121;-10521;0
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;S4;I;2;ITAI;SP;44166;26707;0;2542;0;0;0;29249;-3849;-1649;0;0;-3982;-9480;19768;1930;4564;-11774;-9757;-81;0;5383;-1264;-11000;8769;132;8901;79;-537;8443;-1005
COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI;4247370;b3S;S5;I;2;CONCORDIA;SC;44166;26285;0;2404;0;0;0;28689;-5231;-117;0;0;-2399;-7748;20941;2180;727;-4776;-4254;-143;0;1524;-586;-5328;15613;-19;15594;212;-558;15248;-1057
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL;26178533;b3S;S5;I;2;ITUIUTABA;MG;44166;26696;0;1806;0;0;0;28502;-3059;-6090;0;0;-9088;-18238;10264;6172;2240;-6324;-3893;-785;0;1780;-659;-1469;8795;-63;8732;-1469;-1141;6123;0
ADVANCED CC LTDA - PRUDENCIAL;1000082004;n2;S5;I;2;SAO PAULO;SP;44166;0;0;29;0;28193;0;28222;0;0;0;0;0;0;28222;4323;0;-10009;-18473;-1754;0;360;-157;-25711;2511;-28;2483;0;0;2483;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL – SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;44166;27202;0;822;0;0;30;28054;-2447;-2051;0;0;-7116;-11614;16440;5754;2878;-9114;-10304;-541;0;3147;-1895;-10075;6365;22;6387;-598;0;5789;-796
COOPERATIVA DE CRÉDITO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;88530142;b3S;S4;I;2;BAGE;RS;44166;25387;0;2517;0;0;1;27906;-3071;-2983;0;0;-3168;-9222;18684;6367;2953;-7054;-6075;-122;0;1475;-4428;-6885;11799;-73;11726;0;-2052;9674;-1528
BCO TRICURY S.A. - PRUDENCIAL;1000081696;b2;S4;I;2;SAO PAULO;SP;44166;24687;0;3038;0;0;0;27725;-4007;0;0;0;2864;-1143;26582;198;66;-5619;-2726;-1054;0;259;-75;-8951;17631;2376;20006;-5349;-297;14360;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;S4;I;2;GUARAPUAVA;PR;44166;25399;0;2171;0;0;1;27571;-1967;-2370;0;0;-4524;-8862;18709;9270;3332;-10167;-9612;-119;0;2369;-5841;-10769;7940;-448;7492;0;-2140;5352;-1217
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;44166;25085;0;2376;0;0;0;27461;-6244;-1093;0;0;-5783;-13121;14340;2451;1900;-5162;-5700;-137;0;1471;-1963;-7140;7201;-135;7066;-278;-627;6161;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;S4;I;2;CHAPECO;SC;44166;19940;0;7340;0;0;0;27280;-7593;-17089;0;0;1533;-23149;4131;8257;0;-4346;-1702;-27;0;0;-4180;-1998;2133;44;2177;-1;-804;1371;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;S4;I;2;JANDAIA DO SUL;PR;44166;25653;0;1583;0;0;10;27246;-2305;-2260;0;0;-4183;-8748;18498;7725;2506;-9833;-8236;-87;0;1166;-5756;-12516;5982;209;6191;0;-1678;4512;-633
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;S5;I;2;PALMITOS;SC;44166;24237;0;2849;0;0;4;27089;-3956;-1715;0;0;-2261;-7932;19157;4255;438;-6497;-4883;-376;0;3833;-1459;-4690;14467;-1055;13412;-427;-623;12363;-784
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81367880;b3S;S5;I;2;TURVO;SC;44166;20534;0;6537;0;0;0;27071;-5919;-1067;0;0;-1670;-8656;18415;7266;7146;-9977;-10325;-432;0;3179;-1222;-4365;14050;-331;13719;-716;0;13004;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;I;2;CUIABA;MT;44166;25844;0;908;0;0;20;26772;-1449;-1568;0;0;-11112;-14129;12643;5324;3811;-9342;-9553;-449;0;3101;-2271;-9378;3265;80;3345;-863;0;2482;0
SENFF S.A. - CFI - PRUDENCIAL;1000083670;b1;S4;I;2;CURITIBA;PR;44166;25904;0;580;0;0;0;26484;-2972;0;0;0;-7678;-10650;15834;1035;0;-80;-11696;-999;0;0;-470;-12211;3623;-3;3620;745;0;4365;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;44166;0;0;26400;0;0;0;26401;-25625;0;0;0;0;-25625;775;0;0;-11267;70065;0;3051;794;-61877;766;1541;-1;1539;0;0;1539;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;I;2;QUIRINOPOLIS;GO;44166;24299;0;1877;0;0;0;26176;-1736;-2805;0;0;-2670;-7211;18965;3760;796;-7667;-6913;-325;0;4509;-1235;-7075;11890;-20;11869;-696;-349;10825;-3609
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;44166;24571;0;1587;0;0;0;26158;-1723;-456;0;0;-8404;-10584;15574;5032;3184;-7532;-8798;-38;0;471;-4914;-12595;2978;-13;2965;0;-449;2516;-1566
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES;5276770;b3S;S5;I;2;REALEZA;PR;44166;25409;0;567;0;0;157;26133;-1663;-7086;0;0;-2081;-10830;15303;3443;3067;-7993;-4917;-37;0;430;-4130;-10138;5165;4;5169;0;-1643;3526;-1698
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;S5;I;2;PARACATU;MG;44166;24643;0;1348;0;0;0;25991;-1358;-2700;0;0;-2995;-7052;18938;5976;2815;-8056;-6287;-602;0;2231;-715;-4639;14300;256;14556;-635;-401;13520;-1269
COOPERATIVA DE CRÉDITO COOPERAÇÃO RS/SC – SICREDI COOPERAÇÃO RS/SC;87779625;b3S;S4;I;2;NAO-ME-TOQUE;RS;44166;23307;0;2665;0;0;7;25979;-2319;-4120;0;0;-1673;-8113;17866;9067;2431;-8645;-6794;-139;0;2342;-4293;-6032;11834;-373;11461;-7;-1381;10072;-1141
COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIÃO LTDA. - SICOOB CREDIPATOS;25387671;b3S;S5;I;2;PATOS DE MINAS;MG;44166;24204;0;1715;0;0;0;25918;-2582;-6025;0;0;-2741;-11348;14570;5183;2204;-6464;-5285;-415;0;2066;-1621;-4332;10238;-9;10229;-968;-10;9252;0
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;44166;23201;0;2677;0;0;0;25878;-2675;-3279;0;0;-4459;-10414;15464;514;624;-4727;-3776;-29;0;4134;-1860;-5119;10345;-205;10140;167;0;10307;-412
SICOOB UNIMAIS METROPOLITANA – COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;259231;b3S;S5;I;2;SANTOS;SP;44166;21596;0;4155;0;0;0;25751;-4164;0;0;0;-7002;-11166;14585;3396;92;-7825;-7929;-238;0;2583;-1110;-11032;3553;-233;3321;-84;0;3237;-1745
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO - CREDISIS JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;44166;24142;0;1489;0;0;0;25630;-1957;-146;0;0;18;-2085;23546;3348;498;-8044;-9458;0;0;1326;-678;-13008;10537;-131;10407;-126;0;10281;-545
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;44166;4;0;25623;0;0;0;25627;-24766;0;0;0;199;-24567;1060;1804;0;-16783;-5434;-174;4047;19437;-925;1972;3031;258;3289;-450;-1379;1460;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;I;2;CLAUDIO;MG;44166;23118;0;2505;0;0;0;25623;-3921;-351;0;0;-4343;-8614;17009;4738;2707;-7992;-5581;-367;0;2210;-498;-4783;12226;89;12316;-413;-354;11549;-876
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86829827;b3S;S5;I;2;BRACO DO NORTE;SC;44166;22316;0;3284;0;0;0;25600;-3572;-1375;0;0;-1093;-6039;19561;3817;1099;-6904;-6388;-236;0;1872;-1436;-8176;11384;-267;11117;-530;-867;9720;0
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;S4;I;2;PASSO FUNDO;RS;44166;20466;0;4747;0;0;0;25213;-5532;-15956;0;0;-1717;-23205;2008;0;0;-5648;1505;0;0;12510;-10597;-2231;-223;-24;-247;0;-882;-1129;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;44166;23320;0;1890;0;0;0;25210;-2185;-2508;0;0;-4105;-8797;16413;5162;733;-6867;-5033;-452;0;3233;-1493;-4717;11696;79;11775;-978;-339;10458;-697
BCO WOORI BANK DO BRASIL S.A. - PRUDENCIAL;1000081823;b1;S4;I;3;SAO PAULO;SP;44166;3453;0;19085;0;2515;0;25052;-5689;0;0;0;321;-5368;19684;68;6;-4301;-3864;-917;0;0;-38;-9046;10639;-7;10632;-4595;-242;5795;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE - SICREDI RECIFE;70241658;b3S;S5;I;2;RECIFE;PE;44166;22338;0;2438;0;0;0;24776;-4069;-342;0;0;-461;-4873;19903;2196;754;-7425;-6166;-21;0;616;-4060;-14107;5795;-2240;3556;0;-329;3227;-1906
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS – SICREDI SUL MINAS RS/MG.;87784088;b3S;S4;I;2;ESTACAO;RS;44166;22810;0;1780;0;0;8;24598;-2123;-3206;0;0;-1773;-7102;17496;6811;430;-8825;-5925;-138;0;1980;-4013;-9680;7816;-190;7626;0;-746;6881;-1312
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;S4;I;2;PORTO ALEGRE;RS;44166;220;0;24309;0;0;0;24529;-23288;0;0;0;5;-23283;1246;435;0;-5505;4080;-21;0;0;-40;-1051;196;-174;21;-21;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;44166;22335;0;2109;0;0;0;24444;-3065;-2086;0;0;-3806;-8958;15486;2753;1502;-6671;-5433;-233;0;2396;-1495;-7179;8306;-323;7983;25;0;8008;-313
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. – SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;44166;22472;0;1761;0;0;0;24233;-1448;-3208;0;0;-2165;-6821;17411;5024;1526;-4790;-3824;-470;0;2723;-1347;-1158;16253;-16;16237;-1159;-368;14710;0
CENTROCRED CFI - PRUDENCIAL;1000084727;n1;S5;I;2;SANTA CRUZ DO SUL;RS;44166;23759;0;444;0;0;0;24203;-1878;0;0;0;-3221;-5099;19105;0;0;-177;-2309;-1072;0;1;-11554;-15110;3994;0;3994;0;0;3994;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;10262276;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;44166;22627;0;1263;0;0;0;23890;-2472;-191;0;0;-5076;-7739;16151;4717;3182;-9730;-9072;-316;0;2265;-1635;-10588;5563;-87;5476;-299;-1242;3935;-363
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;44166;21928;0;1826;0;0;12;23767;-1965;-2612;0;0;-4079;-8656;15111;4037;1507;-4897;-4844;-293;0;2551;-890;-2829;12282;-81;12201;-882;-316;11003;0
SANTANA S.A. - CFI - PRUDENCIAL;1000083474;n1;S5;I;2;SAO PAULO;SP;44166;23499;0;156;0;0;0;23655;-2506;0;0;0;-5239;-7745;15910;3132;0;-1805;-10691;-1232;0;182;-1059;-11475;4435;129;4564;-1543;0;3021;0
PARMETAL DTVM LTDA - PRUDENCIAL;1000084019;n2;S4;I;2;SAO PAULO;SP;44166;0;0;23176;-23;500;0;23652;0;0;0;0;0;0;23652;0;0;-2796;-13331;-1101;0;730;-101;-16598;7054;0;7054;-2824;0;4230;0
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;44166;21526;0;2089;0;0;0;23615;-3407;0;0;0;-3651;-7059;16557;2136;1153;-8223;-7235;-55;0;141;-427;-12509;4047;88;4135;-27;0;4108;-987
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. – SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;44166;21275;0;2316;0;0;0;23592;-3065;-970;0;0;-2262;-6297;17294;3640;3594;-8376;-7211;-247;0;2420;-1615;-7794;9500;-13;9487;-595;-392;8500;-165
JBCRED S.A. SCFI - PRUDENCIAL;1000083137;n1;S5;I;2;SAO PAULO;SP;44166;23008;0;580;0;0;0;23588;0;0;0;0;-6273;-6273;17316;0;0;-5824;-6171;-703;0;216;-286;-12767;4548;0;4548;0;0;4548;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA GRANDE GOIÂNIA LTDA.;10209619;b3S;S5;I;2;GOIANIA;GO;44166;22596;0;968;0;0;0;23564;-1676;0;0;0;-9346;-11021;12543;3696;4020;-5726;-6968;-240;0;2581;-2392;-5030;7513;-473;7041;-356;0;6685;-2189
COOPERATIVA DE CRÉDITO SICOOB COOPMIL;62673470;b3S;S4;I;2;SAO PAULO;SP;44166;22573;0;882;0;0;0;23455;-1345;0;0;0;-3061;-4406;19049;1036;1765;-11478;-8162;-135;0;3236;-2648;-16386;2663;214;2876;0;-213;2664;-2418
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;S5;I;2;DIVINOPOLIS;MG;44166;20370;0;2854;0;0;0;23225;-3974;-28;0;0;-848;-4850;18375;6620;4866;-10438;-9169;-325;0;1145;-1847;-9147;9228;76;9304;-77;-748;8479;-470
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. – SICOOB NOSSACOOP;1760242;b3S;S5;I;2;BELO HORIZONTE;MG;44166;21561;0;1634;0;0;0;23195;-2944;-505;0;0;-4335;-7785;15411;7114;5420;-8169;-9716;-861;0;1264;-2225;-7172;8239;-65;8174;35;-406;7803;-716
BANCO PACCAR - PRUDENCIAL;1000084899;b2;S4;I;3;PONTA GROSSA;PR;44166;24486;0;874;-2236;0;0;23124;1;-4102;0;0;-5192;-9295;13829;0;647;-4554;-4868;-2597;0;5755;-769;-6387;7442;-3799;3643;-1447;-321;1875;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;S5;I;2;RAUL SOARES;MG;44166;21321;0;1711;0;0;0;23032;-2045;-1776;0;0;-4103;-7923;15109;5317;2954;-8322;-7004;-440;0;2154;-1395;-6736;8373;22;8395;-975;-293;7126;-203
COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO;59869560;b3S;S5;I;2;ADAMANTINA;SP;44166;20683;0;2167;0;0;0;22849;-2854;-1195;0;0;-10719;-14768;8081;870;411;-6253;-4271;-56;0;3669;-1510;-7141;941;538;1478;-325;0;1153;-715
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;44166;21471;0;1311;0;0;0;22782;-2239;-557;0;0;-4636;-7432;15350;2709;4115;-6563;-7166;-181;0;2400;-5365;-10052;5298;-356;4942;-264;-837;3841;-695
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;44166;19740;0;3004;0;0;0;22744;-3527;-614;0;0;-2035;-6176;16567;3701;932;-7325;-5733;-293;0;3054;-769;-6433;10134;170;10304;-293;-353;9659;-36
BCO KEB DO BRASIL SA - PRUDENCIAL;1000081232;b1;S4;I;3;SAO PAULO;SP;44166;7613;0;6747;0;8100;0;22460;-5117;-5262;0;0;-560;-10939;11521;374;3;-4301;-4655;-583;0;4112;-4857;-9907;1614;270;1885;-563;0;1321;0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;44166;32950;0;49973;-83522;22956;0;22356;-20329;-23004;0;0;-669;-44003;-21647;27211;10;-34458;-18948;-6155;0;158623;-49985;76298;54651;35;54687;-31849;-901;21936;0
FATOR - PRUDENCIAL;1000080350;b1;S4;C;2;SAO PAULO;SP;44166;1404;0;19706;1198;0;0;22307;-18985;0;0;0;-337;-19321;2986;14068;0;-17271;-12626;-1836;2590;1195;-1703;-15582;-12596;-1467;-14063;134;0;-13929;0
