Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
CONEXION CC LTDA. - PRUDENCIAL;1000082420;n2;S4;I;2;RIBEIRAO PRETO;SP;44166;0;0;0;0;580;0;581;0;0;0;0;0;0;581;14;0;-165;-475;-28;0;5;0;-649;-68;5;-63;0;0;-63;0
GOOD CC - PRUDENCIAL;1000084521;n2;S4;I;2;PORTO ALEGRE;RS;44166;0;0;0;0;579;0;579;0;0;0;0;0;0;579;8;5;-90;-274;-28;0;0;-6;-384;195;0;195;-65;0;130;0
NOSSA TERRA COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DE AGRONEGÓCIO E AFINS;49204605;b3S;S5;I;2;CAJATI;SP;44166;523;0;53;0;0;0;576;0;0;0;0;32;32;608;0;0;-315;-154;-2;0;42;-4;-434;175;0;175;0;-27;147;-258
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS MUNICIPAIS DE PORTO ALEGRE;3990888;b3S;S5;I;2;PORTO ALEGRE;RS;44166;575;0;0;0;0;0;575;-1;0;0;0;-89;-90;485;4;0;-283;-335;0;0;0;0;-613;-128;0;-128;0;0;-128;0
SUL AMERICA INVEST DTVM S.A. - PRUDENCIAL;1000084026;n2;S4;I;3;SAO PAULO;SP;44166;0;0;571;0;0;0;571;0;0;0;0;0;0;571;23226;0;-13945;-10400;-1583;9456;424;-901;6277;6848;0;6848;1118;-1824;6142;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FACULDADE DE CIÊNCIAS AGRÁRIAS E VETERINÁRIAS - CAMPUS DE JABOTICABAL/SP - COOPERFAC;57259525;b3S;S5;I;2;JABOTICABAL;SP;44166;565;0;5;0;0;0;570;0;0;0;0;25;25;595;6;0;-273;-175;-1;0;0;0;-443;152;0;152;-2;-8;143;-158
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MORLAN - CRED MORLAN;731320;b3S;S5;I;2;ORLANDIA;SP;44166;554;0;10;0;0;0;564;0;0;0;0;-28;-28;536;0;0;0;-126;0;0;0;0;-126;409;0;409;0;0;409;-172
BCO LA NACION ARGENTINA - PRUDENCIAL;1000081270;b1;S4;I;3;SAO PAULO;SP;44166;274;0;285;0;0;0;559;-73;-434;0;-475;-2322;-3303;-2744;2;27;-3360;-1454;-56;0;1320;-273;-3795;-6539;422;-6117;0;0;-6117;0
EURODIVISAS CC LTDA. - PRUDENCIAL;1000084435;n2;S4;I;3;RIO DE JANEIRO;RJ;44166;0;0;31;0;518;0;549;0;0;0;0;0;0;549;111;0;-1882;-680;-32;0;528;-1226;-3182;-2633;0;-2633;0;0;-2633;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA OWENS CORNING FIBERGLAS AMÉRICA DO SUL;48172860;b3S;S5;I;2;RIO CLARO;SP;44166;538;0;6;0;0;0;544;-28;0;0;0;-33;-61;483;0;0;0;-271;0;0;3;-6;-274;209;0;209;0;0;209;-69
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NAS INDÚSTRIAS DE EXTRAÇÃO DE FERRO E METAIS BÁSICOS DA REGIÃO DE CONGONHAS LTDA. - COOFERSE;71384697;b3S;S5;I;2;CONGONHAS;MG;44166;512;0;28;0;0;0;540;0;0;0;0;-13;-13;527;0;0;-117;-252;0;0;19;-11;-361;166;0;166;0;0;166;-191
VITREO DTVM - PRUDENCIAL;1000085063;n2;S4;I;2;SAO PAULO;SP;44166;0;0;535;0;0;0;535;0;0;0;0;0;0;535;242;0;-10069;-9053;-53;0;180;-21;-18774;-18239;0;-18239;0;0;-18239;0
FINAXIS - PRUDENCIAL;1000080790;b1;S4;C;2;CURITIBA;PR;44166;0;0;534;0;0;0;534;-20;0;0;0;-792;-812;-278;26692;2863;-14552;-10904;-2691;0;25;-603;830;552;-2;550;-222;-150;178;0
LUMINA CC - PRUDENCIAL;1000082310;n2;S5;I;2;SALVADOR;BA;44166;0;0;0;0;531;0;531;0;0;0;0;0;0;531;22;0;-488;-317;-28;0;0;0;-811;-280;0;-280;0;0;-280;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE BEBEDOURO - COOCRESB.;5969937;b3S;S5;I;2;BEBEDOURO;SP;44166;524;0;6;0;0;0;530;-11;-17;0;0;-43;-72;459;34;0;-220;-225;-2;0;36;-7;-383;76;0;76;0;-8;68;-59
LEROSA S.A. CVC - PRUDENCIAL;1000082633;n2;S4;I;2;SAO PAULO;SP;44166;0;0;428;-78;180;0;530;0;0;0;0;0;0;530;232;0;-699;-1247;-75;0;0;-1000;-2789;-2259;20;-2240;323;0;-1917;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO ALIANÇA - COOPERNITRO;52935442;b3S;S5;I;2;SAO PAULO;SP;44166;521;0;8;0;0;0;530;0;0;0;0;-95;-95;434;0;0;-175;-297;1;0;3;0;-470;-36;0;-36;0;-8;-45;-55
COOPERATIVA DE CRÉDITO, POUPANÇA E SERVIÇOS FINANCEIROS DO CENTRO OESTE;5491616;b3S;S5;I;2;MINEIROS;GO;44166;517;0;8;0;0;0;525;-75;0;0;0;-76;-151;374;0;71;-296;-403;0;0;503;-10;-135;238;0;238;-2;0;236;0
BOLETOBANCARIO.COM TEC PAGAMENTOS - PRUDENCIAL;1000085094;n4;;I;2;CURITIBA;PR;44166;0;0;517;0;0;0;517;0;0;0;0;0;0;517;38595;0;-8842;-24078;-4375;0;8;-228;1079;1596;-180;1416;-171;0;1246;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP;3674133;b3S;S5;I;2;SAO PAULO;SP;44166;502;0;15;0;0;0;516;-90;0;0;0;1;-91;426;0;0;-208;-184;1;0;31;0;-362;63;0;63;0;0;63;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EATON;73077398;b3S;S5;I;2;VALINHOS;SP;44166;484;0;12;0;0;0;496;0;0;0;0;-17;-17;479;0;0;-161;-205;1;0;19;0;-348;132;0;132;0;-36;95;-54
COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA DE BARRA BONITA E REGIÃO;44746352;b3S;S5;I;2;BARRA BONITA;SP;44166;370;0;126;0;0;0;496;-10;0;0;0;4;-5;491;1;1;-463;-154;0;0;170;-4;-450;41;0;41;0;-26;15;0
CONSEGTUR CC - PRUDENCIAL;1000082303;n2;S4;I;2;SAO PAULO;SP;44166;0;0;0;0;489;0;489;0;0;0;0;0;0;489;61;0;-17;-546;-29;0;0;1;-532;-43;0;-43;0;0;-43;0
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA RICLAN;6077760;b3S;S5;I;2;RIO CLARO;SP;44166;465;0;15;0;0;0;480;0;0;0;0;-28;-28;452;0;0;0;-222;0;0;1;-2;-223;229;0;229;0;0;229;-103
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO - DIVISÃO VIDRO PLANO;48140925;b3S;S5;I;2;MAUA;SP;44166;456;0;18;0;0;0;474;0;0;0;0;107;107;581;0;0;-127;-93;1;0;0;0;-221;360;0;360;0;0;360;-154
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CONFAB;59305565;b3S;S5;I;2;PINDAMONHANGABA;SP;44166;438;0;35;0;0;0;473;0;0;0;0;5;5;477;0;0;-273;-93;1;0;0;0;-366;111;0;111;0;0;111;-260
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DE ALAGOAS;12272183;b3S;S5;I;2;MACEIO;AL;44166;390;0;79;0;0;0;469;-1;0;0;0;23;22;491;21;0;-922;-392;-4;0;67;-1;-1230;-740;0;-740;0;0;-740;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS PLASCAR;17411307;b3S;S5;I;2;JUNDIAI;SP;44166;463;0;2;0;0;0;466;0;0;0;0;-33;-33;433;0;0;0;-121;0;0;0;0;-121;311;0;311;0;0;311;-72
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE DEFESA SOCIAL DO ESTADO DE MINAS GERAIS LTDA. - COOPSESP;5746715;b3S;S5;I;2;BELO HORIZONTE;MG;44166;409;0;56;0;0;0;465;-17;0;0;0;19;2;467;7;0;-264;-273;1;0;0;-2;-533;-65;0;-65;0;0;-65;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TICKET SERVIÇOS COMÉRCIO E ADMINISTRAÇÃO;57440521;b3S;S5;I;2;SAO PAULO;SP;44166;350;0;97;0;0;0;448;0;0;0;0;-2;-2;445;0;0;-330;-169;-2;0;81;-1;-421;24;0;24;0;0;24;0
TANGER SCD - PRUDENCIAL;1000084992;n1;S5;I;2;LINS;SP;44166;101;0;345;0;0;0;446;0;0;0;0;-6;-6;440;0;0;-160;-145;-21;0;0;0;-326;114;0;114;0;0;114;0
EUROINVEST S/A CCTVM - PRUDENCIAL;1000082781;n2;S4;I;2;RIO DE JANEIRO;RJ;44166;0;0;444;0;0;0;444;0;0;0;0;0;0;444;81;0;-28;-71;-12;0;30;-30;-30;414;0;414;-46;0;368;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MEMBROS DO MINISTÉRIO PÚBLICO DE SÃO PAULO - PROMOCRED;4478231;b3S;S5;I;2;SAO PAULO;SP;44166;262;0;165;0;0;0;427;-112;0;0;0;62;-50;377;0;0;-333;-241;1;0;0;0;-575;-198;0;-198;0;0;-198;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO – COOPERMEL;1504952;b3S;S5;I;2;SAO PAULO;SP;44166;393;0;32;0;0;0;424;0;0;0;0;-2;-2;423;0;0;-323;-75;-9;0;0;0;-408;15;0;15;0;0;15;-85
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS DO PODER JUDICIÁRIO DA CAPITAL DO ESTADO DE SÃO PAULO - JUDCRED;7651495;b3S;S5;I;2;SAO PAULO;SP;44166;413;0;10;0;0;0;423;0;-15;0;0;-50;-65;357;3;0;-130;-297;-1;0;91;0;-334;23;0;23;0;0;23;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS APOSENTADOS, PENSIONISTAS E IDOSOS LIGADOS AO SINDICATO NACIONAL DOS APOSENTADOS, PENSIONISTAS E IDOSOS DA FORÇA SINDICAL - SICOOB COOPERNAPI;16564240;b3S;S5;I;2;SAO PAULO;SP;44166;397;0;24;0;0;0;422;-21;0;0;0;-60;-81;341;25;47;-150;-227;-3;0;23;-16;-299;42;0;42;0;0;42;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS UNILEVER DO BRASIL;53272365;b3S;S5;I;2;VALINHOS;SP;44166;402;0;14;0;0;0;416;0;0;0;0;-14;-14;401;0;0;-236;-97;-1;0;0;0;-334;68;0;68;0;-14;54;-105
AMAZÔNIA CC LTDA. - PRUDENCIAL;1000082365;n2;S4;I;2;MANAUS;AM;44166;0;0;0;0;413;0;413;0;0;0;0;0;0;413;59;0;-334;-411;-25;0;23;-1;-689;-276;0;-276;0;0;-276;0
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA COMPANHIA INDUSTRIAL CATAGUASES E DA BAUMINAS LTDA. - SICOOB COOPECIC;19495266;b3S;S5;I;2;CATAGUASES;MG;44166;391;0;13;0;0;0;404;-2;1;0;0;-136;-139;266;28;2;-200;-225;-3;0;52;-56;-402;-136;0;-135;-1;0;-137;0
LA INVESTIMENTOS CCVM - PRUDENCIAL;1000082798;n2;S4;I;2;SALVADOR;BA;44166;0;0;403;0;0;0;403;0;0;0;0;0;0;403;6790;0;-1604;-4377;-511;0;124;-1022;-601;-198;-2;-200;-308;0;-508;0
LASTRO RDV DTVM LTDA - PRUDENCIAL;1000084129;n2;S4;C;2;ARARAS;SP;44166;0;0;33;0;369;0;402;0;0;0;0;9;9;411;52;0;-569;-706;-22;0;12;-5;-1237;-826;367;-460;-35;0;-495;0
COOPSEBRAE - COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO SEBRAE/PB, SEBRAE/RN E SESC, SENAC E SENAR EM JOÃO PESSOA;41219353;b3S;S5;I;2;JOAO PESSOA;PB;44166;376;0;26;0;0;0;402;-14;0;0;0;3;-11;391;11;0;-126;-179;-1;0;32;-2;-266;125;1;126;0;0;126;0
COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA PERPART, DO IPA E DA ADAGRO - COOPEMATER;11356599;b3S;S5;I;2;RECIFE;PE;44166;401;0;0;0;0;0;401;0;0;0;0;38;38;439;0;0;-245;-131;1;0;3;-5;-379;61;-2;59;0;0;59;0
COOPERATIVA DE CRÉDITO RURAL ASCOOB COOPEC - ASCOOB COOPEC;9244973;b3S;S5;I;2;POCO VERDE;SE;44166;390;0;10;0;0;0;400;-23;-5;0;0;3;-24;376;18;65;-143;-99;0;0;1;-95;-253;123;0;123;1;0;122;-13
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNESP - COOPUNESP;69136075;b3S;S5;I;2;RIO CLARO;SP;44166;390;0;10;0;0;0;400;-17;0;0;0;-16;-33;367;0;0;-29;-185;0;0;2;-5;-218;149;25;174;0;0;174;-70
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DE INSTITUICOES FINANCEIRAS PUBLICAS NO ESTADO DO ESPIRITO SANTO - CREDBRASIL-ES;2869663;b3S;S5;I;2;VITORIA;ES;44166;381;0;12;0;0;0;393;0;0;0;0;-55;-55;338;0;0;-152;-98;-1;0;0;0;-251;87;0;87;1;0;86;-35
COOPERATIVA DE CRÉDITO DOS PLANTADORES DE CANA DA REGIÃO DE LENÇÓIS PAULISTA;50848910;b3S;S5;I;2;LENCOIS PAULISTA;SP;44166;187;0;205;0;0;0;392;-69;0;0;0;-318;-386;6;0;0;-270;-294;-2;0;117;1;-450;-444;1;-445;0;0;-445;0
ONNIX CC LTDA. - PRUDENCIAL;1000082011;n2;S4;I;2;PORTO ALEGRE;RS;44166;0;0;0;0;385;0;385;0;0;0;0;0;0;385;859;0;-567;-284;-101;0;0;0;-93;292;0;292;-131;0;160;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FACULDADE DE ENGENHARIA DE ILHA SOLTEIRA - COOPERFEIS;96409263;b3S;S5;I;2;ILHA SOLTEIRA;SP;44166;353;0;26;0;0;0;380;0;0;0;0;0;0;379;0;0;-101;-117;1;0;0;0;-218;161;0;161;0;-9;152;-165
CREDEXTRA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA REALMAR DISTRIBUIDORA LTDA;4899135;b3S;S5;I;2;SERRA;ES;44166;365;0;7;0;0;0;372;0;0;0;0;-12;-12;359;12;0;-117;-161;1;0;45;0;-222;137;0;137;0;0;137;-63
VNK SCMEPP - PRUDENCIAL;1000084404;n1;S5;I;2;FORTALEZA;CE;44166;365;0;1;0;0;0;366;0;0;0;0;-54;-54;313;0;0;0;-171;-13;0;0;0;-184;129;0;129;-29;0;100;0
HR SCMEPP LTDA. - PRUDENCIAL;1000084411;n1;S5;I;2;MACEIO;AL;44166;363;0;0;0;0;0;363;0;0;0;0;-57;-57;306;0;0;-120;-191;-15;0;17;0;-310;-3;22;18;-17;0;1;0
VORTX DTVM - PRUDENCIAL;1000084538;n2;S4;I;2;SAO PAULO;SP;44166;0;0;363;0;0;0;363;0;-2;0;0;0;-2;361;16485;0;-5226;-6165;-1412;0;73;-178;3576;3938;0;3938;-907;-1620;1411;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ELGIN;45045671;b3S;S5;I;2;MOGI DAS CRUZES;SP;44166;343;0;17;0;0;0;360;0;0;0;0;-15;-15;345;0;0;-70;-122;0;0;9;-18;-201;144;0;144;0;0;144;-118
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DE UBERABA - COPERURA LTDA.;17607375;b3S;S5;I;2;UBERABA;MG;44166;342;0;17;0;0;0;359;0;0;0;0;-5;-5;354;1;0;-130;-20;-1;0;8;0;-142;212;1;212;0;-9;203;-30
BRL TRUST DTVM SA - PRUDENCIAL;1000084277;n2;S4;I;2;SAO PAULO;SP;44166;0;0;357;0;0;0;357;0;0;0;0;-266;-266;92;38873;0;-9995;-8322;-2889;0;4;0;17670;17762;0;17762;-5515;-4193;8053;0
PILLA CCVM LTDA - PRUDENCIAL;1000082664;n2;S4;I;2;PORTO ALEGRE;RS;44166;0;0;356;0;0;0;356;0;0;0;0;0;0;356;4467;0;-2053;-3473;-496;0;1002;-119;-672;-316;0;-316;0;0;-316;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA POLÍCIA MILITAR DO ESTADO DE SÃO PAULO DA REGIÃO CENTRO-OESTE PAULISTA - CREDMIL;4152107;b3S;S5;I;2;BAURU;SP;44166;349;0;3;0;0;0;352;-7;0;0;0;-37;-43;309;0;0;-253;-286;-1;0;90;-5;-455;-147;0;-147;0;0;-147;0
FÊNIX DTVM;1000085537;n2;S4;I;2;CUIABA;MT;44166;0;0;335;0;0;0;335;0;0;0;0;0;0;335;0;0;0;-42;-16;0;0;0;-57;278;0;278;-87;0;191;0
GAVEA DTVM LTDA - PRUDENCIAL;1000083986;n2;S4;I;2;SAO PAULO;SP;44166;0;0;333;0;0;0;333;0;0;0;0;0;0;333;4948;0;-1807;-1080;-420;0;35;-4;1672;2005;0;2005;-767;0;1238;0
DIBRAN DTVM LTDA - PRUDENCIAL;1000083845;n2;S4;I;2;SAO PAULO;SP;44166;0;0;222;6;105;0;333;0;0;0;0;0;0;333;4;0;-496;-722;-21;0;0;-70;-1304;-971;0;-971;0;0;-971;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO EXPRESSO PRINCESA DOS CAMPOS;1551820;b3S;S5;I;2;PONTA GROSSA;PR;44166;320;0;5;0;0;0;325;0;0;0;0;-30;-30;296;0;0;-81;-50;0;0;0;0;-131;165;0;165;0;0;165;-107
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM EMPRESAS ADMINISTRADORAS DE AEROPORTOS - AEROCRED;5292849;b3S;S5;I;2;GUARULHOS;SP;44166;324;0;1;0;0;0;325;0;0;0;0;-66;-66;259;0;0;-124;-139;-13;0;0;-1;-278;-19;0;-19;0;0;-19;0
COOPESTADO - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NA REGIÃO METROPOLITANA DO ESTADO DO RIO DE JANEIRO LIMITADA;4995006;b3S;S5;I;2;RIO DE JANEIRO;RJ;44166;300;0;23;0;0;0;323;0;0;0;0;20;20;343;0;0;-438;-175;1;0;263;-9;-359;-15;0;-15;0;0;-15;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MAGNESITA REFRATÁRIOS S.A. LTDA. - CECREM;913314;b3S;S5;I;2;CONTAGEM;MG;44166;290;0;30;0;0;0;320;0;0;0;0;11;11;331;0;0;-237;-110;-1;0;0;0;-349;-18;0;-17;0;-10;-27;-2
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA FIAÇÃO ALPINA - COOPERALPINA;55319370;b3S;S5;I;2;MORUNGABA;SP;44166;306;0;12;0;0;0;318;0;0;0;0;0;0;318;0;0;-4;-116;0;0;0;-5;-125;193;0;193;0;0;193;-95
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RECKITT BENCKISER;44223196;b3S;S5;I;2;SAO PAULO;SP;44166;302;0;10;0;0;0;313;0;0;0;0;-1;-1;312;0;0;0;-186;0;0;0;0;-186;125;0;125;1;0;125;-124
GLOBAL SCM LTDA - PRUDENCIAL;1000083278;n1;S5;I;2;AMERICANA;SP;44166;307;0;4;0;0;0;312;0;-29;0;0;30;1;312;49;17;-10;-314;-15;0;22;-71;-322;-10;34;24;0;0;24;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ACUMENT BRASIL;45068632;b3S;S5;I;2;ATIBAIA;SP;44166;311;0;0;0;0;0;311;0;0;0;0;4;4;316;0;0;-177;-124;-1;0;0;1;-303;13;0;13;0;0;13;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA COMLURB LTDA;29341260;b3S;S5;I;2;RIO DE JANEIRO;RJ;44166;293;0;16;0;0;0;309;0;0;0;0;83;83;392;0;0;-383;-200;-1;0;378;0;-206;186;4;190;1;0;190;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DE CERÂMICA - COOPASPACER;2541707;b3S;S5;I;2;SANTA GERTRUDES;SP;44166;295;0;11;0;0;0;306;-30;0;0;0;-36;-66;240;0;0;0;-157;0;0;5;-1;-153;87;0;87;0;0;87;-44
FINANSINOS S.A. CFI - PRUDENCIAL;1000083467;n1;S5;I;2;NOVO HAMBURGO;RS;44166;231;0;74;0;0;0;305;0;0;0;0;17;17;322;0;1;-750;-595;-10;0;0;0;-1354;-1032;0;-1032;0;0;-1032;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GERDAU - AÇOS FINOS PIRATINI;88952130;b3S;S5;I;2;CHARQUEADAS;RS;44166;273;0;31;0;0;0;304;0;0;0;0;3;3;307;0;0;-87;-82;0;0;0;0;-170;137;0;137;0;0;137;-104
ZANON CFI;1000085324;n1;S5;I;2;PORTO ALEGRE;RS;44166;300;0;2;0;0;0;302;-49;0;0;0;-56;-104;198;0;0;-649;-821;-12;0;0;-1130;-2613;-2415;0;-2415;966;0;-1449;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO SUGGAR LTDA.;548980;b3S;S5;I;2;BELO HORIZONTE;MG;44166;273;0;16;0;0;0;289;0;0;0;0;-5;-5;284;12;0;-12;-40;0;0;0;-54;-93;191;0;191;1;0;190;-28
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SELENE;72952138;b3S;S5;I;2;CERQUILHO;SP;44166;276;0;8;0;0;0;283;0;0;0;0;-34;-34;249;0;0;0;-118;0;0;0;-70;-188;61;0;61;0;0;61;-72
IDEAL CTVM;1000084851;n2;S4;I;2;SAO PAULO;SP;44166;0;0;281;0;0;0;281;0;0;0;0;0;0;281;30323;0;-4918;-10637;-2939;0;868;0;12697;12978;0;12978;-4085;-1868;7026;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA COOPEDER LTDA - COOPCREDER;21130869;b3S;S5;I;2;BELO HORIZONTE;MG;44166;276;0;6;0;0;0;281;0;0;0;0;35;35;316;0;0;-149;-180;-2;0;54;-12;-289;27;34;61;0;0;61;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA CNC SESC E SENAC ADMINISTRAÇÕES NACIONAIS LTDA;30304919;b3S;S5;I;2;RIO DE JANEIRO;RJ;44166;280;0;0;0;0;0;280;0;0;0;0;39;39;319;1;0;-127;-131;0;0;0;-10;-267;51;0;51;0;0;51;0
BCO LA PROVINCIA B AIRES BCE - PRUDENCIAL;1000081263;b1;S4;I;3;SAO PAULO;SP;44166;0;0;1074;-797;0;0;277;0;0;0;-1122;6995;5873;6150;0;0;-1856;-1528;-249;0;392;-1591;-4831;1319;0;1319;1411;-182;2549;0
COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CENTRO OESTE DO PARANÁ - CREHNOR LARANJEIRAS;1330387;b3S;S5;I;2;LARANJEIRAS DO SUL;PR;44166;250;0;26;0;0;0;277;-44;0;0;0;40;-4;272;10;58;-141;-279;0;0;34;-20;-338;-66;9;-58;0;0;-58;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DO GRUPO DANA - COOPDANA;91018408;b3S;S5;I;2;GRAVATAI;RS;44166;263;0;9;0;0;0;272;0;0;0;0;8;8;280;0;0;-113;-63;-1;0;0;0;-176;103;0;103;1;0;102;0
SOLUÇÃO FINANCAS SCD;1000085214;n1;S5;I;2;BELO HORIZONTE;MG;44166;256;0;9;0;0;0;265;0;0;0;0;-25;-25;240;0;0;-33;-157;-12;0;2;-24;-224;15;0;15;-3;0;12;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE OLIVEIRA DOS BREJINHOS - CRESOL OLIVEIRA DOS BREJINHOS;5428587;b3S;S5;I;2;OLIVEIRA DOS BREJINHOS;BA;44166;250;0;14;0;0;0;263;-24;-3;0;0;9;-19;245;12;1;-87;-68;0;0;0;-106;-248;-3;0;-3;0;0;-3;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DOS LABORATORIOS B.BRAUN LTDA;30586895;b3S;S5;I;2;SAO GONCALO;RJ;44166;242;0;19;0;0;0;261;0;0;0;0;0;0;261;0;0;-111;-82;0;0;0;0;-193;68;0;68;0;0;68;-18
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JABOTICABAL - COOPERSERV;881829;b3S;S5;I;2;JABOTICABAL;SP;44166;260;0;0;0;0;0;260;0;0;0;0;-19;-19;241;17;0;-131;-157;0;0;58;-9;-223;18;0;18;0;0;18;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DA PARAÍBA LTDA. -  COOPERLEGIS;41146382;b3S;S5;I;2;JOAO PESSOA;PB;44166;258;0;0;0;0;0;258;0;0;0;0;-11;-11;247;0;0;-218;-90;1;0;0;-3;-311;-65;0;-65;0;0;-65;0
CASA CREDITO S.A. SCM - PRUDENCIAL;1000083175;n1;S5;I;2;SAO PAULO;SP;44166;141;0;114;0;0;0;254;0;-181;0;0;-27;-207;47;46;42;0;-64;-17;0;5;0;12;59;-1;57;-13;0;45;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO GRUPO MAUA LTDA;5048575;b3S;S5;I;2;SAO GONCALO;RJ;44166;211;0;39;0;0;0;250;0;0;0;0;76;76;327;0;0;-66;-87;0;0;6;-15;-161;165;0;165;-6;0;159;0
