Instituição financeira;Código;TCB;TD;TC;Cidade;UF;Data;Instituição Sujeita à Apuração da Exposição Total;Instituição Sujeita à Apuração do Patrimônio de Referência;Instituição Utiliza Metodologia Simplificada;Exposição Total ou Ativo Total (R$ mil);Total de Ativos Consolidados no Exterior (US$ mil);Data da Última Alteração de Segmento;SR
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;31350199;NI;42736;S3
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;C;2;BELO HORIZONTE;MG;42979;Sim;Sim;Não;10177711;14603;42736;S3
BANESTES - PRUDENCIAL;1000080147;b1;C;1;VITORIA;ES;42979;Sim;Sim;Não;20100091;NI;42736;S3
BMG - PRUDENCIAL;1000080178;b1;C;2;SAO PAULO;SP;42979;Sim;Sim;Não;15429390;61974;42736;S3
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;15351256;NI;42736;S3
PAN;1000080257;b1;C;2;SAO PAULO;SP;42979;Sim;Sim;Não;25900317;NI;42736;S3
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;11500595;NI;42736;S3
BRB - PRUDENCIAL;1000080288;b1;C;1;BRASILIA;DF;42979;Sim;Sim;Não;15346203;NI;42736;S3
CCB - PRUDENCIAL;1000080295;b1;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;14379468;912668;42736;S3
ABC-BRASIL - PRUDENCIAL;1000080312;b1;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;36309307;1398484;42736;S3
PINE - PRUDENCIAL;1000080374;b1;C;2;SAO PAULO;SP;42979;Sim;Sim;Não;10032386;103059;42736;S3
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;24289700;NI;42736;S3
ING - PRUDENCIAL;1000080501;b1;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;6853463;NI;42736;S3
DEUTSCHE - PRUDENCIAL;1000080532;b1;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;9188457;0;42736;S3
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;21048240;NI;42736;S3
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;8282678;NI;42736;S3
ALFA - PRUDENCIAL;1000080570;b1;C;2;SAO PAULO;SP;42979;Sim;Sim;Não;13593055;NI;42736;S3
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;14137375;19646;42736;S3
HAITONG - PRUDENCIAL;1000080666;b2;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;7438315;130934;42736;S3
BNP PARIBAS - PRUDENCIAL;1000080673;b1;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;34106754;NI;42736;S3
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;8149976;NI;42736;S3
SICREDI - PRUDENCIAL;1000080745;b1;C;2;PORTO ALEGRE;RS;42979;Sim;Sim;Não;38627540;NI;42736;S3
GMAC - PRUDENCIAL;1000080848;b2;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;11279824;NI;42736;S3
BANCOOB - PRUDENCIAL;1000080879;b1;C;2;BRASILIA;DF;42979;Sim;Sim;Não;46127496;NI;42736;S3
ORIGINAL - PRUDENCIAL;1000080903;b1;C;2;SAO PAULO;SP;42979;Sim;Sim;Não;8106698;10888;42736;S3
APE POUPEX - PRUDENCIAL;1000081184;n1;I;2;BRASILIA;DF;42979;Não;Sim;Não;7075254;NI;42736;S3
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;I;1;BELEM;PA;42979;Sim;Sim;Não;24964609;NI;42736;S3
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;I;1;PORTO ALEGRE;RS;42979;Sim;Sim;Não;17832868;NI;42736;S3
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;I;1;BELO HORIZONTE;MG;42979;Sim;Sim;Não;7528080;NI;42736;S3
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;I;3;CURITIBA;PR;42979;Sim;Sim;Não;7303219;NI;42736;S3
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;C;2;SAO PAULO;SP;42979;Sim;Sim;Não;7292027;212238;42736;S3
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;I;3;SAO PAULO;SP;42979;Sim;Sim;Não;24338326;0;42736;S3
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;I;3;SAO PAULO;SP;42979;Sim;Sim;Não;7730015;NI;42736;S3
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;I;2;RIO DE JANEIRO;RJ;42979;Sim;Sim;Não;7208244;NI;42736;S3
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;I;3;SAO PAULO;SP;42979;Sim;Sim;Não;22176492;NI;42736;S3
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;C;3;SAO PAULO;SP;42979;Sim;Sim;Não;9066584;409801;42736;S3
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;C;2;SAO PAULO;SP;42979;Sim;Sim;Não;22532015;63423;42736;S3
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL;106180;b3C;I;2;CUIABA;MT;42979;Não;Sim;Não;223354;NI;42736;S4
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM;184068;b3C;I;2;BELO HORIZONTE;MG;42979;Não;Sim;Não;1156271;NI;42736;S4
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;I;2;BELO HORIZONTE;MG;42979;Não;Sim;Não;4786149;NI;42736;S4
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED LTDA. - UNICRED DO BRASIL.;315557;b3C;I;2;SAO PAULO;SP;42979;Não;Sim;Não;750956;NI;42736;S4
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;I;2;FLORIANOPOLIS;SC;42979;Não;Sim;Não;2336899;NI;42736;S4
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;b3C;I;2;BRASILIA;DF;42979;Não;Sim;Não;750255;NI;42736;S4
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;I;2;ITAI;SP;42979;Não;Sim;Não;343177;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;I;2;FRANCISCO BELTRAO;PR;42979;Não;Sim;Não;2614094;NI;42736;S4
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;I;2;PORTO ALEGRE;RS;42979;Não;Sim;Não;1685147;NI;42736;S4
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;LONDRINA;PR;42979;Não;Sim;Não;1884556;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFISSIONAIS MÉDICOS E DA SAÚDE DE CURITIBA E REGIÃO METROPOLITANA - SICREDI MEDICRED PR;2924977;b3S;I;2;CURITIBA;PR;42979;Não;Sim;Não;38623;NI;42736;S4
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;I;2;LONDRINA;PR;42979;Não;Sim;Não;1823151;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;I;2;PORTO VELHO;RO;42979;Não;Sim;Não;758486;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;I;2;SAO GABRIEL DO OESTE;MS;42979;Não;Sim;Não;645463;NI;42736;S4
CENTRAL DAS COOPERATIVAS DE CREDITO MUTUO DO RIO GRANDE DO SUL;3618104;b3C;I;2;PORTO ALEGRE;RS;42979;Não;Sim;Não;276556;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUL DO ESTADO DE SANTA CATARINA   SICREDI SUL SC;3793242;b3S;I;2;CRICIUMA;SC;42979;Não;Sim;Não;320290;NI;42736;S4
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO BRASIL CENTRAL, AMAZÔNIA OCIDENTAL E MUNICÍPIO DE UBÁ;4243780;b3C;I;2;GOIANIA;GO;42979;Não;Sim;Não;1197119;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO NOROESTE BRASILEIRO LTDA.;4632856;b3C;I;2;JI-PARANA;RO;42979;Não;Sim;Não;NI;NI;42917;S4
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;I;2;MARINGA;PR;42979;Não;Sim;Não;2052374;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;I;2;BLUMENAU;SC;42979;Não;Sim;Não;3275917;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO SUDOESTE DE GOIÁS - SICREDI SUDOESTE GO;6332931;b3S;I;2;RIO VERDE;GO;42979;Não;Sim;Não;209002;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;I;2;CHAPECO;SC;42979;Não;Sim;Não;1131644;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC;10348181;b3S;I;2;ITAPEMA;SC;42979;Não;Sim;Não;432623;NI;42736;S4
CONFEDERACAO NACIONAL DAS COOPERATIVAS CENTRAIS DE CREDITO E ECONOMIA FAMILIAR E SOLIDARIA - CONFESOL;10398952;b3C;I;2;FLORIANOPOLIS;SC;42979;Não;Sim;Não;117325;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL;10736214;b3S;I;2;CRISTALINA;GO;42979;Não;Sim;Não;447044;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VERDE PARÁ - SICREDI VERDE PARÁ;10772401;b3S;I;2;PARAGOMINAS;PA;42979;Não;Sim;Não;123140;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO DO RIO DE JANEIRO LTDA.;14568725;b3C;I;2;RIO DE JANEIRO;RJ;42979;Não;Sim;Não;710973;NI;42736;S4
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;I;2;PASSO FUNDO;RS;42979;Não;Sim;Não;430640;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;CAMPO GRANDE;MS;42979;Não;Sim;Não;854215;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;I;2;BELO HORIZONTE;MG;42979;Não;Sim;Não;6319816;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;DOURADOS;MS;42979;Não;Sim;Não;1366648;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26408187;b3S;I;2;MARACAJU;MS;42979;Não;Sim;Não;384165;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;LUCAS DO RIO VERDE;MT;42979;Não;Sim;Não;2059913;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUL DE MATO GROSSO - SICREDI SUL MT;26549311;b3S;I;2;RONDONOPOLIS;MT;42979;Não;Sim;Não;554014;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;SORRISO;MT;42979;Não;Sim;Não;1592067;NI;42736;S4
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;I;2;VITORIA;ES;42979;Não;Sim;Não;2633219;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;CAMPO VERDE;MT;42979;Não;Sim;Não;651621;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;TANGARA DA SERRA;MT;42979;Não;Sim;Não;1026596;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;CANARANA;MT;42979;Não;Sim;Não;968887;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ASSOCIADOS DO NOROESTE DE MATO GROSSO E ACRE – SICREDI NOROESTE MT E ACRE;33022690;b3S;I;2;ARAPUTANGA;MT;42979;Não;Sim;Não;386863;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;I;2;GOIANIA;GO;42979;Não;Sim;Não;1876695;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;I;2;CUIABA;MT;42979;Não;Sim;Não;3704166;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS – CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;I;2;GOIANIA;GO;42979;Não;Sim;Não;1744712;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA - SICOOB CENTRAL BA;34148882;b3C;I;2;SALVADOR;BA;42979;Não;Sim;Não;427148;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE MATO-GROSSENSE – SICREDI NORTE MT/PA;37442605;b3S;I;2;COLIDER;MT;42979;Não;Sim;Não;780922;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DE MINAS GERAIS E NORDESTE DE SÃO PAULO LTDA - SICOOB AGROCREDI;42873828;b3S;I;2;GUAXUPE;MG;42979;Não;Sim;Não;971622;NI;42736;S4
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;BELO HORIZONTE;MG;42979;Não;Sim;Não;2110945;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;I;2;GUARIBA;SP;42979;Não;Sim;Não;1267665;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;RIBEIRAO PRETO;SP;42979;Não;Sim;Não;1072435;NI;42887;S4
COOPERATIVA DE CRÉDITO COOCRELIVRE;53935029;b3S;I;2;ORLANDIA;SP;42979;Não;Sim;Não;258933;NI;42736;S4
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;BEBEDOURO;SP;42979;Não;Sim;Não;5448141;NI;42736;S4
COOPERATIVA DE CRÉDITO COCRE;54401286;b3S;I;2;PIRACICABA;SP;42979;Não;Sim;Não;486503;NI;42736;S4
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS E SERVIDORES DA SABESP E EM EMPRESAS DE SANEAMENTO AMBIENTAL DO ESTADO DE SÃO PAULO - CECRES;54603022;b3S;I;2;SAO PAULO;SP;42979;Não;Sim;Não;178470;NI;42887;S4
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS POLICIAIS MILITARES E SERVIDORES DA SECRETARIA DOS NEGÓCIOS DA SEGURANÇA PÚBLICA DO ESTADO DE SÃO PAULO;62673470;b3S;I;2;SAO PAULO;SP;42979;Não;Sim;Não;331529;NI;42736;S4
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;I;2;SAO PAULO;SP;42979;Não;Sim;Não;1420979;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;I;2;RIBEIRAO PRETO;SP;42979;Não;Sim;Não;5516001;NI;42736;S4
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA ALTA MOGIANA;67096909;b3S;I;2;FRANCA;SP;42979;Não;Sim;Não;307247;NI;42736;S4
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;I;2;DESCALVADO;SP;42979;Não;Sim;Não;342836;NI;42736;S4
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;I;2;CABEDELO;PB;42979;Não;Sim;Não;156125;NI;42948;S4
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;I;2;CABEDELO;PB;42979;Não;Sim;Não;2644275;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES – SICREDI UNIVALES MT/RO;70431630;b3S;I;2;JUINA;MT;42979;Não;Sim;Não;651739;NI;42736;S4
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;SERTAOZINHO;SP;42979;Não;Sim;Não;3108436;NI;42736;S4
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO  - SICOOB UNIMAIS;73085573;b3C;I;2;SAO PAULO;SP;42979;Não;Sim;Não;732608;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PROGRESSO - SICREDI PROGRESSO PR/SP;76059997;b3S;I;2;TOLEDO;PR;42979;Não;Sim;Não;448511;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;MEDIANEIRA;PR;42979;Não;Sim;Não;2104698;NI;42736;S4
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP;79052122;b3S;I;2;MARECHAL CANDIDO RONDON;PR;42979;Não;Sim;Não;576409;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP;79086997;b3S;I;2;CAMBARA;PR;42979;Não;Sim;Não;308019;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;MARINGA;PR;42979;Não;Sim;Não;2347051;NI;42736;S4
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79457883;b3S;I;2;MANDAGUARI;PR;42979;Não;Sim;Não;738646;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;I;2;FLORIANOPOLIS;SC;42979;Não;Sim;Não;6627641;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;I;2;LAPA;PR;42979;Não;Sim;Não;422689;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;PALOTINA;PR;42979;Não;Sim;Não;1537650;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;PONTA GROSSA;PR;42979;Não;Sim;Não;1515487;NI;42736;S4
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;CAMPO MOURAO;PR;42979;Não;Sim;Não;2666418;NI;42736;S4
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCARIAS - SICREDI PARQUE DAS ARAUCARIAS PR/SC/SP;82065285;b3S;I;2;MARIOPOLIS;PR;42979;Não;Sim;Não;579892;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;CAPANEMA;PR;42979;Não;Sim;Não;803326;NI;42736;S4
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP;84974278;b3S;I;2;SAO JOAO;PR;42979;Não;Sim;Não;654694;NI;42736;S4
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO E DO MATO GROSSO LTDA   UNICRED CENTRAL RJ/MT;86774775;b3C;I;2;RIO DE JANEIRO;RJ;42979;Não;Sim;Não;640645;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS;87067757;b3S;I;2;AGUDO;RS;42979;Não;Sim;Não;708198;NI;42736;S4
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO INTEGRAÇÃO ROTA DAS TERRAS – SICREDI INTEGRAÇÃO ROTA DAS TERRAS RS;87510475;b3S;I;2;TAPERA;RS;42979;Não;Sim;Não;591412;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;ITAQUI;RS;42979;Não;Sim;Não;1070496;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;RODEIO BONITO;RS;42979;Não;Sim;Não;898353;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO JACUÍ RS - SICREDI ALTO JACUÍ RS;87779625;b3S;I;2;NAO-ME-TOQUE;RS;42979;Não;Sim;Não;372069;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;ERECHIM;RS;42979;Não;Sim;Não;1305254;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO JAGUARI - SICREDI VALE DO JAGUARI RS;87780284;b3S;I;2;SANTIAGO;RS;42979;Não;Sim;Não;516777;NI;42736;S4
