cat;Categoria;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;jun/15;23.273.314;225.988;2.055.281;3.735.007;3.905.145;848.311;245.879;1.449;11.017.059;23.956;299.099;757.477;1.188.924;322.492;152.615;3.680;2.748.242;92.848;1.593.155;1.492.521;38.415;20.312;2.993;4.591;3.244.836;91.108;2.996.729;338.204;1.853;97;0;0;3.427.991;0;0;0;0;0;0;0;0;82.350;331.738;724.000;526.234;177.490;87.679;21.435;1.950.927;4.873;59.683;24.885;17.560;2.124;104;0;109.228;2.091;229.592;427.933;105.344;8.524;1.547;0;775.030;0;0;0;0;0;0;0;0
b3S%;b3S - Cooperativa de Crédito Singulares;jun/15;1,14%;1,96%;2,99%;3,28%;3,31%;2,26%;4,20%;0,20%;3,09%;0,83%;2,77%;3,00%;3,16%;1,53%;0,72%;0,06%;2,20%;2,58%;4,15%;10,17%;6,38%;11,19%;2,49%;2,62%;5,62%;5,44%;4,76%;2,03%;0,12%;0,01%;0,00%;0,00%;4,03%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,47%;2,09%;3,37%;2,28%;1,09%;0,80%;3,48%;2,08%;0,21%;0,15%;0,02%;0,01%;0,00%;0,00%;0,00%;0,02%;0,79%;1,69%;1,76%;1,18%;0,15%;0,03%;0,00%;1,34%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;jun/15;1.082.281;0;132.262;582.714;84.912;12.344;1.135;0;813.367;0;526;1.533;2.679;0;0;0;4.739;0;529;13.371;0;0;0;0;13.899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18.120;107.458;72.677;82;16;164;198.518;0;10.745;22.989;9.001;1.545;1.773;0;46.052;0;1.115;815;2.508;1.266;0;0;5.705;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;jun/15;0,05%;0,00%;0,19%;0,51%;0,07%;0,03%;0,02%;0,00%;0,23%;0,00%;0,00%;0,01%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,09%;0,00%;0,00%;0,00%;0,00%;0,02%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,11%;0,50%;0,31%;0,00%;0,00%;0,03%;0,21%;0,00%;0,03%;0,02%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,01%;0,00%;0,03%;0,02%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;jun/15;371.153.548;39.737;118.014;394.163;387.785;36.269;108.132;0;1.084.100;8.616;41.945;181.609;412.167;218.908;73.277;0;936.522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;619;4.347;14.131;30.022;6.412;745;0;56.277;316.242;12.652.350;35.937.795;84.058.379;69.186.354;137.179.786;25.081.598;364.412.503;9.458;300.678;504.769;1.184.459;1.128.276;1.535.868;638;4.664.146;0;0;0;0;0;0;0;0
b4%;b4 - Banco de Desenvolvimento;jun/15;18,21%;0,34%;0,17%;0,35%;0,33%;0,10%;1,85%;0,00%;0,30%;0,30%;0,39%;0,72%;1,10%;1,04%;0,35%;0,00%;0,75%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,03%;0,07%;0,13%;0,04%;0,01%;0,00%;0,06%;13,84%;31,92%;35,92%;46,20%;60,72%;69,57%;56,98%;53,67%;3,58%;2,22%;2,07%;13,23%;19,76%;30,79%;3,87%;8,07%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n1;n1 - Não Bancário de Crédito;jun/15;9.189.815;105.070;277.532;345.015;289.590;26.235;771;2;1.044.216;36.272;505.111;1.130.774;1.691.551;533.380;217.697;60.186;4.174.971;0;5.745;1.621;0;0;0;0;7.366;6.958;381.449;53.540;13.741;912;2.792;327;459.719;0;0;0;0;0;0;0;0;4.936;6.743;13.112;12.854;3.225;627;0;41.496;38.307;168.658;433.045;937.260;720.287;794.471;7.308;3.099.338;1.077;5.464;20.701;49.915;87.278;88.534;0;252.969;1;5.903;26.050;77.416;291;80;0;109.741
n1%;n1 - Não Bancário de Crédito;jun/15;0,45%;0,91%;0,40%;0,30%;0,25%;0,07%;0,01%;0,00%;0,29%;1,26%;4,68%;4,47%;4,50%;2,53%;1,03%;1,01%;3,35%;0,00%;0,01%;0,01%;0,00%;0,00%;0,00%;0,00%;0,01%;0,42%;0,61%;0,32%;0,91%;0,07%;0,38%;0,14%;0,54%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,09%;0,04%;0,06%;0,06%;0,02%;0,01%;0,00%;0,04%;1,68%;0,43%;0,43%;0,52%;0,63%;0,40%;0,02%;0,46%;0,41%;0,04%;0,09%;0,56%;1,53%;1,77%;0,00%;0,44%;0,00%;0,09%;0,20%;0,32%;0,00%;0,00%;0,00%;0,19%
n2;n2 - Não Bancário de Mercado de Capitais;jun/15;3.540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.495;0;0;0;0;45;3.540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n2%;n2 - Não Bancário de Mercado de Capitais;jun/15;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,02%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
C;C - Conglomerado;jun/15;1.364.353.142;7.337.937;55.289.420;89.411.423;84.270.361;27.530.252;5.394.945;616.533;269.850.871;623.216;7.686.771;18.385.865;27.538.541;17.635.586;20.406.567;5.911.524;98.188.070;2.592.171;34.421.156;8.113.057;469.732;151.755;117.408;170.704;46.035.984;1.323.253;54.714.135;11.407.540;1.247.479;1.243.304;732.010;228.558;70.896.278;1.307.255;28.209.610;49.491.696;18.850.787;7.497.250;2.460.567;15.073;107.832.238;4.654.917;12.537.595;18.191.879;21.671.360;15.818.757;10.495.808;508.413;83.878.728;1.221.374;20.085.753;46.646.234;68.774.809;29.414.286;31.272.737;10.810.758;208.225.952;168.170;10.773.469;20.040.741;6.735.620;4.223.792;3.103.908;15.849;45.061.549;74.692;2.142.403;9.795.120;21.398.643;5.920.959;6.276.160;267.511;45.875.489
C%;C - Conglomerado;jun/15;66,95%;63,57%;80,47%;78,42%;71,43%;73,44%;92,24%;83,13%;75,73%;21,67%;71,23%;72,71%;73,27%;83,53%;96,79%;98,89%;78,73%;71,90%;89,60%;55,26%;78,01%;83,59%;97,51%;97,38%;79,67%;79,07%;86,93%;68,55%;83,01%;99,37%;99,62%;99,86%;83,43%;82,78%;87,99%;82,24%;81,71%;59,10%;39,86%;98,82%;79,43%;83,08%;79,00%;84,73%;93,84%;97,01%;96,11%;82,49%;89,35%;53,43%;50,67%;46,63%;37,80%;25,82%;15,86%;24,56%;30,66%;63,64%;79,50%;82,32%;75,22%;73,97%;62,22%;96,13%;77,92%;56,87%;33,38%;75,75%;88,32%;93,46%;93,71%;94,97%;80,45%
I;I - Instituição independente;jun/15;673.587.282;4.205.474;13.415.879;24.603.215;33.710.761;9.954.469;454.026;125.096;86.468.920;2.252.362;3.104.359;6.900.491;10.046.419;3.477.165;676.585;66.230;26.523.611;1.013.202;3.995.841;6.569.429;132.428;29.790;2.993;4.591;11.748.274;350.287;8.229.615;5.234.073;255.382;7.888;2.792;327;14.080.363;272.002;3.849.731;10.686.402;4.220.222;5.189.382;3.712.953;180;27.930.872;947.839;3.332.223;3.279.518;1.423.442;487.357;424.758;107.949;10.003.086;1.064.408;19.555.142;53.397.370;113.162.038;84.525.747;165.911.520;33.206.322;470.822.546;96.087;2.778.250;4.304.418;2.218.705;1.486.490;1.884.688;638;12.769.276;56.652;4.276.384;3.136.583;2.828.528;414.565;421.332;14.162;11.148.206
I%;I - Instituição independente;jun/15;33,05%;36,43%;19,53%;21,58%;28,57%;26,56%;7,76%;16,87%;24,27%;78,33%;28,77%;27,29%;26,73%;16,47%;3,21%;1,11%;21,27%;28,10%;10,40%;44,74%;21,99%;16,41%;2,49%;2,62%;20,33%;20,93%;13,07%;31,45%;16,99%;0,63%;0,38%;0,14%;16,57%;17,22%;12,01%;17,76%;18,29%;40,90%;60,14%;1,18%;20,57%;16,92%;21,00%;15,27%;6,16%;2,99%;3,89%;17,51%;10,65%;46,57%;49,33%;53,37%;62,20%;74,18%;84,14%;75,44%;69,34%;36,36%;20,50%;17,68%;24,78%;26,03%;37,78%;3,87%;22,08%;43,13%;66,62%;24,25%;11,68%;6,54%;6,29%;5,03%;19,55%
