cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;jun/15;47.082.057;18.499;446.086;1.273.276;1.968.980;776.557;291.645;596;4.775.639;343.526;2.594.551;4.628.242;4.623.505;1.246.842;490.973;5.284;13.932.922;31.360;448.368;1.167.831;1.739.586;243.126;1.410;0;3.631.681;0;0;0;0;0;0;0;0;71.687;468.011;108.590;149;10;0;618;649.065;153.475;4.362.440;8.171.137;3.343.015;683.355;439.333;4;17.152.758;286.186;3.023.217;2.330.480;876.048;249.815;126.626;47.622;6.939.992;0
b3S%;b3S - Cooperativa de Crédito Singulares;jun/15;3,15%;0,52%;1,94%;2,07%;1,77%;1,52%;1,99%;0,32%;1,80%;5,55%;12,44%;13,39%;13,68%;15,48%;18,82%;2,20%;13,11%;0,83%;1,73%;1,90%;2,28%;2,74%;2,53%;0,00%;2,06%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,43%;0,43%;0,35%;0,01%;0,01%;0,00%;0,33%;0,41%;6,12%;13,49%;14,84%;7,62%;2,30%;1,43%;0,01%;8,83%;3,51%;9,72%;9,79%;4,68%;3,62%;3,40%;12,64%;7,48%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;jun/15;3.626;0;0;0;0;0;0;0;0;18;94;449;682;212;35;0;1.489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;666;279;26;594;557;14;0;2.136;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;jun/15;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;jun/15;4.294.859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.117;136.272;438.775;1.000.232;1.047.080;1.538.104;185;4.184.766;2.788;6.625;17.661;35.397;24.064;23.558;0;110.093;0
b4%;b4 - Banco de Desenvolvimento;jun/15;0,29%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,96%;0,42%;0,80%;2,28%;3,52%;5,01%;0,39%;2,15%;0,03%;0,02%;0,07%;0,19%;0,35%;0,63%;0,00%;0,12%;0,00%
n1;n1 - Não Bancário de Crédito;jun/15;18.794.718;9.405;58.497;135.175;189.216;60.575;10.883;0;463.751;1.356.354;2.145.585;1.545.478;123.236;3.054;7;0;5.173.714;73.085;335.996;828.355;1.028.906;83.406;4.248;0;2.353.996;5.465;90.648;145.762;303.248;276.965;345.423;99.112;1.266.624;941.117;4.675.997;1.519.416;271.405;6.792;6;0;7.414.732;7.752;40.024;144.875;359.428;326.298;512.682;998;1.392.057;102.560;303.797;221.384;38.917;11.928;41.695;9.563;729.844;0
n1%;n1 - Não Bancário de Crédito;jun/15;1,26%;0,26%;0,25%;0,22%;0,17%;0,12%;0,07%;0,00%;0,18%;21,92%;10,29%;4,47%;0,36%;0,04%;0,00%;0,00%;4,87%;1,94%;1,29%;1,35%;1,35%;0,94%;7,63%;0,00%;1,33%;0,27%;0,64%;0,40%;0,37%;0,42%;0,19%;0,12%;0,27%;5,64%;4,32%;4,92%;16,13%;5,17%;0,02%;0,00%;4,69%;0,31%;0,12%;0,26%;0,82%;1,10%;1,67%;2,09%;0,72%;1,26%;0,98%;0,93%;0,21%;0,17%;1,12%;2,54%;0,79%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;jun/15;14.564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.897;0;0;0;0;0;10.667;14.564;0
n2%;n2 - Não Bancário de Mercado de Capitais;jun/15;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,05%;0,00%;0,00%;0,00%;0,00%;0,00%;2,83%;0,02%;0,00%
C;C - Conglomerado;jun/15;905.896.225;1.589.656;17.346.324;46.109.285;81.169.717;36.354.587;13.567.933;186.164;196.323.666;3.428.612;14.326.783;24.558.778;24.893.887;6.253.756;1.992.322;234.241;75.688.379;3.002.899;20.529.694;48.336.628;59.506.959;6.664.033;17.299;18.924;138.076.436;171.258;2.819.633;5.946.743;14.190.353;12.042.811;44.358.218;35.538.066;115.067.082;12.727.960;97.021.216;27.303.551;1.460.310;130.809;26.730;184.980;138.855.555;1.442.581;24.604.573;41.620.551;32.787.031;23.916.555;25.083.939;46.548;149.501.778;5.332.978;20.641.584;14.060.036;13.036.167;4.306.123;1.675.407;207.783;59.260.078;33.123.252
C%;C - Conglomerado;jun/15;60,55%;44,30%;75,59%;74,88%;73,15%;71,37%;92,44%;99,68%;74,12%;55,42%;68,68%;71,07%;73,65%;77,66%;76,36%;97,62%;71,20%;79,74%;79,08%;78,51%;77,86%;75,14%;31,06%;100,00%;78,16%;8,48%;19,77%;16,33%;17,13%;18,22%;24,21%;41,66%;24,48%;76,34%;89,55%;88,33%;86,81%;99,56%;99,92%;99,67%;87,91%;57,52%;76,09%;75,59%;74,73%;80,36%;81,67%;97,51%;76,94%;65,36%;66,35%;59,09%;69,63%;62,47%;45,03%;55,13%;63,87%;99,99%
I;I - Instituição independente;jun/15;590.237.285;1.998.680;5.600.912;15.468.043;29.792.099;14.581.235;1.109.351;604;68.550.923;2.758.167;6.533.504;9.995.422;8.907.787;1.798.964;616.711;5.708;30.616.264;762.748;5.430.533;13.229.780;16.918.919;2.204.627;38.405;0;38.585.013;1.849.259;11.439.856;30.477.578;68.627.742;54.056.575;138.843.947;49.774.176;355.069.132;3.944.440;11.318.667;3.606.737;221.839;572;23;618;19.092.897;1.065.393;7.731.307;13.439.882;11.088.086;5.845.456;5.629.271;1.187;44.800.582;2.826.628;10.467.479;9.735.916;5.685.535;2.587.238;2.045.634;169.092;33.517.523;4.951
I%;I - Instituição independente;jun/15;39,45%;55,70%;24,41%;25,12%;26,85%;28,63%;7,56%;0,32%;25,88%;44,58%;31,32%;28,93%;26,35%;22,34%;23,64%;2,38%;28,80%;20,26%;20,92%;21,49%;22,14%;24,86%;68,94%;0,00%;21,84%;91,52%;80,23%;83,67%;82,87%;81,78%;75,79%;58,34%;75,52%;23,66%;10,45%;11,67%;13,19%;0,44%;0,08%;0,33%;12,09%;42,48%;23,91%;24,41%;25,27%;19,64%;18,33%;2,49%;23,06%;34,64%;33,65%;40,91%;30,37%;37,53%;54,97%;44,87%;36,13%;0,01%
