Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPINA GRANDE LTDA. - UNICRED CENTRO PARAIBANA;1151186;b3S;;I;2;CAMPINA GRANDE;PB;42248;5176;0;1102;0;0;0;6278;-2310;0;0;0;-589;-2899;3379;87;273;-1570;-643;-6;0;125;-333;-2065;1314;-2;1312;0;-20;1292;0
PARMETAL DTVM LTDA - PRUDENCIAL;1000084019;n2;;I;2;SAO PAULO;SP;42248;0;0;6366;-3053;2916;0;6229;0;0;0;0;0;0;6229;0;0;-961;-1575;-290;0;0;-212;-3038;3191;-161;3030;-1349;0;1681;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO MUCURI LTDA. - SICOOB CREDIVALE;25387655;b3S;;I;2;TEOFILO OTONI;MG;42248;3695;0;2511;0;0;0;6206;-1726;-90;0;0;63;-1754;4452;604;861;-2138;-1687;-40;0;0;-172;-2571;1882;-139;1743;-16;0;1727;-438
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO JAMARI - SICOOB VALE DO JAMARI;5203605;b3S;;I;2;BURITIS;RO;42248;5652;0;531;0;0;1;6185;-506;-538;0;0;-491;-1535;4650;102;521;-998;-1040;-15;0;257;-220;-1393;3256;-43;3213;0;0;3213;-853
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41707258;b3S;;I;2;SANTO ANTONIO DO MONTE;MG;42248;5025;0;1127;0;0;0;6152;-1840;-335;0;0;-223;-2398;3755;436;87;-1179;-998;-35;0;114;-305;-1880;1875;44;1919;-106;-31;1782;0
MULTIMONEY CC LTDA. - PRUDENCIAL;1000082262;n2;;I;2;SAO PAULO;SP;42248;0;0;1;-54;6195;0;6142;0;0;0;0;0;0;6142;317;12;-2462;-3676;-321;0;13;-118;-6234;-92;0;-92;-25;0;-117;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERV MEMBROS JUSTIÇA TRABALHO MPT TERRITÓRIO NACIONAL PODER JUDICIÁRIO FEDERAL MPU PA SC TSE  STM DF BOMBEIROS PA-SICOOB CREDIJUSTRA;37079720;b3S;;I;2;BRASILIA;DF;42248;5394;0;630;0;0;0;6024;-2295;-367;0;0;-349;-3010;3014;66;36;-1322;-1151;-10;284;33;-353;-2419;595;-1;593;-9;0;585;-300
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, ENGENHARIA, ARQUITETURA, CONTABILIDADE, ADMINISTRAÇÃO E ECONOMIA DE ERECHIM LTDA.;1572667;b3S;;I;2;ERECHIM;RS;42248;4308;0;1629;0;0;0;5936;-3543;0;0;0;-75;-3618;2319;48;17;-469;-567;-1;0;0;-20;-993;1326;0;1326;-5;-36;1284;-346
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE UNAÍ E NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;;I;2;UNAI;MG;42248;4818;0;1117;0;0;0;5935;-1285;-631;0;0;-3435;-5350;585;289;204;-1483;-1039;-28;0;258;-808;-2607;-2022;3;-2019;-49;-71;-2140;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;66398496;b3S;;I;2;ARAXA;MG;42248;4524;0;1408;0;0;0;5932;-1698;-401;0;0;-325;-2425;3507;404;535;-1541;-1278;-41;0;335;-250;-1836;1671;13;1683;-90;-90;1503;-388
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;;I;3;BARUERI;SP;42248;0;5801;63;0;0;0;5864;0;-1447;-3631;0;13;-5065;799;0;0;-1450;-454;-50;0;1;-173;-2127;-1328;8;-1320;0;0;-1320;0
COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRIÂNGULO LTDA    SICOOB CREDITRIL;41669227;b3S;;I;2;UBERLANDIA;MG;42248;2759;0;3094;0;0;0;5853;-2202;-412;0;0;-261;-2875;2978;400;397;-1752;-982;-38;0;173;-50;-1854;1124;-5;1119;-60;-61;998;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS   SICOOB CREDICAMPOS SC;78862083;b3S;;I;2;CAMPOS NOVOS;SC;42248;3448;0;2383;0;0;0;5831;-2420;-558;0;0;-329;-3307;2523;234;247;-974;-1191;-22;0;119;-68;-1655;869;1;869;-40;0;829;-301
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO SÃO PATRICIO LTDA.;968602;b3S;;I;2;GOIANESIA;GO;42248;4128;0;1672;0;0;0;5800;-1164;-435;0;0;202;-1397;4403;40;36;-469;-226;-1;0;106;-137;-650;3752;-60;3693;-7;0;3686;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC;80959638;b3S;;I;2;XANXERE;SC;42248;3701;0;2098;0;0;0;5798;-2993;-212;0;0;1115;-2089;3709;243;328;-1338;-1102;-12;0;20;-1021;-2883;827;-296;530;-6;0;525;0
ATIVA S.A. CTCV - PRUDENCIAL;1000082547;n2;;I;2;RIO DE JANEIRO;RJ;42248;43;0;5775;-22;0;0;5796;0;0;0;0;0;0;5796;6609;415;-5549;-5519;-849;0;1172;-708;-4428;1368;-13;1354;-746;0;609;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;;I;2;CATAGUASES;MG;42248;4406;0;1384;0;0;0;5790;-1825;0;0;0;-552;-2377;3414;516;616;-1387;-1391;-16;0;110;-87;-1638;1775;0;1775;-16;0;1759;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA MATA MINEIRA LTDA - SICOOB CREDIMATA;1152097;b3S;;I;2;VOLTA GRANDE;MG;42248;3844;0;1932;0;0;0;5776;-1819;-158;0;0;-131;-2108;3668;397;801;-2108;-1520;-33;0;228;-195;-2431;1237;-39;1198;-32;0;1166;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MAGISTRADOS, MEMBROS DO MINISTÉRIO PÚBLICO E PROFISSIONAIS DO DIREITO CATARINENSES LTDA - COOMARCA;4355489;b3S;;I;2;FLORIANOPOLIS;SC;42248;2923;0;2844;0;0;0;5767;-3515;0;0;0;-43;-3558;2209;304;17;-579;-1120;-17;0;0;-1;-1395;814;5;820;-6;0;814;-428
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE - SICOOB NOROESTE SC;81292278;b3S;;I;2;SAO LOURENCO D'OESTE;SC;42248;3838;0;1884;0;0;0;5722;-2607;-218;0;0;109;-2716;3006;437;33;-1295;-1083;-16;0;41;-116;-1998;1008;-2;1007;-46;0;961;0
EASYNVEST - TÍTULO CV SA - PRUDENCIAL;1000082877;n2;;I;2;SAO PAULO;SP;42248;86;0;5612;0;0;0;5698;-37;0;0;0;0;-37;5661;288;1188;-1633;-1836;-405;0;25;0;-2374;3288;0;3288;-959;-22;2306;0
NATIXIS BRASIL S.A. BM - PRUDENCIAL;1000081627;b1;;I;3;SAO PAULO;SP;42248;0;0;3108;0;2587;0;5694;-123;0;0;0;0;-123;5571;6775;0;-2514;-1519;-263;0;0;-44;2435;8007;22;8029;-3212;0;4817;0
SICOOB AC CREDI - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE E NORDESTE MINEIRO LTDA.;1559914;b3S;;I;2;GOVERNADOR VALADARES;MG;42248;4282;0;1369;0;0;0;5651;-1762;-4;0;0;-634;-2400;3251;330;392;-1482;-1232;-26;0;45;-90;-2063;1188;11;1199;-49;0;1150;-559
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA   SICOOB CREDIMOGIANA;69346856;b3S;;I;2;FRANCA;SP;42248;4442;0;1203;0;0;0;5646;-2466;-9;0;0;-641;-3116;2530;138;153;-1323;-932;-3;0;361;-120;-1726;804;-382;422;1;-42;379;0
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE CAPIVARI;49389307;b3S;;I;2;CAPIVARI;SP;42248;3969;0;1616;0;0;0;5585;-2477;-194;0;0;-371;-3043;2542;89;217;-1071;-1342;-9;0;0;-59;-2175;366;-8;358;1;0;357;-160
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5861932;b3S;;I;2;FLORIANOPOLIS;SC;42248;3758;0;1804;0;0;0;5562;-2461;1;0;0;-232;-2694;2869;400;408;-1355;-1436;-25;0;0;-112;-2120;749;15;764;-42;0;722;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CONSELHEIRO PENA E REGIÃO LTDA. - SICOOB CREDICOPE;38588174;b3S;;I;2;CONSELHEIRO PENA;MG;42248;3180;0;2375;0;0;0;5555;-2097;-77;0;0;-1008;-3182;2373;194;159;-1311;-1169;-22;0;81;-276;-2345;28;8;36;-36;0;1;0
CENTRAL DAS COOPERATIVAS DE CREDITO MUTUO DO RIO GRANDE DO SUL;3618104;b3C;;I;2;PORTO ALEGRE;RS;42248;5;0;5514;0;0;0;5519;-5280;0;0;0;0;-5280;239;0;0;-550;307;0;0;0;-8;-251;-12;0;-12;0;0;-12;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARMO DO PARANAÍBA LTDA - SICOOB CREDICARPA;23949522;b3S;;I;2;CARMO DO PARANAIBA;MG;42248;4012;0;1502;0;0;0;5514;-1429;-555;0;0;271;-1712;3802;439;224;-896;-670;-30;0;259;-67;-740;3062;1;3063;-72;-26;2965;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ALTO E MEDIO JEQUITINHONHA LTDA - SICOOB CREDIJEQUITINHONHA;71243034;b3S;;I;2;CAPELINHA;MG;42248;4402;0;1076;0;0;0;5477;-1503;-360;0;0;-61;-1923;3554;403;418;-1421;-996;-24;0;100;-162;-1681;1873;-2;1871;-66;-88;1717;-483
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS LTDA - SICOOB CARLOS CHAGAS;41753500;b3S;;I;2;CARLOS CHAGAS;MG;42248;3984;0;1455;0;0;0;5439;-1634;-265;0;0;-43;-1942;3497;222;88;-1205;-839;-16;0;77;-97;-1769;1728;8;1736;-47;-54;1635;-345
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BRASÍLIA LTDA. - SICOOB BRASILIA;1187961;b3S;;I;2;BRASILIA;DF;42248;4203;0;1217;0;0;0;5420;-1244;-621;0;0;-3122;-4987;433;212;147;-1503;-1405;-23;347;253;-41;-2013;-1580;11;-1569;-28;0;-1597;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL E SUDOESTE DE MINAS GERAIS, BAIXA MOGIANA E REGIÃO LTDA. - SICOOB CREDINTER;24048910;b3S;;I;2;GUARANESIA;MG;42248;4561;0;803;0;0;34;5398;-1562;-280;0;0;-283;-2125;3272;356;437;-1527;-1246;-21;0;134;-140;-2007;1265;14;1279;-48;-147;1085;-252
BROKER BRASIL CC LTDA. - PRUDENCIAL;1000082372;n2;;I;2;SAO PAULO;SP;42248;0;0;76;0;5277;0;5353;0;0;0;0;0;0;5353;3166;0;-1001;-5957;-555;0;12;-17;-4352;1001;0;1001;-400;0;601;0
ECONOMIA CI S.A.-ECONOMISA - PRUDENCIAL;1000083364;n1;;I;2;BELO HORIZONTE;MG;42248;944;0;2206;0;0;2202;5352;0;-2211;0;0;159;-2052;3300;180;1;-262;-2525;-136;0;2;0;-2741;559;0;559;-192;0;367;0
CREDIALIANÇA COOPERATIVA DE CRÉDITO RURAL;78157146;b3S;;I;2;ROLANDIA;PR;42248;1558;0;3792;0;0;0;5350;-2225;-394;0;0;-150;-2769;2581;151;124;-1401;-686;-7;0;26;-39;-1831;750;28;777;0;0;777;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE ARARAS E REGIÃO LTDA - UNICRED ANHANGUERA;2647564;b3S;;I;2;ARARAS;SP;42248;4604;0;741;0;0;0;5344;-2157;0;0;0;-891;-3049;2296;245;210;-1474;-1299;0;0;21;-12;-2310;-14;13;-1;-3;0;-4;0
TODESCREDI S/A - CFI - PRUDENCIAL;1000083546;n1;;I;2;BENTO GONCALVES;RS;42248;5320;0;0;0;0;0;5320;-2041;0;0;0;-2304;-4345;975;133;0;-459;-456;-158;0;32;-152;-1059;-84;0;-84;0;-6;-91;0
COOPERATIVA DE CRÉDITO RURAL DA REGIÃO DA MOGIANA;62109566;b3S;;I;2;SAO JOAO DA BOA VISTA;SP;42248;3778;0;1530;0;0;0;5307;-1506;0;0;0;-272;-1778;3529;144;731;-1873;-914;-10;0;213;-166;-1875;1654;-52;1602;-2;0;1599;-524
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE CÂNDIDO MOTA E REGIÃO.;66788142;b3S;;I;2;CANDIDO MOTA;SP;42248;3894;0;1390;0;0;13;5297;-1270;-430;0;0;-2016;-3717;1580;207;239;-1537;-1255;-15;0;327;-501;-2535;-955;-4;-958;-15;-54;-1028;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE FORMIGA LTDA - SICOOB CREDIFOR;41931445;b3S;;I;2;FORMIGA;MG;42248;4304;0;963;0;0;0;5267;-1342;-291;0;0;-69;-1702;3565;248;438;-1275;-1029;-17;0;131;-332;-1836;1729;25;1753;-31;-62;1660;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA REGIÃO DOS VALES DO SINOS, PARANHANA E CAÍ LTDA - UNICRED REGIÃO DOS VALES;1796302;b3S;;I;2;NOVO HAMBURGO;RS;42248;3664;0;1581;0;0;0;5246;-2618;0;0;0;-71;-2689;2557;399;63;-1030;-1355;-10;0;0;-26;-1960;597;0;598;-22;0;576;-163
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PATROCÍNIO E REGIÃO LTDA. - SICOOB COOPACREDI;65229254;b3S;;I;2;PATROCINIO;MG;42248;4298;0;946;0;0;0;5244;-1445;-795;0;0;-43;-2283;2961;234;306;-1106;-926;-26;0;210;-120;-1427;1534;1;1535;-43;-66;1425;-268
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DO VALE DO PARAIBA, LITORAL NORTE PAULISTA E SERRA DA MANTIQUEIRA - CRESSEM;54190525;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;42248;4115;0;1127;0;0;0;5242;-204;0;0;0;127;-78;5165;0;97;-596;-514;-5;0;0;0;-1019;4146;22;4168;-181;0;3987;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ASSOCIADOS DO AGRESTE E SERTÃO CENTRAL DO ESTADO DE PERNAMBUCO - UNICRED CENTRO PERNAMBUCANA;41255225;b3S;;I;2;CARUARU;PE;42248;4103;0;1138;0;0;0;5241;-1630;0;0;0;3;-1627;3614;173;217;-1121;-905;-5;0;140;-303;-1804;1810;1;1811;0;0;1811;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORDESTE E CENTRO SUL DA BAHIA LTDA.   SICOOB COOPERE;73398646;b3S;;I;2;VALENTE;BA;42248;4280;0;953;0;0;0;5233;-1082;-107;0;0;-960;-2150;3083;299;1123;-1245;-1815;-16;0;96;-298;-1856;1227;-25;1201;-7;0;1195;0
BCO REP ORIENTAL URUGUAY BCE - PRUDENCIAL;1000081287;b1;;I;3;SAO PAULO;SP;42248;200;0;1954;0;3043;0;5196;0;-2296;0;0;-24;-2320;2876;5;1;-522;-607;-129;0;7;0;-1245;1631;12;1643;-431;0;1212;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DA REGIÃO DAS MISSÕES E NOROESTE DO RS LTDA;95163002;b3S;;I;2;SANTO ANGELO;RS;42248;3622;0;1571;0;0;0;5194;-2849;0;0;0;-137;-2985;2208;227;112;-769;-809;-1;0;1;-60;-1299;909;2;911;-30;0;881;-249
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE SAÚDE DO TRIÂNGULO MINEIRO E SUL DE MINAS LTDA.;71432926;b3S;;I;2;UBERABA;MG;42248;3220;0;1863;0;0;0;5082;-2326;0;0;0;-552;-2878;2204;126;109;-897;-917;-2;0;4;-8;-1586;618;-1;617;0;0;617;-180
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG;3645752;b3S;;I;2;SAO GOTARDO;MG;42248;4234;0;847;0;0;0;5081;-1264;-763;0;0;-233;-2259;2821;278;119;-622;-585;-8;0;43;-100;-875;1946;6;1952;-35;0;1917;-554
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DAS FLORES, DAS ÁGUAS E DOS VENTOS SP - SICREDI FORÇA DOS VENTOS SP;57647653;b3S;;I;2;HOLAMBRA;SP;42248;3860;0;1205;0;0;0;5065;-1235;-203;0;0;-946;-2385;2680;574;258;-1477;-839;-15;0;97;-859;-2262;419;-2;417;-52;0;365;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA DE MINAS LTDA - SICOOB ASCICRED;1009908;b3S;;I;2;PARA DE MINAS;MG;42248;2715;0;2334;0;0;0;5049;-2318;0;0;0;-175;-2492;2557;367;432;-979;-865;-27;0;41;-57;-1087;1469;17;1486;-55;0;1431;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE E EMPRESÁRIOS DE GUARULHOS E REGIÃO   UNICRED DE GUARULHOS;2250794;b3S;;I;2;GUARULHOS;SP;42248;2557;0;2456;0;0;0;5013;-2343;0;0;0;-807;-3150;1863;54;102;-679;-835;1;0;0;-9;-1367;496;0;496;0;0;496;-507
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITAÚNA LTDA. - SICOOB CREDIUNA;64237530;b3S;;I;2;ITAUNA;MG;42248;3745;0;1263;0;0;0;5008;-1625;-224;0;0;-19;-1868;3139;367;611;-1785;-1590;-22;0;166;-275;-2528;611;-7;604;-46;0;558;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA ZONA DA MATA MINEIRA E SUL DO ESPÍRITO SANTO;86389236;b3S;;I;2;UBA;MG;42248;3166;0;1837;0;0;0;5003;-2154;0;0;0;-29;-2183;2820;342;143;-924;-1009;-16;0;99;-35;-1399;1421;16;1437;-19;0;1418;-38
VR - PRUDENCIAL;1000080408;b1;;C;2;BARUERI;SP;42248;0;0;4978;0;0;0;4978;-1703;0;0;0;0;-1703;3275;2;6;-576;-1097;-155;0;24;-648;-2444;831;-85;746;-489;0;257;0
SICOOB NOSSACOOP - COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPREGADOS DAS INSTITUIÇÕES DE ENSINO E PESQUISA E DE SERVIDORES PÚBLICOS FEDERAIS DE MINAS GERAIS LTDA.;1760242;b3S;;I;2;BELO HORIZONTE;MG;42248;4146;0;829;0;0;0;4975;-1822;-368;0;0;-275;-2465;2510;135;56;-987;-902;-63;0;161;-271;-1871;640;-31;609;1;0;608;-232
COOPERATIVA DE CRÉDITO DO SERVIDOR FEDERAL LTDA   SICOOB CREDFAZ SERVIDOR FEDERAL;952415;b3S;;I;2;BRASILIA;DF;42248;4721;0;226;0;0;0;4946;-288;-404;0;0;-718;-1410;3536;27;14;-1010;-265;-6;318;4;-128;-1045;2491;-6;2485;-3;0;2482;-1424
BNY MELLON - PRUDENCIAL;1000080910;b1;;C;3;RIO DE JANEIRO;RJ;42248;0;0;4933;0;0;0;4933;-15;0;0;0;-419;-434;4499;42661;446;-30378;-17730;-3236;-518;7877;-2859;-3738;761;25;786;-100;-2002;-1316;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS, MILITARES E SERVIDORES PÚBLICOS DA REGIÃO DO CONTESTADO - SCRCRED;10218474;b3S;;I;2;SAO BENTO DO SUL;SC;42248;3874;0;1056;0;0;0;4930;-1302;-995;0;0;-1336;-3632;1298;347;150;-878;-788;-3;0;1;-83;-1254;44;-22;22;0;0;22;0
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP;3519240;b3S;;I;2;BELO HORIZONTE;MG;42248;2914;0;2007;0;0;0;4921;-2789;0;0;0;137;-2652;2269;68;55;-663;-482;-13;0;2;-133;-1165;1104;1;1103;-13;0;1090;-533
COOPERATIVA DE CRÉDITO MÚTUO E INVESTIMENTO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DE ARARAQUARA E REGIÃO - SICREDI CENTRO NORTE SP;73113243;b3S;;I;2;ARARAQUARA;SP;42248;3044;0;1869;0;0;0;4914;-2097;-37;0;0;-448;-2581;2332;446;175;-1560;-797;-16;0;86;-467;-2132;200;57;257;-56;0;201;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA FOZ DO RIO ITAJAÍ-AÇU - CREDIFOZ;9512539;b3S;;I;2;ITAJAI;SC;42248;3751;0;1118;0;0;0;4870;-1296;-615;0;0;-776;-2687;2182;455;214;-1010;-1511;-4;0;5;-135;-1986;197;-5;192;0;-69;123;0
OPPORTUNITY - PRUDENCIAL;1000080518;b2;;C;2;RIO DE JANEIRO;RJ;42248;0;0;4850;0;0;0;4850;0;0;0;0;0;0;4850;2225;0;-847;-1969;-587;37;1661;-27;494;5345;0;5345;-2537;0;2808;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO SUL DE MINAS LTDA. - UNICRED SUL DE MINAS;71418784;b3S;;I;2;VARGINHA;MG;42248;2816;0;1995;0;0;0;4811;-2469;0;0;0;-1036;-3505;1306;218;186;-1059;-1072;-5;0;0;-4;-1735;-430;33;-397;0;0;-397;0
SICOOB CREDINOVA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE NOVA SERRANA E REGIÃO CENTRO-OESTE LTDA.;1667766;b3S;;I;2;NOVA SERRANA;MG;42248;3374;0;1432;0;0;0;4806;-1851;0;0;0;230;-1621;3185;893;283;-1008;-1408;-16;0;45;-118;-1331;1854;-20;1834;-19;0;1814;-623
BANCO NEON S.A. - PRUDENCIAL;1000081218;b1;;I;2;BELO HORIZONTE;MG;42248;3141;0;1653;0;0;0;4794;-3187;-293;0;0;308;-3173;1621;5490;159;-983;-2912;-343;-214;507;-2157;-452;1169;0;1169;-301;0;868;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE, EMPRESÁRIOS, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DAS REGIÕES SERRANAS E DO MÉDIO VALE DO PARAÍBA;71698674;b3S;;I;2;TAUBATE;SP;42248;4081;0;702;0;0;0;4783;-1468;-20;0;0;-430;-1919;2865;171;56;-1120;-1094;0;0;17;0;-1970;895;0;895;-4;-135;755;-232
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PARAÍSO DO TOCANTINS E REGIÃO LTDA;26960328;b3S;;I;2;PARAISO DO NORTE DO TOCANTINS;TO;42248;3754;0;965;0;0;0;4719;-1018;-278;0;0;225;-1071;3647;262;117;-1216;-1023;-30;0;149;-249;-1989;1658;25;1683;-127;0;1556;0
UNICRED BELÉM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE E DO FUNCIONALISMO PÚBLICO DE BELÉM;83315408;b3S;;I;2;BELEM;PA;42248;3701;0;964;0;0;0;4665;-1718;0;0;0;-362;-2080;2585;42;150;-1068;-368;-3;0;91;-203;-1358;1227;0;1227;0;0;1227;-562
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PAJEÚ, AGRESTE E RECIFE - SICOOB PERNAMBUCO;3732359;b3S;;I;2;SAO JOSE DO EGITO;PE;42248;4486;0;176;0;0;0;4662;-851;-361;0;0;-623;-1835;2827;493;503;-1638;-1915;-37;0;606;-171;-2159;668;-10;658;-36;0;622;0
H.H.PICCHIONI - PRUDENCIAL;1000080226;n2;;C;2;BELO HORIZONTE;MG;42248;10;0;1030;0;3573;0;4613;0;0;0;0;64;64;4677;159;256;-2607;-7748;-4435;0;90722;-71;76278;80954;-81;80874;-30387;0;50486;-842
STARA FINANCEIRA S.A. - CFI - PRUDENCIAL;1000083711;n1;;I;2;NAO-ME-TOQUE;RS;42248;4537;0;66;0;0;0;4603;-1368;0;0;0;-39;-1408;3195;0;0;-222;-211;-154;0;0;0;-587;2608;21;2630;-1390;0;1239;0
COOPERATIVA DE CRÉDITO DE PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO ALTO SÃO FRANCISCO LTDA. - SICOOB CREDIPRATA;26178111;b3S;;I;2;LAGOA DA PRATA;MG;42248;2855;0;1731;0;0;0;4586;-1853;-257;0;0;303;-1806;2780;229;150;-1130;-826;-21;0;45;-100;-1652;1128;39;1167;-63;-44;1061;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL, DOS SERVIDORES DA SECRETARIA DE SAÚDE E DOS TRABALHADORES EM ENSINO DO DISTRITO FEDERAL LTDA.   SICOOB EXECUTIVO;694877;b3S;;I;2;BRASILIA;DF;42248;3668;0;901;0;0;0;4569;-1473;-296;0;0;-375;-2144;2424;184;203;-1239;-1098;-10;384;115;-65;-1526;898;-32;866;0;0;866;0
COOPERATIVA DE CRÉDITO DOS EMPREGADOS EM EMPRESAS TÊXTEIS - ACREDICOOP;3461243;b3S;;I;2;JOINVILLE;SC;42248;3980;0;588;0;0;0;4568;-980;-743;0;0;-676;-2399;2169;323;199;-1074;-1309;-5;0;19;-160;-2007;162;1;162;0;0;162;0
GAZIN - PRUDENCIAL;1000080824;n1;;C;2;DOURADINA;PR;42248;4408;0;150;0;0;0;4558;-545;0;0;0;-204;-749;3809;3535;0;-1468;-794;-518;0;74;-32;797;4606;-12;4593;-1536;0;3057;-639
COOPERATIVA DE CRÉDITO RURAL DE PARÁ DE MINAS LTDA - SICOOB CREDIRURAL;25387713;b3S;;I;2;PARA DE MINAS;MG;42248;1135;0;3420;0;0;0;4555;-2608;-29;0;0;39;-2598;1957;149;160;-688;-468;-13;0;6;-23;-876;1081;0;1082;-33;0;1048;0
