Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;42522;808640;1441699;20641672;27849648;-2152484;25697163;393;113349;57840;-7596;163987;7466666;10203095;1548705;67971628;57840;67913788
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;42522;3331880;16683878;17409269;6763754;-388413;6375341;0;0;0;0;0;7716718;15848;635517;52168452;0;52168452
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;42522;233478;8477049;18424881;12424247;-1010588;11413659;0;0;0;0;0;3550215;351063;230330;42680676;0;42680676
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;42522;979148;14395972;12877257;912321;-2080;910241;0;0;0;0;0;10748992;74867;116798;40103274;0;40103274
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;42522;55890;17405722;7137060;12791319;-6867;12784452;0;0;0;0;0;949315;674529;110767;39117736;0;39117736
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;42522;65018;3840272;7411903;7174301;-403590;6770712;0;0;0;0;0;19754309;409009;86697;38337919;0;38337919
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42522;802;6232266;2199576;516815;-32353;484462;2881;972600;72868;-26144;1022204;20866635;5449;91042;30902436;72868;30829568
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42522;3197;7662814;9571642;9589395;-36924;9552471;0;0;0;0;0;2521167;914098;104053;30329442;0;30329442
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42522;20130;1390927;2737478;17159555;-1130227;16029328;212;21558;17485;-1153;38103;5926652;767923;607839;27518379;17485;27500894
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42522;28279;5356244;6015829;9649620;-314417;9335203;0;0;0;0;0;1865871;101271;46181;22748879;0;22748879
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;C;2;SAO PAULO;SP;42522;96106;3429667;1795617;11009530;-635085;10374445;2662;351419;63101;-17246;399936;3825865;550092;260231;20731958;63101;20668857
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;42522;24554;3619755;1934384;12306458;-505450;11801008;0;0;0;0;0;3235774;1579;23378;20640432;0;20640432
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42522;155804;1721627;3391908;2555219;-47236;2507982;0;0;0;0;0;12640851;142154;20267;20580594;0;20580594
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42522;181779;3272230;10739102;665043;-2626;662416;0;0;0;0;0;5368542;199116;51958;20475143;0;20475143
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42522;1445;1268951;256040;16883812;-1048837;15834975;2154;156604;51208;-6825;203142;1832676;103416;46041;19546687;51208;19495479
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42522;199139;6140889;6897946;3446628;-247790;3198838;217;52996;31954;-2409;82758;955494;779375;290011;18544450;31954;18512495
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42522;39791;2525028;3775205;696843;-5559;691284;0;0;0;0;0;10084332;60474;62270;17238384;0;17238384
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42522;36451;197022;2497701;8231357;-508284;7723072;0;1687;1702;-1;3388;3689728;392212;1883672;16423246;1702;16421544
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42522;30;512461;2071542;12774039;-381137;12392902;0;0;0;0;0;535256;1752;32138;15546081;0;15546081
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42522;183859;398376;1559991;9558017;-533249;9024768;0;0;0;0;0;1893409;498282;250566;13809251;0;13809251
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42522;4464;771222;4826030;6477317;-168838;6308479;964;318310;107941;-12477;414738;580497;24062;332885;13262378;107941;13154437
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42522;59213;59597;4358410;5365099;-467954;4897145;1058;135831;67081;-6339;197631;3076738;373376;190209;13212320;67081;13145239
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42522;43319;709528;6567280;3792579;-153102;3639477;0;0;0;0;0;1301296;314663;274415;12849977;0;12849977
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42522;44074;5328777;4976415;334033;0;334033;0;0;0;0;0;1613180;469;13686;12310634;0;12310634
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42522;15882;559091;9244;9682200;-257537;9424663;16;3187;2943;-98;6048;1835929;125750;58743;12035349;2943;12032407
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42522;339813;2458563;925022;7199631;-763238;6436393;0;0;0;0;0;1172943;439899;230925;12003558;0;12003558
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42522;0;656636;9824654;299748;-33;299715;0;0;0;0;0;242378;157;119026;11142566;0;11142566
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42522;8704;1632292;6377166;0;0;0;0;0;0;0;0;2762509;816;33228;10814716;0;10814716
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42522;12627;2495591;1577497;717665;-40646;677019;0;0;0;0;0;5489214;4375;23062;10279384;0;10279384
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42522;70756;237595;1799;7943099;-455347;7487752;381;70406;8847;-1420;78214;1472553;68510;2288;9419467;8847;9410621
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42522;7203;1558318;1547082;698825;-23013;675812;0;0;0;0;0;5559541;14599;2573;9365128;0;9365128
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42522;70512;835516;2896605;3344604;-218843;3125761;0;0;0;0;0;991569;308038;211309;8439310;0;8439310
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42522;8726;2277631;4496210;546568;-27243;519325;0;0;0;0;0;827183;10284;32861;8172220;0;8172220
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42522;20760;2000536;771321;2427643;-4626;2423018;0;0;0;0;0;818964;1469715;7628;7511943;0;7511943
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42522;19747;944074;1033973;2398370;-84236;2314134;0;0;0;0;0;2180960;143223;771883;7407995;0;7407995
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42522;4694;262148;786783;5858765;-380228;5478537;0;0;0;0;0;489900;41675;109440;7173177;0;7173177
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42522;13318;635013;1721;6089069;-342800;5746269;530;52456;17547;-2641;67893;407845;35509;19973;6927541;17547;6909993
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42522;313;858027;5671057;0;0;0;0;0;0;0;0;121331;2;238;6650968;0;6650968
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42522;82625;1013985;936808;2272890;-158631;2114260;0;0;0;0;0;1991548;51272;30357;6220855;0;6220855
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42522;0;492950;5341546;104049;-28;104021;0;0;0;0;0;148740;130;61045;6148431;0;6148431
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42522;19;1988519;815927;1591533;-87543;1503990;0;0;0;0;0;65505;1611619;53078;6038655;0;6038655
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42522;1482;951548;410491;3825159;-125600;3699558;0;0;0;0;0;99961;42107;623870;5829017;0;5829017
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42522;1544;85998;0;5731570;-293669;5437901;0;0;0;0;0;179650;20524;5126;5730743;0;5730743
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42522;160020;771274;662268;3561452;-155841;3405611;0;0;0;0;0;344527;178845;123386;5645931;0;5645931
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42522;2324;1062164;550148;3559256;-74013;3485242;770;186342;64862;-2905;249069;270001;30164;21582;5670694;64862;5605833
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42522;660;228237;1183696;3467472;-265996;3201476;0;507;507;0;1014;488658;12036;29245;5145022;507;5144515
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42522;5979;0;219554;2221807;-799357;1422451;0;0;0;0;0;3348593;8047;62365;5066989;0;5066989
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42522;235;397190;0;4190370;-181233;4009137;1149;176933;81334;-10482;248933;346264;26835;19154;5047748;81334;4966414
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42522;16;3825580;628240;84181;-85;84096;0;0;0;0;0;4836;150008;155400;4848176;0;4848176
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42522;683;512292;121210;3994548;-80876;3913672;6;553;232;-49;742;195822;65125;11896;4821442;232;4821211
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42522;19030;0;272082;1639047;-289932;1349116;0;0;0;0;0;3073691;14947;3977;4732843;0;4732843
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42522;26648;307911;1861684;1771155;-61546;1709610;153;1371;255;-41;1738;492260;37190;83303;4520343;255;4520088
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42522;4457;424;1775391;2551822;-145847;2405974;0;0;0;0;0;46819;51545;180624;4465236;0;4465236
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42522;194;2042068;1881473;21300;-342;20958;0;0;0;0;0;21113;185146;259482;4410434;0;4410434
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;42522;5;3848607;295976;0;0;0;0;0;0;0;0;4593;1553;138468;4289203;0;4289203
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42522;4175;410552;23450;3811477;-240087;3571390;1480;27452;11788;-2467;38253;185186;10007;15444;4258457;11788;4246669
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42522;21197;1218092;1;1135581;-91589;1043992;27970;1499545;3735;-84078;1447172;381157;3703;121965;4237279;3735;4233543
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42522;84434;615263;699657;2022345;-119465;1902880;0;0;0;0;0;517704;197619;97674;4115230;0;4115230
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42522;6502;195108;2084241;1237701;-53963;1183739;0;0;0;0;0;455178;84419;96741;4105928;0;4105928
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42522;245;0;617301;3355068;-224161;3130908;0;0;0;0;0;270929;150;32111;4051644;0;4051644
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42522;26466;734199;1969160;387112;-7512;379599;0;0;0;0;0;761004;32423;4982;3907834;0;3907834
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42522;1262;1239555;786027;2239588;-644362;1595227;0;0;0;0;0;159600;316;40983;3822970;0;3822970
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42522;27348;516437;1042539;1082748;-99735;983012;0;0;0;0;0;774453;216882;97780;3658452;0;3658452
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42522;170278;6499;936464;903698;-73877;829821;0;0;0;0;0;1557881;12187;363;3513493;0;3513493
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42522;284;0;152;3360353;-239273;3121081;0;50124;5727;-184;55668;229829;53743;6044;3466801;5727;3461074
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;42522;3;1831578;1362317;83467;-676;82791;0;0;0;0;0;4176;173;107803;3388842;0;3388842
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42522;13325;0;1213870;2056046;-105105;1950941;0;0;0;0;0;19090;34279;153108;3384614;0;3384614
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;42522;0;51958;3150911;59276;-13;59263;0;0;0;0;0;66911;56;49840;3378939;0;3378939
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42522;10710;460160;1682080;386096;-1472;384624;0;0;0;0;0;687537;2149;3825;3231085;0;3231085
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42522;2569;185404;779244;1435496;-53907;1381590;2606;145393;2163;-4972;145189;333524;45954;291725;3165199;2163;3163036
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42522;514;416050;236964;1686947;-649861;1037087;0;0;0;0;0;1360390;0;373;3051378;0;3051378
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42522;336654;1229556;327444;319959;-9036;310923;0;0;0;0;0;624566;25680;10463;2865285;0;2865285
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42522;3865;425861;127389;2236539;-83866;2152673;0;0;0;0;0;68338;72524;6301;2856951;0;2856951
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42522;26161;532349;38557;1329671;-24118;1305552;0;0;0;0;0;795698;80918;35142;2814378;0;2814378
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42522;9434;217291;636460;1520556;-95215;1425340;0;0;0;0;0;241080;75098;75717;2680420;0;2680420
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42522;2258;923608;583537;1187652;-28734;1158917;0;0;0;0;0;3481;4340;106;2676248;0;2676248
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42522;48716;662756;707851;650585;-40060;610526;0;0;0;0;0;464494;1348;6307;2501998;0;2501998
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42522;88134;352270;1132878;519159;-6261;512899;0;0;0;0;0;254758;129881;21025;2491845;0;2491845
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42522;3529;89417;128980;2793274;-1191906;1601367;216;23936;11862;-216;35798;501695;110839;2620;2474245;11862;2462383
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;42522;9623;446708;10856;1802995;-34412;1768583;-231;2000;1314;-77;3006;163614;8961;3567;2414918;1314;2413604
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42522;50982;538313;903994;0;0;0;0;0;0;0;0;912451;874;2263;2408878;0;2408878
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42522;10901;120100;124632;1307843;-461175;846668;0;0;0;0;0;1166273;1235;46855;2316664;0;2316664
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42522;590;494969;93267;1287641;-114211;1173430;0;0;0;0;0;336053;81230;83972;2263511;0;2263511
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42522;18848;256992;877001;273284;-32646;240637;0;0;0;0;0;465684;42874;300251;2202288;0;2202288
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;42522;4257;0;667225;5635;-2523;3112;0;0;0;0;0;1995;1328509;20356;2025454;0;2025454
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42522;916;213218;86242;1591877;-46584;1545292;70;3996;1067;-97;5035;143618;10082;7406;2011809;1067;2010742
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;42522;24;643908;1103139;98710;-2195;96515;0;0;0;0;0;13334;125841;16711;1999472;0;1999472
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;42522;61;11832;1806917;90204;-891;89313;0;0;0;0;0;12521;127;6427;1927197;0;1927197
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42522;38;20575;401768;1375122;-46028;1329094;0;0;0;0;0;14548;107427;23218;1896668;0;1896668
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42522;38581;19462;0;1063916;-74129;989787;0;0;0;0;0;80172;671377;96172;1895551;0;1895551
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42522;358094;381396;80434;288988;-13733;275256;0;0;0;0;0;680710;26210;20101;1822200;0;1822200
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;42522;11800;24;195573;603891;-54131;549760;0;0;0;0;0;40941;873896;67825;1739820;0;1739820
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;42522;20;0;704460;1001038;-17870;983168;0;0;0;0;0;10824;87;1299;1699858;0;1699858
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42522;13450;26896;0;890004;-41966;848038;0;0;0;0;0;39417;677113;85260;1690174;0;1690174
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;;I;2;VITORIA;ES;42522;45;815413;594353;47600;-213;47387;0;0;0;0;0;2883;159576;61914;1681571;0;1681571
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42522;7186;552;0;791909;-125115;666794;0;0;0;0;0;44923;779472;92406;1591333;0;1591333
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;42522;9966;0;0;480188;-12725;467463;0;0;0;0;0;25409;1047437;29401;1579675;0;1579675
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42522;397;287284;135270;1075897;-60422;1015475;0;0;0;0;0;53713;18584;13487;1524210;0;1524210
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;;I;2;CHAPECO;SC;42522;13136;0;604205;861651;-130547;731104;0;0;0;0;0;74715;25442;71097;1519700;0;1519700
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;42522;1478;307891;502707;117041;-417;116624;0;0;0;0;0;583632;178;6230;1518740;0;1518740
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;;I;2;GOIANIA;GO;42522;522;1292610;104977;7935;-40;7895;0;0;0;0;0;1048;106;73444;1480602;0;1480602
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;42522;249;6173;257787;1136900;-78568;1058332;0;0;0;0;0;78195;35778;37010;1473525;0;1473525
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42522;15954;0;12649;1413439;-55300;1358140;12;11821;7277;-394;18717;53111;894;1034;1460496;7277;1453219
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;;I;2;MARINGA;PR;42522;9036;540020;815291;6100;-36;6064;0;0;0;0;0;2563;257;63504;1436735;0;1436735
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;;I;2;PALOTINA;PR;42522;8142;28860;0;640689;-47108;593581;0;0;0;0;0;32620;705351;61020;1429576;0;1429576
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;42522;8051;7998;332089;585945;-16278;569667;0;0;0;0;0;1862;485111;21765;1426544;0;1426544
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;42522;7730;24453;30283;704936;-60040;644896;0;0;0;0;0;38366;592079;71921;1409729;0;1409729
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED’S DE SANTA CATARINA E DO PARANÁ LTDA – UNICRED CENTRAL SC/PR;543968;b3C;;I;2;FLORIANOPOLIS;SC;42522;46;0;1282025;0;0;0;0;0;0;0;0;1349;100657;12579;1396657;0;1396657
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;;I;3;SAO PAULO;SP;42522;15991;309997;389942;447060;-31282;415778;0;0;0;0;0;257019;631;6172;1395531;0;1395531
