Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
CRETOVALE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA VALE;28145589;b3S;S5;I;2;VITORIA;ES;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1420;1420;0;5944;7364
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO - DIVISÃO VIDRO PLANO;48140925;b3S;S5;I;2;MAUA;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;866;866;0;6200;7066
SCB CRÉDITO SCMEPP - PRUDENCIAL;1000083230;n1;S5;I;2;FORTALEZA;CE;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4232;4232;0;2798;7030
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.;5841967;b3S;S5;I;2;SAPIRANGA;RS;44348;943;0;0;1902;0;0;2844;0;0;0;0;0;0;0;0;2844;0;492;3337;0;3690;7027
COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES;3422007;b3S;S5;I;2;SAO PAULO;SP;44348;0;0;0;3736;0;0;3736;0;0;0;0;0;0;0;0;3736;0;222;3958;0;3055;7013
DASCAM CC LTDA - PRUDENCIAL;1000081964;n2;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2772;2772;0;4236;7008
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FACULDADE DE ENGENHARIA DE ILHA SOLTEIRA - COOPERFEIS;96409263;b3S;S5;I;2;ILHA SOLTEIRA;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;144;0;6819;6962
IB CCTVM - PRUDENCIAL;1000084765;n2;S4;I;2;SAO PAULO;SP;44348;0;0;0;0;0;121;121;0;0;0;0;0;0;0;0;121;0;4614;4735;0;2219;6954
CAPTALYS DTVM;1000085544;n2;S4;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;319;0;6612;6931
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA OWENS CORNING FIBERGLAS AMÉRICA DO SUL;48172860;b3S;S5;I;2;RIO CLARO;SP;44348;0;0;0;1217;0;0;1217;0;0;0;0;0;0;0;0;1217;0;365;1582;0;5327;6909
PENTAGONO S/A DTVM - PRUDENCIAL;1000083773;n2;S5;I;2;RIO DE JANEIRO;RJ;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2384;2384;0;4480;6864
COOPERATIVA DE CRÉDITO RURAL DO SERTÃO ALAGOANO ASCOOB COCREAL;7564184;b3S;S5;I;2;PAO DE ACUCAR;AL;44348;1448;0;0;2051;0;0;3499;0;0;0;0;0;0;0;1374;4873;0;487;5361;0;1497;6858
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ELGIN;45045671;b3S;S5;I;2;MOGI DAS CRUZES;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1374;1374;0;5431;6805
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS PLASCAR;17411307;b3S;S5;I;2;JUNDIAI;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;409;0;6318;6727
BMS SCD - PRUDENCIAL;1000083333;n1;S5;I;2;FORTALEZA;CE;44348;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;311;312;0;6372;6684
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS DE TRANSPORTES COLETIVOS RODOVIÁRIOS DE PASSAGEIROS DO GRANDE RIO LTDA;141155;b3S;S5;I;2;SAO GONCALO;RJ;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;812;812;0;5784;6596
LEVYCAM CCV LTDA - PRUDENCIAL;1000082592;n2;S4;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4815;4815;0;1778;6593
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA RICLAN;6077760;b3S;S5;I;2;RIO CLARO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;470;470;0;6074;6544
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO ALIANÇA - COOPERNITRO;52935442;b3S;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;130;0;6411;6541
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO – COOPERMEL;1504952;b3S;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;183;0;6342;6526
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO IRB-BRASIL RE LTDA.;42153585;b3S;S5;I;2;RIO DE JANEIRO;RJ;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;720;720;0;5741;6460
MONOPÓLIO CC - PRUDENCIAL;1000084356;n2;S4;I;2;BELEM;PA;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2290;2290;0;4032;6321
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO;53800488;b3S;S5;I;2;SAO PAULO;SP;44348;0;0;0;333;0;0;333;0;0;0;0;0;0;0;0;333;0;504;837;0;5393;6230
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO AKZO NOBEL BRASIL - COOP AKZONOBEL;57996878;b3S;S5;I;2;MAUA;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566;566;0;5652;6218
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PRODAM/SP - CREDIPRODAM;67031757;b3S;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;176;0;6038;6215
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MAGNESITA REFRATÁRIOS S.A. LTDA. - CECREM;913314;b3S;S5;I;2;CONTAGEM;MG;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;521;521;0;5587;6109
VISION S.A. CC - PRUDENCIAL;1000081892;n2;S4;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4114;4114;0;1940;6054
HSCM SCMEPP LTDA. - PRUDENCIAL;1000083089;n1;S5;I;2;IBIA;MG;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;435;435;0;5608;6043
COOPSEBRAE - COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO SEBRAE/PB, SEBRAE/RN E SESC, SENAC E SENAR EM JOÃO PESSOA;41219353;b3S;S5;I;2;JOAO PESSOA;PB;44348;0;0;0;1546;0;0;1546;0;0;0;0;0;0;0;0;1546;0;205;1751;0;4262;6013
TURCAMBIO CC LTDA. - PRUDENCIAL;1000082334;n2;S4;I;2;GAROPABA;SC;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2564;2564;0;3357;5920
BOA VIAGEM SCC LTDA. - PRUDENCIAL;1000082080;n2;S4;I;2;RECIFE;PE;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1751;1751;0;4150;5901
CRED-SYSTEM SCD;1000085441;n1;S5;I;2;BARUERI;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;893;893;0;4892;5785
LEROSA S.A. CVC - PRUDENCIAL;1000082633;n2;S4;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4617;4617;0;1097;5715
COOPERATIVA DE CRÉDITO RURAL ASCOOB COOPEC - ASCOOB COOPEC;9244973;b3S;S5;I;2;POCO VERDE;SE;44348;1257;0;0;3053;0;0;4309;0;0;0;0;0;0;0;49;4358;0;204;4561;0;1148;5710
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GERDAU - AÇOS FINOS PIRATINI;88952130;b3S;S5;I;2;CHARQUEADAS;RS;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161;161;0;5497;5658
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS ITAÚ;43446335;b3S;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497;497;0;5087;5584
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE BEBEDOURO - COOCRESB.;5969937;b3S;S5;I;2;BEBEDOURO;SP;44348;163;0;0;986;0;0;1150;0;0;0;0;0;0;0;1215;2365;0;225;2589;0;2926;5516
GDC PART SERV FIDUC DTVM LTDA - PRUDENCIAL;1000084208;n2;S5;I;2;RIO DE JANEIRO;RJ;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3718;3718;0;1752;5470
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS, APOSENTADOS E PENSIONISTAS DA COMPANHIA ESTADUAL DE ENERGIA ELÉTRICA E ELETRICITÁRIOS DO RIO GRANDE DO SUL   CRECE;92825397;b3S;S5;I;2;PORTO ALEGRE;RS;44348;0;0;0;1939;0;0;1939;0;0;0;0;0;0;0;0;1939;0;688;2627;0;2783;5409
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DE UBERABA - COPERURA LTDA.;17607375;b3S;S5;I;2;UBERABA;MG;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242;242;0;5083;5325
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO GRUPO MAUA LTDA;5048575;b3S;S5;I;2;SAO GONCALO;RJ;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578;578;0;4727;5306
RJI CTVM - PRUDENCIAL;1000082798;n2;S4;I;2;SALVADOR;BA;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2161;2161;0;3109;5270
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES MUNICIPAIS DO SUL FLUMINENSE LTDA.;1819799;b3S;S5;I;2;VOLTA REDONDA;RJ;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;966;966;0;4294;5260
MAGNETIS DTVM  - PRUDENCIAL;1000085135;n2;S4;I;3;SAO PAULO;SP;44348;0;0;0;0;0;1060;1060;0;0;0;0;0;0;0;0;1060;0;848;1908;0;3342;5251
COOPERATIVA DE CRÉDITO DOS METALÚRGICOS DO ABC - CREDABC;5740092;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;44348;0;0;0;1412;0;0;1412;0;0;0;0;0;0;0;0;1412;0;170;1582;0;3554;5136
CREDEXTRA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA REALMAR DISTRIBUIDORA LTDA;4899135;b3S;S5;I;2;SERRA;ES;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;671;671;0;4421;5092
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERVIDORES PÚBLICOS ATIVOS, INATIVOS E PENSIONISTAS DA ADMINISTRAÇÃO DIRETA, INDIRETA E ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO GRANDE SUL - COOPSERGS;5591437;b3S;S5;I;2;PORTO ALEGRE;RS;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4030;4030;0;999;5030
INTRADER DTVM LTDA - PRUDENCIAL;1000084301;n2;S4;C;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2061;2061;0;2957;5018
FIDUCIA SCMEPP LTDA - PRUDENCIAL;1000083010;n1;S5;I;2;SOROCABA;SP;44348;0;0;0;0;674;0;674;0;0;0;0;0;0;0;0;674;0;1918;2592;0;2156;4747
COOPESTADO - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NA REGIÃO METROPOLITANA DO ESTADO DO RIO DE JANEIRO LIMITADA;4995006;b3S;S5;I;2;RIO DE JANEIRO;RJ;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;974;974;0;3771;4745
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SIDERÚRGICAS, METALÚRGICAS E ELETRO-MECÂNICAS DE JOÃO MONLEVADE LTDA. - CREDIBELGO;24235459;b3S;S5;I;2;JOAO MONLEVADE;MG;44348;0;0;0;621;0;0;621;0;0;0;0;0;0;0;0;621;0;195;817;0;3923;4740
TANGER SCD - PRUDENCIAL;1000084992;n1;S5;I;2;LINS;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;168;0;4559;4726
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA COMPANHIA INDUSTRIAL CATAGUASES E DA BAUMINAS LTDA. - SICOOB COOPECIC;19495266;b3S;S5;I;2;CATAGUASES;MG;44348;0;0;0;188;0;0;188;0;0;0;0;0;0;0;0;188;0;585;773;0;3908;4681
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DOS SUPERMERCADOS RUSSI;2230138;b3S;S5;I;2;JUNDIAI;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;364;364;0;4316;4679
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNESP - COOPUNESP;69136075;b3S;S5;I;2;RIO CLARO;SP;44348;0;0;0;856;0;0;856;0;0;0;0;0;0;0;0;856;0;293;1149;0;3516;4664
FFCRED SCD;1000085489;n1;S5;I;2;ERECHIM;RS;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;59;0;4584;4642
COOPERATIVA DE ECONOMIA E CRéDITO MúTUO DOS SERVIDORES DA ADMINISTRAçãO PúBLICA MUNICIPAL DE PORTO ALEGRE - MUNICRED;5460750;b3S;S5;I;2;PORTO ALEGRE;RS;44348;0;0;0;907;0;0;907;0;0;0;0;0;0;0;0;907;0;1857;2764;0;1865;4629
BONUSPAGO SCD - PRUDENCIAL;1000085128;n1;S5;I;2;CASCAVEL;PR;44348;0;0;0;0;843;0;843;0;0;0;0;0;0;0;0;843;0;62;905;0;3707;4611
COOPERATIVA DE CRéDITO MúTUO DOS FUNCIONáRIOS PúBLICOS DO PODER JUDICIáRIO DA CAPITAL DO ESTADO DE SãO PAULO – SICOOB JUDCRED;7651495;b3S;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;955;955;0;884;1839;0;2736;4575
TRINUS CAPITAL DTVM - PRUDENCIAL;1000084631;n2;S4;C;2;GOIANIA;GO;44348;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;4;0;379;382;0;4175;4558
CONECTA CC LTDA - PRUDENCIAL;1000082406;n2;S5;I;2;SALVADOR;BA;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2963;2963;0;1568;4532
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP;3674133;b3S;S5;I;2;SAO PAULO;SP;44348;0;0;0;2348;0;0;2348;0;0;0;0;0;0;0;0;2348;0;356;2705;0;1796;4501
MAGLIANO S.A. CTVM - PRUDENCIAL;1000082839;n2;S4;I;2;SAO PAULO;SP;44348;0;0;0;0;0;27;27;0;0;0;0;0;0;0;0;27;0;234;261;0;4234;4494
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS UNILEVER DO BRASIL;53272365;b3S;S5;I;2;VALINHOS;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;321;0;4152;4473
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA FIAÇÃO ALPINA - COOPERALPINA;55319370;b3S;S5;I;2;MORUNGABA;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;48;0;4377;4425
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS PROFESSORES ESTADUAIS DA REGIÃO METROPOLITANA DE PORTO ALEGRE - EDUCREDI;5419025;b3S;S5;I;2;PORTO ALEGRE;RS;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1510;1510;0;2903;4413
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DO GRUPO DANA - COOPDANA;91018408;b3S;S5;I;2;GRAVATAI;RS;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;145;0;4255;4400
DECYSEO CC LTDA. - PRUDENCIAL;1000082248;n2;S4;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3312;3312;0;1058;4370
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RECKITT BENCKISER;44223196;b3S;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;48;0;4309;4357
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA CNC SESC E SENAC ADMINISTRAÇÕES NACIONAIS LTDA;30304919;b3S;S5;I;2;RIO DE JANEIRO;RJ;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;299;0;4031;4329
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA UNIVERSIDADE FEDERAL DE MINAS GERAIS LTDA. - COOPECREMT-UFMG;1918144;b3S;S5;I;2;BELO HORIZONTE;MG;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;737;737;0;3577;4314
EXIM CC LTDA - PRUDENCIAL;1000082217;n2;S4;I;2;PORTO ALEGRE;RS;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3439;3439;0;866;4304
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS MUNICIPAIS DE PORTO ALEGRE;3990888;b3S;S5;I;2;PORTO ALEGRE;RS;44348;0;0;0;177;0;0;177;0;0;0;0;0;0;0;0;177;0;1361;1538;0;2755;4293
EXECUTIVE CC LTDA. - PRUDENCIAL;1000082468;n2;S5;I;2;NOVO HAMBURGO;RS;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1213;1213;0;3030;4243
UP.P SEP - PRUDENCIAL;1000085087;n1;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;612;0;612;0;0;0;0;0;0;0;0;612;0;101;713;0;3495;4208
CENTRAL COOPERATIVA DE CRÉDITO NO ESTADO DO ESPÍRITO SANTO - CECOOP;5790149;b3C;S4;I;2;VITORIA;ES;44348;657;0;0;2238;0;0;2896;0;0;0;0;0;0;0;0;2896;0;1020;3915;0;290;4205
FFA SCMEPP LTDA - PRUDENCIAL;1000084569;n1;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2400;2400;0;1639;4039
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ESTABELECIMENTOS HOSPITALARES DO SUL DO ESTADO DO ESPIRITO SANTO - SULCRED;31746993;b3S;S5;I;2;CACHOEIRO DE ITAPEMIRIM;ES;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203;203;0;3580;3783
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DE INSTITUICOES FINANCEIRAS PUBLICAS NO ESTADO DO ESPIRITO SANTO - CREDBRASIL-ES;2869663;b3S;S5;I;2;VITORIA;ES;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;903;903;0;2819;3723
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DOS LABORATORIOS B.BRAUN LTDA;30586895;b3S;S5;I;2;SAO GONCALO;RJ;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156;156;0;3509;3666
NEXOOS SEP - PRUDENCIAL;1000084947;n1;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2406;2406;0;1143;3550
MULTICRED SCD;1000085355;n1;S5;I;2;SALVADOR;BA;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;32;0;3500;3532
SIMPLIFIC PAVARINI - PRUDENCIAL;1000083766;n2;S4;I;2;RIO DE JANEIRO;RJ;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039;1039;0;2488;3527
FONTECRED SCD - PRUDENCIAL;1000084954;n1;S5;I;2;LAGOA DA PRATA;MG;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416;416;0;3085;3501
INTEGRAL ACCESS DTVM - PRUDENCIAL;1000085049;n2;S4;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;0;3464;3483
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA ASCAR/EMATER-RS LTDA-CRESAL;90278987;b3S;S5;I;2;PORTO ALEGRE;RS;44348;0;0;0;513;0;0;513;0;0;0;0;0;0;0;0;513;0;165;678;0;2801;3478
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ACUMENT BRASIL;45068632;b3S;S5;I;2;ATIBAIA;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;210;0;3266;3476
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DE CERÂMICA - COOPASPACER;2541707;b3S;S5;I;2;SANTA GERTRUDES;SP;44348;0;0;0;1164;0;0;1164;0;0;0;0;0;0;0;0;1164;0;120;1284;0;2142;3426
COOPERATIVA DE CREDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE OLIVEIRA DOS BREJINHOS - CRESOL OLIVEIRA DOS BREJINHOS;5428587;b3S;S5;I;2;OLIVEIRA DOS BREJINHOS;BA;44348;283;0;0;2020;0;0;2303;0;0;0;0;0;0;0;0;2303;0;473;2776;0;631;3408
DOURADA CORRETORA - PRUDENCIAL;1000082224;n2;S4;I;2;CURITIBA;PR;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1163;1163;0;2216;3379
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO EXPRESSO PRINCESA DOS CAMPOS;1551820;b3S;S5;I;2;PONTA GROSSA;PR;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;27;0;3346;3373
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SELENE;72952138;b3S;S5;I;2;CERQUILHO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;190;0;3110;3299
NUMBER ONE SCC LTDA. - PRUDENCIAL;1000081988;n2;S5;I;2;RIO DE JANEIRO;RJ;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;875;875;0;2353;3228
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA MARIA - PILONCRED;1107759;b3S;S5;I;2;CERQUILHO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;216;0;2965;3182
CORREPARTI CC LTDA - PRUDENCIAL;1000082231;n2;S4;I;2;SAO JOSE DOS PINHAIS;PR;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1201;1201;0;1877;3079
BR-CAPITAL DTVM S.A. - PRUDENCIAL;1000083814;n2;S4;C;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449;449;0;2582;3031
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA COOPEDER LTDA - COOPCREDER;21130869;b3S;S5;I;2;BELO HORIZONTE;MG;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;481;481;0;2544;3025
STARK SCD;1000085513;n1;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;18;0;3007;3025
CPCI - COMPANHIA DE CREDITO IMOBILIARIO S/A;1000080972;n1;S5;I;2;PORTO ALEGRE;RS;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;500;0;1348;1848;0;1170;3018
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DOS CORREIOS NOS ESTADOS DO RIO GRANDE DO SUL, SANTA CATARINA E PARANÁ - CREDCORREIOS;87956355;b3S;S5;I;2;PORTO ALEGRE;RS;44348;42;0;0;0;0;0;42;0;0;0;0;0;0;0;0;42;0;228;270;0;2739;3009
ARC CORRETORA CAMBIO S.A. - PRUDENCIAL;1000082066;n2;S4;I;2;SANTOS;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;952;952;0;2039;2992
COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA PERPART, DO IPA E DA ADAGRO - COOPEMATER;11356599;b3S;S5;I;2;RECIFE;PE;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;122;0;2846;2968
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM EMPRESAS ADMINISTRADORAS DE AEROPORTOS - AEROCRED;5292849;b3S;S5;I;2;GUARULHOS;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;72;0;2856;2928
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOLIMODE ROUPAS E EMPRESAS COLIGADAS LTDA;28244622;b3S;S5;I;2;RIO DE JANEIRO;RJ;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;197;0;2727;2923
BIGCASH SCD - PRUDENCIAL;1000085056;n1;S5;I;2;GOVERNADOR VALADARES;MG;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;99;0;2807;2906
VIPS CC LTDA. - PRUDENCIAL;1000082444;n2;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1303;1303;0;1594;2897
