Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;42795;579;0;153119;0;0;1842;155540;-154058;-1917;0;0;16;-155959;-419;36;0;-3735;-3405;-24;0;12471;-433;4911;4492;30;4522;-14;0;4508;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;42795;124;0;151147;0;0;3006;154276;-144776;-4980;0;0;-567;-150323;3953;48;0;-7087;-3542;-5;7519;18774;-1256;14452;18405;0;18405;-9;-313;18083;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;42795;69086;0;67185;-45834;61985;0;152422;-54100;-36048;0;0;3218;-86930;65492;30127;117;-47887;-19750;-4092;0;58400;-48512;-31598;33894;-505;33390;-15041;0;18349;0
INTERMEDIUM - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;42795;120444;0;26787;2681;95;0;150006;-83259;-792;0;0;-15460;-99512;50494;2020;1558;-16597;-22413;-3076;184;1010;-5818;-43131;7362;-4023;3339;2728;0;6068;-6154
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;42795;122352;69;28454;-1244;0;0;149630;-102896;-806;-54;0;-13055;-116811;32819;5328;1;-5818;-13790;-2470;0;7537;-3869;-13080;19740;-2071;17668;-7911;-822;8935;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;42795;1;0;133723;0;0;0;133724;-129455;0;0;0;0;-129455;4269;0;0;-1013;-668;-6;4651;2792;-1192;4564;8832;0;8832;0;0;8832;0
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;42795;117089;0;16632;0;0;0;133721;-35403;-3635;0;0;-31500;-70538;63183;19194;23041;-33660;-36515;-8340;553;9941;-3544;-29330;33853;-438;33416;-8386;-5135;19895;-8235
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;42795;95629;25353;11856;0;0;0;132838;-1401;-29625;-20214;0;-22846;-74086;58752;4177;50;-12793;-15839;-3868;501;9459;-7129;-25442;33310;-212;33098;-14564;0;18534;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;42795;2660;0;118134;0;0;0;120794;-118921;0;0;0;-42;-118962;1831;1;0;-2716;-1039;-16;3576;6045;-55;5796;7627;0;7627;0;-91;7537;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;42795;0;0;216565;-210942;108559;0;114181;-57815;-6103;0;0;0;-63918;50264;76573;0;-70679;-21033;-7252;0;40097;-32254;-14548;35716;400;36115;-17637;0;18479;0
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;42795;20261;0;46500;11056;34263;0;112079;-56522;-2596;0;0;-1354;-60472;51607;24812;10350;-22184;-34180;-5791;0;1645;-7171;-32520;19087;-345;18742;-7834;-1171;9737;0
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;42795;35918;0;64684;9395;886;0;110884;-101038;-2049;0;0;-9361;-112448;-1564;11788;5920;-18609;-23023;-2059;120;8908;-4051;-21006;-22570;-1130;-23700;-1311;-3882;-28893;0
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;42795;94407;4510;11581;0;0;0;110499;-524;-42894;-3348;0;-69464;-116230;-5732;14335;856;-6993;-24711;-4825;-222;4073;-887;-18374;-24105;-786;-24891;8892;-109;-16108;0
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;42795;24753;0;58412;19883;1831;0;104879;-88083;-266;0;0;-11196;-99545;5334;15810;24;-8818;-12910;-1686;-19;974;-1069;-7695;-2361;0;-2361;3767;-13;1393;0
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;42795;13950;0;90757;-15423;13797;0;103080;-72466;-53041;0;0;-4331;-129837;-26757;14993;0;-13708;-7449;-2405;-3521;69602;-19803;37710;10953;0;10953;-8023;-846;2083;0
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;42795;98230;5722;14;-3561;0;0;100404;-16542;-22490;-4522;0;-26317;-69871;30532;761;269;-12115;-7315;-2927;0;10451;-2140;-13016;17516;-602;16914;-8963;0;7951;0
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;42795;70066;0;20930;-2728;9270;0;97539;-50659;-8299;0;0;-6651;-65609;31930;2466;868;-15035;-7022;-2535;44;2973;-882;-19123;12807;-269;12538;-6554;0;5984;-5000
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;42795;77030;0;20373;0;0;0;97403;-47104;-286;0;0;-7560;-54950;42453;0;0;-10595;-7801;-60;0;2013;-1673;-18116;24337;-11;24325;0;0;24325;-2963
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;42795;18338;0;186072;-139015;31731;0;97125;-72389;-75369;0;0;1049;-146709;-49583;10229;281;-34529;-12143;-2349;0;168785;-56897;73377;23793;333;24126;-11848;0;12278;0
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;42795;62363;0;58916;-29105;3876;0;96050;-73681;-12318;0;0;-4798;-90797;5253;6453;1505;-18112;-10806;-2009;9756;32429;-5424;13791;19044;35;19079;-8246;-1726;9107;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;42795;73785;0;22209;0;0;26;96020;-28769;-9353;0;0;-12929;-51050;44969;16131;5940;-20973;-24664;-513;0;3992;-10719;-30806;14163;31;14195;-1124;0;13070;0
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;42795;28016;0;12442;-7282;62342;0;95517;-14347;-859;0;0;-1768;-16974;78543;19032;642;-34479;-34070;-5654;0;8819;-14193;-59902;18641;-23;18618;-7927;-621;10071;0
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;42795;1833;0;92172;0;0;0;94005;-92115;0;0;0;-28;-92143;1862;0;0;-4288;21453;0;0;484;-19512;-1862;0;0;0;0;0;0;0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;42795;188092;16625;18521;-133903;0;0;89336;-47508;-43250;-10759;0;-6115;-107632;-18296;0;10868;-11849;-30450;-9500;0;100762;-8915;50916;32620;-3811;28810;-12355;-3627;12828;0
DACASA FINANCEIRA - PRUDENCIAL;1000081005;n1;S4;C;2;VITORIA;ES;42795;84366;0;4804;0;0;0;89170;-25728;0;0;0;-45163;-70891;18279;8834;7480;-2816;-40178;-5392;0;32055;-7459;-7475;10804;0;10804;-10228;0;576;0
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;42795;48361;17234;21040;-793;0;0;85842;-20276;-4884;-12267;0;-8728;-46154;39687;112352;665;-11515;-37413;-13400;-1612;11789;-15721;45144;84831;88;84919;-27321;-1470;56128;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;S4;I;2;SERTAOZINHO;SP;42795;56510;0;26636;201;0;0;83347;-34731;-17765;0;0;-6952;-59448;23899;1674;869;-11129;-10922;-89;0;6214;-13947;-27330;-3431;-61;-3492;-210;0;-3702;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;42795;60394;0;21607;0;0;0;82001;-30676;-1839;0;0;-23930;-56445;25556;3381;6895;-11812;-13737;-239;0;5137;-6933;-17307;8249;35;8284;-409;0;7875;-509
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;42795;56991;0;23286;0;0;8;80285;-25092;-6961;0;0;-6043;-38096;42189;12681;4152;-16660;-15833;-353;0;3010;-10799;-23803;18386;24;18410;-768;0;17642;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;42795;41746;0;37006;0;0;0;78752;-36399;-2411;0;0;-7529;-46339;32412;8394;5014;-15998;-10600;-225;0;1733;-7219;-18901;13511;5;13516;-615;0;12901;0
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;S4;I;2;BLUMENAU;SC;42795;4493;0;74207;0;0;0;78701;-76835;-1950;0;0;84;-78701;0;0;0;-9337;9517;-48;0;0;-132;0;0;0;0;0;0;0;0
BANCO CBSS - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;42795;76971;0;0;0;0;0;76971;-9633;0;0;-8;-44619;-54260;22711;4371;13879;-5647;-61659;-5124;0;18233;-28044;-63992;-41280;0;-41280;18196;-606;-23690;0
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;42795;57834;0;18558;0;0;0;76392;0;-28524;0;0;-54079;-82602;-6211;2615;132;-7943;-4198;-2202;0;6498;-1082;-6179;-12390;85;-12305;-4058;0;-16362;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;42795;52824;0;22839;0;0;0;75663;-16785;-8372;0;0;-11281;-36437;39226;10088;3291;-12661;-10266;-270;0;5055;-9511;-14274;24951;-4923;20028;-880;0;19148;0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;I;3;SAO PAULO;SP;42795;45440;0;108685;-85931;3011;0;71205;-61738;-18026;0;0;3673;-76091;-4886;5810;3;-13421;-6360;-2115;0;93010;-22056;54871;49986;13;49999;-29338;-357;20304;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;42795;50163;0;20874;0;0;7;71044;-21700;-5829;0;0;-6707;-34237;36807;10504;4554;-17745;-9228;-287;0;2042;-7749;-17909;18898;158;19056;-904;0;18153;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;42795;3267;0;67055;0;0;0;70322;-67055;0;0;0;53;-67002;3320;151;0;-4032;7155;-8;0;90;-1214;2143;5463;34;5497;-16;-103;5378;-3601
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;S4;I;2;LONDRINA;PR;42795;40868;0;28439;0;0;0;69307;-27583;-126;0;0;-6226;-33935;35372;783;1587;-8964;-6189;0;0;638;-536;-12681;22691;-185;22506;-17;-444;22045;-13205
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S4;I;2;BELO HORIZONTE;MG;42795;31218;0;36529;0;0;0;67747;-38892;0;0;0;-587;-39479;28268;2356;1352;-8758;-8098;-155;0;2544;-778;-11538;16731;-2;16729;-68;0;16661;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;42795;52912;0;14140;0;0;0;67052;-24252;-929;0;0;-13462;-38643;28410;2961;1499;-7727;-6433;-279;0;0;-969;-10948;17462;295;17757;-526;0;17231;-7499
BANCO SEMEAR - PRUDENCIAL;1000081380;b1;S4;I;2;BELO HORIZONTE;MG;42795;60395;0;5366;0;0;0;65761;-25233;0;0;0;-13488;-38721;27040;967;2709;-2905;-23684;-2480;47;11224;-7909;-22031;5009;-526;4483;-2989;-392;1102;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;42795;36118;0;29286;0;0;0;65404;-15272;-18554;0;0;-1799;-35625;29779;543;1071;-4623;-696;-51;0;1353;-333;-2736;27042;52;27094;-243;0;26851;0
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;S4;C;2;PORTO ALEGRE;RS;42795;59933;0;5326;-4;0;0;65255;-29419;0;0;0;-11809;-41228;24027;3124;4586;-9290;-11172;-2337;264;20;-18;-14824;9203;0;9203;-3889;0;5314;0
BONSUCESSO - PRUDENCIAL;1000080422;b1;S4;I;2;BELO HORIZONTE;MG;42795;15703;0;46302;-3042;6226;0;65189;-43836;-31;0;0;-830;-44697;20491;1599;276;-10312;-19514;-1945;5652;26969;-10212;-7487;13005;822;13827;-3421;0;10406;0
HSBC - PRUDENCIAL;1000080525;b2;S4;I;3;SAO PAULO;SP;42795;0;0;35160;26196;241;0;61597;-235;0;0;0;0;-235;61362;2570;0;-13199;-4196;-2672;0;354;-106;-17249;44113;0;44113;-18636;-812;24665;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;42795;43506;0;18029;0;0;6;61541;-18011;-5609;0;0;-4308;-27927;33614;9469;4547;-14540;-14307;-257;0;1564;-6542;-20067;13547;11;13558;-503;0;13055;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;42795;32081;0;27905;0;0;0;59987;-27786;-2768;0;0;-3427;-33982;26005;7968;2043;-11840;-6627;-222;0;2039;-4881;-11520;14485;-2;14482;-668;0;13815;0
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;42795;4343;0;55326;0;0;0;59669;-53914;-3062;0;0;-319;-57295;2374;102;0;-2348;-2437;-20;0;5758;-1179;-123;2251;6;2257;-32;-123;2102;0
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;42795;32637;0;24762;0;0;0;57399;0;-7494;0;0;-3809;-11304;46095;0;697;-8730;-2828;-2335;0;864;-19;-12350;33744;-182;33562;-10797;-642;22123;-7268
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;42795;41582;0;15299;0;0;0;56881;-12961;-6068;0;0;-9225;-28253;28628;6678;3968;-11895;-8598;-211;0;983;-6325;-15400;13228;2;13230;-483;0;12747;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;42795;21547;0;34545;0;0;0;56092;-26632;-1372;0;0;-4057;-32061;24031;5464;1166;-7227;-3647;-126;0;2985;-4186;-5572;18459;-99;18360;-619;0;17741;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;S5;I;2;LINHARES;ES;42795;44903;0;10149;0;0;0;55053;-14967;-3153;0;0;-11984;-30105;24948;3200;2226;-4413;-6042;-163;0;1964;-845;-4072;20875;-50;20825;0;-423;20402;-4349
AF PARANÁ - PRUDENCIAL;1000081115;n1;S4;I;1;CURITIBA;PR;42795;36946;0;17787;0;0;0;54733;0;-3549;0;0;-2586;-6134;48599;636;413;-6826;-6734;-2459;0;573;-797;-15194;33405;0;33405;-6657;0;26748;0
SOLIDEZ CCTVM LTDA. - PRUDENCIAL;1000082925;n2;S4;I;2;SAO PAULO;SP;42795;0;0;54369;0;0;0;54369;0;0;0;0;0;0;54369;20;0;-650;-685;-5;0;0;-330;-1649;52720;0;52720;0;0;52720;0
BCO LUSO BRASILEIRO S.A. - PRUDENCIAL;1000081706;b1;S4;I;2;SAO PAULO;SP;42795;47075;0;4930;0;1760;0;53766;-31587;-629;0;0;-7623;-39839;13927;780;15;-6059;-4453;-1209;0;2991;-2227;-10162;3765;8;3773;-248;0;3525;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;42795;0;0;53733;0;0;0;53733;-51926;0;0;0;0;-51926;1807;75;0;-2577;1453;-4;0;0;-2;-1054;753;1;752;0;0;752;0
ICBC DO BRASIL BM S.A. - PRUDENCIAL;1000081830;b1;S4;I;3;SAO PAULO;SP;42795;8189;0;10201;-2346;36218;0;52261;-5143;-32932;0;0;-469;-38544;13717;379;69;-3929;-2535;-442;0;1491;-5174;-10140;3577;0;3577;-579;-18;2980;0
PORTOCRED S.A. - CFI - PRUDENCIAL;1000083560;n1;S4;I;2;PORTO ALEGRE;RS;42795;50344;0;1564;0;0;0;51908;-8015;0;0;0;-14427;-22442;29466;897;2468;-7757;-15779;-2253;0;26;-2282;-24681;4785;150;4935;-1823;-515;2596;0
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;42795;68364;1274;1635;-19921;0;0;51352;-22780;-17926;-1066;0;-8008;-49780;1572;0;1130;-4088;-5886;-1394;0;24309;-7680;6391;7963;0;7963;-3950;0;4014;0
BEXS - PRUDENCIAL;1000080862;b2;S4;C;2;SAO PAULO;SP;42795;0;0;1170;0;49914;0;51084;0;0;0;0;0;0;51084;0;0;-6247;-25654;-2376;0;244;-43;-34075;17009;0;17009;-7458;-191;9360;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;S5;I;2;FLORIANOPOLIS;SC;42795;30920;0;20044;0;0;0;50964;-25484;0;0;0;-1849;-27333;23631;3614;360;-5474;-8109;-66;0;201;-295;-9769;13862;-99;13764;-114;0;13650;-3066
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;42795;33780;0;16469;0;0;0;50249;-17924;-6902;0;0;-4514;-29340;20909;6543;2443;-9376;-8102;-205;0;851;-4241;-12087;8821;-33;8789;-455;0;8333;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;S4;I;2;ERECHIM;RS;42795;35845;0;13729;0;0;1;49575;-17033;-4332;0;0;-4895;-26260;23315;8051;2010;-10889;-7062;-223;0;1450;-4631;-11293;12022;33;12056;-921;0;11135;0
BCO GUANABARA S.A. - PRUDENCIAL;1000081672;b1;S4;I;2;RIO DE JANEIRO;RJ;42795;22763;0;26639;12;0;0;49414;-31333;-645;0;0;-2398;-34376;15038;228;1180;-3067;-2689;-810;0;21;-164;-5301;9736;30;9766;-1317;-613;7837;-1882
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;S4;I;3;SAO PAULO;SP;42795;0;0;43291;-1574;7665;0;49382;-29276;-136;0;0;0;-29413;19969;13044;0;-23904;-4435;-1874;0;13979;-7926;-11115;8854;0;8854;-3770;-557;4527;0
SOROCRED CFI S.A. - PRUDENCIAL;1000083539;n1;S4;C;2;BARUERI;SP;42795;42745;0;6078;0;0;0;48824;-11303;0;0;0;-24976;-36279;12545;5885;10057;-1833;-19857;-3000;0;2403;-2136;-8481;4064;-272;3792;312;-158;3946;-868
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;42795;330;0;47776;0;0;0;48106;-46757;0;0;0;41;-46717;1389;1;0;-5038;-2560;0;1748;8573;-517;2207;3595;1;3596;0;0;3596;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;S4;I;2;CRUZ ALTA;RS;42795;35086;0;12785;0;0;3;47874;-11259;-6761;0;0;-7687;-25707;22167;4616;1390;-6544;-2653;-130;0;1343;-3863;-5841;16325;222;16548;-642;0;15906;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;42795;28857;0;18572;0;0;0;47429;-12173;-7952;0;0;-2308;-22434;24995;7465;1745;-7983;-5695;-214;0;2562;-4506;-6626;18369;35;18404;-672;0;17731;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;S4;I;2;SANTA MARIA;RS;42795;32273;0;14551;0;0;0;46824;-13947;-5510;0;0;-6643;-26100;20723;5794;2326;-10470;-6333;-186;0;1799;-4649;-11720;9004;-46;8958;-643;0;8314;0
LEASEPLAN AM S.A. - PRUDENCIAL;1000082963;n1;S4;I;3;BARUERI;SP;42795;0;46466;76;0;0;0;46542;0;-7647;-24070;0;0;-31716;14826;940;0;-4366;-1813;-841;0;586;-318;-5811;9015;0;9015;-2914;0;6101;0
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;42795;12216;0;52368;-18104;0;0;46480;-39756;-9223;0;-11008;-35780;-95767;-49288;6375;0;-10201;-3361;-676;0;42250;-1866;32522;-16766;0;-16766;8155;0;-8610;0
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;42795;39106;512;5600;0;0;0;45218;-2633;-17646;-568;0;-13951;-34798;10420;22786;541;-8434;-21649;-1085;846;148;-802;-7648;2772;92;2864;-788;-375;1701;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;42795;34821;0;10195;0;0;0;45016;-9275;-2846;0;0;-4836;-16956;28060;6273;2667;-9700;-9387;-183;0;1322;-7253;-16261;11799;118;11917;-411;0;11506;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;S5;I;2;VENDA NOVA DO IMIGRANTE;ES;42795;33595;0;11023;0;0;0;44617;-15905;-1860;0;0;-8596;-26360;18257;3190;2448;-5778;-6501;-189;0;1784;-669;-5714;12542;14;12556;0;-619;11937;-3499
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;S5;I;2;MARINGA;PR;42795;31523;0;12364;0;0;0;43888;-17296;-892;0;0;-8022;-26210;17678;4004;3291;-8315;-7536;-150;0;1170;-2472;-10007;7671;-410;7261;-216;0;7045;-2399
CAIXA GERAL - PRUDENCIAL;1000080927;b1;S4;C;3;SAO PAULO;SP;42795;16164;0;49136;-21625;0;0;43676;-25754;-7113;0;-111;-12075;-45053;-1377;2486;8;-7048;-7907;-840;0;22764;-3488;5974;4597;0;4597;-23;0;4574;0
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;S4;I;2;LONDRINA;PR;42795;183;0;43184;0;0;0;43367;-42378;-183;0;0;0;-42561;806;49;0;-1551;-1215;-8;0;1925;-7;-806;0;0;0;0;0;0;0
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;42795;25160;0;16176;894;116;0;42346;-41328;0;0;0;-12922;-54249;-11904;457;2;-5468;-7641;-185;-29;2410;-327;-10782;-22685;10804;-11881;5321;0;-6560;0
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;S4;I;3;SAO PAULO;SP;42795;36323;0;5428;0;0;0;41751;-26687;0;0;0;-1148;-27836;13916;0;0;-451;-4483;-713;0;1019;-4798;-9427;4489;0;4489;-424;0;4065;0
