cat;Categoria;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;set/12;12.157.747;93.223;1.087.090;1.811.655;1.685.021;347.543;106.752;2.756;5.134.040;7.193;180.323;470.808;753.353;224.809;85.668;622;1.722.774;30.657;637.678;815.050;4.660;1.949;297;395.867;1.886.156;47.713;1.840.155;163.881;495;4;1;15;2.052.264;0;0;0;0;0;0;0;0;57.588;244.050;376.898;195.990;45.328;20.259;14.897;955.010;3.184;43.262;42.421;41.810;11.805;484;0;142.967;819;102.965;126.293;30.730;2.328;1.403;0;264.537;0;0;0;0;0;0;0;0;
b3S%;b3S - Cooperativa de Crédito Singulares;set/12;0,87%;1,29%;1,13%;1,95%;1,87%;1,80%;2,30%;3,29%;1,66%;0,59%;0,99%;1,94%;2,34%;1,31%;0,97%;0,07%;1,68%;0,84%;1,63%;6,20%;0,93%;0,91%;0,45%;90,28%;3,30%;3,00%;4,00%;1,46%;0,02%;0,00%;0,00%;1,42%;3,35%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,87%;1,60%;2,23%;1,43%;1,03%;1,82%;34,25%;1,75%;0,26%;0,15%;0,06%;0,03%;0,02%;0,00%;0,00%;0,03%;0,55%;1,12%;0,53%;0,20%;0,09%;0,03%;0,00%;0,47%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b3C;b3C - Central e Confederação de Cooperativas de Crédito;set/12;665.298;23;294.379;159.445;60.833;21.678;518;0;536.876;0;256;727;136;0;0;0;1.119;0;13.524;21.990;0;0;0;0;35.513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494;24.773;31.613;4.000;0;0;164;61.046;0;9.834;11.469;234;9.177;29;0;30.743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;set/12;0,05%;0,00%;0,31%;0,17%;0,07%;0,11%;0,01%;0,00%;0,17%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,17%;0,00%;0,00%;0,00%;0,00%;0,06%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,02%;0,16%;0,19%;0,03%;0,00%;0,00%;0,38%;0,11%;0,00%;0,03%;0,02%;0,00%;0,01%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b4;b4 - Banco de Desenvolvimento;set/12;241.371.765;1.931;35.245;105.373;115.588;16.935;0;0;275.071;25.739;30.553;85.922;205.103;138.672;96.181;0;582.169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;883;1.539;0;0;2.421;991;5.452;9.190;47.367;25.597;49.837;0;138.434;336.303;9.169.841;22.643.738;52.753.989;41.375.901;90.702.171;20.968.230;237.950.173;6.403;76.072;308.243;705.809;559.531;767.372;65;2.423.496;0;0;0;0;0;0;0;0;
b4%;b4 - Banco de Desenvolvimento;set/12;17,20%;0,03%;0,04%;0,11%;0,13%;0,09%;0,00%;0,00%;0,09%;2,10%;0,17%;0,35%;0,64%;0,81%;1,09%;0,00%;0,57%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,02%;0,00%;0,00%;0,00%;0,03%;0,04%;0,05%;0,35%;0,58%;4,48%;0,00%;0,25%;27,68%;30,82%;31,37%;40,75%;59,27%;76,47%;76,77%;53,07%;4,27%;0,83%;1,29%;4,63%;21,48%;15,98%;0,15%;4,33%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
n1;n1 - Não Bancário de Crédito;set/12;6.638.194;44.901;239.880;261.410;152.341;6.879;132;0;705.542;19.655;600.948;880.424;1.506.820;534.919;143.632;64.323;3.750.721;14;3.091;8;3;0;0;0;3.117;8.606;68.469;28.250;12.338;26;0;0;117.689;0;0;0;0;0;0;0;0;2.019;12.140;25.118;18.574;2.314;1.878;0;62.043;17.323;99.388;244.662;555.333;342.300;392.065;10.242;1.661.312;1.311;5.593;8.206;21.298;19.065;108.154;0;163.626;34;29;173.872;179;31;0;0;174.145;
n1%;n1 - Não Bancário de Crédito;set/12;0,47%;0,62%;0,25%;0,28%;0,17%;0,04%;0,00%;0,00%;0,23%;1,60%;3,31%;3,62%;4,69%;3,11%;1,63%;7,17%;3,65%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,54%;0,15%;0,25%;0,55%;0,02%;0,00%;0,00%;0,19%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,07%;0,08%;0,15%;0,14%;0,05%;0,17%;0,00%;0,11%;1,43%;0,33%;0,34%;0,43%;0,49%;0,33%;0,04%;0,37%;0,87%;0,06%;0,03%;0,14%;0,73%;2,25%;0,00%;0,29%;0,08%;0,00%;2,17%;0,00%;0,00%;0,00%;0,00%;0,48%;
n2;n2 - Não Bancário de Mercado de Capitais;set/12;928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;921;0;0;0;0;7;928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
n2%;n2 - Não Bancário de Mercado de Capitais;set/12;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,02%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
n4;C - Conglomerado;set/12;985.386.609;5.380.871;60.162.461;85.971.294;80.452.986;14.923.791;4.309.693;5.503;251.206.600;705.747;11.698.639;18.875.034;26.391.860;15.322.361;8.050.632;829.472;81.873.746;3.081.246;36.358.809;8.555.489;443.886;171.479;62.207;42.621;48.715.738;1.438.158;41.494.462;9.188.568;2.148.142;106.009;65.922;1.023;54.442.284;752.145;23.993.585;36.141.661;8.102.302;3.589.934;2.462.487;20.894;75.063.007;2.804.198;12.781.393;11.586.376;12.432.984;3.764.111;917.785;21.814;44.308.661;523.230;15.042.684;41.324.547;62.538.575;21.325.496;14.800.441;2.347.241;157.902.215;98.615;8.874.559;22.971.934;14.283.981;1.936.074;3.763.371;41.335;51.969.868;15.295;1.528.810;6.993.790;13.184.939;4.041.659;3.478.318;29.940;29.272.750;
n4%;C - Conglomerado;set/12;70,21%;74,34%;62,78%;92,50%;89,22%;77,49%;92,89%;6,57%;80,99%;57,45%;64,47%;77,63%;82,11%;89,04%;91,62%;92,46%;79,71%;84,01%;93,08%;65,08%;88,65%;79,75%;94,64%;9,72%;85,33%;90,54%;90,26%;81,60%;95,01%;99,63%;100,00%;98,58%;88,87%;94,17%;92,90%;92,98%;93,34%;54,49%;40,68%;100,00%;86,44%;91,12%;83,62%;68,62%;90,70%;85,52%;82,45%;50,15%;81,28%;43,06%;50,56%;57,25%;48,31%;30,55%;12,48%;8,59%;35,22%;65,81%;96,71%;95,85%;93,63%;74,33%;78,37%;98,29%;92,81%;37,10%;76,11%;87,43%;73,56%;93,51%;97,39%;73,55%;81,52%;
C;I - Instituição independente;set/12;418.189.478;1.857.177;35.666.186;6.972.686;9.718.512;4.336.250;329.819;78.197;58.958.828;522.709;6.447.030;5.438.870;5.748.483;1.885.202;736.628;67.671;20.846.593;586.319;2.701.267;4.591.088;56.818;43.552;3.521;395.867;8.378.432;150.312;4.480.220;2.071.450;112.940;398;1;15;6.815.336;46.587;1.832.733;2.729.434;577.981;2.998.807;3.591.115;0;11.776.658;273.274;2.503.300;5.298.618;1.275.336;637.318;195.423;21.682;10.204.950;691.761;14.708.633;30.859.574;66.907.547;48.483.725;103.811.619;24.964.983;290.427.841;51.226;301.881;994.693;972.555;668.591;1.038.570;719;4.028.236;25.926;479.833;1.005.939;4.738.023;280.569;93.180;10.767;6.634.239;
C%;I - Instituição independente;set/12;29,79%;25,66%;37,22%;7,50%;10,78%;22,51%;7,11%;93,43%;19,01%;42,55%;35,53%;22,37%;17,89%;10,96%;8,38%;7,54%;20,29%;15,99%;6,92%;34,92%;11,35%;20,25%;5,36%;90,28%;14,67%;9,46%;9,74%;18,40%;4,99%;0,37%;0,00%;1,42%;11,13%;5,83%;7,10%;7,02%;6,66%;45,51%;59,32%;0,00%;13,56%;8,88%;16,38%;31,38%;9,30%;14,48%;17,55%;49,85%;18,72%;56,94%;49,44%;42,75%;51,69%;69,45%;87,52%;91,41%;64,78%;34,19%;3,29%;4,15%;6,37%;25,67%;21,63%;1,71%;7,19%;62,90%;23,89%;12,57%;26,44%;6,49%;2,61%;26,45%;18,48%;
I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
