Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/03/2016;2879533;1127807;618779;987275;145666;6;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/03/2016;2700784;18503;145939;200111;2336138;94;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/03/2016;2177015;89666;162794;1079147;845408;0;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/03/2016;2011779;5;33647;351383;1626744;0;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/03/2016;1908438;310353;249244;249951;1098837;52;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/03/2016;1866596;67974;21489;453260;1323872;0;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/03/2016;1802760;19888;29489;318947;1434433;4;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/03/2016;1612799;195741;379079;903074;134906;0;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/03/2016;1611198;105286;115859;1074173;315879;0;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/03/2016;1601076;81601;281925;956171;281164;215;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/03/2016;1595241;105716;512838;899827;76587;273;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/03/2016;1402817;50713;0;99007;1253097;0;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/03/2016;1357293;0;1769;189683;1165841;0;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/03/2016;1264799;127463;91201;501041;522149;1;22944
BANCO RODOBENS S.A.;33603457;b1;I;2;;8;SAO PAULO;SP;01/03/2016;1264268;104134;369636;737191;53304;3;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/03/2016;1251495;181;12288;290323;926159;0;22545
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/03/2016;1231366;22365;75699;545254;588045;2;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/03/2016;1228225;301;10974;331291;885659;1;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/03/2016;1164926;5208;147017;864395;145742;2563;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/03/2016;1108646;30525;174646;660732;242720;23;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/03/2016;1100586;146052;87809;655478;211246;1;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/03/2016;1047105;274460;60909;669766;41851;119;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;;8;SAO PAULO;SP;01/03/2016;1046967;0;0;210897;836070;0;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/03/2016;942183;2151;3042;825799;111191;0;0
MIZUHO;51554;b1;I;3;;199;SAO PAULO;SP;01/03/2016;908213;0;2449;301600;525410;0;78754
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/03/2016;896914;56075;27568;565717;247353;202;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/03/2016;862998;52768;150504;640423;19303;0;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/03/2016;800939;90748;24892;309403;375896;0;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;;8;SAO PAULO;SP;01/03/2016;729889;0;22142;99289;608458;0;0
MODAL;51963;b1;C;2;;199;RIO DE JANEIRO;RJ;01/03/2016;715183;312861;71441;223750;107131;0;0
HAITONG;51482;b2;C;3;;198;SAO PAULO;SP;01/03/2016;713571;9003;109387;156859;365365;0;72958
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/03/2016;708477;20697;99315;362022;226443;0;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/03/2016;682135;119980;191615;365064;5475;1;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/03/2016;679084;16423;61443;519485;81731;2;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/03/2016;615299;0;0;544107;71191;1;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/03/2016;547309;191826;257018;98023;38;404;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;;8;SAO PAULO;SP;01/03/2016;529042;0;0;0;529042;0;0
PARANÁ BANCO;30881;b1;C;2;;199;CURITIBA;PR;01/03/2016;518803;7170;64338;286772;160150;373;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/03/2016;512641;16156;80007;286725;129728;25;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/03/2016;512410;15239;91337;240662;165172;0;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;;14;SAO PAULO;SP;01/03/2016;491624;21711;89363;367920;12630;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/03/2016;469736;29309;72272;358540;9326;289;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/03/2016;446299;20949;56626;342527;26197;0;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;;9;LONDRINA;PR;01/03/2016;441383;9936;72527;286377;72511;33;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/03/2016;428032;13078;109424;295995;9527;9;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/03/2016;425882;39408;111855;267394;7156;69;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/03/2016;414097;0;364120;38252;11715;9;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/03/2016;412327;27252;66777;245018;73238;42;0
BANCO RANDON S.A.;11476673;b2;I;2;;8;CAXIAS DO SUL;RS;01/03/2016;392618;3900;31809;300585;56318;6;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/03/2016;363431;45756;89116;209854;18627;78;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/03/2016;362342;32784;48118;262059;19355;26;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/03/2016;361814;8445;45763;277236;30343;26;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;01/03/2016;359442;14668;19797;243495;81481;0;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/03/2016;356416;23831;50045;247624;34886;30;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/03/2016;353593;31512;56053;107124;158421;484;0
SOCOPA;50328;b1;C;2;;199;SAO PAULO;SP;01/03/2016;350509;62873;11034;147367;129234;1;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/03/2016;348572;33571;30511;247773;36696;21;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/03/2016;337468;71815;85200;84589;95611;253;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/03/2016;336234;53492;96330;114041;72057;315;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;01/03/2016;322999;91014;134509;84860;12554;62;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/03/2016;317470;25866;90643;166027;34718;216;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5582619;b3S;I;2;;9;LONDRINA;PR;01/03/2016;305824;15339;72963;183208;34241;72;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/03/2016;289897;7346;31730;247280;3523;19;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;I;2;;9;PORTO ALEGRE;RS;01/03/2016;289641;1;873;5272;283494;0;0
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;01/03/2016;287883;46871;33809;121073;86131;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/03/2016;285377;32228;85786;164291;3026;45;0
BRICKELL S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12865507;n1;I;2;;14;SAO PAULO;SP;01/03/2016;285055;8437;18921;145502;112196;0;0
MÁXIMA;50201;b1;C;2;;199;RIO DE JANEIRO;RJ;01/03/2016;279843;23006;84320;167399;5118;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74114042;b3S;I;2;;9;ITAJAI;SC;01/03/2016;278967;18500;65461;194967;0;39;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/03/2016;278681;61537;72543;99481;45011;110;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/03/2016;277381;32491;77981;151712;15161;35;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/03/2016;258411;27116;44917;75915;110300;163;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/03/2016;247112;45475;67924;114191;19467;55;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;;8;SAO PAULO;SP;01/03/2016;231238;51880;9689;83932;85738;0;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/03/2016;229190;227196;858;130;0;1006;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/03/2016;225406;36778;61109;68569;58932;18;0
BANCO RIBEIRAO PRETO S.A.;517645;b1;I;2;;8;RIBEIRAO PRETO;SP;01/03/2016;220445;1924;34078;114404;70038;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;01/03/2016;218237;29948;67820;120424;0;44;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/03/2016;215928;128182;83814;3279;630;22;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/03/2016;214927;42532;53076;72808;46415;97;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/03/2016;205791;21627;22585;43343;118140;96;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE CURITIBA E CAMPOS GERAIS - SICOOB SUL;5888589;b3S;I;2;;9;CURITIBA;PR;01/03/2016;201618;10699;65115;125124;623;57;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/03/2016;201337;33983;49987;63477;53793;97;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SICOOB ECOCREDI;11565109;b3S;I;2;;9;TRES COROAS;RS;01/03/2016;199181;8960;51767;138021;418;14;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/03/2016;190842;15486;24343;136779;14193;40;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/03/2016;189599;13326;83471;92780;0;22;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DOS VALES DO ITAJAÍ E ITAPOCÚ, DO LITORAL DE SANTA CATARINA E LITORAL SUL DO PARANÁ - SICOOB BLUCREDI SUL;3960819;b3S;I;2;;9;GUARATUBA;PR;01/03/2016;186411;38322;69300;73585;5149;56;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;;9;VILHENA;RO;01/03/2016;183148;15727;72075;95317;5;24;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36900256;b3S;I;2;;9;CUIABA;MT;01/03/2016;182950;5856;47732;129353;0;10;0
SANTINVEST;50816;n1;C;2;;197;FLORIANOPOLIS;SC;01/03/2016;182528;10848;41904;122761;7015;1;0
BPN BRASIL BANCO MÚLTIPLO S.A.;61033106;b1;I;3;;8;SAO PAULO;SP;01/03/2016;180029;1361;19504;106869;52295;0;0
COOPERATIVA DE CRÉDITO E DE INVESTIMENTO DE LIVRE ADMISSÃO FRONTEIRAS DO IGUAÇU E SUDESTE PAULISTA - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;;9;CAPANEMA;PR;01/03/2016;175882;31123;48868;57785;38000;106;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;I;3;;19;BARUERI;SP;01/03/2016;174421;198;7076;61011;106135;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;I;2;;9;GOIANIA;GO;01/03/2016;168485;3956;20095;142713;1711;10;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, EMPRESÁRIOS E PROFESSORES DO OESTE E SERRA LTDA - UNICRED OESTE E SERRA;1039011;b3S;I;2;;9;CHAPECO;SC;01/03/2016;167578;17062;72625;71395;6481;15;0
FATOR;50122;b1;C;2;;199;SAO PAULO;SP;01/03/2016;167416;24682;53629;19007;70098;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA – UNICRED BLUMENAU;73443863;b3S;I;2;;9;BLUMENAU;SC;01/03/2016;165078;4349;47404;103093;10212;20;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;01/03/2016;164199;32609;44700;51221;35467;202;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE CAMPINAS E REGIÃO LTDA. - UNICRED CAMPINAS;71884498;b3S;I;2;;9;CAMPINAS;SP;01/03/2016;164124;9173;35301;119646;0;4;0
BANCO KEB HANA DO BRASIL S.A.;2318507;b1;I;3;;2;SAO PAULO;SP;01/03/2016;160040;55469;0;96058;8514;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;I;2;;9;CAXIAS DO SUL;RS;01/03/2016;159908;6458;29759;121278;2400;13;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/03/2016;159885;37568;32591;39299;50383;44;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;;8;SAO PAULO;SP;01/03/2016;159821;0;1371;0;158450;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO BRANCO - SICREDI OURO BRANCO RS;87853206;b3S;I;2;;9;TEUTONIA;RS;01/03/2016;158720;37235;30235;38546;52637;66;0
AGENCIA DE FOMENTO DO ESTADO DO RIO DE JANEIRO S.A.;5940203;n1;I;1;;30;RIO DE JANEIRO;RJ;01/03/2016;156914;2380;25156;95981;33389;7;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/03/2016;153782;21342;25052;60751;46480;158;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;;9;ENCANTADO;RS;01/03/2016;150445;26021;38720;38783;46867;54;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;b3S;I;2;;9;CASCAVEL;PR;01/03/2016;145400;22523;49996;66521;6340;20;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;2;;9;TANGARA DA SERRA;MT;01/03/2016;142399;13448;27811;47541;53512;85;0
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;01/03/2016;142127;5005;14293;80619;42187;24;0
NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;74828799;b1;I;3;;8;PORTO ALEGRE;RS;01/03/2016;141328;94599;29210;17515;0;5;0
BANCO BONSUCESSO S.A.;71027866;b1;I;2;;8;BELO HORIZONTE;MG;01/03/2016;140158;6172;4300;113649;15564;472;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/03/2016;139436;44469;34003;60914;5;45;0
COOPERATIVA DE CRÉDITO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;I;2;;9;LAJEADO;RS;01/03/2016;138628;14518;30061;63151;30853;44;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94433109;b3S;I;2;;9;PORTO ALEGRE;RS;01/03/2016;138308;6842;34314;91867;5280;5;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;;9;PONTA GROSSA;PR;01/03/2016;132394;24678;29260;43803;34516;137;0
