Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Indisponível;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;dez/19;12.124.055;437.179;1.415.723;5.590.859;4.679.884;410;0;0
VOTORANTIM;51011;b1;C;2;S2;199;SAO PAULO;SP;dez/19;12.108.141;1.132.182;104.297;412.208;9.180.349;15.112;0;1.263.994
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;dez/19;10.289.167;94.591;772.526;4.048.372;4.889.400;484.278;0;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;dez/19;10.239.098;638.829;2.024.964;5.737.868;1.837.435;0;1;0
BANRISUL;30173;b1;C;1;S2;199;PORTO ALEGRE;RS;dez/19;8.825.103;310.039;1.350.225;3.066.726;3.787.051;193.112;38;117.912
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;S3;8;SAO PAULO;SP;dez/19;8.130.029;27.454;135.554;1.391.505;6.575.516;0;0;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;dez/19;7.935.662;18.777;152.877;1.279.737;3.035.275;0;0;3.448.996
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;dez/19;7.210.100;0;136.720;816.480;6.256.901;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;dez/19;5.739.574;1.859.410;41.170;2.684.357;1.154.636;0;1;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;dez/19;5.563.407;514.868;365.613;1.780.996;2.569.870;332.057;2;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;dez/19;4.903.447;325.626;1.140.670;2.554.180;603.716;279.255;0;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;dez/19;4.827.221;460.089;865.542;2.956.664;519.375;25.551;0;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;dez/19;4.312.915;245.995;449.038;1.159.574;1.963.899;494.409;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;dez/19;4.259.349;87.298;295.083;1.882.794;1.917.945;76.229;0;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;dez/19;4.184.085;2.138.029;248.205;810.626;727.258;151.098;510;108.359
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;dez/19;4.070.367;0;101.896;1.389.139;1.357.889;0;0;1.221.442
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;dez/19;3.985.050;34.705;0;482.293;2.841.370;626.681;0;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;dez/19;3.955.858;42.235;21.087;340.891;3.408.076;83.631;1;59.937
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;dez/19;3.839.648;185.417;842.683;2.352.148;457.994;1.407;0;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;dez/19;3.481.968;3.088;54.191;229.067;2.801.023;4.028;0;390.571
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;dez/19;3.390.198;370.343;123.980;1.030.043;1.426.939;385.787;2;53.105
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;dez/19;3.339.250;833.575;241.842;2.084.274;179.560;0;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;dez/19;3.230.867;7.515;92.025;707.232;1.921.917;301.670;1;200.507
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;dez/19;2.728.948;34.146;20.432;566.462;2.107.909;0;0;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;dez/19;2.502.457;699.494;843.974;906.055;48.329;4.518;86;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;dez/19;2.264.099;0;0;34.523;2.229.576;0;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;dez/19;2.153.610;5.075;42.532;660.109;661.826;641.099;1;142.968
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;dez/19;2.075.744;305.327;13.525;142.302;1.614.591;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;dez/19;2.033.554;0;4.805;103.717;1.925.032;0;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;dez/19;2.026.118;55.833;115.605;917.978;720.139;216.563;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;dez/19;2.026.055;150.188;110.734;108.761;1.656.370;0;2;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;dez/19;1.923.482;187.388;566.673;976.915;192.505;0;2;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;dez/19;1.809.979;0;0;394.149;730.894;0;0;684.936
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;dez/19;1.711.844;76.477;190.809;741.145;603.554;99.859;0;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;dez/19;1.596.789;33.343;26.971;195.205;1.341.270;0;0;0
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;dez/19;1.589.593;117.910;195.563;865.638;282.384;128.099;0;0
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;dez/19;1.565.819;214.828;322.634;585.173;307.409;135.774;1;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;dez/19;1.547.078;76.058;341.639;833.381;293.570;2.429;1;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;dez/19;1.537.427;5.009;825;520.964;963.489;0;0;47.139
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;dez/19;1.530.013;0;3.701;82.400;1.443.913;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;dez/19;1.483.274;166.422;215.603;865.164;236.085;0;0;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;dez/19;1.435.942;17.044;267.215;1.039.999;85.288;26.365;30;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;dez/19;1.410.533;34.804;203.914;691.519;480.296;0;0;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;S4;8;SAO PAULO;SP;dez/19;1.343.663;1.010;8.293;204.823;1.116.093;13.446;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;dez/19;1.261.460;187.083;217.839;676.009;180.529;0;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;dez/19;1.243.224;56.433;242.417;808.072;136.300;0;2;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;dez/19;1.197.621;65.466;359.191;476.309;281.898;14.756;1;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;dez/19;1.170.276;76.610;46.905;615.066;431.695;0;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;dez/19;1.158.141;3.146;39.335;436.186;679.474;0;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;dez/19;1.134.129;352.284;609.587;170.114;1.420;719;6;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;dez/19;1.126.754;105.081;39.075;726.877;254.956;763;1;0
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;dez/19;1.106.456;0;603;977.168;128.684;0;0;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;dez/19;1.065.027;312.039;131.067;376.722;245.191;0;8;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;dez/19;1.061.540;296.992;179.309;576.297;6.453;2.489;0;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;dez/19;1.043.120;2.656;132.708;473.961;327.113;106.681;1;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;dez/19;1.034.119;34.791;117.783;754.678;118.801;8.064;0;0
BANCO TOPÁZIO S.A.;7679404;b1;I;3;S4;8;PORTO ALEGRE;RS;dez/19;965.849;6.160;55.822;283.714;620.153;0;0;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;dez/19;959.321;157.980;457.946;305.717;32.573;5.104;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;dez/19;955.821;179.086;405.247;324.734;46.753;0;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;dez/19;938.578;29.951;268.226;581.370;25.979;33.051;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;dez/19;935.766;147.419;335.045;416.728;36.571;0;2;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;dez/19;923.326;89.858;272.102;493.816;58.236;9.312;3;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;S4;8;SAO PAULO;SP;dez/19;906.562;0;0;105.373;801.189;0;0;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;dez/19;878.516;20.865;147.743;608.499;101.409;0;0;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;dez/19;876.191;43.241;174.427;589.268;69.255;0;0;0
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;dez/19;868.718;75.602;135.645;489.036;168.430;2;3;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;dez/19;826.145;119.698;232.355;375.037;99.055;0;0;0
GRUPO BONSUCESSO - BS2;52034;b1;C;2;S4;199;BELO HORIZONTE;MG;dez/19;797.596;50.249;90.741;133.456;508.315;14.835;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;dez/19;762.202;95.834;358.111;230.273;77.977;0;7;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;dez/19;728.169;43.287;235.874;264.321;183.171;1.514;1;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;S4;30;FLORIANOPOLIS;SC;dez/19;717.936;16.833;78.782;509.611;112.711;0;0;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;dez/19;716.162;0;0;0;716.162;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;dez/19;707.464;112.342;295.683;187.343;112.093;0;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;dez/19;702.261;96.475;308.662;264.052;33.071;0;1;0
BANCO MONEO S.A.;7441209;b2;I;2;S4;8;CAXIAS DO SUL;RS;dez/19;651.175;118.171;201.065;329.822;2.117;0;0;0
COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;dez/19;650.421;89.429;257.738;179.571;123.204;476;3;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;dez/19;642.365;94.027;265.757;227.655;54.924;0;2;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;S4;14;SAO PAULO;SP;dez/19;624.737;8.218;69.576;525.948;20.996;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;dez/19;620.093;65.530;223.652;309.427;21.480;0;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;dez/19;603.621;30.477;231.094;305.170;31.655;5.224;0;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;dez/19;596.692;92.118;205.084;238.014;54.037;7.434;4;0
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;dez/19;586.133;0;0;146.500;439.633;0;0;0
BANCO GUANABARA S.A.;31880826;b1;I;2;S4;8;RIO DE JANEIRO;RJ;dez/19;565.000;42.847;12.523;347.066;162.565;0;0;0
SOCOPA;50328;b1;C;2;S4;199;SAO PAULO;SP;dez/19;552.284;70.293;11.071;219.097;251.823;0;0;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;dez/19;544.816;18.247;109.139;379.475;37.955;0;0;0
BANCO RANDON S.A.;11476673;b2;I;2;S4;8;CAXIAS DO SUL;RS;dez/19;539.129;5.601;31.621;402.187;99.721;0;0;0
BANCO PACCAR S.A.;28517628;b2;I;3;S4;8;PONTA GROSSA;PR;dez/19;494.520;10.291;30.489;129.207;324.533;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;dez/19;493.930;56.352;203.169;164.475;69.934;0;1;0
COOPERATIVA DE CRÉDITO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;S5;9;CACHOEIRO DE ITAPEMIRIM;ES;dez/19;489.560;74.630;188.968;211.139;13.804;1.017;2;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;dez/19;485.838;49.423;100.936;330.499;4.962;17;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;dez/19;477.973;62.453;231.263;150.442;33.813;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2843443;b3S;I;2;S4;9;JOINVILLE;SC;dez/19;447.157;55.154;200.705;180.741;10.557;0;0;0
BANCO RIBEIRAO PRETO S.A.;517645;b1;I;2;S4;8;RIBEIRAO PRETO;SP;dez/19;439.564;26.699;88.656;208.341;115.868;0;0;0
COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;23522214;b1;I;3;S4;8;SAO PAULO;SP;dez/19;435.568;0;0;176.122;259.446;0;0;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;S4;8;SAO PAULO;SP;dez/19;423.595;0;0;47.280;376.315;0;0;0
COOPERATIVA DE CRÉDITO UNICRED DA GRANDE FLORIANÓPOLIS LTDA - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;S5;9;FLORIANOPOLIS;SC;dez/19;422.068;7.867;109.126;285.351;14.077;5.647;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;dez/19;415.389;87.493;146.207;176.527;5.162;0;0;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;dez/19;392.342;0;16.913;95.558;279.871;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;dez/19;391.209;62.032;145.281;151.190;32.706;0;1;0
HAITONG;51482;b2;C;3;S3;198;SAO PAULO;SP;dez/19;390.397;65.783;0;86.084;157.781;0;0;80.749
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG;91159764;b3S;I;2;S4;9;LAJEADO;RS;dez/19;384.291;38.357;132.788;192.557;20.588;0;1;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;dez/19;382.429;138.564;52.686;101.512;16.805;72.862;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;I;2;S5;9;GOIANIA;GO;dez/19;378.511;5.518;71.607;271.166;17.021;13.199;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;S4;9;ENCANTADO;RS;dez/19;373.951;67.711;126.246;118.192;61.801;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;S4;9;CAPANEMA;PR;dez/19;371.500;75.243;167.516;125.802;2.938;0;1;0
COOPERATIVA DE POUPANÇA E CRÉDITO OURO VERDE – SICOOB OURO VERDE;5582619;b3S;I;2;S5;9;LONDRINA;PR;dez/19;370.893;33.874;149.039;147.858;39.411;709;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;I;2;S5;9;CATAGUASES;MG;dez/19;368.457;26.980;87.224;236.004;18.247;0;1;0
COOPERATIVA DE CREDITO CENTRO-SERRANA DO ESPIRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;S5;9;SANTA MARIA DE JETIBA;ES;dez/19;367.848;42.037;123.476;165.797;28.394;8.141;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO ITAJAÍ E LITORAL CATARINENSE – SICREDI VALE LITORAL SC;10348181;b3S;I;2;S4;9;ITAPEMA;SC;dez/19;354.495;64.859;194.447;92.503;2.686;0;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;dez/19;351.532;55.872;153.966;115.603;25.107;982;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;dez/19;339.471;28.716;102.123;172.721;35.911;0;0;0
BANCOSEGURO S.A.;10264663;b1;I;2;S4;8;SAO PAULO;SP;dez/19;335.708;0;0;0;0;335.708;0;0
INDUSVAL;50531;b1;C;2;S4;199;SAO PAULO;SP;dez/19;334.004;5.306;64.113;96.771;167.814;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;dez/19;330.590;43.363;153.333;112.645;21.247;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;dez/19;328.766;29.520;155.867;133.437;9.939;0;3;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92796564;b3S;I;2;S4;9;PORTO ALEGRE;RS;dez/19;325.493;23.577;170.632;127.966;3.317;0;1;0
COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI;4247370;b3S;I;2;S5;9;CONCORDIA;SC;dez/19;322.090;32.925;138.620;120.132;28.839;1.574;0;0
CAIXA GERAL;51815;b1;C;3;S4;199;SAO PAULO;SP;dez/19;320.972;153;3.386;64.790;232.613;20.029;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO -  SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG;89468565;b3S;I;2;S4;9;SARANDI;RS;dez/19;319.372;38.019;121.733;155.759;3.860;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;dez/19;318.670;27.080;105.607;176.835;9.147;0;1;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;dez/19;318.592;240.724;74.843;3.005;13;0;7;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;dez/19;318.408;57.825;205.182;55.361;39;0;1;0
CHG-MERIDIAN DO BRASIL ARRENDAMENTO MERCANTIL S.A.;18539102;n1;I;3;S4;19;BARUERI;SP;dez/19;316.018;0;3.987;77.651;234.380;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO – SICREDI OURO BRANCO RS;87853206;b3S;I;2;S4;9;TEUTONIA;RS;dez/19;315.894;64.657;119.097;96.455;35.685;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;dez/19;310.742;32.105;125.266;132.657;20.714;0;1;0
COOPERATIVA DE CRÉDITO SUL - SICOOB SUL;5888589;b3S;I;2;S5;9;CURITIBA;PR;dez/19;310.427;22.147;155.126;129.291;0;3.862;2;0
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;I;2;S5;9;ARAGUARI;MG;dez/19;308.062;50.158;142.914;114.141;0;848;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA – SICREDI SUL SC;3793242;b3S;I;2;S4;9;CRICIUMA;SC;dez/19;305.221;28.215;129.945;143.034;4.026;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALIANÇA RS/SC - SICREDI ALIANÇA RS/SC;87795639;b3S;I;2;S4;9;MARAU;RS;dez/19;304.040;53.078;129.648;121.314;0;0;0;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;I;2;S5;9;CACHOEIRO DE ITAPEMIRIM;ES;dez/19;302.981;42.930;130.765;122.343;0;6.942;1;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94433109;b3S;I;2;S5;9;PORTO ALEGRE;RS;dez/19;283.530;11.333;38.618;166.195;66.666;718;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ENCOSTA SUPERIOR DO NORDESTE RS – SICREDI NORDESTE RS;95213211;b3S;I;2;S4;9;ROLANTE;RS;dez/19;276.542;39.804;139.175;94.263;3.300;0;0;0
