cat;Categoria;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;set/13;15.888.859;115.281;1.428.453;2.594.036;2.595.018;594.899;184.510;558;7.512.755;10.475;226.576;595.950;938.305;293.537;143.332;3.544;2.211.719;38.636;737.274;1.017.023;10.579;1.139;145;486.200;2.290.996;47.870;2.258.834;224.646;1.966;105;1;1;2.533.422;0;0;0;0;0;0;0;0;36.726;213.401;264.827;159.081;50.073;173.638;12.626;910.371;2.134;35.397;17.912;17.485;2.130;413;11;75.482;178;94.079;190.035;64.738;3.593;1.491;0;354.114;0;0;0;0;0;0;0;0
b3S%;b3S - Cooperativa de Crédito Singulares;set/13;0,98%;1,32%;1,99%;2,36%;2,24%;2,43%;3,15%;0,28%;2,23%;0,73%;1,55%;2,60%;2,95%;2,15%;0,65%;0,10%;2,01%;1,09%;1,97%;7,33%;0,89%;0,45%;0,19%;77,67%;4,03%;3,20%;4,04%;1,34%;0,09%;0,06%;0,00%;0,05%;3,31%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,16%;1,56%;1,90%;1,23%;1,09%;4,70%;7,15%;1,74%;0,19%;0,12%;0,02%;0,01%;0,00%;0,00%;0,00%;0,01%;0,11%;0,82%;0,56%;0,37%;0,09%;0,02%;0,00%;0,47%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;set/13;992.167;0;465.676;283.745;88.149;27.021;304;0;864.895;0;101;439;119;0;0;0;659;0;15.126;53.544;0;0;0;27;68.696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;7.074;6.962;2.805;0;0;164;17.033;0;2.150;12.010;11.455;126;0;0;25.741;0;0;11.241;1.891;1.951;59;0;15.142;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;set/13;0,06%;0,00%;0,65%;0,26%;0,08%;0,11%;0,01%;0,00%;0,26%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,04%;0,39%;0,00%;0,00%;0,00%;0,00%;0,12%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,05%;0,05%;0,02%;0,00%;0,00%;0,09%;0,03%;0,00%;0,01%;0,02%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,01%;0,05%;0,00%;0,00%;0,02%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;set/13;278.056.477;6.414;112.174;214.082;362.258;49.973;108.007;0;852.909;6.498;27.542;78.179;198.660;159.728;116.540;0;587.147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;1.870;857;0;0;2.819;4.788;6.885;14.226;43.469;38.962;54.744;0;163.074;86.323;10.346.595;25.850.767;61.055.314;53.684.066;106.635.938;16.064.062;273.723.064;4.394;89.356;344.567;781.801;608.408;898.939;0;2.727.466;0;0;0;0;0;0;0;0
b4%;b4 - Banco de Desenvolvimento;set/13;17,20%;0,07%;0,16%;0,19%;0,31%;0,20%;1,84%;0,00%;0,25%;0,46%;0,19%;0,34%;0,63%;1,17%;0,53%;0,00%;0,53%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,01%;0,00%;0,00%;0,00%;0,15%;0,05%;0,10%;0,34%;0,85%;1,48%;0,00%;0,31%;7,54%;34,40%;33,86%;39,23%;58,56%;71,89%;56,83%;51,50%;2,78%;0,78%;1,01%;4,50%;14,91%;10,88%;0,00%;3,61%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n1;n1 - Não Bancário de Crédito;set/13;8.080.200;52.882;203.170;333.491;224.860;21.795;911;0;837.110;22.164;738.281;989.052;1.661.421;476.903;181.421;5.210;4.074.452;14;469;7.115;0;0;0;0;7.598;8.908;62.572;28.637;10.563;35;1;0;110.718;0;0;0;0;0;0;0;0;2.679;11.842;18.929;17.456;1.977;637;0;53.519;9.192;107.503;410.237;955.268;504.788;632.469;7.192;2.626.649;1.105;5.373;11.736;40.260;46.414;127.861;0;232.747;15;45;89.015;48.210;102;20;0;137.407
n1%;n1 - Não Bancário de Crédito;set/13;0,50%;0,61%;0,28%;0,30%;0,19%;0,09%;0,02%;0,00%;0,25%;1,55%;5,06%;4,32%;5,23%;3,49%;0,82%;0,15%;3,70%;0,00%;0,00%;0,05%;0,00%;0,00%;0,00%;0,00%;0,01%;0,60%;0,11%;0,17%;0,49%;0,02%;0,00%;0,00%;0,14%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,08%;0,09%;0,14%;0,13%;0,04%;0,02%;0,00%;0,10%;0,80%;0,36%;0,54%;0,61%;0,55%;0,43%;0,03%;0,49%;0,70%;0,05%;0,03%;0,23%;1,14%;1,55%;0,00%;0,31%;0,01%;0,00%;0,89%;0,23%;0,00%;0,00%;0,00%;0,31%
n2;n2 - Não Bancário de Mercado de Capitais;set/13;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;79;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n2%;n2 - Não Bancário de Mercado de Capitais;set/13;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,04%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
C;C - Conglomerado;set/13;1.105.535.638;5.638.872;57.223.616;87.558.958;83.490.661;18.284.759;4.471.750;83.400;256.752.016;702.301;11.186.670;16.944.388;24.715.804;11.435.058;21.290.762;3.537.162;89.812.144;2.672.006;34.445.478;8.250.218;1.115.570;211.787;75.421;139.769;46.910.250;1.304.987;47.862.404;11.947.409;1.925.876;181.533;113.473;2.549;63.338.233;512.743;22.929.665;35.364.928;19.593.637;4.550.935;2.093.879;42.012;85.087.799;2.746.583;11.207.144;11.610.414;11.813.345;3.977.869;3.217.208;82.435;44.654.997;596.067;15.288.216;40.043.762;76.013.620;27.789.967;22.122.658;5.309.486;187.163.777;85.602;10.446.784;29.061.927;15.932.909;3.261.719;7.007.359;46.443;65.842.743;91.263;1.662.820;8.589.562;17.273.003;5.213.741;5.058.155;73.772;37.962.316
C%;C - Conglomerado;set/13;68,38%;64,70%;79,67%;79,63%;72,16%;74,74%;76,37%;41,39%;76,25%;49,20%;76,61%;74,01%;77,80%;83,68%;95,93%;99,71%;81,57%;75,57%;92,23%;59,46%;93,36%;83,60%;99,81%;22,33%;82,43%;87,31%;85,68%;71,17%;89,64%;99,86%;99,75%;99,95%;82,70%;90,56%;93,04%;90,78%;92,98%;57,94%;23,82%;100,00%;83,48%;86,99%;82,07%;83,28%;91,21%;86,31%;87,16%;46,71%;85,58%;52,06%;50,83%;52,46%;48,84%;30,31%;14,91%;18,78%;35,22%;54,22%;91,51%;85,06%;91,80%;79,92%;84,80%;98,98%;87,22%;80,96%;58,16%;85,79%;81,36%;94,12%;97,33%;85,48%;84,29%
I;I - Instituição independente;set/13;511.322.389;3.075.918;14.603.752;22.404.155;32.218.037;6.179.647;1.383.957;118.118;79.983.583;725.180;3.415.015;5.950.993;7.053.961;2.229.502;902.232;10.172;20.287.054;863.586;2.903.212;5.624.541;79.398;41.538;145;486.226;9.998.646;189.653;8.000.128;4.839.063;222.533;259;284;1;13.251.922;53.436;1.714.263;3.589.799;1.478.715;3.304.123;6.697.142;0;16.837.479;410.629;2.447.756;2.331.265;1.137.916;631.157;474.079;94.033;7.526.835;548.788;14.791.791;36.292.810;79.616.977;63.884.296;126.212.354;22.955.365;344.302.381;72.277;968.809;5.103.935;1.423.922;819.493;1.256.173;478;9.645.088;21.463;1.196.254;1.422.828;3.956.228;325.572;138.637;12.534;7.073.515
I%;I - Instituição independente;set/13;31,62%;35,30%;20,33%;20,37%;27,84%;25,26%;23,63%;58,61%;23,75%;50,80%;23,39%;25,99%;22,20%;16,32%;4,07%;0,29%;18,43%;24,43%;7,77%;40,54%;6,64%;16,40%;0,19%;77,67%;17,57%;12,69%;14,32%;28,83%;10,36%;0,14%;0,25%;0,05%;17,30%;9,44%;6,96%;9,22%;7,02%;42,06%;76,18%;0,00%;16,52%;13,01%;17,93%;16,72%;8,79%;13,69%;12,84%;53,29%;14,42%;47,94%;49,17%;47,54%;51,16%;69,69%;85,09%;81,22%;64,78%;45,78%;8,49%;14,94%;8,20%;20,08%;15,20%;1,02%;12,78%;19,04%;41,84%;14,21%;18,64%;5,88%;2,67%;14,52%;15,71%
