cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b4;b4 - Banco de Desenvolvimento;set/13;3.435.793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.446;124.916;320.348;807.527;732.367;1.355.842;0;3.353.446;406;4.390;11.715;26.432;18.998;20.404;0;82.347;0
b4%;b4 - Banco de Desenvolvimento;set/13;0,28%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,71%;0,67%;0,68%;2,24%;3,58%;6,57%;0,00%;2,31%;0,01%;0,02%;0,06%;0,16%;0,35%;1,29%;0,00%;0,10%;0,00%
n1;n1 - Não Bancário de Crédito;set/13;12.746.312;9.868;51.163;119.919;142.334;52.415;7.631;0;383.331;651.259;1.422.171;1.013.971;100.454;2.012;203;0;3.190.071;58.043;260.240;584.950;697.339;70.381;2.435;0;1.673.388;6.670;83.623;117.900;219.648;150.682;371.633;70.503;1.020.660;561.762;3.036.397;1.112.240;12.744;1;0;0;4.723.144;5.154;62.268;93.949;277.884;245.702;422.909;0;1.107.866;162.949;210.847;195.460;47.927;12.719;17.267;613;647.784;69
n1%;n1 - Não Bancário de Crédito;set/13;1,04%;0,14%;0,24%;0,24%;0,16%;0,14%;0,09%;0,00%;0,18%;11,07%;7,34%;3,12%;0,30%;0,03%;0,01%;0,00%;3,16%;1,19%;0,97%;0,90%;0,75%;0,58%;4,97%;0,00%;0,83%;0,44%;0,76%;0,42%;0,31%;0,24%;0,31%;0,29%;0,32%;4,37%;3,28%;4,30%;0,94%;0,00%;0,00%;0,00%;3,56%;0,29%;0,34%;0,20%;0,77%;1,20%;2,05%;0,00%;0,76%;2,37%;0,74%;0,97%;0,29%;0,24%;1,09%;0,09%;0,81%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;set/13;13.453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.047;0;0;0;0;0;9.406;13.453;0
n2%;n2 - Não Bancário de Mercado de Capitais;set/13;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,06%;0,00%;0,00%;0,00%;0,00%;0,00%;1,37%;0,02%;0,00%
C;C - Conglomerado;set/13;797.441.889;1.710.784;14.996.898;39.934.568;70.848.557;28.301.885;5.603.001;6.634;161.402.327;3.447.757;14.356.318;25.288.412;26.473.515;6.381.640;1.815.961;7.701;77.771.304;4.141.195;22.644.176;55.464.402;78.250.115;9.818.760;19.334;10.653;170.348.635;120.453;1.735.369;4.444.324;9.797.577;8.235.712;28.713.150;18.772.399;71.818.983;11.175.214;83.708.149;23.569.014;1.214.436;153.733;34.897;2.735;119.858.179;1.096.820;14.436.387;35.396.030;28.588.150;16.397.491;16.147.002;915.174;112.977.053;4.878.212;20.041.724;12.921.696;11.326.888;3.488.969;1.189.074;151.837;53.998.400;29.267.007
C%;C - Conglomerado;set/13;65,13%;24,24%;71,13%;79,91%;78,18%;74,16%;67,75%;96,04%;75,01%;58,63%;74,07%;77,71%;79,65%;82,68%;81,27%;65,99%;77,00%;84,62%;84,58%;84,88%;84,17%;80,27%;39,45%;100,00%;84,22%;7,97%;15,73%;15,95%;14,00%;12,91%;23,94%;76,81%;22,54%;87,01%;90,45%;91,10%;89,80%;98,72%;99,96%;87,09%;90,25%;62,25%;77,76%;75,64%;79,32%;80,10%;78,28%;99,92%;77,82%;70,82%;69,93%;63,80%;68,17%;64,88%;74,90%;22,10%;67,44%;100,00%
I;I - Instituição independente;set/13;426.906.997;5.345.786;6.087.937;10.040.217;19.774.515;9.861.766;2.667.332;274;53.777.825;2.433.053;5.025.385;7.253.075;6.762.085;1.337.118;418.633;3.969;23.233.318;752.456;4.129.218;9.876.367;14.711.768;2.413.060;29.670;0;31.912.539;1.390.295;9.295.064;23.421.529;60.183.758;55.555.569;91.240.277;5.669.187;246.755.677;1.668.000;8.841.954;2.303.491;137.876;1.996;14;405;12.953.738;665.142;4.128.739;11.399.702;7.454.081;4.074.389;4.480.630;718;32.203.400;2.009.500;8.618.284;7.332.098;5.287.771;1.888.847;398.576;535.357;26.070.432;69
I%;I - Instituição independente;set/13;34,87%;75,76%;28,87%;20,09%;21,82%;25,84%;32,25%;3,96%;24,99%;41,37%;25,93%;22,29%;20,35%;17,32%;18,73%;34,01%;23,00%;15,38%;15,42%;15,12%;15,83%;19,73%;60,55%;0,00%;15,78%;92,03%;84,27%;84,05%;86,00%;87,09%;76,06%;23,19%;77,46%;12,99%;9,55%;8,90%;10,20%;1,28%;0,04%;12,91%;9,75%;37,75%;22,24%;24,36%;20,68%;19,90%;21,72%;0,08%;22,18%;29,18%;30,07%;36,20%;31,83%;35,12%;25,10%;77,90%;32,56%;0,00%
