cat;Categoria;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;48.842.933;287.247;3.932.755;8.611.847;10.484.059;2.772.849;1.009.434;1.721;27.099.911;18.001;635.922;1.659.067;2.641.748;898.676;307.101;462;6.160.978;171.641;2.128.893;2.300.066;86.798;4.248;13.436;10.003;4.715.085;122.038;4.041.122;392.778;1.325;524;97;0;4.557.883;0;0;0;0;0;0;0;0;169.241;809.641;1.257.138;1.534.308;693.036;553.770;5.314;5.022.448;1.131;24.456;43.306;57.327;18.973;2.123;0;147.317;11.554;286.667;662.249;117.109;54.405;7.326;0;1.139.311;0;0;0;0;0;0;0;0;
b3S%;b3S - Cooperativa de Crédito Singulares;2,75%;5,98%;8,21%;9,36%;10,29%;11,62%;14,44%;0,16%;9,73%;1,83%;5,88%;6,61%;6,93%;5,54%;1,09%;0,09%;5,13%;8,10%;7,51%;24,28%;21,06%;5,01%;0,86%;6,89%;11,19%;13,07%;5,08%;1,28%;0,10%;0,22%;0,13%;0,00%;4,03%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;2,24%;4,52%;6,33%;7,84%;8,73%;7,68%;0,20%;6,07%;0,07%;0,09%;0,07%;0,05%;0,02%;0,00%;0,00%;0,03%;9,27%;3,03%;4,03%;1,28%;1,25%;0,19%;0,00%;2,63%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b3C;b3C - Central e Confederação de Cooperativas de Crédito;1.073.495;0;167.859;438.992;213.868;38.267;1.214;0;860.200;0;703;1.868;4.956;2.946;450;0;10.925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;377;6.197;16.739;34.126;8.132;1.089;164;66.825;0;1.393;132.230;1.923;0;0;0;135.546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;0,06%;0,00%;0,35%;0,48%;0,21%;0,16%;0,02%;0,00%;0,31%;0,00%;0,01%;0,01%;0,01%;0,02%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,08%;0,17%;0,10%;0,02%;0,01%;0,08%;0,00%;0,01%;0,22%;0,00%;0,00%;0,00%;0,00%;0,03%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b4;b4 - Banco de Desenvolvimento;291.570.596;7.136;53.445;127.320;170.270;164.260;12.610;109.483;644.524;9.567;61.926;165.591;281.315;140.840;34.427;753;694.420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.828;62.243;85.473;85.257;18.556;1.061;0;256.419;263.728;10.999.034;25.696.980;57.482.799;43.920.091;115.187.406;30.583.131;284.133.169;3.702;433.927;910.262;1.738.474;1.353.524;1.401.949;227;5.842.064;0;0;0;0;0;0;0;0;
b4%;b4 - Banco de Desenvolvimento;16,43%;0,15%;0,11%;0,14%;0,17%;0,69%;0,18%;10,08%;0,23%;0,97%;0,57%;0,66%;0,74%;0,87%;0,12%;0,15%;0,58%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,05%;0,35%;0,43%;0,44%;0,23%;0,01%;0,00%;0,31%;16,91%;41,17%;43,44%;50,79%;57,36%;64,74%;62,21%;56,35%;2,97%;4,58%;5,54%;19,00%;31,02%;37,07%;44,43%;13,49%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
n1;n1 - Não Bancário de Crédito;9.666.876;23.728;198.281;333.068;352.629;88.028;36.030;393;1.032.159;31.884;701.033;1.513.687;2.214.116;753.871;259.277;876;5.474.743;1.784;6.543;12.179;1.941;0;0;0;22.446;3.365;85.937;355.197;3.582;507;189;0;448.777;0;0;0;0;0;0;0;0;3.990;15.581;23.363;34.832;19.513;3.831;0;101.110;16.547;147.439;419.693;886.932;518.433;355.186;9.861;2.354.090;563;4.610;72.888;33.502;74.944;22.098;0;208.607;2;13;29;24.553;80;267;0;24.943;
n1%;n1 - Não Bancário de Crédito;0,54%;0,49%;0,41%;0,36%;0,35%;0,37%;0,52%;0,04%;0,37%;3,23%;6,49%;6,03%;5,81%;4,64%;0,92%;0,18%;4,56%;0,08%;0,02%;0,13%;0,47%;0,00%;0,00%;0,00%;0,05%;0,36%;0,11%;1,16%;0,26%;0,22%;0,26%;0,00%;0,40%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,05%;0,09%;0,12%;0,18%;0,25%;0,05%;0,00%;0,12%;1,06%;0,55%;0,71%;0,78%;0,68%;0,20%;0,02%;0,47%;0,45%;0,05%;0,44%;0,37%;1,72%;0,58%;0,00%;0,48%;0,00%;0,00%;0,00%;0,26%;0,01%;0,06%;0,00%;0,11%;
n2;n2 - Não Bancário de Mercado de Capitais;541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497;0;0;0;0;44;541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
n2%;n2 - Não Bancário de Mercado de Capitais;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
n4;n4 - Instituições de Pagamento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
n4%;n4 - Instituições de Pagamento;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
C;C - Conglomerado;1.206.572.915;2.649.213;36.870.597;70.316.026;73.919.833;15.706.819;4.484.126;853.817;204.800.431;836.361;6.941.275;17.838.605;27.625.044;12.775.104;27.400.659;490.256;93.907.303;1.632.888;25.558.491;5.768.474;315.196;80.597;1.555.461;135.153;35.046.260;523.586;68.506.861;23.596.499;1.133.683;197.206;18.042;355.914;94.331.791;1.667.209;38.198.860;66.591.463;22.047.678;16.023.402;15.605.208;147.706;160.281.527;5.923.547;14.992.644;16.559.410;15.907.574;6.622.235;6.261.468;2.595.188;68.862.066;672.638;8.242.256;19.840.627;31.814.287;17.474.544;26.638.075;9.679.763;114.362.192;89.406;6.859.022;13.774.262;6.669.412;2.325.573;2.175.908;284;31.893.865;670.510;1.471.323;3.201.799;6.042.092;1.318.242;323.442;6.498;13.033.906;
C%;C - Conglomerado;67,98%;55,20%;76,95%;76,39%;72,55%;65,79%;64,14%;78,62%;73,51%;84,81%;64,22%;71,07%;72,50%;78,71%;96,86%;99,49%;78,25%;77,02%;90,16%;60,90%;76,49%;94,99%;99,14%;93,11%;83,15%;56,10%;86,09%;76,95%;81,76%;83,71%;24,77%;99,93%;83,31%;86,42%;89,97%;88,47%;87,87%;94,32%;99,47%;100,00%;90,26%;78,50%;83,65%;83,40%;81,29%;83,40%;86,88%;96,30%;83,23%;43,12%;30,85%;33,54%;28,11%;22,82%;14,97%;19,69%;22,68%;71,73%;72,38%;83,85%;72,90%;53,30%;57,54%;55,57%;73,62%;54,91%;50,43%;51,45%;64,61%;87,67%;68,54%;97,61%;60,07%;
I;I - Instituição independente;568.283.884;2.150.371;11.045.450;21.733.522;27.967.772;8.165.563;2.506.982;232.167;73.801.826;149.760;3.868.087;7.261.846;10.477.201;3.455.779;887.185;2.536;26.102.394;487.205;2.789.730;3.702.848;96.855;4.248;13.436;10.003;7.104.326;409.792;11.068.607;7.069.727;252.846;38.380;54.807;257;18.894.415;261.893;4.259.137;8.678.135;3.043.000;964.253;83.841;1;17.290.260;1.622.036;2.929.698;3.295.443;3.660.806;1.318.504;945.794;99.647;13.871.929;887.360;18.475.754;39.312.470;81.366.092;59.100.939;151.276.606;39.483.926;389.903.147;35.241;2.616.986;2.652.294;2.479.698;2.037.693;1.605.921;227;11.428.059;550.623;1.446.476;3.021.803;3.309.376;185.333;148.477;159;8.662.246;
I%;I - Instituição independente;32,02%;44,80%;23,05%;23,61%;27,45%;34,21%;35,86%;21,38%;26,49%;15,19%;35,78%;28,93%;27,50%;21,29%;3,14%;0,51%;21,75%;22,98%;9,84%;39,10%;23,51%;5,01%;0,86%;6,89%;16,85%;43,90%;13,91%;23,05%;18,24%;16,29%;75,23%;0,07%;16,69%;13,58%;10,03%;11,53%;12,13%;5,68%;0,53%;0,00%;9,74%;21,50%;16,35%;16,60%;18,71%;16,60%;13,12%;3,70%;16,77%;56,88%;69,15%;66,46%;71,89%;77,18%;85,03%;80,31%;77,32%;28,27%;27,62%;16,15%;27,10%;46,70%;42,46%;44,43%;26,38%;45,09%;49,57%;48,55%;35,39%;12,33%;31,46%;2,39%;39,93%;
