cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;80.591.288;37.215;722.184;2.037.222;3.551.374;1.898.610;1.483.636;353;9.730.594;430.391;3.901.885;7.915.058;8.196.715;2.324.356;860.165;6.159;23.634.730;24.133;499.772;1.330.987;2.259.130;469.970;4.136;0;4.588.127;26;6.047;17.467;42.823;35.661;80.989;226;183.240;140.621;1.512.745;411.127;1.914;270;66;0;2.066.744;236.620;6.446.027;14.598.785;5.325.444;1.542.192;796.865;0;28.945.933;541.311;3.424.254;3.541.142;2.319.644;875.599;704.822;35.148;11.441.921;0;
b3S%;b3S - Cooperativa de Crédito Singulares;4,15%;1,08%;2,40%;2,56%;2,52%;2,67%;4,35%;0,12%;2,71%;6,31%;16,33%;19,05%;21,73%;20,62%;21,26%;0,94%;18,77%;0,91%;2,00%;2,18%;2,67%;3,99%;12,35%;0,00%;2,48%;0,00%;0,04%;0,04%;0,04%;0,04%;0,03%;0,00%;0,03%;0,72%;0,94%;0,75%;0,05%;0,12%;0,08%;0,00%;0,86%;7,44%;17,87%;19,46%;8,13%;3,97%;2,92%;0,00%;11,76%;5,16%;10,35%;12,58%;9,93%;9,56%;12,63%;8,95%;10,38%;0,00%;
b3C;b3C - Central e Confederação de Cooperativas de Crédito;7.384;0;0;0;0;0;0;0;0;16;26;2.481;3.947;819;0;0;7.289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;11;25;0;0;0;0;95;0;0;0;0;0;0;0;0;0;
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,01%;0,01%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b4;b4 - Banco de Desenvolvimento;4.282.118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.706;207.406;734.007;1.428.401;1.108.092;676.803;0;4.199.414;679;5.790;19.148;30.823;19.589;6.675;0;82.704;0;
b4%;b4 - Banco de Desenvolvimento;0,22%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,41%;0,58%;0,98%;2,18%;2,85%;2,48%;0,00%;1,71%;0,01%;0,02%;0,07%;0,13%;0,21%;0,12%;0,00%;0,08%;0,00%;
n1;n1 - Não Bancário de Crédito;26.054.524;22.719;153.241;300.965;323.577;98.441;29.071;5;928.018;1.034.096;1.546.869;1.501.172;183.286;8.831;16.903;1.868;4.293.026;36.784;310.258;773.853;1.041.657;114.988;222;0;2.277.762;26.340;72.010;218.423;355.522;219.504;551.623;230.802;1.674.222;1.652.876;8.647.256;3.838.272;328.117;6.518;7;0;14.473.045;8.726;43.466;178.681;377.303;265.561;227.127;219;1.101.084;730.883;270.934;199.219;61.992;15.336;27.101;1.901;1.307.366;0;
n1%;n1 - Não Bancário de Crédito;1,34%;0,66%;0,51%;0,38%;0,23%;0,14%;0,09%;0,00%;0,26%;15,16%;6,47%;3,61%;0,49%;0,08%;0,42%;0,29%;3,41%;1,38%;1,24%;1,27%;1,23%;0,98%;0,66%;0,00%;1,23%;1,67%;0,43%;0,50%;0,35%;0,26%;0,23%;0,18%;0,27%;8,50%;5,35%;7,03%;8,52%;2,93%;0,01%;0,00%;6,03%;0,27%;0,12%;0,24%;0,58%;0,68%;0,83%;0,11%;0,45%;6,97%;0,82%;0,71%;0,27%;0,17%;0,49%;0,48%;1,19%;0,00%;
n2;n2 - Não Bancário de Mercado de Capitais;5.252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.252;5.252;0;
n2%;n2 - Não Bancário de Mercado de Capitais;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,34%;0,00%;0,00%;
n4;n4 - Instituições de Pagamento;8.450.172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.927.388;1.373.081;528;0;0;0;7.300.997;0;0;0;0;0;0;0;0;481.697;465.610;191.431;10.438;0;0;0;1.149.175;0;
n4%;n4 - Instituições de Pagamento;0,43%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;3,67%;2,51%;0,01%;0,00%;0,00%;0,00%;3,04%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;4,59%;1,41%;0,68%;0,04%;0,00%;0,00%;0,00%;1,04%;0,00%;
C;C - Conglomerado;1.224.419.021;2.118.816;23.457.998;62.282.456;111.464.839;57.437.872;26.565.218;295.043;283.622.242;4.754.273;17.067.392;29.977.655;27.616.416;8.700.934;3.130.465;634.910;91.882.045;2.335.742;21.158.585;51.714.450;72.114.932;10.159.165;26.858;93.976;157.603.708;271.350;3.578.210;8.348.064;20.202.671;17.740.780;66.195.368;55.885.779;172.222.222;15.099.388;137.151.171;45.889.960;3.035.449;203.442;61.059;246.497;201.686.966;2.415.962;26.581.751;53.354.885;49.837.120;30.061.029;22.567.683;191.366;185.009.796;6.897.347;21.765.090;16.951.893;15.435.480;5.967.000;3.603.790;289.052;70.909.651;61.482.391;
C%;C - Conglomerado;62,99%;61,41%;77,89%;78,32%;79,24%;80,81%;77,81%;97,11%;78,94%;69,71%;71,43%;72,16%;73,23%;77,20%;77,37%;97,22%;72,96%;87,65%;84,74%;84,66%;85,25%;86,32%;80,18%;99,70%;85,10%;17,17%;21,34%;19,18%;20,01%;21,41%;27,04%;44,69%;27,98%;77,61%;84,91%;84,04%;78,78%;91,46%;77,49%;100,00%;84,04%;75,98%;73,70%;71,11%;76,07%;77,41%;82,61%;99,71%;75,16%;65,79%;65,77%;60,21%;66,09%;65,12%;64,57%;73,56%;64,33%;100,00%;
I;I - Instituição independente;719.346.744;1.331.582;6.659.395;17.241.676;29.196.855;13.637.853;7.574.451;8.769;75.650.581;2.065.758;6.825.226;11.564.442;10.096.687;2.569.125;915.576;18.178;34.054.993;329.037;3.809.091;9.371.622;12.474.479;1.610.293;6.640;286;27.601.449;1.308.999;13.186.928;35.184.603;80.741.423;65.103.470;178.600.798;69.165.745;443.291.967;4.355.242;24.372.520;8.713.697;817.516;18.988;17.732;1;38.295.696;763.941;9.487.828;21.681.280;15.676.780;8.771.490;4.751.583;553;61.133.455;3.587.214;11.329.696;11.202.833;7.918.871;3.195.648;1.977.399;103.879;39.315.540;3.062;
I%;I - Instituição independente;37,01%;38,59%;22,11%;21,68%;20,76%;19,19%;22,19%;2,89%;21,06%;30,29%;28,57%;27,84%;26,77%;22,80%;22,63%;2,78%;27,04%;12,35%;15,26%;15,34%;14,75%;13,68%;19,82%;0,30%;14,90%;82,83%;78,66%;80,82%;79,99%;78,59%;72,96%;55,31%;72,02%;22,39%;15,09%;15,96%;21,22%;8,54%;22,51%;0,00%;15,96%;24,02%;26,30%;28,89%;23,93%;22,59%;17,39%;0,29%;24,84%;34,21%;34,23%;39,79%;33,91%;34,88%;35,43%;26,44%;35,67%;0,00%;
