Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;S3;I;3;SAO PAULO;SP;01/03/2021;1858463;0;207418;186419;409894;0;2662192;-39327;-2254200;0;0;-67716;-2361243;300949;19479;461;-60262;-48137;-14971;0;211;-10817;-114036;186913;51;186964;-81224;-5907;99833;0
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;01/03/2021;522137;8975;426351;1143441;0;9474;2110378;-293921;-758966;-7785;-500041;22555;-1538158;572220;341094;14847;-263047;-158744;-49958;0;100665;-88891;-104034;468186;1452;469638;-189271;-33527;246840;0
DAYCOVAL;51987;b1;S3;C;2;SAO PAULO;SP;01/03/2021;1080677;164310;62315;754210;0;0;2061512;-420608;-412151;-125560;-30480;-103357;-1092156;969356;32120;24804;-121513;-149708;-53799;6860;136562;-35584;-160257;809099;1025;810124;-335998;-37433;436693;0
BANRISUL;30173;b1;S2;C;1;PORTO ALEGRE;RS;01/03/2021;1333966;4736;203167;290983;56892;53595;1943338;-683182;-102463;-3908;0;29136;-760417;1182921;23483;260293;-454661;-356032;-89070;97167;214665;-492363;-796518;386404;-4711;381693;-69821;-32936;278935;0
ABC-BRASIL;41856;b1;S3;C;3;SAO PAULO;SP;01/03/2021;1155207;0;262770;396665;94458;0;1909100;-189486;-1574463;0;0;-34449;-1798399;110701;75312;4705;-65428;-39200;-7734;1340;136441;-87344;18092;128793;-309;128484;32887;-38966;122406;0
BNP PARIBAS;51516;b1;S3;C;3;SAO PAULO;SP;01/03/2021;413046;0;319497;612007;429430;0;1773979;-193154;-784710;0;0;-29392;-1007256;766723;87593;23152;-150174;-165282;-36142;2666;64931;-572266;-745522;21201;-1169;20032;1904;-11890;10046;0
PAN;31323;b1;S3;C;2;SAO PAULO;SP;01/03/2021;1447775;0;75841;244159;567;0;1768343;-241180;-8;0;0;-315559;-556748;1211595;66933;99749;-173875;-703910;-85282;2470;138496;-268318;-923738;287857;-8340;279517;-89240;0;190277;0
BMG;30290;b1;S3;C;2;SAO PAULO;SP;01/03/2021;1302210;0;168678;-81382;19607;0;1409113;-400115;-3923;0;0;-217566;-621604;787509;16642;3274;-68988;-472313;-33401;10278;100052;-290899;-735355;52153;30676;82829;14232;-11019;86041;0
SOCIETE GENERALE;31859;b1;S3;C;3;SAO PAULO;SP;01/03/2021;15935;73399;99602;1155074;0;0;1344010;-5059;-940179;-64336;-268226;360;-1277438;66572;21554;9;-36950;-18953;-9056;0;32936;-29990;-40450;26122;2;26124;-1479;0;24645;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;S2;I;1;FORTALEZA;CE;01/03/2021;669041;0;310389;21130;102063;4441;1107064;-109962;-294198;0;0;-70630;-474790;632274;678180;27473;-554213;-353653;-97978;0;578464;-234172;44100;676374;2367;678741;-279444;-22877;376420;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;01/03/2021;648882;0;128832;115665;29052;13417;935847;-243460;-352424;0;0;-1391;-597276;338572;22791;1225;-22010;-265970;-11102;2345;29118;-41620;-285222;53350;-2;53348;-22421;-2204;28723;0
ING;51073;b1;S3;C;3;SAO PAULO;SP;01/03/2021;32373;0;30969;46053;646762;0;756158;-5717;-733321;0;0;362;-738676;17481;17548;0;-17527;-11798;-2183;0;3927;-1516;-11551;5930;0;5930;-4825;-577;529;0
BANCO VOLKSWAGEN S.A.;59109165;b2;S3;I;3;SAO PAULO;SP;01/03/2021;737532;10271;7438;-8053;0;0;747188;-118607;-52055;-8601;0;-96019;-275282;471906;0;24670;-772;-61495;-25799;20794;43850;-223602;-222353;249553;134;249687;-105437;0;144249;0
BRB;31976;b1;S3;C;1;BRASILIA;DF;01/03/2021;643016;0;45244;0;1307;4985;694552;-126857;-6838;0;0;-26724;-160419;534133;17798;45474;-218590;-143755;-32261;25949;10726;-78918;-373575;160557;4866;165423;-27673;-20510;117241;0
XP;52120;b1;S3;C;2;RIO DE JANEIRO;RJ;01/03/2021;41032;0;547703;84473;11911;0;685119;-277654;-309;0;0;-13235;-291199;393920;993323;374424;-341829;-1094672;-107100;-6061;234617;-67611;-14909;379010;-3849;375162;-16310;-316167;42684;0
CCB;32119;b1;S3;C;3;SAO PAULO;SP;01/03/2021;367258;7099;43250;134898;118136;0;670641;-154953;-428329;-5824;0;-10388;-599494;71147;10842;540;-51339;-23980;-4682;-121;28322;-23568;-63987;7160;11688;18848;-6071;0;12777;0
NUBANK;52058;n1;S4;C;2;SAO PAULO;SP;01/03/2021;537733;0;-369794;475901;0;2044;645885;-127084;0;0;0;-261995;-389079;256806;17;0;-23645;-11792;-23535;0;3563;-1736;-57128;199678;0;199678;-74210;0;125468;0
CREDIT AGRICOLE;51066;b1;S3;C;3;SAO PAULO;SP;01/03/2021;120775;0;46654;177398;289391;0;634217;-3817;-642095;0;0;-570;-646483;-12266;19537;48;-34394;-22337;-3484;0;3398;-2553;-39784;-52050;0;-52050;16176;-761;-36634;0
MERCANTIL DO BRASIL;20152;b1;S3;C;2;BELO HORIZONTE;MG;01/03/2021;566841;0;12191;12703;11885;530;604150;-41941;-44;0;0;-56664;-98649;505501;10506;46622;-106803;-188208;-31128;14417;25471;-189267;-418389;87112;-7040;80072;-20796;-7842;51434;0
ALFA;51293;b1;S3;C;2;SAO PAULO;SP;01/03/2021;270197;48181;25701;226778;19240;0;590097;-87558;-134720;-39848;0;-10539;-272665;317432;21643;9243;-73498;-32684;-11947;1046;25382;-204909;-265724;51708;199;51906;-20768;-3536;27603;0
BANCO CSF S.A.;8357240;b2;S3;I;3;SAO PAULO;SP;01/03/2021;575777;0;4231;0;0;0;580008;-8538;0;0;0;-201331;-209869;370138;195864;162503;-44102;-245849;-50661;-206;37559;-124324;-69216;300922;0;300922;-137871;0;163051;0
CREDIT SUISSE;30771;b1;S3;C;3;SAO PAULO;SP;01/03/2021;177011;0;397684;-161162;156124;0;569658;-84743;-398718;0;0;10618;-472842;96815;262423;0;-188739;-68495;-26565;17089;241675;-216386;21002;117818;0;117818;-41931;-5749;70138;0
BANCOOB;51750;b1;S3;C;2;BRASILIA;DF;01/03/2021;303467;0;221191;-1477;2300;5874;531355;-277913;-41143;0;0;-14651;-333707;197648;232278;12;-34590;-70876;-39338;29529;123243;-331582;-91325;106323;-12538;93785;-33776;-2352;57657;0
BANCO MUFG BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;01/03/2021;101345;0;-1768;335944;91725;0;527245;-19109;-210050;0;0;65;-229094;298151;4971;131;-28603;-20454;-8071;0;23263;-269482;-298244;-93;56;-37;5157;0;5120;0
OMNI;50940;b1;S4;C;2;SAO PAULO;SP;01/03/2021;473730;2480;5099;275;0;0;481583;-46607;-1984;-1322;0;-62997;-112911;368673;26309;26901;-25211;-150378;-16473;10126;10032;-203139;-321832;46841;7;46848;-3787;0;43061;0
BOFA MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;01/03/2021;9567;0;65055;23671;383084;0;481377;-35430;-42577;0;0;-210;-78217;403160;318506;1620;-202367;-53112;-29474;0;38196;-254172;-180803;222356;0;222356;-101336;0;121021;0
ORIGINAL;51781;b1;S3;C;2;SAO PAULO;SP;01/03/2021;378096;0;64377;31490;4133;0;478096;-65834;-187402;0;0;-57481;-310717;167379;37007;11696;-86469;-200759;-19067;-21150;117929;-13971;-174784;-7405;79132;71727;-32082;-12569;27076;0
CREFISA;52010;b1;S4;C;2;SAO PAULO;SP;01/03/2021;435819;0;22157;0;119;0;458095;-84;0;0;0;-119767;-119851;338244;637;9741;-6444;-275643;-25499;0;58824;-7334;-245718;92526;2310;94837;-46942;-1008;46887;0
SCOTIABANK;52230;b1;S4;C;3;SAO PAULO;SP;01/03/2021;152636;0;48367;191254;54922;0;447179;-6948;-218764;0;0;-14494;-240205;206974;4821;0;-20189;-6314;-5840;0;874;-109088;-135737;71238;0;71238;-32035;0;39203;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;S3;I;3;SAO PAULO;SP;01/03/2021;213157;4421;4773;218222;0;0;440574;-28910;-172371;-3324;0;-10623;-215230;225345;56;9455;-19756;-62825;-9116;0;6905;-7366;-82648;142697;-1165;141532;-62091;-5855;73587;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;01/03/2021;259929;0;15153;53971;72874;0;401927;-12187;-213685;0;0;-108795;-334667;67259;1965;5497;-29505;-9661;-4806;0;31755;-12424;-17179;50081;623;50704;-21049;-3972;25683;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;S3;I;1;BELEM;PA;01/03/2021;379363;0;17959;0;1271;1899;400492;-39926;-1742;0;0;-44754;-86422;314069;6359;26691;-109009;-109142;-19603;0;6388;-5082;-203399;110670;-645;110026;-42358;-8602;59066;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;S3;I;3;SAO PAULO;SP;01/03/2021;91427;0;27892;193840;74277;0;387435;-10438;-317489;0;0;-496;-328423;59012;9669;3;-31470;-13961;-2965;0;28525;-1902;-12102;46910;5;46915;-18262;-4079;24575;0
BANCO IBM S.A.;34270520;b2;S4;I;3;RIO DE JANEIRO;RJ;01/03/2021;2737;382048;231;0;0;0;385016;-22039;0;-330380;0;445;-351974;33042;0;0;0;-13507;-1565;0;349;-1907;-16629;16413;780;17193;-7642;0;9551;0
AGIBANK;51956;b1;S4;C;2;PORTO ALEGRE;RS;01/03/2021;364573;0;4048;4368;0;0;372990;-34936;0;0;0;-61412;-96348;276642;1887;5835;-16443;-218650;-16652;8186;152;-5001;-240685;35957;36;35993;-8231;-5266;22496;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;S3;I;1;PORTO ALEGRE;RS;01/03/2021;347141;0;24365;878;0;0;372384;-29;-178440;0;0;14477;-163992;208392;9199;0;-41316;-11928;-8316;0;7387;-13120;-58094;150298;1787;152085;-66361;-5758;79967;0
BOCOM;52003;b1;S3;C;3;SALVADOR;BA;01/03/2021;106977;0;58417;187425;14583;0;367401;-105791;-239182;0;0;-349;-345322;22079;14907;2179;-34024;-16774;-4092;1684;123326;-65032;22174;44253;1502;45755;-21792;-8411;15551;0
INTER;51884;b1;S3;C;2;BELO HORIZONTE;MG;01/03/2021;282526;0;96399;-21653;2859;0;360130;-56744;-545;0;0;-94792;-152081;208049;75350;5348;-76314;-201788;-20677;28990;37216;-67998;-219874;-11825;4479;-7346;22176;0;14829;0
BANESTES;30159;b1;S3;C;1;VITORIA;ES;01/03/2021;190937;2655;154972;0;0;4779;353343;-140961;-910;-2608;-197;-17632;-162308;191035;32688;50960;-80154;-67273;-17024;4505;1709;-20305;-94895;96140;978;97118;-30552;-5718;60848;0
BANCO GM S.A.;59274605;b2;S3;I;3;SAO PAULO;SP;01/03/2021;333188;6811;8407;0;0;0;348406;-66244;0;-6219;0;-53286;-125750;222656;11514;13308;-40248;-66272;-12856;16845;17660;-11682;-71731;150925;2457;153383;-57852;-7905;87625;0
MORGAN STANLEY;51413;b1;S3;C;3;SAO PAULO;SP;01/03/2021;0;0;149800;183216;0;0;333016;-81714;-1238;0;-636;-609;-84197;248819;212882;0;-249807;-57740;-25178;0;15513;-118403;-222732;26087;0;26087;-9244;0;16844;0
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;01/03/2021;193846;0;1647;137245;0;0;332739;-26963;-116024;0;0;-41165;-184151;148587;941;12500;-7250;-53661;-7958;0;2295;-5146;-58280;90307;387;90694;-40830;0;49864;0
PORTO SEGURO;51444;n1;S4;C;2;SAO PAULO;SP;01/03/2021;320956;0;4257;0;0;0;325213;-15051;0;0;0;-125470;-140520;184693;135026;62987;-10070;-138635;-27518;0;13152;-84373;-49432;135261;401;135662;-53946;-3419;78297;0
PARANÁ BANCO;30881;b1;S4;C;2;CURITIBA;PR;01/03/2021;271725;0;30753;22060;0;0;324539;-99958;0;0;0;-55562;-155519;169020;1189;58;-20894;-62831;-10431;4158;3937;-1276;-86091;82929;170;83099;-31959;-15;51124;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;01/03/2021;308323;0;14865;0;54;0;323241;-19790;-7658;0;0;109566;82118;405359;77551;32015;-17504;-170575;-23241;0;6648;-210462;-305568;99791;621;100412;-39436;-1919;59057;0
MERCEDES-BENZ;51262;b2;S3;C;3;SAO PAULO;SP;01/03/2021;312071;20613;2257;-11877;0;0;323063;-80793;-50455;-15824;0;-11369;-158441;164623;0;3842;-18936;-21298;-8924;0;10664;-8643;-43296;121327;1559;122885;-54646;0;68240;0
C6 BANK;52072;b1;S4;C;2;SAO PAULO;SP;01/03/2021;236828;0;1695;37871;30165;0;306558;-86741;0;0;0;-38206;-124947;181611;42489;2143;-69593;-258769;-13652;-15951;27784;-162946;-448496;-266885;3250;-263635;118889;-21012;-165758;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S4;I;3;PORTO ALEGRE;RS;01/03/2021;161868;92622;860;28618;0;0;283968;-646;-112979;-77411;0;-12722;-203759;80208;0;230;-15189;-18156;-5091;885;8279;-5762;-34803;45405;-3;45402;-19630;0;25772;0
BANCO JOHN DEERE S.A.;91884981;b1;S3;I;3;INDAIATUBA;SP;01/03/2021;271968;0;5764;0;0;0;277732;-4906;-186577;0;0;-11952;-203435;74297;9513;138;-9863;-5750;-4292;0;0;-507;-10762;63535;-1852;61683;-27105;-3206;31373;0
BANCO CARGILL S.A.;3609817;b1;S4;I;3;SAO PAULO;SP;01/03/2021;166070;0;2949;98576;0;0;267594;-29;-229914;0;-15151;-4099;-249192;18402;0;0;-587;-3466;-905;0;0;-1929;-6888;11515;0;11515;-6028;0;5487;0
BANCO MIZUHO DO BRASIL S.A.;61088183;b1;S4;I;3;SAO PAULO;SP;01/03/2021;19794;0;30989;136479;64883;0;252145;-11405;-216253;0;0;-456;-228113;24032;9482;2;-13420;-9652;-2670;547;14939;-5323;-6095;17937;692;18629;-4728;-221;13680;0
BANCO DA AMAZONIA S.A.;4902979;b1;S3;I;1;BELEM;PA;01/03/2021;138555;0;103687;0;6781;0;249023;-22588;-79176;0;0;-29983;-131746;117277;209619;39296;-136929;-68970;-30208;0;237481;-121350;128938;246215;532;246747;-141264;0;105483;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;01/03/2021;259943;1686;3381;-19134;0;0;245876;-25876;-91651;-1504;0;-24050;-143080;102796;1418;42;-9426;-11621;-5914;0;11;-1677;-27166;75630;2837;78468;-34045;-1574;42848;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S4;I;2;BLUMENAU;SC;01/03/2021;226387;0;14940;0;0;0;241327;-22789;-2232;0;0;-76050;-101071;140256;28616;13098;-34549;-58578;-183;0;433;-19778;-70942;69315;-24;69291;0;-3527;65763;0
MÁXIMA;50201;b1;S4;C;2;RIO DE JANEIRO;RJ;01/03/2021;204262;0;17304;-5003;21322;0;237886;-103787;-827;0;0;-13867;-118481;119405;2295;85;-18440;-72296;-7028;3314;1813;-4412;-94669;24736;203;24939;-7342;-2571;15027;0
BANCO HSBC S.A.;53518684;b1;S4;I;3;SAO PAULO;SP;01/03/2021;12589;0;43942;95680;82613;0;234823;-33836;-75273;0;0;-1567;-110675;124148;64822;13;-102166;-14526;-4876;0;67853;-126124;-115005;9143;0;9143;-2644;-2787;3712;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;S4;I;3;PORTO ALEGRE;RS;01/03/2021;215664;0;2878;0;0;0;218542;-5504;-576;0;0;-66300;-72380;146162;30412;41542;-9992;-67458;-15893;0;1559;-36303;-56133;90029;0;90029;-36005;0;54025;0
NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;4379829;n1;S5;I;2;CURITIBA;PR;01/03/2021;218379;0;128;0;0;0;218506;-863;0;0;0;-11602;-12466;206041;791;0;-5370;-7042;-1739;0;911;-178219;-190668;15372;0;15372;-6030;-282;9060;0
PINE;50304;b1;S3;C;2;SAO PAULO;SP;01/03/2021;103796;0;91603;-47596;69858;0;217661;-166507;-10780;0;0;9711;-167575;50086;5457;2166;-21480;-20708;-2472;-309;4501;-21383;-54228;-4142;3560;-582;1448;-336;530;0
BANCO FIBRA S.A.;58616418;b1;S3;I;2;SAO PAULO;SP;01/03/2021;124549;0;72613;8980;6793;0;212934;-128347;-33302;0;0;-8033;-169683;43252;10903;2132;-23276;-19237;-2481;9306;6044;-6727;-23335;19917;6273;26190;-8117;-9053;9019;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;S4;I;3;SAO PAULO;SP;01/03/2021;59106;0;4057;0;147658;0;210821;-3560;-160203;0;0;-30370;-194132;16689;1897;15;-6622;-3925;-519;0;736;-40505;-48923;-32234;-22;-32256;0;0;-32256;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;S4;I;3;BARUERI;SP;01/03/2021;357;210123;0;0;0;0;210480;0;-10233;-182403;0;-5727;-198363;12117;0;0;0;-6570;-4271;0;423;-219;-10636;1481;1628;3109;-1196;0;1913;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;S4;I;3;SAO PAULO;SP;01/03/2021;11020;0;5327;50325;137677;0;204349;-86;-183952;0;0;-428;-184466;19883;1712;0;-4890;-3182;-625;0;311;-9543;-16216;3667;0;3667;-287;-64;3316;0
HAITONG;51482;b2;S3;C;3;SAO PAULO;SP;01/03/2021;17594;0;-76531;231279;18919;0;191261;-170348;-5863;0;0;140;-176071;15190;2524;0;-10719;-6512;-537;362;527;-991;-15346;-156;0;-156;3228;0;3072;0
PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;S4;I;2;SAO PAULO;SP;01/03/2021;175130;0;3823;0;71;0;179024;-10317;0;0;0;-169637;-179954;-930;25144;43324;-8981;-41335;-11791;-77;19597;-38230;-12350;-13280;2;-13277;6832;0;-6445;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;01/03/2021;153979;0;17413;0;0;0;171392;-20816;-9303;0;0;-14704;-44823;126569;13758;582;-33506;-32282;-1193;0;8644;-6785;-50782;75787;215;76002;-2308;-2471;71224;0
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;01/03/2021;94869;0;6542;17746;49485;0;168641;-24945;-70822;0;0;-8641;-104408;64233;2326;1511;-15590;-10495;-4747;32;310;-2784;-29437;34795;494;35290;-17240;0;18050;0
BANCO VOLVO BRASIL S.A.;58017179;b2;S4;I;3;CURITIBA;PR;01/03/2021;160191;3384;538;0;0;0;164112;-3401;-79783;-2684;0;-26630;-112498;51614;0;2037;-9850;-10478;-3594;9156;3520;-4183;-13391;38223;145;38368;-20138;-691;17538;0
STONE PAGAMENTOS S.A.;16501555;n4;S5;I;2;SAO PAULO;SP;01/03/2021;0;0;165871;-1875;0;0;163996;-66405;-5224;0;0;-378;-72007;91989;420722;0;-200232;-191775;-50009;31174;53197;-86281;-23202;68787;-156;68631;-19435;-4090;45106;0
BANCO ABN AMRO S.A.;3532415;b1;S4;I;3;SAO PAULO;SP;01/03/2021;37147;0;18405;107479;0;0;163031;-2606;-83768;0;-73556;3969;-155961;7070;12223;0;-14509;-5746;-1687;0;5047;-1382;-6053;1016;0;1016;-6232;0;-5216;0
SOFISA;31873;b1;S4;C;2;SAO PAULO;SP;01/03/2021;138249;0;23409;-28602;23005;0;156060;-48018;-3731;0;0;-7797;-59546;96514;615;11176;-28544;-30113;-6064;1217;11065;-3443;-44091;52423;236;52659;-11876;-9585;31199;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;S3;I;3;SAO PAULO;SP;01/03/2021;21388;0;839;133689;0;0;155916;-11920;-12536;0;-81688;-8481;-114624;41292;24445;51;-42954;-30874;-3792;0;20007;-3853;-36969;4323;-3;4320;-2957;0;1363;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;I;1;ARACAJU;SE;01/03/2021;135711;0;14599;0;0;2588;152899;-27370;-3613;0;0;-8691;-39675;113224;14506;17548;-43114;-48477;-8531;4700;5361;-14245;-72252;40973;-106;40866;-15001;-1939;23926;0
BANCO DIGIO S.A.;27098060;b2;S4;I;3;BARUERI;SP;01/03/2021;144142;0;1878;0;0;0;146020;-4378;0;0;-9;-12571;-16958;129062;26223;6132;-15591;-62420;-10929;0;23313;-40129;-73401;55661;533;56194;-23884;-3196;29114;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;S4;I;3;GUARULHOS;SP;01/03/2021;83399;0;553;51134;0;0;135086;-8024;-34157;0;0;-17448;-59629;75457;0;7668;-7878;-11797;-3381;0;6584;-6734;-15538;59919;-130;59789;-26994;0;32795;0
BMW;51420;n1;S4;C;3;SAO PAULO;SP;01/03/2021;60165;164;570;71286;0;0;132184;-2273;-112134;-156;0;-2395;-116958;15226;0;1744;-4064;-5211;-220;0;58450;-18683;32017;47243;0;47243;-19139;0;28104;0
CIELO S.A.;1027058;n4;;I;2;BARUERI;SP;01/03/2021;0;0;91611;39617;0;0;131229;-3679;-47894;0;0;0;-51573;79656;1328021;0;-110910;-628225;-94920;28452;302564;-481332;343650;423306;-92012;331293;-63428;-26604;241262;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;01/03/2021;122957;0;7391;0;0;0;130348;-8261;-51770;0;0;-3099;-63129;67219;21279;4268;-15598;-20013;-118;0;6110;-11286;-15357;51862;-157;51705;0;-2314;49391;0
BANCO CATERPILLAR S.A.;2658435;b2;S4;I;3;SAO PAULO;SP;01/03/2021;60834;30001;0;28860;0;0;119694;-4975;-56256;-17434;0;3009;-75657;44037;2120;553;-11632;-7871;-2444;0;2129;-1976;-19120;24917;395;25312;-13302;0;12010;0
SCANIA BANCO S.A.;11417016;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;01/03/2021;112509;3767;395;0;0;0;116671;-17013;-44655;-3118;0;-11488;-76275;40396;339;1658;-7265;-3965;-2732;934;0;-590;-11620;28776;0;28776;-12855;0;15921;0
MERCADOPAGO.COM REPRESENTACOES LTDA.;10573521;n4;S4;I;2;OSASCO;SP;01/03/2021;0;0;13707;102122;0;0;115829;0;-9231;0;-31;0;-9263;106566;1511174;0;-115915;-178026;-177779;0;25977;-1150258;-84827;21739;0;21739;-10686;0;11053;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;01/03/2021;102314;0;10676;0;0;13;113003;-12600;-15144;0;0;-15757;-43500;69503;35229;8901;-33711;-36040;-187;0;6243;-22389;-41953;27550;589;28139;-129;-5418;22593;0
BANCO TRIANGULO S.A.;17351180;b1;S4;I;2;UBERLANDIA;MG;01/03/2021;107856;0;3406;0;0;0;111262;-11477;-3001;0;0;-31527;-46006;65256;27632;31266;-30872;-55811;-8877;2398;11385;-12176;-35055;30202;343;30544;-6800;-6372;17372;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;01/03/2021;102626;0;6734;0;0;5;109365;-11220;-10752;0;0;-4691;-26663;82702;29454;8751;-28968;-27796;-190;0;5886;-24738;-37602;45100;53;45153;-349;-3946;40858;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;01/03/2021;62432;0;36682;0;0;8223;107336;-44735;0;0;0;-3508;-48243;59094;0;1643;-23968;-7047;-3012;0;470;-3612;-35526;23567;404;23971;0;0;23971;0
