Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/03/2021;2959908;195922;999417;797427;655071;124158;48012;30455;10490;98956;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/03/2021;2928905;1037422;1045474;462825;228682;45228;15910;36853;7127;49385;0
NUBANK;52058;n1;C;2;S4;197;SAO PAULO;SP;01/03/2021;2893534;0;2321316;176407;166915;92862;48131;36598;17650;33655;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/03/2021;2618231;0;2231092;52996;62549;43040;32399;26318;24919;144916;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/03/2021;2585127;266007;837777;764910;481436;96428;50240;16400;13531;58397;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/03/2021;2577896;1488015;346065;321709;401909;515;265;1031;1336;17051;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/03/2021;2433599;1887819;457989;2204;0;0;0;0;0;0;85587
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/03/2021;2416678;25843;909839;852089;441361;114921;38393;10434;6977;16821;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/03/2021;2389167;134318;1666226;366957;150094;25607;18664;5871;19014;2415;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/03/2021;2384784;62022;874540;1025915;299278;52603;31599;10483;8418;19925;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/03/2021;2310996;534005;1063914;229825;299624;42475;26548;15538;19146;79921;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/03/2021;2245871;1900958;259316;72048;7218;642;33;18;0;5639;0
SCOTIABANK;52230;b1;C;3;S4;199;SAO PAULO;SP;01/03/2021;2210417;2084269;0;0;0;0;0;0;0;126148;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/03/2021;2209971;574216;1169345;247583;0;95372;5665;0;114242;3548;0
PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/03/2021;2201915;0;1420918;107892;93873;114648;63578;78718;109537;212752;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/03/2021;2170662;46875;374098;1008137;564521;108771;19294;3525;11873;33568;0
COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO UNIãO - SICREDI UNIAO RS/ES;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/03/2021;2159233;88871;1055103;767698;147863;43459;11151;6565;10484;28039;0
BANCO MIZUHO DO BRASIL S.A.;61088183;b1;I;3;S4;8;SAO PAULO;SP;01/03/2021;2101349;1962994;40654;NI;NI;NI;NI;NI;NI;NI;97702
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/03/2021;2100724;86869;982426;699103;205352;72781;17234;4385;5225;27350;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/03/2021;2073066;210907;630368;521195;464557;74459;30418;27271;40486;73404;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/03/2021;2066428;469809;497962;367673;581195;39952;12007;9562;52740;35528;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;S5;9;RIO VERDE;GO;01/03/2021;2061157;0;457559;832490;675029;29187;19953;22857;8911;15170;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/03/2021;2042813;57361;599427;939004;279077;69941;17308;12643;20640;47413;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/03/2021;2037833;170422;924894;713956;128721;43870;18681;6978;6921;23391;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/03/2021;2026626;40117;915524;782593;202001;34874;26985;5813;6194;12525;0
BANCO DIGIO S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/03/2021;2017279;0;1474649;55066;68727;177288;52831;36170;28185;124361;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/03/2021;1981410;1345786;435224;76260;44551;11020;4703;3433;1166;59266;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/03/2021;1951131;278873;567275;585536;306380;62933;20966;8103;18799;102265;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/03/2021;1923917;33736;586536;962749;239602;25653;11009;7013;10317;47302;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/03/2021;1923219;1648922;81075;146610;3896;0;0;0;0;42715;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2021;1921815;6175;718816;512825;568576;83661;8821;7550;4974;10416;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/03/2021;1900587;27769;891342;674666;240140;34129;19487;2764;1952;8338;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/03/2021;1872679;84426;932621;399406;183210;113660;33004;9399;45281;71672;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/03/2021;1821445;103926;334684;341155;654670;231586;49782;16484;3634;85525;0
BANCO DIGIMAIS S.A.;92874270;b1;I;3;S4;8;SAO PAULO;SP;01/03/2021;1798996;29074;1247110;175599;147501;102203;25304;10982;12458;48764;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/03/2021;1761902;78077;808613;563737;158491;65662;18299;6058;17616;45351;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;S4;8;SAO PAULO;SP;01/03/2021;1758430;1623313;7426;126283;1409;0;0;0;0;0;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/03/2021;1756011;35876;866419;51883;90160;92119;194551;60823;42534;321646;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/03/2021;1730893;58561;705655;650478;202332;44284;16402;7404;9672;36105;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/03/2021;1718146;229197;1002459;323810;55295;21373;7411;56002;9961;12638;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/03/2021;1665714;0;980658;577542;61700;11363;3257;1656;1675;27864;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/03/2021;1615114;77115;952950;425630;145506;11618;184;568;0;1543;0
COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/03/2021;1534748;126868;464887;392801;314361;72498;38217;26975;24597;73543;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/03/2021;1532922;46199;683435;548696;153533;43646;17573;4861;5054;29927;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/03/2021;1506314;27518;563420;569549;242125;55797;17715;6936;4125;19129;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO MT/RR;26555235;b3S;I;2;S4;9;SORRISO;MT;01/03/2021;1490877;81275;491521;577959;142372;98660;16879;12297;8443;61471;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/03/2021;1409095;641;1182;989998;315325;30602;13477;10405;8652;38813;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;I;2;S4;9;SAO GABRIEL DO OESTE;MS;01/03/2021;1384173;38107;517563;615445;138565;31761;7851;10624;5136;19121;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/03/2021;1356456;169833;782789;236665;101957;19703;9858;6301;5385;23964;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;01/03/2021;1330325;236119;565235;323628;135432;16734;12678;16229;1980;22288;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/03/2021;1315199;53402;274166;379641;397454;98377;40607;19883;12260;39409;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/03/2021;1308271;26760;525927;304545;287098;92759;32643;11288;6301;20948;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/03/2021;1286317;20538;151652;639683;306012;56404;44685;19156;41122;7066;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO -  SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG;89468565;b3S;I;2;S4;9;SARANDI;RS;01/03/2021;1276321;53971;580937;471015;127966;19389;5607;2216;4499;10722;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/03/2021;1240068;0;457136;589426;139206;34623;10766;36;1569;7305;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;S4;9;CAPANEMA;PR;01/03/2021;1197885;50287;499276;424030;146792;36029;14218;5331;6875;15047;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/03/2021;1185378;22531;783972;164628;77454;68991;21539;4532;11076;30653;0
BANCO HSBC S.A.;53518684;b1;I;3;S4;8;SAO PAULO;SP;01/03/2021;1181117;389520;728985;62611;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;I;2;S4;9;TAPEJARA;RS;01/03/2021;1172819;37144;348652;536122;187060;28096;12736;5165;3188;14656;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79457883;b3S;I;2;S4;9;MANDAGUARI;PR;01/03/2021;1169991;37879;639703;352154;85840;21231;9655;2504;3054;17970;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;S4;8;SAO PAULO;SP;01/03/2021;1169883;243499;899372;0;0;6027;20985;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/03/2021;1166161;37396;367743;467921;181373;43679;17900;5190;10712;34247;0
NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;74828799;b1;I;3;S4;8;PORTO ALEGRE;RS;01/03/2021;1134867;44632;1002703;33419;19921;5754;15897;2488;5356;4697;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO – SICREDI OURO BRANCO RS;87853206;b3S;I;2;S4;9;TEUTONIA;RS;01/03/2021;1100216;32025;433168;314570;161899;120234;11620;5204;5877;15618;0
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP;79052122;b3S;I;2;S4;9;MARECHAL CANDIDO RONDON;PR;01/03/2021;1083492;27648;409119;441649;138789;31386;10875;6499;3790;13738;0
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/03/2021;1073681;850383;160967;62331;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;I;2;S5;9;ARAGUARI;MG;01/03/2021;1072276;9595;522928;274115;150006;47629;18721;22939;3834;22510;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;S4;9;ENCANTADO;RS;01/03/2021;1060719;41054;253711;317712;254004;127049;15325;15275;7129;29460;0
