cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;mar/13;34.717.594;14.539;423.087;1.018.379;1.560.212;545.915;88.529;293;3.650.954;195.409;2.128.135;3.264.773;3.384.592;839.027;324.299;2.879;10.139.113;14.150;347.279;903.992;1.429.840;266.186;2.061;0;2.963.509;0;0;0;0;0;0;0;0;32.309;264.224;2.011;3.000;2.826;281;88;304.739;96.072;3.292.766;6.335.229;1.867.487;428.470;365.926;12;12.385.962;174.030;2.541.239;1.339.282;538.506;149.644;55.747;474.870;5.273.317;0
b3S%;b3S - Cooperativa de Crédito Singulares;mar/13;3,09%;0,24%;1,63%;2,26%;1,93%;1,67%;1,38%;4,42%;1,85%;2,89%;10,67%;10,69%;10,50%;11,01%;15,28%;39,49%;10,22%;0,25%;1,24%;1,42%;1,52%;1,90%;8,45%;0,00%;1,44%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,25%;0,31%;0,01%;0,26%;2,72%;0,84%;0,73%;0,25%;5,79%;21,31%;13,76%;6,40%;2,34%;2,07%;0,00%;9,58%;2,37%;9,41%;7,29%;3,57%;3,06%;4,22%;73,14%;7,06%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;mar/13;1.310;0;109;334;356;0;0;0;799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;294;183;0;0;0;511;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;mar/13;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;mar/13;3.066.620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.223;140.102;257.826;753.699;640.666;1.189.981;0;2.999.497;771;3.791;10.077;22.598;15.277;14.609;0;67.122;0
b4%;b4 - Banco de Desenvolvimento;mar/13;0,27%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,04%;0,91%;0,56%;2,58%;3,50%;6,75%;0,00%;2,32%;0,01%;0,01%;0,05%;0,15%;0,31%;1,11%;0,00%;0,09%;0,00%
n1;n1 - Não Bancário de Crédito;mar/13;11.369.539;9.088;44.150;100.927;134.910;46.602;3.342;0;339.019;648.957;1.278.402;872.477;112.836;3.846;29;853;2.917.400;57.199;228.397;525.022;609.794;64.654;725;0;1.485.791;5.728;76.796;131.281;237.292;147.107;396.393;73.718;1.068.315;560.631;3.063.320;619.887;10.790;1;0;0;4.254.629;13.839;22.504;104.074;229.948;183.848;290.286;0;844.498;154.543;140.165;129.879;28.407;3.593;2.732;485;459.803;84
n1%;n1 - Não Bancário de Crédito;mar/13;1,01%;0,15%;0,17%;0,22%;0,17%;0,14%;0,05%;0,00%;0,17%;9,61%;6,41%;2,86%;0,35%;0,05%;0,00%;11,70%;2,94%;1,00%;0,81%;0,83%;0,65%;0,46%;2,97%;0,00%;0,72%;0,36%;0,75%;0,54%;0,39%;0,27%;0,40%;0,37%;0,39%;4,35%;3,61%;2,63%;0,94%;0,00%;0,00%;0,00%;3,47%;0,83%;0,15%;0,23%;0,79%;1,00%;1,65%;0,00%;0,65%;2,10%;0,52%;0,71%;0,19%;0,07%;0,21%;0,07%;0,62%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;mar/13;17.804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.804;17.804;0
n2%;n2 - Não Bancário de Mercado de Capitais;mar/13;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;2,74%;0,02%;0,00%
C;C - Conglomerado;mar/13;759.032.810;1.569.737;14.267.470;37.834.868;67.039.987;25.959.493;4.639.001;6.330;151.316.886;4.435.207;13.587.373;24.795.225;26.703.880;6.531.994;1.775.094;4.404;77.833.178;4.772.665;23.461.562;57.459.503;84.741.901;12.377.004;19.982;10.405;182.843.022;129.507;1.757.801;3.732.519;8.535.659;7.117.378;24.013.666;14.560.245;59.846.775;11.386.364;77.183.459;21.486.643;1.057.191;101.059;33.049;12.037;111.259.802;991.337;10.763.739;36.899.686;22.624.714;14.823.678;13.650.083;1.026.489;100.779.725;5.540.290;18.888.869;12.702.201;10.862.611;3.477.295;1.126.325;150.221;52.747.812;22.405.609
C%;C - Conglomerado;mar/13;67,58%;25,55%;55,01%;84,06%;82,95%;79,55%;72,39%;95,58%;76,83%;65,69%;68,11%;81,23%;82,85%;85,69%;83,64%;60,42%;78,45%;83,32%;83,71%;90,34%;90,31%;88,36%;81,91%;100,00%;89,09%;8,13%;17,13%;15,37%;13,91%;12,89%;24,00%;73,07%;21,95%;88,30%;90,96%;91,27%;91,85%;97,11%;99,16%;99,27%;90,76%;59,79%;69,67%;80,16%;77,53%;80,98%;77,40%;99,95%;77,95%;75,43%;69,91%;69,14%;71,99%;71,13%;85,24%;23,14%;70,63%;100,00%
I;I - Instituição independente;mar/13;364.054.447;4.575.133;11.669.313;7.175.070;13.777.878;6.674.257;1.769.433;293;45.641.376;2.316.891;6.362.894;5.730.985;5.529.447;1.090.387;347.182;2.885;21.380.671;955.311;4.565.895;6.142.905;9.095.197;1.631.021;4.414;0;22.394.744;1.463.653;8.504.645;20.559.397;52.842.494;48.092.210;76.033.077;5.365.949;212.861.426;1.509.126;7.667.340;2.054.398;93.809;3.009;281;88;11.328.051;666.658;4.685.687;9.133.446;6.556.187;3.481.624;3.986.040;556;28.510.199;1.804.898;8.131.208;5.670.004;4.226.295;1.411.378;195.100;499.013;21.937.895;84
I%;I - Instituição independente;mar/13;32,42%;74,45%;44,99%;15,94%;17,05%;20,45%;27,61%;4,42%;23,17%;34,31%;31,89%;18,77%;17,15%;14,31%;16,36%;39,58%;21,55%;16,68%;16,29%;9,66%;9,69%;11,64%;18,09%;0,00%;10,91%;91,87%;82,87%;84,63%;86,09%;87,11%;76,00%;26,93%;78,05%;11,70%;9,04%;8,73%;8,15%;2,89%;0,84%;0,73%;9,24%;40,21%;30,33%;19,84%;22,47%;19,02%;22,60%;0,05%;22,05%;24,57%;30,09%;30,86%;28,01%;28,87%;14,76%;76,86%;29,37%;0,00%
