Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Qt_Clientes;Qt_Operações
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;;9;ENCANTADO;RS;01/06/2012;10362,00;35035,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO FRONTEIRA DO IGUAÇU - SICREDI FRONTEIRA PR/SC;82527557;b3S;I;2;;9;CAPANEMA;PR;01/06/2012;10313,00;30609,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO SERRA - SICREDI CENTRO SERRA RS;87067757;b3S;I;2;;9;AGUDO;RS;01/06/2012;10237,00;38488,00
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;I;2;;14;VITORIA;ES;01/06/2012;10117,00;911683,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS BOTUCARAÍ - SICREDI BOTUCARAÍ RS;87900601;b3S;I;2;;9;SOLEDADE;RS;01/06/2012;9974,00;33340,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO BRANCO - SICREDI OURO BRANCO RS;87853206;b3S;I;2;;9;TEUTONIA;RS;01/06/2012;9767,00;31127,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/06/2012;9554,00;42462,00
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER;46642294;b3S;I;2;;9;SAO JOSE DOS CAMPOS;SP;01/06/2012;9485,00;18824,00
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/06/2012;9080,00;11250,00
COOPERATIVA   DE   CRÉDITO   DE  LIVRE  ADMISSÃO  DE  ASSOCIADOS DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95424891;b3S;I;2;;9;SANTA CRUZ DO SUL;RS;01/06/2012;8687,00;29891,00
COOPERATIVA DE CRÉDITO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;I;2;;9;LAJEADO;RS;01/06/2012;8651,00;28843,00
COOPERATIVA DE CRÉDITO EM GUAXUPÉ E REGIÃO LTDA - SICOOB AGROCREDI;42873828;b3S;I;2;;9;GUAXUPE;MG;01/06/2012;8012,00;37211,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS;92555150;b3S;I;2;;9;SANANDUVA;RS;01/06/2012;7836,00;27106,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/06/2012;7760,00;34751,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT;70431630;b3S;I;2;;9;JUINA;MT;01/06/2012;7615,00;23938,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/06/2012;7483,00;32678,00
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO/SC;78825270;b3S;I;2;;9;CHAPECO;SC;01/06/2012;7422,00;37960,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA ZONA SUL - SICREDI ZONA SUL RS;90497256;b3S;I;2;;9;PELOTAS;RS;01/06/2012;7402,00;28808,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;3;;9;TANGARA DA SERRA;MT;01/06/2012;7245,00;24733,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR;79457883;b3S;I;2;;9;MANDAGUARI;PR;01/06/2012;7222,00;23764,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SÃO CRISTOVÃO - SICREDI SÃO CRISTOVÃO - PR/SC;82065285;b3S;I;2;;9;MARIOPOLIS;PR;01/06/2012;7086,00;23229,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;I;3;;9;CRUZ ALTA;RS;01/06/2012;7085,00;26913,00
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/06/2012;7064,00;12243,00
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/06/2012;6914,00;14320,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/06/2012;6886,00;28756,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DA PRODUÇÃO - SICREDI REGIÃO DA PRODUÇÃO;89468565;b3S;I;2;;9;SARANDI;RS;01/06/2012;6820,00;23474,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CELEIRO - SICREDI CELEIRO RS/SC;88099247;b3S;I;2;;9;CAMPO NOVO;RS;01/06/2012;6811,00;24972,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/06/2012;6687,00;33526,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO LESTE - SICREDI CENTRO LESTE RS;88471024;b3S;I;2;;9;CACHOEIRA DO SUL;RS;01/06/2012;6624,00;25352,00
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO AÇO LTDA - SICOOB VALE DO AÇO;19869338;b3S;I;2;;9;IPATINGA;MG;01/06/2012;6486,00;26251,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/06/2012;6454,00;39575,00
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/06/2012;6319,00;19182,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE IBIRAIARAS - SICREDI IBIRAIARAS - RS;89990501;b3S;I;2;;9;IBIRAIARAS;RS;01/06/2012;6188,00;17508,00
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/06/2012;6174,00;12987,00
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/06/2012;6159,00;13987,00
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/06/2012;6040,00;26370,00
COOPERATIVA DE CRÉDITO DOS EMPREGADOS EM EMPRESAS TÊXTEIS   CREDITÊXTIL;3461243;b3S;I;2;;9;BLUMENAU;SC;01/06/2012;6036,00;13290,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO PARANAPANEMA - SICREDI PARANAPANEMA PR/SP;79086997;b3S;I;2;;9;CAMBARA;PR;01/06/2012;6007,00;21162,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NORTE MATO-GROSSENSE - SICREDI NORTE MT;37442605;b3S;I;2;;9;COLIDER;MT;01/06/2012;5998,00;14396,00
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PÃO DE AÇÚCAR;46277273;b3S;I;2;;9;SAO PAULO;SP;01/06/2012;5846,00;29715,00
LECCA;51523;n1;C;2;;197;RIO DE JANEIRO;RJ;01/06/2012;5804,00;107108,00
COOPERATIVA DE CRÉDITO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92796564;b3S;I;2;;9;PORTO ALEGRE;RS;01/06/2012;5769,00;20630,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26565770;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/06/2012;5727,00;16184,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUDOESTE -SICREDI IGUAÇU PR/SC;84974278;b3S;I;2;;9;SAO JOAO;PR;01/06/2012;5717,00;18086,00
BANCO BVA S.A.;32254138;b1;I;2;;8;RIO DE JANEIRO;RJ;01/06/2012;5665,00;12986,00
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION;58290800;b3S;I;2;;9;CRUZEIRO;SP;01/06/2012;5655,00;12896,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR;81466286;b3S;I;2;;9;PONTA GROSSA;PR;01/06/2012;5608,00;18892,00
SOCOPA;50328;b1;C;2;;199;SAO PAULO;SP;01/06/2012;5472,00;9279,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO JAGUARI - SICREDI VALE DO JAGUARI RS;87780284;b3S;I;2;;9;SANTIAGO;RS;01/06/2012;5432,00;20992,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;01/06/2012;5268,00;23964,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26529420;b3S;I;2;;9;NOVA MUTUM;MT;01/06/2012;5207,00;16407,00
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DO VALE DO PARAIBA, LITORAL NORTE PAULISTA E SERRA DA MANTIQUEIRA - CRESSEM;54190525;b3S;I;2;;9;SAO JOSE DOS CAMPOS;SP;01/06/2012;5182,00;11659,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79063574;b3S;I;2;;9;SANTO ANTONIO DA PLATINA;PR;01/06/2012;5171,00;16864,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU   SICOOB   PINHALZINHO/SC.;81014060;b3S;I;2;;9;PINHALZINHO;SC;01/06/2012;5107,00;17728,00
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS RANDON;89280960;b3S;I;2;;9;CAXIAS DO SUL;RS;01/06/2012;5098,00;13207,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO GRANDES LAGOS DO PARANÁ - SICREDI GRANDES LAGOS PR;81115149;b3S;I;2;;9;LARANJEIRAS DO SUL;PR;01/06/2012;4968,00;15754,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO RIO PARANÁ - SICREDI RIO PARANÁ PR/SP;81206039;b3S;I;2;;9;NOVA LONDRINA;PR;01/06/2012;4919,00;16368,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUDOESTE DO RIO GRANDE DO SUL - SICREDI SUDOESTE RS;87903316;b3S;I;2;;9;ALEGRETE;RS;01/06/2012;4909,00;20151,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO COSTA OESTE - SICREDI COSTA OESTE PR;79052122;b3S;I;2;;9;MARECHAL CANDIDO RONDON;PR;01/06/2012;4879,00;16373,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;;9;SORRISO;MT;01/06/2012;4844,00;15462,00
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS E SERVIDORES DA SABESP E EM EMPRESAS DE SANEAMENTO AMBIENTAL DO ESTADO DE SÃO PAULO - CECRES;54603022;b3S;I;2;;9;SAO PAULO;SP;01/06/2012;4765,00;11693,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB - CREDIAUC/SC;78840071;b3S;I;2;;9;CONCORDIA;SC;01/06/2012;4759,00;15232,00
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA.;33370115;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/06/2012;4750,00;9675,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DOS VALES DO ITAJAÍ E ITAPOCÚ E DO LITORAL NORTE DE SANTA CATARINA - SICOOB BLUCREDI SC;3960819;b3S;I;2;;9;BLUMENAU;SC;01/06/2012;4716,00;14722,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO MÉDIO DO RIO GRANDE DO SUL - SICREDI PLANALTO MÉDIO RS;87781530;b3S;I;2;;9;PASSO FUNDO;RS;01/06/2012;4696,00;18441,00
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;I;2;;9;SAO GONCALO DO SAPUCAI;MG;01/06/2012;4688,00;19297,00
TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9473806;n1;I;2;;14;BENTO GONCALVES;RS;01/06/2012;4682,00;9460,00
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/06/2012;4660,00;16618,00
BANCO OURINVEST S.A.;78632767;b2;I;2;;8;SAO PAULO;SP;01/06/2012;4581,00;10234,00
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE - SICREDI OESTE PR;76059997;b3S;I;2;;9;TOLEDO;PR;01/06/2012;4561,00;14595,00
