Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS, MEMBROS DO MINISTÉRIO PÚBLICO, DEFENSORES PÚBLICOS E SERVIDORES DO PODER JUDICIÁRIO NO ESTADO DO CEARÁ - SICREDI COOPERJURIS;8041950;b3S;S5;I;2;FORTALEZA;CE;43435;3660;0;246;0;0;0;3906;-583;-501;0;0;1;-1083;2824;29;10;-605;-451;-1;0;140;-872;-1750;1073;15;1089;-1;-30;1058;-322
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARAXÁ LTDA - SICOOB COOCREZ;71378426;b3S;S5;I;2;ARAXA;MG;43435;3322;0;578;0;0;0;3899;-650;0;0;0;-499;-1149;2751;298;595;-1695;-1143;-31;0;144;-93;-1925;825;2;827;0;0;827;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED VALE DAS ANTAS;94243839;b3S;S5;I;2;CASCA;RS;43435;3281;0;586;0;0;0;3867;-1275;0;0;0;-1328;-2603;1263;135;8;-600;-561;-4;0;20;-24;-1026;237;-11;226;-2;0;224;-592
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACUTINGA - CRESOL JACUTINGA;2904125;b3S;S5;I;2;JACUTINGA;RS;43435;3212;0;610;0;0;0;3823;-623;-554;0;0;-562;-1739;2084;1018;55;-1094;-764;0;0;0;-680;-1465;619;-1;617;-3;0;614;0
COOPERATIVA DE CREDITO DE SALVADOR - SICREDI SALVADOR;2245493;b3S;S5;I;2;SALVADOR;BA;43435;3542;0;278;0;0;0;3820;-161;0;0;0;-27;-188;3632;78;62;-1294;-1170;-3;0;330;-1085;-3082;550;0;550;0;0;550;-1332
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SAO JOAQUIM-CRESOL SÃO JOAQUIM;2766672;b3S;S5;I;2;SAO JOAQUIM;SC;43435;3379;0;429;0;0;0;3809;-747;-407;0;0;-235;-1389;2419;433;264;-1140;-748;0;0;216;-518;-1493;926;46;971;-6;-114;852;-500
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;1667352;b3S;S5;I;2;PIRAPORA;MG;43435;3277;0;527;0;0;0;3804;-693;-50;0;0;-373;-1117;2687;536;560;-1603;-1368;-55;0;314;-129;-1745;942;-67;876;-45;0;831;0
COOPERATIVA DE CRÉDITO DE MAIRI LTDA. – SICOOB COOPEMAR;4174720;b3S;S5;I;2;MAIRI;BA;43435;2825;0;959;0;0;0;3784;-654;0;0;0;-174;-828;2957;633;986;-1748;-2068;-50;0;140;-296;-2403;554;0;554;-24;0;530;0
VIC DTVM S/A - PRUDENCIAL;1000084002;n2;S4;I;2;RIO DE JANEIRO;RJ;43435;55;0;3718;6;0;0;3780;0;0;0;0;0;0;3780;164;0;-515;-629;-170;0;0;0;-1150;2630;0;2630;0;0;2630;-900
COOPERATIVA DE CRÉDITO E INVESTIMENTO D'OESTE DE RONDÔNIA;5597773;b3S;S5;I;2;NOVA BRASILANDIA;RO;43435;3628;0;151;0;0;0;3779;-672;0;0;0;-790;-1461;2318;180;24;-1256;-1100;0;0;213;-14;-1953;365;1;366;0;0;366;-230
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE IGUATAMA LTDA. - SICOOB CREDITAMA;26359745;b3S;S5;I;2;IGUATAMA;MG;43435;2870;0;907;0;0;0;3777;-813;-188;0;0;-242;-1243;2534;390;283;-1194;-932;-18;0;296;-177;-1352;1182;-1;1180;-36;0;1144;-247
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;65560658;b3S;S5;I;2;SAO PAULO;SP;43435;3524;0;245;0;0;0;3769;-42;0;0;0;-729;-771;2998;21;0;-1281;-747;0;0;103;-10;-1915;1083;-11;1072;0;0;1072;-1621
COOPERATIVA DE CREDITO DE ITAPAGIPE LTDA - SICOOB ITAPAGIPE;71506513;b3S;S5;I;2;ITAPAGIPE;MG;43435;2240;0;1516;0;0;0;3756;-762;-491;0;0;-505;-1758;1999;388;301;-965;-843;-30;0;330;-183;-1003;996;1;997;-34;-30;933;-197
ACESSO SOLUÇÕES DE PAGAMENTO - PRUDENCIAL;1000084806;n4;;I;2;SAO PAULO;SP;43435;0;0;3749;0;0;0;3749;0;0;0;0;0;0;3749;15208;4010;-8555;-8553;-2513;4;2828;-9661;-7233;-3484;-311;-3795;3022;0;-773;0
COOPERATIVA DE CREDITO E ECONOMIA COM INTERACAO SOLIDARIA DE CHAPECO - CRESOL CHAPECO;4281182;b3S;S5;I;2;CHAPECO;SC;43435;3259;0;488;0;0;0;3747;-729;-378;0;0;-531;-1638;2109;565;60;-889;-714;0;0;0;-480;-1458;651;15;666;-4;0;662;0
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ARATIBA — CRESOL ARATIBA;4565791;b3S;S5;I;2;ARATIBA;RS;43435;2631;0;1112;0;0;0;3743;-1031;-455;0;0;-189;-1675;2067;650;2;-867;-477;0;0;0;-674;-1365;703;76;778;-1;0;777;0
LABOR CC - PRUDENCIAL;1000082073;n2;S5;I;2;RECIFE;PE;43435;0;0;0;0;3723;0;3723;0;0;0;0;0;0;3723;580;0;-1563;-1405;-254;0;739;0;-1903;1819;0;1819;-807;0;1013;0
LEVYCAM CCV LTDA - PRUDENCIAL;1000082592;n2;S4;I;2;SAO PAULO;SP;43435;0;0;0;0;3710;0;3710;0;0;0;0;-8;-8;3703;1319;0;-2188;-2498;-310;0;227;-173;-3623;80;0;80;-21;0;59;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SARANDI-CRESOL SARANDI;5220243;b3S;S5;I;2;SARANDI;RS;43435;3380;0;322;0;0;0;3702;-689;-159;0;0;102;-746;2956;373;296;-1053;-799;-2;0;292;-1003;-1895;1061;-409;652;0;-51;601;0
SICREDI COOMAMP - COOPERATIVA DE CRÉDITO DOS MEMBROS DE INSTITUIÇÕES PÚBLICAS DAS CARREIRAS JURÍDICAS E DOS SERVIDORES PÚBLICOS FEDERAIS, ESTADUAIS E MUNICIPAIS EM SÃO LUÍS/MA E MUNICÍPIOS CIRCUNVIZIN;5545390;b3S;S5;I;2;SAO LUIS;MA;43435;3494;0;189;0;0;0;3684;-381;-341;0;0;-323;-1045;2638;138;45;-695;-611;-6;0;142;-633;-1620;1019;37;1055;-8;0;1048;-704
ÓRAMA DTVM S.A. - PRUDENCIAL;1000084260;n2;S4;I;2;RIO DE JANEIRO;RJ;43435;0;0;3673;0;0;0;3673;0;0;0;0;0;0;3673;7867;0;-5224;-13789;-537;0;0;-1473;-13156;-9483;135;-9348;0;0;-9348;0
AMAZÔNIA CC LTDA. - PRUDENCIAL;1000082365;n2;S4;I;2;MANAUS;AM;43435;0;0;5;0;3664;0;3669;0;0;0;0;0;0;3669;138;0;-660;-2563;-182;0;0;-2;-3269;400;0;400;-167;0;233;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE SÃO JOÃO DA BOA VISTA - CREDIVISTA;74248949;b3S;S5;I;2;SAO JOAO DA BOA VISTA;SP;43435;3212;0;457;0;0;0;3669;-746;0;0;0;-13;-759;2910;97;13;-895;-671;-24;0;0;0;-1480;1429;22;1452;-59;-108;1285;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE GETULIO VARGAS-CRESOL GETÚLIO VARGAS;5241145;b3S;S5;I;2;GETULIO VARGAS;RS;43435;3095;0;571;0;0;0;3665;-689;-535;0;0;-33;-1257;2408;846;54;-817;-825;0;0;1;-825;-1566;842;-458;384;1;0;384;0
COOPERATIVA DE CREDITO DOS SERVIDORES DA UNIAO NO NORDESTE - SICOOB CENTRO NORDESTE;3102185;b3S;S5;I;2;JOAO PESSOA;PB;43435;3533;0;125;0;0;0;3658;-250;-44;0;0;-183;-476;3182;726;390;-1522;-2069;-38;0;202;-153;-2464;718;-2;716;0;0;716;-535
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DO VALE DO PIQUIRI - CRESOL VALE DO PIQUIRI;4232022;b3S;S5;I;2;GUARANIACU;PR;43435;3328;0;320;0;0;0;3648;-279;-728;0;0;-65;-1072;2577;249;334;-935;-658;-5;0;173;-866;-1708;869;2;871;0;0;871;-199
MULTIMONEY CC LTDA. - PRUDENCIAL;1000082262;n2;S4;I;2;SAO PAULO;SP;43435;0;0;0;0;3645;0;3645;0;0;0;0;-139;-139;3506;237;1;-4293;-4358;-196;0;90;-257;-8776;-5270;-33;-5303;116;0;-5187;0
COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA;204963;b3S;S5;I;2;SEARA;SC;43435;2436;0;1204;0;0;0;3639;-1022;-305;0;0;-295;-1622;2017;587;36;-688;-805;-3;0;35;-205;-1044;973;51;1025;-119;0;905;0
COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO;7853842;b3S;S5;I;2;OURO;SC;43435;3299;0;334;0;0;0;3633;-986;-86;0;0;312;-761;2872;34;31;-749;-686;1;0;502;-1138;-2007;865;-35;830;-4;0;827;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES;8488377;b3S;S5;I;2;GUARANI DAS MISSOES;RS;43435;3089;0;504;0;0;0;3593;-751;-514;0;0;262;-1004;2588;491;297;-958;-983;0;0;392;-571;-1333;1256;100;1356;0;-118;1238;-320
BIORC FINANCEIRA - CFI S.A. - PRUDENCIAL;1000083663;n1;S5;I;2;FLORIANOPOLIS;SC;43435;3519;0;57;0;0;0;3576;-459;0;0;0;-491;-949;2627;49;416;-589;-2410;-187;0;42;-3;-2683;-57;-3;-60;12;-43;-91;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM;7465539;b3S;S5;I;2;WITMARSUM;SC;43435;3035;0;539;0;0;0;3574;-883;-361;0;0;-61;-1305;2269;323;195;-761;-594;0;0;16;-501;-1323;946;19;965;-2;-101;863;-511
COOPERATIVA DE CRÉDITO DOS MILITARES E DA SEGURANÇA PÚBLICA NO DISTRITO FEDERAL LTDA. - SICOOB DFMIL;4649337;b3S;S5;I;2;BRASILIA;DF;43435;3286;0;230;0;0;0;3515;-310;-549;0;0;-269;-1128;2388;425;101;-869;-965;-18;0;139;-130;-1318;1070;5;1074;0;0;1074;-328
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DA REGIÃO METROPOLITANA DE JOÃO PESSOA, LITORAL  PARAIBANO E  DOS SERVIDORES PÚBLICOS ESTADUAIS DA PARAÍBA - SICOOB UNIÃO PARAIBANA;3373150;b3S;S5;I;2;JOAO PESSOA;PB;43435;3283;0;219;0;0;0;3502;-368;-90;0;0;-1466;-1925;1578;540;577;-1373;-1487;-26;0;356;-234;-1647;-69;-20;-89;-9;0;-98;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO EMPREENDEDORES - SICREDI EMPREENDEDORES PR;7070495;b3S;S5;I;2;CURITIBA;PR;43435;2459;0;1043;0;0;0;3502;-1015;-12;0;0;-222;-1249;2253;868;426;-1344;-862;-21;0;134;-673;-1473;780;13;793;0;0;793;-207
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO PARÁ - SICOOB COOESA;83836114;b3S;S5;I;2;BELEM;PA;43435;3307;0;194;0;0;0;3501;-421;-35;0;0;-224;-680;2821;676;426;-1512;-1587;-30;0;277;-183;-1934;888;-5;883;-32;0;851;0
SICREDI PIAUÍ - COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES CENTRO E NORTE DO PIAUÍ;3128973;b3S;S5;I;2;TERESINA;PI;43435;2465;0;1034;0;0;0;3499;-1044;0;0;0;-626;-1670;1829;108;167;-1248;-802;-3;0;141;-286;-1922;-93;57;-35;-4;0;-40;-351
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ESTRADA DE FERRO - CRESOL ESTRADA DE FERRO;4490531;b3S;S5;I;2;ORIZONA;GO;43435;3226;0;273;0;0;0;3498;-269;-752;0;0;-348;-1369;2130;167;288;-969;-486;-4;0;351;-810;-1463;666;0;666;0;-258;408;-383
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA SAÚDE DA REGIÃO DE CARATINGA, MANHUAÇU E CARANGOLA LTDA. - SICOOB PROFISSIONAIS DA SAÚDE;71261184;b3S;S5;I;2;CARATINGA;MG;43435;2451;0;1034;0;0;0;3484;-1189;-2;0;0;-412;-1602;1882;351;113;-987;-929;-41;0;178;-145;-1459;424;-5;418;-18;-28;372;-238
COOPERATIVA DE CRÉDITO DE RIO RUFINO - SICOOB CREDIUNIÃO;2448839;b3S;S5;I;2;RIO RUFINO;SC;43435;3017;0;450;0;0;0;3467;-612;-243;0;0;-625;-1479;1988;202;199;-1113;-834;-19;0;93;-109;-1580;407;-4;404;-17;0;387;0
BBVA BRASIL BI S.A. - PRUDENCIAL;1000081366;b2;S4;I;3;SAO PAULO;SP;43435;0;0;3464;0;0;0;3464;0;0;0;0;0;0;3464;1928;0;-2197;-1223;-267;0;140;0;-1619;1845;1859;3704;-775;0;2929;0
COOPERATIVA DE CRÉDITO DOS MEDICOS E DEMAIS PROFISSIONAIS DE NIVEL SUPERIOR DA AREA DE SAUDE DE SALVADOR E REGIAO METROPOLITANA LTDA - SICOOB CREDMED;7440317;b3S;S5;I;2;SALVADOR;BA;43435;2827;0;629;0;0;0;3456;-433;0;0;0;-438;-871;2585;285;689;-1648;-1374;-29;0;371;-125;-1830;755;0;755;15;0;770;-266
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TANGARÁ - CRESOL TANGARÁ;7946451;b3S;S5;I;2;TANGARA;SC;43435;3083;0;371;0;0;0;3454;-769;-234;0;0;-471;-1474;1980;341;214;-1244;-719;-9;0;124;-734;-2028;-48;27;-21;0;0;-21;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CURITIBANOS - CRESOL CURITIBANOS;1155801;b3S;S5;I;2;CURITIBANOS;SC;43435;2998;0;449;0;0;0;3446;-725;-281;0;0;-25;-1031;2415;385;375;-1203;-665;-4;0;163;-602;-1552;863;122;985;0;-8;977;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE MARTINHO CAMPOS LTDA - SICOOB CREDIMAC;64480833;b3S;S5;I;2;MARTINHO CAMPOS;MG;43435;2419;0;1017;0;0;0;3436;-937;-75;0;0;18;-994;2443;465;285;-1282;-948;-38;0;292;-196;-1421;1021;-13;1008;-45;-92;871;-332
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE VERE - CRESOL VERE;3348165;b3S;S5;I;2;VERE;PR;43435;2596;0;778;0;0;0;3373;-558;-1110;0;0;219;-1449;1924;475;181;-539;-341;-2;0;107;-345;-464;1461;0;1461;0;-178;1283;-318
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE HUMAITÁ - CRESOL HUMAITÁ;5983995;b3S;S5;I;2;HUMAITA;RS;43435;2897;0;472;0;0;0;3368;-972;-197;0;0;-119;-1288;2080;389;301;-1038;-634;-2;0;265;-441;-1160;921;-6;914;-2;-85;828;-251
AGENCIA DE FOMENTO DO RN S.A. - PRUDENCIAL;1000081043;n1;S4;I;1;NATAL;RN;43435;1872;0;1453;0;0;0;3325;0;-26;0;0;-1288;-1314;2011;1565;76;-3191;-1867;-405;0;4274;-862;-408;1602;20;1622;-680;0;942;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA LESTE PARANAENSE - CRESOL LESTE PARANAENSE;5326643;b3S;S5;I;2;CERRO AZUL;PR;43435;3105;0;219;0;0;0;3324;-313;-645;0;0;-1230;-2188;1136;277;377;-947;-831;-5;0;91;-797;-1834;-699;3;-696;0;0;-696;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE PAULISTA - SICOOB UNIMAIS NORTE PAULISTA;2250781;b3S;S5;I;2;BEBEDOURO;SP;43435;2836;0;474;0;0;0;3310;-699;-5;0;0;-583;-1287;2023;350;102;-1180;-1200;-12;0;293;-316;-1963;60;204;265;-108;0;156;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BANDEIRANTES – SICREDI BANDEIRANTES SP;4853988;b3S;S5;I;2;SAO CARLOS;SP;43435;2950;0;312;0;0;0;3262;-408;-6;0;0;-1080;-1493;1769;419;400;-1056;-922;-13;0;68;-668;-1772;-3;-10;-14;0;0;-14;-99
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE DORES DO INDAIÁ LTDA. - SICOOB CREDINDAIÁ;71069587;b3S;S5;I;2;DORES DO INDAIA;MG;43435;2725;0;532;0;0;0;3257;-588;-415;0;0;-221;-1223;2034;221;92;-924;-637;-20;0;170;-184;-1281;753;1;752;-28;0;724;0
F D GOLD DTVM LTDA - PRUDENCIAL;1000083993;n2;S4;I;2;SAO PAULO;SP;43435;0;0;3257;0;0;0;3257;0;0;0;0;0;0;3257;0;0;-875;-5285;-190;0;5;-25;-6371;-3114;0;-3114;986;0;-2128;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIPAULISTA;3139644;b3S;S5;I;2;SAO PAULO;SP;43435;2335;0;909;0;0;0;3244;0;0;0;0;-176;-176;3068;0;0;-769;-906;-3;0;0;-232;-1911;1157;0;1157;0;-86;1071;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CIRCUITO DAS ÁGUAS - SICOOB CIRCUITO DAS ÁGUAS;3941182;b3S;S5;I;2;MONTE SIAO;MG;43435;2802;0;420;0;0;0;3222;-613;-24;0;0;-71;-708;2514;277;377;-1447;-1314;-45;0;123;-126;-2154;360;42;402;-35;-65;302;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE PAIM FILHO - CRESOL PAIM FILHO;7252614;b3S;S5;I;2;PAIM FILHO;RS;43435;2468;0;752;0;0;0;3220;-873;-601;0;0;-667;-2141;1079;447;143;-449;-399;0;0;91;-468;-636;443;4;447;-2;-6;439;0
TURCAMBIO CC LTDA. - PRUDENCIAL;1000082334;n2;S4;I;2;GAROPABA;SC;43435;0;0;0;0;3214;0;3214;0;0;0;0;0;0;3214;62;0;-1014;-1865;-153;0;0;-80;-3048;166;2;168;-61;0;107;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO CVRD E ENTIDADES VINCULADAS LTDA.;33924028;b3S;S5;I;2;RIO DE JANEIRO;RJ;43435;3104;0;100;0;0;0;3204;-270;-75;0;0;-408;-752;2451;80;73;-1822;-1198;-13;0;1171;-59;-1769;683;0;682;-3;0;680;0
COOPERATIVA DE CREDITO CREDLIDER - SICOOB CREDLIDER;5463934;b3S;S5;I;2;VOTUPORANGA;SP;43435;2398;0;803;0;0;0;3200;-519;-232;0;0;-414;-1165;2036;425;174;-921;-956;-18;0;363;-99;-1032;1003;74;1077;-56;0;1021;-222
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS E PRESTADORES DE SERVIÇO DO GRUPO ARCELORMITTAL - SICOOB COPESITA;19875244;b3S;S5;I;2;TIMOTEO;MG;43435;2536;0;657;0;0;0;3192;-683;0;0;0;-563;-1246;1946;448;101;-986;-1144;-42;0;381;-163;-1406;540;18;558;-17;0;541;-230
COOPERATIVA DE CRÉDITO DA REGIÃO DO VALE DO RIO GRANDE LTDA. - SICOOB CREDILEITE;86585049;b3S;S5;I;2;UBERABA;MG;43435;2153;0;1020;0;0;0;3173;-579;-76;0;0;-593;-1248;1925;324;157;-1716;-783;-46;0;134;-59;-1990;-64;1;-63;-23;0;-86;0
AMAGGI CFI - PRUDENCIAL;1000084734;n1;S4;I;2;CUIABA;MT;43435;2576;0;590;0;0;0;3165;-808;0;0;0;-724;-1531;1634;19;113;-1015;-1112;-118;0;0;-26;-2139;-505;14;-490;173;0;-317;0
COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPRESÁRIOS, PROFISSIONAIS DO MERCADO IMOBILIÁRIO E DA CMI / SECOVI - SICOOB SECOVICRED MG;14913919;b3S;S5;I;2;BELO HORIZONTE;MG;43435;867;0;2267;0;0;0;3134;-1576;0;0;0;-337;-1913;1220;1015;1116;-900;-1384;-112;0;65;-113;-313;907;-22;885;0;0;885;-488
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIRACANJUBA LTDA;5222094;b3S;S5;I;2;PIRACANJUBA;GO;43435;2721;0;339;0;0;59;3119;-272;-284;0;0;-376;-932;2187;191;159;-1082;-550;-20;0;60;-230;-1473;714;0;714;-11;0;704;-354
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA VISTA LTDA.;2137018;b3S;S5;I;2;BOA VISTA;RR;43435;2979;0;140;0;0;0;3119;-224;-85;0;0;-953;-1261;1858;166;130;-586;-743;-12;0;98;-369;-1316;542;5;547;-16;0;531;-236
CAROL DTVM LTDA. - PRUDENCIAL;1000084095;n2;S5;I;2;SAO PAULO;SP;43435;0;0;2903;0;194;0;3096;0;0;0;0;0;0;3096;0;0;-439;-2405;-144;0;0;0;-2987;109;0;109;-36;0;73;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO GRUPO BASF;74244344;b3S;S5;I;2;SAO PAULO;SP;43435;2376;0;714;0;0;0;3090;0;0;0;0;-340;-340;2750;0;0;-283;-334;0;0;120;-15;-512;2238;0;2238;0;0;2238;-1580
COOPERATIVA DE CRÉDITO RURAL - CREDICANA;44373041;b3S;S5;I;2;ASSIS;SP;43435;1169;0;1887;0;0;0;3056;-1834;0;0;0;55;-1780;1277;5;59;-679;-453;-8;0;54;0;-1021;255;32;288;-45;-60;184;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CARGILL;68228006;b3S;S5;I;2;SAO PAULO;SP;43435;2790;0;227;0;0;0;3016;-2;0;0;0;-496;-497;2519;191;0;-391;-784;-2;0;2;-44;-1029;1490;1;1490;0;0;1490;-1246
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CBMM LTDA.;18140913;b3S;S5;I;2;ARAXA;MG;43435;2845;0;124;0;0;0;2969;0;0;0;0;-430;-430;2539;0;0;-136;-93;-7;0;0;-40;-274;2265;0;2265;-41;-43;2180;-436
CM CAPITAL MARKETS - PRUDENCIAL;1000080549;n2;S4;C;3;SAO PAULO;SP;43435;0;0;3250;-282;0;0;2967;0;0;0;0;0;0;2967;25164;1591;-16473;-15341;-2493;0;7;-19;-7565;-4598;-176;-4774;-65;-3849;-8688;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ALFREDO WAGNER - CRESOL ALFREDO WAGNER;5494591;b3S;S5;I;2;ALFREDO WAGNER;SC;43435;2557;0;396;0;0;0;2953;-685;-281;0;0;-247;-1212;1741;234;90;-759;-452;0;0;139;-604;-1352;389;-109;280;0;-21;259;-278
COOPERATIVA DE ECONOMIA E CREDITO COM INTERACAO SOLIDARIA DE JAGUARUNA - CRESOL JAGUARUNA;5410056;b3S;S5;I;2;JAGUARUNA;SC;43435;2564;0;387;0;0;0;2951;-679;-219;0;0;-230;-1127;1824;420;114;-816;-560;-2;0;0;-467;-1312;512;-37;475;-3;-41;431;-172
FRENTE CC LTDA. - PRUDENCIAL;1000084387;n2;S4;I;2;SAO PAULO;SP;43435;0;0;0;0;2948;0;2948;0;0;0;0;0;0;2948;894;0;-511;-4833;-224;0;5;-97;-4766;-1818;275;-1543;0;0;-1543;0
EXECUTIVE CC LTDA. - PRUDENCIAL;1000082468;n2;S4;I;2;NOVO HAMBURGO;RS;43435;0;0;0;0;2942;0;2942;0;0;0;0;0;0;2942;1;321;-249;-2288;-152;0;0;-143;-2510;432;-2;430;-136;0;294;-102
COOPERATIVA ECONOMIA CRÉDITO MÚTUO SERVIDORES E EMPREGADOS MUNIC PREF MUNIC BELO HORIZONTE BETIM BRUMADINHO CONTAGEM IBIRITÉ NOVA LIMA RIBEIRÃO DAS NEVES SABARÁ SANTA LUZIA VESPASIANO SICOOB CREDISERV;1864151;b3S;S5;I;2;BELO HORIZONTE;MG;43435;2769;0;146;0;0;0;2915;-242;-29;0;0;-625;-896;2019;27;0;-871;-743;-4;0;22;-31;-1600;419;0;419;1;-8;410;-694
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO AMAPÁ - SICOOB AMAPÁ;13517050;b3S;S5;I;2;MACAPA;AP;43435;2579;0;299;0;0;0;2878;-403;0;0;0;-622;-1025;1853;289;499;-1026;-1009;-29;0;545;-262;-993;860;-33;827;-113;0;714;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFISSIONAIS MÉDICOS E DA SAÚDE DE CURITIBA E REGIÃO METROPOLITANA - SICREDI MEDICRED PR;2924977;b3S;S4;I;2;CURITIBA;PR;43435;1957;0;907;0;0;0;2864;-749;-13;0;0;-4;-766;2097;614;171;-1287;-719;-31;0;152;-431;-1531;566;0;566;0;0;566;-219
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE AMERICANA, LIMEIRA E REGIÃO - SICOOB ACICRED;9579249;b3S;S5;I;2;AMERICANA;SP;43435;2118;0;738;0;0;0;2856;-654;0;0;0;-562;-1217;1639;462;659;-946;-1226;-14;0;282;-369;-1151;488;1;489;0;-73;416;-258
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE MINEIRO LTDA.- UNICRED LESTE MINEIRO;1110032;b3S;S5;I;2;GOVERNADOR VALADARES;MG;43435;2097;0;740;0;0;0;2837;-1056;0;0;0;-5;-1061;1776;348;170;-989;-956;-5;0;2;-19;-1448;328;1;329;-2;0;327;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE SÃO BERNARDO DO CAMPO - CREDIABC;3612679;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;43435;2755;0;76;0;0;0;2830;-412;-80;0;0;-90;-582;2248;0;0;-1018;-670;0;0;89;-9;-1609;640;-136;504;-2;0;502;-507
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO ESTADO DO ESPÍRITO SANTO LTDA. – UNICRED DO ESPÍRITO SANTO;39808449;b3S;S5;I;2;VITORIA;ES;43435;2150;0;652;0;0;0;2801;-664;0;0;0;-243;-908;1894;287;195;-1375;-1226;-11;0;6;-6;-2130;-237;2;-235;0;0;-235;0
