cat;Categoria;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;set/14;20.139.506;157.388;1.771.671;3.387.444;3.489.819;769.236;240.564;1.301;9.817.422;14.220;276.220;708.812;1.112.125;314.572;164.443;3.528;2.593.920;58.079;917.208;1.215.260;9.092;7.059;2.090;598.163;2.806.951;58.616;2.807.030;274.080;3.839;1.263;1;25;3.144.854;0;0;0;0;0;0;0;0;59.742;256.454;348.293;300.885;101.179;58.437;14.483;1.139.473;2.531;51.017;22.997;16.016;2.009;158;1;94.729;609;164.752;280.377;88.452;5.913;2.055;0;542.159;0;0;0;0;0;0;0;0
b3S%;b3S - Cooperativa de Crédito Singulares;set/14;1,06%;1,74%;2,45%;2,99%;2,89%;2,52%;3,63%;0,19%;2,78%;0,87%;1,77%;2,74%;3,20%;1,43%;0,59%;0,07%;1,95%;1,76%;2,52%;8,74%;0,50%;2,80%;2,13%;81,91%;4,97%;4,11%;4,75%;1,55%;0,57%;0,69%;0,00%;0,01%;3,94%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,43%;1,74%;2,30%;2,00%;2,16%;0,94%;6,75%;1,89%;0,13%;0,15%;0,03%;0,01%;0,00%;0,00%;0,00%;0,02%;0,29%;1,21%;0,74%;0,56%;0,06%;0,03%;0,00%;0,64%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;set/14;945.726;0;361.125;369.476;68.191;5.153;307;0;804.251;0;97;13;10;0;0;0;120;0;19.657;73.898;0;0;0;40;93.595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430;951;2.485;3.106;747;14;164;7.898;0;6.677;10.345;14.111;778;1.729;0;33.640;0;380;1.758;2.451;1.627;5;0;6.222;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;set/14;0,05%;0,00%;0,50%;0,33%;0,06%;0,02%;0,00%;0,00%;0,23%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,05%;0,53%;0,00%;0,00%;0,00%;0,01%;0,17%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,01%;0,02%;0,02%;0,02%;0,00%;0,08%;0,01%;0,00%;0,02%;0,01%;0,01%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,02%;0,02%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;set/14;322.811.091;19.049;99.343;249.309;520.202;27.411;109.102;0;1.024.415;8.836;51.288;132.678;382.460;183.176;89.162;0;847.601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;293;806;2.061;0;0;0;3.294;357;2.272;8.045;25.811;6.198;956;0;43.639;206.910;10.902.828;28.092.455;74.097.771;61.245.048;122.063.812;20.819.690;317.428.513;4.084;91.650;491.915;975.127;752.007;1.146.797;2.048;3.463.628;0;0;0;0;0;0;0;0
b4%;b4 - Banco de Desenvolvimento;set/14;17,03%;0,21%;0,14%;0,22%;0,43%;0,09%;1,65%;0,00%;0,29%;0,54%;0,33%;0,51%;1,10%;0,84%;0,32%;0,00%;0,64%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,02%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,01%;0,02%;0,05%;0,17%;0,13%;0,02%;0,00%;0,07%;10,29%;31,92%;33,01%;41,80%;58,03%;69,16%;55,89%;51,38%;1,96%;0,67%;1,30%;6,18%;7,23%;17,87%;6,05%;4,10%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n1;n1 - Não Bancário de Crédito;set/14;8.906.915;81.014;272.886;343.264;243.076;21.064;1.551;0;962.854;40.968;462.171;1.102.183;1.671.647;489.210;239.957;4.785;4.010.921;36;2.894;67;0;0;0;0;2.997;7.083;354.107;67.507;10.124;101;587;161;439.670;0;0;0;0;0;0;0;0;1.786;3.219;18.940;8.208;2.413;521;0;35.086;38.965;173.396;530.981;914.888;632.003;785.706;5.834;3.081.773;123;5.934;12.313;47.993;46.845;121.031;0;234.241;26;75;135.742;2.983;174;374;0;139.373
n1%;n1 - Não Bancário de Crédito;set/14;0,47%;0,90%;0,38%;0,30%;0,20%;0,07%;0,02%;0,00%;0,27%;2,51%;2,96%;4,26%;4,81%;2,23%;0,87%;0,09%;3,02%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,50%;0,60%;0,38%;1,50%;0,06%;0,10%;0,08%;0,55%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,04%;0,02%;0,13%;0,05%;0,05%;0,01%;0,00%;0,06%;1,94%;0,51%;0,62%;0,52%;0,60%;0,45%;0,02%;0,50%;0,06%;0,04%;0,03%;0,30%;0,45%;1,89%;0,00%;0,28%;0,03%;0,00%;1,07%;0,01%;0,00%;0,01%;0,00%;0,26%
n2;n2 - Não Bancário de Mercado de Capitais;set/14;779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;754;0;0;0;0;25;779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n2%;n2 - Não Bancário de Mercado de Capitais;set/14;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
C;C - Conglomerado;set/14;1.296.741.724;5.328.207;58.555.942;86.700.865;86.314.498;23.086.441;4.984.504;573.849;265.544.306;699.087;12.579.654;18.680.619;23.547.855;16.203.741;23.591.056;5.405.334;100.707.347;2.381.979;33.021.638;7.606.585;1.777.772;218.068;94.322;132.083;45.232.448;1.216.268;50.638.170;12.924.279;663.082;180.715;586.095;205.076;66.413.684;806.282;23.998.656;41.319.788;20.442.209;4.718.664;2.467.243;7.834;93.760.675;3.568.442;12.051.422;12.899.407;13.620.634;4.274.665;5.778.778;116.949;52.310.297;1.027.860;16.086.910;44.072.801;75.730.130;30.692.477;29.124.691;9.351.571;206.086.439;135.334;12.385.043;32.034.269;13.989.970;9.390.081;4.916.004;31.779;72.882.481;55.087;2.004.579;9.858.457;19.996.641;6.014.286;6.278.351;124.024;44.331.424
C%;C - Conglomerado;set/14;68,39%;58,86%;81,07%;76,49%;71,56%;75,70%;75,25%;82,51%;75,21%;42,88%;80,53%;72,20%;67,71%;73,89%;85,16%;99,85%;75,75%;72,23%;90,67%;54,72%;97,83%;86,51%;96,03%;18,09%;80,03%;85,34%;85,64%;73,16%;98,07%;99,25%;99,90%;99,91%;83,15%;94,67%;90,33%;88,49%;89,43%;70,06%;97,53%;100,00%;88,25%;85,54%;81,69%;85,37%;90,72%;91,23%;93,29%;54,49%;86,98%;51,10%;47,10%;51,79%;42,72%;29,08%;16,50%;25,10%;33,36%;65,05%;90,76%;84,43%;88,60%;90,28%;76,60%;93,95%;86,31%;64,83%;38,80%;77,63%;88,68%;93,54%;93,56%;90,10%;82,44%
I;I - Instituição independente;set/14;599.272.702;3.723.566;13.672.280;26.654.746;34.299.165;7.412.211;1.639.156;121.663;87.522.787;931.078;3.041.313;7.192.280;11.228.131;5.727.101;4.110.089;8.366;32.238.358;915.970;3.399.857;6.293.857;39.399;34.007;3.902;598.204;11.285.196;208.992;8.489.290;4.740.674;13.036;1.365;588;186;13.454.129;45.419;2.568.465;5.373.532;2.416.673;2.016.968;62.356;0;12.483.413;603.426;2.700.361;2.211.206;1.392.545;410.948;415.654;97.661;7.831.801;983.675;18.070.132;41.022.140;101.539.448;74.844.417;147.359.488;27.900.816;411.720.114;72.712;1.261.598;5.908.367;1.799.883;1.011.353;1.501.510;2.048;11.557.470;29.879;3.161.939;2.840.233;2.552.673;415.311;432.057;13.624;9.445.716
I%;I - Instituição independente;set/14;31,61%;41,14%;18,93%;23,51%;28,44%;24,30%;24,75%;17,49%;24,79%;57,12%;19,47%;27,80%;32,29%;26,11%;14,84%;0,15%;24,25%;27,77%;9,33%;45,28%;2,17%;13,49%;3,97%;81,91%;19,97%;14,66%;14,36%;26,84%;1,93%;0,75%;0,10%;0,09%;16,85%;5,33%;9,67%;11,51%;10,57%;29,94%;2,47%;0,00%;11,75%;14,46%;18,31%;14,63%;9,28%;8,77%;6,71%;45,51%;13,02%;48,90%;52,90%;48,21%;57,28%;70,92%;83,50%;74,90%;66,64%;34,95%;9,24%;15,57%;11,40%;9,72%;23,40%;6,05%;13,69%;35,17%;61,20%;22,37%;11,32%;6,46%;6,44%;9,90%;17,56%
