cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;set/14;44.504.216;17.386;489.489;1.171.402;1.879.874;705.151;184.832;1.071;4.449.205;248.132;2.346.196;4.198.233;4.281.883;1.164.562;521.974;4.813;12.765.793;22.843;435.535;1.170.541;1.814.584;299.181;2.147;0;3.744.831;0;0;0;0;0;0;0;0;54.463;472.028;7.387;207;16;0;2.235;536.336;145.626;3.010.950;9.413.934;2.748.591;691.094;483.105;24;16.493.324;213.966;2.517.850;2.051.771;802.596;236.087;114.351;578.107;6.514.727;0
b3S%;b3S - Cooperativa de Crédito Singulares;set/14;3,22%;0,44%;2,27%;2,04%;1,80%;1,53%;2,21%;59,24%;1,84%;3,98%;10,90%;11,63%;13,51%;16,89%;25,29%;42,78%;12,21%;0,56%;1,63%;1,80%;2,19%;3,02%;3,35%;0,00%;1,99%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,39%;0,46%;0,02%;0,01%;0,01%;0,00%;97,50%;0,36%;7,40%;13,30%;16,21%;6,37%;2,61%;1,73%;0,03%;9,15%;3,06%;8,08%;8,88%;4,70%;3,70%;3,21%;66,49%;7,31%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;set/14;205;0;0;0;0;0;0;0;0;0;34;22;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;0;0;149;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;set/14;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;set/14;3.943.456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.149;151.265;370.668;934.450;860.862;1.504.765;1.177;3.838.336;547;5.162;14.571;33.537;22.518;28.731;55;105.120;0
b4%;b4 - Banco de Desenvolvimento;set/14;0,28%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,77%;0,67%;0,64%;2,17%;3,25%;5,40%;1,22%;2,13%;0,01%;0,02%;0,06%;0,20%;0,35%;0,81%;0,01%;0,12%;0,00%
n1;n1 - Não Bancário de Crédito;set/14;15.905.590;8.655;55.851;127.313;168.054;57.546;8.470;0;425.889;953.977;1.837.517;1.312.744;124.380;2.762;1;0;4.231.381;58.105;340.415;739.157;881.741;87.142;4.445;0;2.111.005;5.445;75.314;114.309;216.441;187.285;362.894;87.153;1.048.841;698.852;3.979.767;1.349.314;242.643;3;0;0;6.270.579;6.384;63.724;106.264;310.944;274.067;443.930;620;1.205.933;81.077;231.793;221.005;43.098;8.729;20.114;6.147;611.963;0
n1%;n1 - Não Bancário de Crédito;set/14;1,15%;0,22%;0,26%;0,22%;0,16%;0,12%;0,10%;0,00%;0,18%;15,30%;8,54%;3,64%;0,39%;0,04%;0,00%;0,00%;4,05%;1,44%;1,28%;1,14%;1,06%;0,88%;6,94%;0,00%;1,12%;0,30%;0,63%;0,35%;0,30%;0,32%;0,23%;0,13%;0,26%;4,95%;3,88%;4,56%;15,15%;0,00%;0,00%;0,00%;4,23%;0,32%;0,28%;0,18%;0,72%;1,03%;1,59%;0,64%;0,67%;1,16%;0,74%;0,96%;0,25%;0,14%;0,57%;0,71%;0,69%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;set/14;13.734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.897;0;0;0;0;0;9.837;13.734;0
n2%;n2 - Não Bancário de Mercado de Capitais;set/14;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,06%;0,00%;0,00%;0,00%;0,00%;0,00%;1,13%;0,02%;0,00%
C;C - Conglomerado;set/14;861.302.292;1.698.651;16.543.164;43.910.729;77.945.428;32.216.718;6.752.105;737;179.067.530;3.824.483;15.904.712;27.266.938;23.379.104;5.346.023;1.496.181;6.422;77.223.863;3.399.867;21.781.857;52.615.716;66.756.737;7.677.443;20.174;1.900;152.253.694;146.179;2.096.172;5.374.608;12.059.075;10.201.431;36.955.968;27.595.404;94.428.837;11.800.182;92.019.995;26.735.679;1.403.915;176.028;33.728;57;132.169.584;1.163.397;16.826.796;43.917.329;33.838.672;21.271.080;22.490.794;93.601;139.601.670;4.785.461;21.570.172;14.678.027;12.024.221;3.873.529;1.475.600;170.645;58.577.656;27.979.458
C%;C - Conglomerado;set/14;62,22%;43,22%;76,87%;76,55%;74,51%;69,93%;80,73%;40,76%;74,04%;61,36%;73,90%;75,52%;73,76%;77,55%;72,50%;57,08%;73,88%;83,98%;81,67%;81,07%;80,51%;77,42%;31,48%;100,00%;80,76%;8,01%;17,57%;16,51%;16,59%;17,68%;23,35%;40,08%;23,38%;83,59%;89,67%;90,38%;87,65%;99,71%;100,00%;2,50%;89,22%;59,13%;74,35%;75,64%;78,46%;80,31%;80,73%;97,00%;77,46%;68,39%;69,19%;63,51%;70,41%;60,64%;41,46%;19,63%;65,69%;100,00%
I;I - Instituição independente;set/14;522.933.849;2.231.448;4.977.281;13.448.636;26.670.945;13.855.370;1.611.467;1.071;62.796.217;2.408.666;5.616.148;8.837.032;8.314.974;1.547.407;567.528;4.829;27.296.584;648.584;4.889.891;12.289.333;16.157.092;2.238.547;43.907;0;36.267.355;1.678.247;9.834.411;27.169.745;60.647.208;47.499.254;121.310.763;41.247.585;309.387.212;2.316.664;10.600.091;2.844.369;197.840;517;0;2.235;15.961.716;804.071;5.804.465;14.139.857;9.290.838;5.214.245;5.367.958;2.896;40.624.330;2.212.221;9.605.635;8.432.674;5.053.587;2.514.269;2.083.236;698.813;30.600.434;0
I%;I - Instituição independente;set/14;37,78%;56,78%;23,13%;23,45%;25,49%;30,07%;19,27%;59,24%;25,96%;38,64%;26,10%;24,48%;26,24%;22,45%;27,50%;42,92%;26,12%;16,02%;18,33%;18,93%;19,49%;22,58%;68,52%;0,00%;19,24%;91,99%;82,43%;83,49%;83,41%;82,32%;76,65%;59,92%;76,62%;16,41%;10,33%;9,62%;12,35%;0,29%;0,00%;97,50%;10,78%;40,87%;25,65%;24,36%;21,54%;19,69%;19,27%;3,00%;22,54%;31,61%;30,81%;36,49%;29,59%;39,36%;58,54%;80,37%;34,31%;0,00%
