cat;Categoria;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;jun/12;11.429.640;76.692;955.319;1.630.027;1.448.759;284.672;82.934;316;4.478.719;7.293;168.317;447.778;712.336;210.063;80.478;666;1.626.931;24.712;584.533;737.350;14.890;1.909;28;376.791;1.740.213;47.306;1.707.718;154.222;466;6;0;0;1.909.718;0;0;0;0;0;0;0;0;53.662;352.715;478.358;285.492;56.654;24.526;13.482;1.264.889;3.805;44.099;52.477;50.542;16.209;2.377;0;169.508;987;45.927;150.489;39.461;1.815;985;0;239.663;0;0;0;0;0;0;0;0;
b3S%;b3S - Cooperativa de Crédito Singulares;jun/12;0,84%;1,17%;1,05%;1,71%;1,63%;1,48%;1,76%;0,66%;1,47%;0,63%;0,96%;1,76%;2,21%;1,36%;0,96%;0,07%;1,61%;0,66%;1,51%;6,36%;3,72%;1,13%;0,07%;89,44%;3,17%;3,07%;3,85%;1,51%;0,02%;0,00%;0,00%;0,00%;3,25%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,49%;1,81%;1,83%;1,25%;1,20%;2,30%;48,42%;1,62%;0,33%;0,13%;0,07%;0,04%;0,02%;0,00%;0,00%;0,04%;0,85%;0,64%;1,22%;0,71%;0,08%;0,02%;0,00%;0,75%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b3C;b3C - Central e Confederação de Cooperativas de Crédito;jun/12;703.679;14;105.903;356.635;54.355;17.820;576;0;535.302;0;281;470;168;0;0;0;919;0;3.403;30.517;0;0;0;58;33.979;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;356;38.335;36.941;4.567;856;1;164;81.221;0;20.026;24.692;210;7.236;50;0;52.214;0;0;9;18;9;9;0;44;0;0;0;0;0;0;0;0;
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;jun/12;0,05%;0,00%;0,12%;0,37%;0,06%;0,09%;0,01%;0,00%;0,18%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,26%;0,00%;0,00%;0,00%;0,01%;0,06%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,20%;0,14%;0,02%;0,02%;0,00%;0,59%;0,10%;0,00%;0,06%;0,04%;0,00%;0,01%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b4;b4 - Banco de Desenvolvimento;jun/12;232.814.681;8.788;26.993;93.175;74.507;2.252;0;0;205.714;28.204;27.989;84.938;195.668;145.402;109.358;0;591.558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;655;1.479;193;0;2.357;3.884;5.208;11.074;45.685;24.964;51.676;0;142.491;334.575;9.779.602;21.209.718;52.452.558;39.539.040;85.455.123;20.803.598;229.574.215;2.069;131.056;224.095;675.970;553.788;711.368;0;2.298.346;0;0;0;0;0;0;0;0;
b4%;b4 - Banco de Desenvolvimento;jun/12;17,10%;0,13%;0,03%;0,10%;0,08%;0,01%;0,00%;0,00%;0,07%;2,45%;0,16%;0,33%;0,61%;0,94%;1,30%;0,00%;0,58%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,03%;0,00%;0,00%;0,00%;0,11%;0,03%;0,04%;0,20%;0,53%;4,85%;0,00%;0,18%;28,98%;28,58%;30,24%;42,25%;58,11%;75,68%;77,17%;52,47%;1,79%;1,83%;1,82%;12,15%;25,84%;15,14%;0,00%;7,17%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
n1;n1 - Não Bancário de Crédito;jun/12;6.047.437;22.733;264.456;292.362;151.578;5.331;46;0;736.507;14.595;493.097;766.699;1.300.056;463.743;123.625;112.474;3.274.288;17;63;2.999;4;0;0;0;3.084;9.975;58.021;24.947;4.946;69;0;0;97.958;0;0;0;0;0;0;0;0;2.420;11.711;20.719;14.945;2.448;982;0;53.225;14.419;87.932;242.358;508.899;321.731;374.198;8.544;1.558.081;1.052;1.973;9.931;18.431;12.947;100.529;0;144.863;32;912;174.731;3.709;47;0;0;179.430;
n1%;n1 - Não Bancário de Crédito;jun/12;0,44%;0,35%;0,29%;0,31%;0,17%;0,03%;0,00%;0,00%;0,24%;1,27%;2,80%;3,02%;4,03%;2,99%;1,47%;11,51%;3,23%;0,00%;0,00%;0,03%;0,00%;0,00%;0,00%;0,00%;0,01%;0,65%;0,13%;0,24%;0,21%;0,04%;0,00%;0,00%;0,17%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,07%;0,06%;0,08%;0,07%;0,05%;0,09%;0,00%;0,07%;1,25%;0,26%;0,35%;0,41%;0,47%;0,33%;0,03%;0,36%;0,91%;0,03%;0,08%;0,33%;0,60%;2,14%;0,00%;0,45%;0,03%;0,04%;2,38%;0,02%;0,00%;0,00%;0,00%;0,55%;
n2;n2 - Não Bancário de Mercado de Capitais;jun/12;4.514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.002;0;0;0;0;512;4.514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
n2%;n2 - Não Bancário de Mercado de Capitais;jun/12;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,02%;0,00%;0,00%;0,00%;0,00%;1,84%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
C;C - Conglomerado;jun/12;962.414.076;5.134.547;59.263.732;87.871.296;79.538.053;15.657.782;4.402.345;1.906;251.869.662;688.608;11.612.292;19.598.639;27.461.044;13.936.796;7.711.329;861.409;81.870.116;3.282.041;36.011.859;7.205.518;319.199;114.468;41.374;44.426;47.018.884;1.392.166;39.701.667;7.971.837;2.178.737;191.452;75.054;1.583;51.512.495;676.851;23.172.566;31.584.293;6.755.819;2.602.810;2.554.536;35.736;67.382.611;3.379.354;16.306.354;22.489.662;21.476.582;4.252.687;856.738;6.480;68.767.856;482.667;18.782.089;41.087.391;57.770.284;21.563.703;14.660.544;2.200.337;156.547.016;67.649;6.711.897;11.472.219;4.633.984;1.493.411;3.727.944;62.820;28.169.924;75.726;1.650.062;6.435.475;11.608.667;3.968.757;2.932.139;36.516;26.707.342;
C%;C - Conglomerado;jun/12;70,67%;78,63%;65,36%;92,39%;89,41%;81,65%;93,67%;3,99%;82,53%;59,86%;65,98%;77,14%;85,03%;90,00%;91,88%;88,12%;80,81%;87,87%;93,29%;62,19%;79,69%;67,92%;98,20%;10,55%;85,56%;90,39%;89,50%;77,86%;92,65%;99,87%;100,00%;100,00%;87,67%;96,41%;93,91%;91,06%;95,93%;47,75%;42,31%;100,00%;85,70%;93,79%;83,48%;86,07%;94,12%;90,33%;80,38%;23,27%;88,29%;41,81%;54,89%;58,59%;46,54%;31,69%;12,98%;8,16%;35,78%;58,47%;93,75%;93,26%;83,27%;69,70%;79,33%;98,96%;87,90%;76,76%;80,59%;87,76%;72,32%;93,82%;97,32%;77,30%;81,37%;
I;I - Instituição independente;jun/12;399.400.092;1.395.250;31.402.286;7.238.805;9.424.130;3.518.548;297.659;45.830;53.322.508;461.766;5.987.788;5.807.829;4.835.667;1.549.205;681.308;116.110;19.439.672;453.116;2.591.450;4.380.097;81.341;54.062;759;376.850;7.937.676;148.025;4.656.611;2.267.442;172.826;254;0;0;7.245.158;25.174;1.501.949;3.100.037;286.575;2.848.272;3.482.769;0;11.244.775;223.710;3.227.971;3.641.188;1.341.806;455.090;209.060;21.367;9.120.192;671.733;15.437.563;29.045.366;66.365.849;46.481.191;98.251.262;24.756.944;281.009.907;48.052;447.477;828.463;931.189;649.331;971.291;660;3.876.462;22.927;397.506;897.581;4.442.803;261.631;80.869;10.723;6.114.041;
I%;I - Instituição independente;jun/12;29,33%;21,37%;34,64%;7,61%;10,59%;18,35%;6,33%;96,01%;17,47%;40,14%;34,02%;22,86%;14,97%;10,00%;8,12%;11,88%;19,19%;12,13%;6,71%;37,81%;20,31%;32,08%;1,80%;89,45%;14,44%;9,61%;10,50%;22,14%;7,35%;0,13%;0,00%;0,00%;12,33%;3,59%;6,09%;8,94%;4,07%;52,25%;57,69%;0,00%;14,30%;6,21%;16,52%;13,93%;5,88%;9,67%;19,62%;76,73%;11,71%;58,19%;45,11%;41,41%;53,46%;68,31%;87,02%;91,84%;64,22%;41,53%;6,25%;6,74%;16,73%;30,30%;20,67%;1,04%;12,10%;23,24%;19,41%;12,24%;27,68%;6,18%;2,68%;22,70%;18,63%;
