cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;jun/12;29.630.600;12.042;342.297;932.609;1.384.847;468.043;67.782;192;3.207.813;179.927;1.378.953;2.582.298;2.493.665;625.441;230.353;2.418;7.493.055;8.435;265.658;701.633;1.097.779;208.252;1.436;2;2.283.196;0;0;0;0;0;0;0;0;31.032;87.830;2.226;447;2.743;9;52;124.339;97.470;2.545.442;5.011.105;1.814.839;349.483;315.714;8.773;10.142.826;147.194;2.587.178;1.988.905;979.137;177.770;66.810;432.376;6.379.371;0
b3S%;b3S - Cooperativa de Crédito Singulares;jun/12;2,94%;0,31%;1,65%;2,47%;2,01%;1,44%;0,70%;64,09%;1,85%;2,81%;7,40%;8,53%;7,83%;8,21%;11,03%;23,98%;7,74%;0,15%;1,04%;1,11%;1,13%;1,03%;5,55%;0,03%;1,08%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,23%;0,11%;0,01%;0,08%;4,23%;0,04%;91,56%;0,11%;8,53%;14,67%;15,19%;7,15%;2,31%;2,34%;0,29%;9,34%;2,03%;10,28%;11,90%;7,88%;5,22%;8,65%;76,38%;9,62%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;jun/12;3.421;0;18;35;0;0;0;0;53;433;782;766;988;60;0;0;3.029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;194;58;0;0;339;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;jun/12;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;jun/12;2.503.487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.749;82.392;270.489;643.129;513.332;923.657;35;2.449.782;336;2.638;8.402;18.865;12.769;10.695;0;53.706;0
b4%;b4 - Banco de Desenvolvimento;jun/12;0,25%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,47%;0,47%;0,82%;2,53%;3,39%;6,84%;0,00%;2,26%;0,00%;0,01%;0,05%;0,15%;0,37%;1,38%;0,00%;0,08%;0,00%
n1;n1 - Não Bancário de Crédito;jun/12;10.155.078;8.324;42.139;98.498;127.475;43.585;3.792;0;323.813;550.660;1.220.027;782.892;116.007;7.064;160;0;2.676.810;40.746;226.508;501.282;551.370;64.284;1.070;0;1.385.260;50.969;58.202;144.438;328.493;163.875;357.589;67.438;1.171.004;449.396;2.694.063;301.449;8.403;45;0;0;3.453.355;12.221;19.749;82.292;186.346;142.394;185.741;0;628.744;183.650;156.814;129.236;28.218;6.798;10.508;770;515.993;99
n1%;n1 - Não Bancário de Crédito;jun/12;1,01%;0,22%;0,20%;0,26%;0,19%;0,13%;0,04%;0,00%;0,19%;8,61%;6,55%;2,59%;0,36%;0,09%;0,01%;0,00%;2,76%;0,72%;0,89%;0,80%;0,57%;0,32%;4,14%;0,00%;0,66%;3,08%;0,71%;0,71%;0,64%;0,36%;0,46%;0,45%;0,53%;3,37%;3,36%;1,60%;1,50%;0,07%;0,00%;0,00%;3,06%;1,07%;0,11%;0,25%;0,73%;0,94%;1,38%;0,00%;0,58%;2,53%;0,62%;0,77%;0,23%;0,20%;1,36%;0,14%;0,78%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;jun/12;24.036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.036;24.036;0
n2%;n2 - Não Bancário de Mercado de Capitais;jun/12;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;4,25%;0,04%;0,00%
n4;C - Conglomerado;jun/12;715.010.899;1.489.574;13.159.898;34.782.641;60.805.939;24.010.046;3.613.794;107;137.861.999;4.874.596;14.434.621;26.344.515;27.573.218;6.603.379;1.812.944;7.666;81.650.940;5.173.490;23.274.735;57.411.022;88.319.545;17.206.886;21.351;6.362;191.413.390;95.580;1.296.328;3.131.566;7.288.846;5.963.384;19.563.827;11.051.399;48.390.931;11.957.052;74.032.928;17.188.545;501.917;62.104;26.439;5;103.768.990;636.786;13.630.041;25.190.645;19.522.507;12.388.288;10.434.725;3.021.437;84.824.429;5.825.398;18.507.316;11.026.859;8.731.176;2.438.355;585.336;108.831;47.223.269;19.876.952
n4%;C - Conglomerado;jun/12;70,88%;38,52%;63,30%;92,30%;88,40%;73,62%;37,20%;35,85%;79,48%;76,21%;77,44%;87,04%;86,60%;86,72%;86,85%;76,02%;84,30%;90,88%;91,21%;91,10%;91,18%;85,16%;82,53%;99,97%;90,58%;5,77%;15,90%;15,47%;14,19%;13,14%;25,16%;74,08%;22,05%;89,62%;92,41%;91,16%;89,89%;95,70%;99,96%;8,44%;91,86%;55,74%;78,56%;76,34%;76,87%;81,87%;77,28%;99,71%;78,14%;80,38%;73,52%;65,97%;70,23%;71,58%;75,76%;19,23%;71,21%;100,00%
C;I - Instituição independente;jun/12;293.791.774;2.377.573;7.630.014;2.899.948;7.976.945;8.604.672;6.100.992;192;35.590.336;1.521.271;4.205.028;3.923.487;4.267.409;1.011.151;274.553;2.419;15.205.318;519.233;2.242.597;5.610.893;8.539.103;2.998.338;4.518;2;19.914.684;1.561.325;6.854.405;17.111.805;44.094.432;39.407.119;58.179.246;3.867.769;171.076.101;1.384.645;6.079.810;1.667.089;56.446;2.790;9;52;9.190.841;505.697;3.719.472;7.809.258;5.873.097;2.742.648;3.067.229;8.831;23.726.232;1.422.020;6.664.690;5.687.206;3.701.339;968.335;187.315;457.259;19.088.163;99
C%;I - Instituição independente;jun/12;29,12%;61,48%;36,70%;7,70%;11,60%;26,38%;62,80%;64,15%;20,52%;23,79%;22,56%;12,96%;13,40%;13,28%;13,15%;23,98%;15,70%;9,12%;8,79%;8,90%;8,82%;14,84%;17,47%;0,03%;9,42%;94,23%;84,10%;84,53%;85,81%;86,86%;74,84%;25,92%;77,95%;10,38%;7,59%;8,84%;10,11%;4,30%;0,04%;91,56%;8,14%;44,26%;21,44%;23,66%;23,13%;18,13%;22,72%;0,29%;21,86%;19,62%;26,48%;34,03%;29,77%;28,42%;24,24%;80,77%;28,79%;0,00%
I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
