Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;01/06/2019;853297;15250;2127156;-414936;377816;51630;3010214;-999916;-940765;-11913;0;7907;-1944686;1065529;516874;39708;-363034;-393608;-104885;0;407030;-247015;-144931;920598;3932;924529;-162846;-55781;705902;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;S2;I;1;FORTALEZA;CE;01/06/2019;1319292;0;1408204;47343;69486;12805;2857130;-489654;-904333;0;0;-216499;-1610486;1246644;1233015;44745;-999790;-622442;-174495;0;1037689;-598045;-79323;1167321;-3318;1164003;-372895;-46330;744777;0
BMG;30290;b1;S3;C;2;SAO PAULO;SP;01/06/2019;1927025;0;130282;16040;35021;0;2108368;-762077;-18404;0;0;-290307;-1070787;1037581;15507;5196;-93278;-591634;-47234;-11241;223713;-335260;-834230;203351;-50;203301;-49290;-15126;138885;0
DAYCOVAL;51987;b1;S3;C;2;SAO PAULO;SP;01/06/2019;1574628;220021;226316;-86405;82445;0;2017005;-610339;-25923;-145819;0;-320331;-1102411;914594;31334;58653;-176612;-262756;-73179;16642;230406;-151443;-326955;587639;3473;591111;-171718;-40645;378748;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;01/06/2019;834977;0;688524;-14765;14115;59388;1582240;-970871;-176121;0;0;-2637;-1149630;432611;45171;253;-45789;-380353;-23283;2259;96412;-72719;-378051;54560;-14;54546;-22586;-4271;27688;0
CREFISA;52010;b1;S4;C;2;SAO PAULO;SP;01/06/2019;1435106;0;106016;0;0;0;1541122;-81;-13;0;-286;-437967;-438346;1102775;2464;8968;-14770;-619353;-77218;0;195430;-20094;-524572;578203;-93;578110;-208203;-940;368967;0
BANCOOB;51750;b1;S3;C;2;BRASILIA;DF;01/06/2019;531283;0;909789;374;953;23177;1465576;-1147572;-57197;0;0;-33504;-1238273;227304;348452;32;-65298;-86751;-62009;22720;316954;-573496;-99396;127907;-1012;126895;-39641;-5433;81821;0
BNP PARIBAS;51516;b1;S3;C;3;SAO PAULO;SP;01/06/2019;1111088;0;497350;-236734;82877;0;1454580;-487567;-59878;0;0;-164796;-712241;742339;157957;62818;-269353;-395290;-73481;13929;378435;-244903;-369888;372451;-254;372197;-134620;-24917;212659;0
BANCO VOLKSWAGEN S.A.;59109165;b2;S3;I;3;SAO PAULO;SP;01/06/2019;1362139;67614;20366;0;0;0;1450118;-349414;-154797;-47853;0;-76621;-628685;821434;0;40045;-1996;-116553;-47762;42130;68722;-327361;-342775;478659;-5642;473017;-177575;0;295442;0
ABC-BRASIL;41856;b1;S3;C;3;SAO PAULO;SP;01/06/2019;692748;0;538244;12848;8666;0;1252505;-549092;-225495;0;0;-24216;-798802;453703;158923;13296;-122185;-78096;-26747;1983;225748;-275293;-102372;351331;-842;350489;-29859;-68351;252279;0
BRB;31976;b1;S3;C;1;BRASILIA;DF;01/06/2019;1071455;0;136775;0;1736;14228;1224195;-315971;-1858;0;0;-53062;-370890;853305;17658;77484;-403419;-212286;-50936;27827;29267;-64598;-579003;274302;592;274893;-88958;-25033;160902;0
JP MORGAN CHASE;20107;b1;S3;C;3;SAO PAULO;SP;01/06/2019;42283;0;1230744;-448099;364463;1385;1190776;-535988;-141988;0;0;-15658;-693633;497142;325817;420;-370727;-109753;-50597;0;38598;-25623;-191865;305277;-72;305205;-147547;-11025;146633;0
BANCO CSF S.A.;8357240;b2;S3;I;3;SAO PAULO;SP;01/06/2019;1181869;0;8568;0;0;0;1190437;-36179;0;0;0;-483653;-519832;670604;289465;233201;-79169;-451320;-106894;-110;30089;-153629;-238367;432237;2035;434272;-170632;0;263640;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;S3;I;3;SAO PAULO;SP;01/06/2019;900712;0;164171;107649;0;0;1172532;-90115;-224479;0;-30487;-193920;-539001;633532;55307;4254;-102764;-74199;-27292;0;17616;-182624;-309701;323831;147;323978;-125038;-11521;187419;0
MERCANTIL DO BRASIL;20152;b1;S3;C;2;BELO HORIZONTE;MG;01/06/2019;1071902;0;85919;-7341;1355;2554;1154389;-213023;-474;0;0;-245363;-458861;695529;15570;106551;-206742;-295636;-54654;6576;37019;-177330;-568647;126882;-31267;95615;-31920;-9998;53697;0
BANESTES;30159;b1;S3;C;1;VITORIA;ES;01/06/2019;408310;1569;672051;0;2276;16169;1100375;-662532;-5674;-1100;0;-76027;-745333;355041;65996;108033;-170359;-133168;-36849;11445;10815;-52611;-196697;158344;450;158794;-34241;-15560;108993;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;01/06/2019;1031417;0;27862;0;0;0;1059279;-55837;0;0;1;-529209;-585046;474233;148089;49807;-19707;-299076;-64273;0;22579;-97802;-260383;213850;499;214349;-81678;-7925;124746;0
CREDIT SUISSE;30771;b1;S3;C;3;SAO PAULO;SP;01/06/2019;199709;0;1159025;-398935;28944;0;988744;-492841;-175419;0;0;72289;-595971;392773;470859;0;-271843;-157765;-56159;42865;188001;-137695;78264;471037;51;471088;-81346;-5669;384072;0
ORIGINAL;51781;b1;S3;C;2;SAO PAULO;SP;01/06/2019;441638;0;461705;45357;9107;0;957807;-319965;-2147;0;0;-85051;-407164;550643;21651;10873;-140174;-213455;-28729;-3591;70612;-106637;-389450;161193;-4899;156294;-79339;-73353;3601;0
BANCO GMAC S.A.;59274605;b2;S3;I;3;SAO PAULO;SP;01/06/2019;834390;17016;25950;0;0;0;877355;-329080;0;-14151;0;-95340;-438571;438785;37297;37259;-71648;-145172;-31762;29569;56102;-31870;-120225;318559;1639;320198;-112311;-8433;199454;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;S3;I;1;BELEM;PA;01/06/2019;753330;0;65233;0;609;7564;826737;-150104;-106;0;0;-41761;-191970;634766;8545;50748;-244614;-177588;-36786;0;51552;-35416;-383559;251208;-3470;247738;-76679;-21669;149390;0
MORGAN STANLEY;51413;b1;S3;C;3;SAO PAULO;SP;01/06/2019;6333;0;734987;31697;34913;0;807930;-329268;-11464;0;0;-4751;-345484;462446;257722;0;-195444;-107948;-47002;0;3016;-100798;-190454;271992;0;271992;-109510;0;162483;0
AGIBANK;51956;b1;S4;C;2;PORTO ALEGRE;RS;01/06/2019;755311;0;25288;-16;19;0;780602;-62170;0;0;0;-390395;-452564;328038;3365;12745;-24846;-271379;-34294;9348;699;-17208;-321571;6467;741;7209;6684;0;13893;0
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;S4;I;3;RIO DE JANEIRO;RJ;01/06/2019;0;0;758899;3894;3882;0;766675;-405927;-2838;0;0;-1503;-410269;356406;820668;315649;-128629;-879979;-100813;8;94898;-31739;90063;446469;-5278;441191;-60250;-285964;94977;0
OMNI;50940;b1;S4;C;2;SAO PAULO;SP;01/06/2019;759817;5999;13501;-13035;0;0;766282;-105330;0;-2748;0;-172687;-280766;485516;21751;30098;-20986;-230784;-24192;7613;27057;-278484;-467928;17588;113;17701;19949;0;37649;0
BOFA MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;01/06/2019;31079;0;398301;-51559;381961;0;759782;-162906;-135;0;0;46;-162995;596787;405199;6035;-313966;-90710;-43580;0;21491;-350033;-365562;231225;56;231281;-93119;0;138162;0
BANCO IBM S.A.;34270520;b2;S4;I;3;RIO DE JANEIRO;RJ;01/06/2019;26639;693734;9746;0;0;0;730119;-69531;0;-584935;0;28765;-625701;104418;0;0;0;-30404;-4640;0;18139;-5637;-22542;81876;-1872;80004;-25609;0;54395;0
ALFA;51293;b1;S3;C;2;SAO PAULO;SP;01/06/2019;574501;89479;212371;-166561;16716;0;726507;-322265;-61448;-71463;0;-16870;-472046;254461;35079;17912;-108557;-65931;-27588;6984;66611;-83056;-158547;95914;324;96238;-28161;-5146;62931;0
CCB;32119;b1;S3;C;3;SAO PAULO;SP;01/06/2019;331929;20425;307516;-19755;29394;3;669512;-365642;-92934;-17105;0;-38871;-514552;154960;16425;435;-111587;-47565;-10193;-419;114087;-226797;-265615;-110656;4732;-105923;7276;0;-98647;0
BANCO DA AMAZONIA S.A.;4902979;b1;S3;I;1;BELEM;PA;01/06/2019;195084;0;470294;0;876;0;666253;-105903;-254504;0;0;-152827;-513235;153019;346896;64640;-269960;-138115;-52397;0;374735;-404524;-78725;74293;1917;76210;-17019;0;59191;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;S3;I;1;PORTO ALEGRE;RS;01/06/2019;545800;0;107467;0;0;0;653266;0;-324392;0;0;-26129;-350521;302745;17479;0;-87453;-22982;-15681;0;23840;-33730;-118527;184219;4020;188239;-78657;0;109582;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;S4;I;2;SAO PAULO;SP;01/06/2019;586816;0;17115;0;2;0;603933;-31654;0;0;0;-408124;-439778;164155;45853;96540;-15022;-174500;-34003;0;44070;-44694;-81755;82400;16;82416;-39374;-954;42088;0
MERCEDES-BENZ;51262;b2;S3;C;3;SAO PAULO;SP;01/06/2019;533298;41193;2083;-17;0;0;576557;-133727;-156750;-28084;0;-17503;-336065;240492;0;11696;-38094;-41900;-13924;0;42605;-33492;-73109;167383;18364;185748;-73281;0;112467;0
CIELO S.A.;1027058;n4;;I;2;BARUERI;SP;01/06/2019;0;0;572695;-10867;0;0;561828;0;-185395;0;0;0;-185395;376433;3067231;0;-223138;-1116430;-166351;121755;60394;-818511;924950;1301382;-6654;1294729;-280858;-34187;979684;0
PORTO SEGURO;51444;n1;S4;C;2;SAO PAULO;SP;01/06/2019;502609;0;14012;-2419;0;0;514202;-47184;-3849;0;0;-237292;-288325;225877;206581;100514;-21819;-168616;-42153;0;21974;-149938;-53457;172420;688;173109;-55820;-3921;113368;0
HAITONG;51482;b2;S3;C;3;SAO PAULO;SP;01/06/2019;14182;0;516694;-18162;514;0;513229;-455532;-8014;0;0;-1804;-465350;47879;11831;0;-25904;-13781;-2024;2823;7714;-5404;-24746;23133;3;23136;-8278;-886;13971;0
PARANÁ BANCO;30881;b1;S4;C;2;CURITIBA;PR;01/06/2019;401077;0;70279;184;0;0;471540;-169864;-66;0;0;-7290;-177220;294320;5458;125;-28899;-80804;-14567;20616;3152;-9790;-104708;189612;18;189629;-55559;0;134070;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;S4;I;3;SAO PAULO;SP;01/06/2019;476301;21237;22473;-53123;0;0;466888;-101558;-78164;-16315;0;-17385;-213422;253466;0;33053;-29501;-98961;-21465;0;14195;-10957;-113637;139829;-7191;132638;-51020;-5622;75996;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;01/06/2019;443884;8533;14460;-4991;0;0;461886;-52970;-149356;-7739;0;-120438;-330504;131382;2260;14;-22260;-23955;-11313;3761;2427;-4328;-53394;77988;1099;79087;-32655;-2653;43779;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;01/06/2019;340821;0;82458;0;0;0;423279;-96001;-8394;0;0;-52620;-157016;266264;38790;20461;-59676;-87834;-317;0;684;-22604;-110497;155767;9;155776;0;-6858;148918;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;S4;I;3;BARUERI;SP;01/06/2019;196;417076;0;0;0;0;417272;0;-23081;-343945;0;14821;-352205;65068;0;0;0;-12704;-8756;0;2395;-753;-19817;45250;3925;49175;-20209;0;28966;0
SOCIETE GENERALE;31859;b1;S3;C;3;SAO PAULO;SP;01/06/2019;207636;178310;156444;-127612;0;0;414779;-32928;-5889;-148193;-117660;8084;-296586;118193;13993;45;-82356;-44282;-9745;0;182682;-20508;39829;158022;6533;164555;-40778;0;123778;0
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;01/06/2019;389324;0;30947;-11592;0;0;408679;-117388;-11402;0;0;-78550;-207340;201339;2878;38295;-10233;-74644;-15908;0;17455;-13829;-55986;145353;10;145363;-58332;0;87031;0
JOHN DEERE;50071;b1;S3;C;3;INDAIATUBA;SP;01/06/2019;384929;0;4849;0;0;0;389778;-3837;-146024;0;0;14776;-135084;254693;21698;228;-19778;-23432;-10233;0;261;-886;-32141;222553;891;223444;-88686;-3217;131541;0
INTER;51884;b1;S4;C;2;BELO HORIZONTE;MG;01/06/2019;316432;0;64855;1986;405;0;383679;-118789;-1096;0;0;-53439;-173324;210355;35527;6560;-72280;-143001;-14446;5304;18929;-35444;-198851;11504;36622;48125;-3104;0;45022;0
BANCO CBSS S.A.;27098060;b2;S4;I;3;BARUERI;SP;01/06/2019;344009;0;6034;0;0;0;350043;-31040;0;0;-38;-138058;-169136;180907;24613;16279;-17540;-154981;-19303;0;36996;-67057;-180993;-86;0;-86;1098;-3277;-2264;0
SOFISA;31873;b1;S4;C;2;SAO PAULO;SP;01/06/2019;245815;0;81760;8962;11688;0;348224;-151302;-2888;0;0;-11390;-165580;182645;1403;20524;-41255;-59120;-12313;-297;29246;-26401;-88212;94433;579;95012;-19879;-14646;60487;0
BANCO FIBRA S.A.;58616418;b1;S3;I;2;SAO PAULO;SP;01/06/2019;192634;0;65483;70891;6597;0;335606;-205866;-6002;0;0;-18345;-230214;105392;13716;3095;-50189;-33728;-4937;-2014;17893;-29270;-85434;19958;1406;21364;-9463;0;11900;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;I;1;ARACAJU;SE;01/06/2019;260888;0;67664;0;0;6995;335547;-107208;-2086;0;0;-20903;-130198;205349;26136;38526;-86776;-85093;-18383;6896;5561;-23699;-136833;68517;844;69361;-21799;-6201;41360;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S4;I;3;PORTO ALEGRE;RS;01/06/2019;237424;83316;7544;0;0;0;328285;-3650;-99617;-61650;0;-6445;-171362;156923;0;407;-28502;-35686;-8203;1103;16318;-6878;-61440;95482;32;95514;-37628;0;57886;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;S4;I;3;PORTO ALEGRE;RS;01/06/2019;323750;0;6339;-2826;0;0;327264;-5135;-12753;0;0;-152500;-170388;156876;30419;54432;-9713;-68110;-21863;0;11922;-11601;-14514;142362;0;142362;-56893;0;85469;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;01/06/2019;15;0;324224;0;0;0;324238;-315933;0;0;0;10;-315923;8315;1;0;-9696;136832;0;-264;440;-135628;-8315;0;10;10;-4;0;6;0
BANCO MUFG BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;01/06/2019;86224;0;219877;-29208;47291;0;324185;-66094;-294777;0;0;690;-360180;-35996;12351;444;-67420;-41460;-10363;0;278289;-104221;67620;31625;-2777;28848;-17016;0;11832;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;01/06/2019;238322;0;79989;0;0;0;318311;-80594;-23121;0;0;-50376;-154091;164219;17644;1060;-50588;-45562;-1667;0;22836;-9540;-65817;98402;-317;98085;-3139;-4093;90853;0
REDECARD S.A.;1425787;n4;;I;2;SAO PAULO;SP;01/06/2019;0;0;317014;0;0;0;317014;0;0;0;0;0;0;317014;2257919;0;-203723;-897146;-217429;-7024;323957;-481286;775268;1092283;59;1092342;-343745;-98851;649746;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;01/06/2019;294756;0;16842;-3367;0;0;308232;-15290;-110321;0;-104;-57149;-182864;125368;8912;7640;-51452;-16762;-9231;0;8012;-55935;-108816;16552;-2852;13699;-5714;-380;7605;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;01/06/2019;120493;0;155150;0;0;29094;304738;-178501;0;0;0;-8264;-186765;117973;0;2701;-62535;-15604;-6243;0;4730;-7361;-84313;33660;921;34582;0;0;34582;0
GOLDMAN SACHS;51585;b2;S3;C;3;SAO PAULO;SP;01/06/2019;12654;0;459709;-215204;7988;0;265148;-36320;-89767;0;0;3624;-122462;142685;205319;0;-158166;-60800;-23588;0;8764;-11810;-40280;102405;-1;102404;-41081;-2930;58393;0
BOCOM;52003;b1;S4;C;3;SALVADOR;BA;01/06/2019;158398;0;83037;12022;11365;0;264822;-137586;-45465;-180;0;-10919;-194150;70672;33868;9749;-36835;-29798;-9401;-9177;49478;-2281;5605;76277;-312;75965;-15647;-22154;38163;0
BANCO TRIANGULO S.A.;17351180;b1;S4;I;2;UBERLANDIA;MG;01/06/2019;229910;0;20532;0;0;0;250442;-52926;-5481;0;0;-102039;-160447;89995;18142;61976;-68029;-87815;-15741;472;28781;-17123;-79337;10659;-2878;7781;5276;-5376;7681;0
PINE;50304;b1;S3;C;2;SAO PAULO;SP;01/06/2019;160069;0;68800;10886;10346;0;250101;-277274;-14676;0;0;56398;-235552;14549;13417;1414;-39225;-47845;-8830;-1876;50798;-57303;-89450;-74901;14416;-60485;10892;-21046;-70639;0
ING;51073;b1;S3;C;3;SAO PAULO;SP;01/06/2019;22827;0;211619;8610;0;0;243055;-68123;-90433;0;-122489;3118;-277927;-34872;45424;0;-27845;-28972;-7367;0;136311;-18292;99257;64386;105;64491;-25390;-766;38335;0
BANCO VOLVO BRASIL S.A.;58017179;b2;S4;I;3;CURITIBA;PR;01/06/2019;222149;19169;1289;0;0;0;242607;-1141;-99453;-13775;0;-7911;-122280;120326;0;2881;-17948;-20906;-5732;11818;6838;-2955;-26004;94322;386;94708;-32596;-1320;60792;0
BANCO FIDIS S/A;62237425;b2;S4;I;3;BETIM;MG;01/06/2019;229995;0;11858;-719;0;0;241134;-106665;-2;0;0;9668;-96999;144135;23340;0;-10963;-20414;-7887;0;17189;-12207;-10941;133194;-1870;131323;-51983;-1661;77679;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;01/06/2019;201438;0;23767;0;0;85;225289;-40130;-22082;0;0;-41542;-103754;121535;49887;15677;-56994;-65455;-1626;0;7341;-34940;-86110;35426;-485;34940;-4883;-5202;24856;0
RENDIMENTO;51468;b1;S4;C;2;SAO PAULO;SP;01/06/2019;83124;0;25470;2632;114023;0;225249;-37570;-4345;0;0;-10205;-52120;173128;39465;1646;-77896;-56999;-13418;449;31421;-46049;-121382;51747;-52;51695;-14219;-3397;34079;0
MÁXIMA;50201;b1;S4;C;2;RIO DE JANEIRO;RJ;01/06/2019;125687;0;70445;-4845;32835;0;224122;-111274;0;0;0;8674;-102600;121522;1579;1458;-20124;-65545;-4865;-1448;11268;-20073;-97749;23772;489;24261;-14805;-1399;8057;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;01/06/2019;2517;0;218943;0;0;0;221460;-216444;0;0;0;1;-216443;5017;0;0;-10585;113281;0;-134;282;-107857;-5013;5;-5;0;0;0;0;0
CREDIT AGRICOLE;51066;b1;S3;C;3;SAO PAULO;SP;01/06/2019;46368;0;139510;32526;0;0;218405;-13663;-54170;0;-8397;0;-76230;142175;51738;70;-42692;-25047;-5602;-218;73321;-111845;-60275;81900;68;81968;-35547;-1461;44960;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;01/06/2019;18108;0;195927;0;0;114;214149;-207071;-8340;0;0;-184;-215595;-1446;73;0;-10008;-10128;-56;0;47331;-67;27146;25700;30;25729;-10;-625;25094;0
DACASA FINANCEIRA;51891;n1;S4;C;2;VITORIA;ES;01/06/2019;194334;0;5869;0;0;0;200203;-37990;0;0;0;-141810;-179800;20403;14370;12436;-18552;-81759;-11838;0;55327;-34904;-64921;-44518;-105337;-149855;39699;-471;-110627;0
NU PAGAMENTOS S.A.;18236120;n4;;I;2;SAO PAULO;SP;01/06/2019;19320;0;176681;-3346;0;0;192655;0;-6104;0;-2358;-461493;-469955;-277300;360812;45303;-139663;-380552;-75985;-8380;556090;-274405;83219;-194081;629;-193452;53938;0;-139514;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;01/06/2019;170599;0;21945;0;0;99;192643;-38113;-12717;0;0;-28733;-79563;113080;43181;13459;-47018;-49498;-1297;0;6311;-30289;-65151;47929;243;48172;-4327;-6037;37808;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;01/06/2019;7203;0;181884;0;0;0;189088;-177684;-5577;0;0;-531;-183792;5295;1308;0;-15283;-10108;-126;13575;26228;-3002;12593;17888;39;17927;-286;-527;17114;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;01/06/2019;161959;0;24713;0;0;0;186672;-54537;-24155;0;0;-42031;-120723;65949;7471;2390;-27345;-24985;-346;0;16709;-13609;-39715;26234;-2477;23757;-1236;0;22521;0
SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;7747410;n1;S4;I;2;BARUERI;SP;01/06/2019;182594;0;1955;0;0;0;184549;-11576;-2262;0;0;-106704;-120541;64008;3387;5187;-1758;-29642;-9574;0;5525;-1102;-27978;36031;0;36031;-16390;0;19640;0
SOCOPA;50328;b1;S4;C;2;SAO PAULO;SP;01/06/2019;35726;0;59266;12175;75999;0;183166;-66321;-9289;0;0;-3943;-79553;103613;76488;29523;-71322;-91847;-14581;0;15088;-16485;-73137;30476;578;31054;-9886;-6797;14372;0
BEXS;51743;b2;S4;C;2;SAO PAULO;SP;01/06/2019;0;0;3157;-105;178018;0;181070;0;0;0;0;0;0;181070;8;16;-11232;-119001;-8471;0;1270;-304;-137714;43356;-2;43354;-16926;-829;25598;0
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;01/06/2019;136679;0;43466;-513;0;0;179631;-67989;-18387;0;-1667;-13261;-101305;78326;5705;4163;-31311;-14180;-6572;231;1590;-88;-40463;37863;-403;37461;-9341;0;28120;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;01/06/2019;150438;0;24169;0;0;0;174608;-56028;-161;0;0;-36315;-92505;82102;0;0;-23836;-14743;-128;0;4432;-1523;-35798;46304;-129;46175;0;0;46175;-6846
SCANIA BANCO S.A.;11417016;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;01/06/2019;163545;7763;1459;0;0;0;172767;-20404;-73775;-5310;0;-9811;-109301;63467;155;2487;-12470;-7081;-3538;1852;40;-261;-18815;44652;70;44721;-16606;0;28115;0
