Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;TCR pré;TCR pós;TRFC pré;TRFC pós;Total não Individualizado;Total Exterior
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/06/2020;5006577;1494553;100848;1038687;0;0;192;0;645001;6612;222119;79101;0;11049;1408414;0;0;0;0;1;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/06/2020;4842537;151718;0;0;0;0;0;1483803;0;0;0;0;0;0;3207016;0;0;0;0;0;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/06/2020;4709341;2700382;575543;19180;3990;0;2176;1284738;0;0;1148;0;0;0;48317;73724;0;0;0;144;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/06/2020;4654264;4622617;0;0;0;0;1530;10872;0;0;18291;0;0;0;0;0;0;0;0;953;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/06/2020;4631790;378028;0;0;0;0;915;2201554;0;0;0;7775;0;27283;304976;0;0;0;0;0;1711260
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/06/2020;4588164;275756;0;0;0;0;0;263718;0;4048690;0;0;0;0;0;0;0;0;0;0;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/06/2020;4422911;2442814;0;0;0;0;0;1980097;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/06/2020;4220958;4220958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/06/2020;4030653;4030639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/06/2020;3939572;2079552;324918;65636;0;0;497312;786123;112126;383;2803;0;0;0;70701;0;0;0;0;18;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/06/2020;3908968;2993828;164540;1320;0;0;0;748926;0;0;0;0;0;0;0;0;0;0;0;354;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/06/2020;3711479;3669237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42242;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/06/2020;3690746;1202443;0;0;0;0;0;2217282;0;0;0;30896;0;0;168737;0;0;0;0;20;71369
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/06/2020;3674254;2413808;5390;1417;0;0;0;1253494;142;0;0;0;0;0;0;0;0;0;0;4;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/06/2020;3527668;2449631;0;0;0;0;37199;1040838;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/06/2020;3358593;1821588;0;0;0;0;214013;1091448;0;0;0;0;0;0;87042;0;0;0;0;4;144498
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/06/2020;3341611;3341609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/06/2020;3146093;3139631;0;0;0;0;0;2670;0;0;0;0;0;0;0;0;0;0;0;3791;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/06/2020;3021367;1381695;867;0;0;0;2330;1613774;90;0;0;0;0;0;22608;0;0;0;0;2;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/06/2020;2974038;1143129;0;22076;0;0;25147;1334309;6474;0;11352;75999;0;0;283885;0;0;0;0;1;71667
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/06/2020;2968813;1175203;0;1179;21330;0;120;564851;0;0;0;0;0;0;1206129;0;0;0;0;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/06/2020;2824007;1119514;0;0;0;0;0;577756;0;1126737;0;0;0;0;0;0;0;0;0;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/06/2020;2761472;1737363;0;352;0;0;47577;10145;551603;0;3513;0;0;0;308172;0;0;0;0;41;102706
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/06/2020;2745117;2135687;403120;298;0;0;0;123715;0;0;1039;0;0;0;81107;0;0;0;0;152;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/06/2020;2713749;2226520;131;0;0;0;17137;388801;0;0;80923;0;0;0;0;0;0;0;0;238;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/06/2020;2655893;2616509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39385;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/06/2020;2649722;2008335;385231;0;0;0;0;255307;0;0;0;0;0;812;0;0;0;0;0;37;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/06/2020;2581605;1698395;115650;129;1;0;368663;398752;0;0;0;0;0;0;0;0;0;0;0;14;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/06/2020;2499302;672645;0;0;0;0;1639926;186731;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/06/2020;2435488;1501559;238570;0;0;0;0;695335;0;0;0;0;0;0;0;0;0;0;0;25;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/06/2020;2339349;2301799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37550;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/06/2020;2237680;1174154;0;0;0;0;0;219479;0;0;0;0;0;0;0;0;0;0;0;0;844047
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/06/2020;2079382;1859741;0;73296;0;0;3431;123183;0;0;0;0;0;0;19732;0;0;0;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/06/2020;2072601;281206;1674346;0;0;0;0;0;0;0;0;117046;0;0;0;0;0;0;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/06/2020;2021832;1644730;53639;0;0;0;0;323445;0;0;0;0;0;0;0;0;0;0;0;18;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/06/2020;1985245;1973737;0;0;0;0;0;10867;0;0;0;0;0;0;0;0;0;0;0;641;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/06/2020;1964005;844059;0;0;0;164893;39;943937;0;0;0;0;0;0;0;0;0;0;0;0;11076
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/06/2020;1936764;1546206;0;21259;9517;0;0;354738;228;0;0;0;0;0;0;0;0;0;0;4817;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/06/2020;1908981;1084887;25732;272670;118450;0;0;0;337099;0;14037;1022;0;44480;10605;0;0;0;0;0;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/06/2020;1871850;1871850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/06/2020;1849049;1205867;11166;270;0;0;0;631540;188;0;0;0;0;0;0;0;0;0;0;17;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/06/2020;1829918;775521;0;0;0;0;0;1022937;0;0;31455;0;0;0;0;0;0;0;0;6;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/06/2020;1813955;340512;0;0;0;0;0;1470606;0;2677;0;0;0;0;159;0;0;0;0;0;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;S4;8;SAO PAULO;SP;01/06/2020;1773514;1423580;0;0;0;0;105731;244202;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/06/2020;1762915;410076;202251;0;0;0;0;1150578;0;0;0;0;0;0;0;0;0;0;0;10;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/06/2020;1756885;56395;1700484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/06/2020;1734066;365041;0;0;0;0;0;0;0;0;0;0;0;0;1369025;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/06/2020;1698163;1566866;29624;0;0;0;0;101669;0;0;0;0;0;0;0;0;0;0;0;4;0
BANCO DIGIO S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/06/2020;1680523;1676611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3913;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/06/2020;1642373;1640774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1599;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/06/2020;1623739;799017;122255;0;0;0;550;701911;0;0;0;0;0;0;0;0;0;0;0;6;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/06/2020;1580405;468317;82839;0;0;0;0;1028701;0;0;0;0;0;530;0;0;0;0;0;19;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/06/2020;1574541;422558;0;0;0;0;0;1151981;0;0;0;0;0;0;0;0;0;0;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/06/2020;1563370;951053;89937;1770;0;0;0;520599;0;0;0;0;0;0;0;0;0;0;0;12;0
BANCO A.J. RENNER S.A.;92874270;b1;I;3;S4;8;PORTO ALEGRE;RS;01/06/2020;1550268;1521712;0;0;0;0;0;28530;0;0;0;0;0;0;0;0;0;0;0;27;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/06/2020;1474579;1148504;0;0;0;0;0;326057;0;0;0;0;0;0;0;0;0;0;0;19;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/06/2020;1449991;502269;140482;0;0;0;17191;790045;0;0;0;0;0;0;0;0;0;0;0;5;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/06/2020;1448862;926902;18215;0;1;0;237727;266010;0;0;0;0;0;0;0;0;0;0;0;7;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/06/2020;1447803;1443685;0;0;0;0;0;0;0;0;0;0;0;4117;0;0;0;0;0;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/06/2020;1441051;115946;0;282423;271798;0;0;0;329345;0;0;258800;0;182738;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/06/2020;1429801;825715;18421;0;0;0;0;580922;0;0;0;0;0;4736;2;0;0;0;0;4;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/06/2020;1424081;684477;305;0;0;0;0;739284;0;0;0;0;0;0;0;0;0;0;0;15;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/06/2020;1364676;771781;146693;0;0;0;0;446187;0;0;0;0;0;0;0;0;0;0;0;15;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/06/2020;1345033;1057740;44335;0;0;0;18584;224361;0;0;0;0;0;0;0;0;0;0;0;14;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/06/2020;1338584;1024662;64532;32421;0;0;514;120710;6533;425;33649;40709;0;14376;53;0;0;0;0;0;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/06/2020;1330675;1330672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;S5;9;RIO VERDE;GO;01/06/2020;1323129;915889;5706;30386;0;0;0;371148;0;0;0;0;0;0;0;0;0;0;0;0;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/06/2020;1268870;576138;0;5;0;0;0;692702;0;0;0;0;0;23;0;0;0;0;0;1;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/06/2020;1202442;930858;0;0;0;0;0;255935;0;0;0;0;0;0;15649;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/06/2020;1188335;977872;0;0;0;0;29261;181195;0;0;0;0;0;0;0;0;0;0;0;7;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/06/2020;1185569;137469;0;670291;66355;0;8770;0;25381;0;0;277302;0;0;0;0;0;0;0;2;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;S4;8;SAO PAULO;SP;01/06/2020;1172386;195720;0;0;0;0;0;473144;0;0;0;0;0;0;503522;0;0;0;0;0;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/06/2020;1148550;392630;811;0;0;0;0;670784;0;0;14699;0;0;76;69550;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/06/2020;1133067;961390;16540;0;0;0;105098;50025;0;0;0;0;0;0;0;0;0;0;0;14;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/06/2020;1096862;951957;10968;0;0;0;0;133923;0;0;0;0;0;0;0;0;0;0;0;14;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/06/2020;1080171;515740;60844;0;0;0;0;503582;0;0;0;0;0;0;0;0;0;0;0;5;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/06/2020;1077922;498453;2378;0;0;0;0;577070;0;0;0;0;0;0;0;0;0;0;0;22;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;S4;8;SAO PAULO;SP;01/06/2020;1016975;85432;0;0;0;0;0;495814;0;0;0;0;0;0;435729;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/06/2020;1005359;931269;9595;0;0;0;0;64468;0;0;0;0;0;0;0;0;0;0;0;28;0
