Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;01/03/2018;225915;15004;746141;-37938;196166;19827;1165115;-295498;-236252;-16094;0;-15752;-563597;601518;291744;17560;-187391;-262463;-48649;0;111368;-146609;-224440;377079;7152;384231;-161166;-25584;197481;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;S2;I;1;FORTALEZA;CE;01/03/2018;440949;0;666858;-14942;58506;6312;1157683;-211277;-488230;0;0;-102185;-801692;355990;568183;16974;-463460;-310262;-75127;0;564527;-429697;-128862;227129;1175;228303;-128520;-5519;94264;-19372
DAYCOVAL;51987;b1;S3;C;2;SAO PAULO;SP;01/03/2018;725320;85867;112456;-53381;36288;0;906551;-256625;-28922;-58127;0;-161960;-505635;400916;11839;23602;-76336;-119664;-30992;11712;92277;-42583;-130144;270772;2517;273289;-93187;-14752;165350;-48867
BMG;30290;b1;S3;C;2;SAO PAULO;SP;01/03/2018;826711;518;51222;-8168;3992;0;874275;-362719;-10639;-551;0;-130373;-504283;369993;5812;5834;-51609;-228288;-22755;1401;115949;-137899;-311555;58438;2661;61099;-26411;-3550;31138;0
BNP PARIBAS;51516;b1;S3;C;3;SAO PAULO;SP;01/03/2018;701925;0;188139;-131157;71768;0;830676;-244433;-19818;0;0;-111935;-376187;454488;70684;30317;-140551;-268803;-32259;7176;216323;-187316;-304428;150060;-1519;148541;-68421;-15243;64877;0
CREFISA;52010;b1;S4;C;2;SAO PAULO;SP;01/03/2018;691355;0;45787;0;34;0;737176;-807;-7;0;0;-167437;-168251;568925;221;3904;-6950;-300209;-37426;0;95388;-5476;-250547;318378;-59;318319;-122583;-739;194998;-50429
CREDIT SUISSE;30771;b1;S3;C;3;SAO PAULO;SP;01/03/2018;192514;0;400903;104673;30621;0;728711;-452554;-225294;0;0;25237;-652612;76100;198196;0;-86102;-72744;-19908;14736;64749;-28415;70512;146612;39;146651;-59425;0;87225;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;01/03/2018;358694;0;300904;1152;9205;23601;693555;-439977;-71974;0;0;665;-511286;182270;13624;75;-24811;-126756;-9310;6824;36793;-37735;-141295;40975;-604;40370;-9797;0;30573;0
BANCOOB;51750;b1;S3;C;2;BRASILIA;DF;01/03/2018;226612;0;420303;0;0;9509;656424;-511643;-23901;0;0;-5131;-540675;115748;165279;16;-26899;-37239;-28365;10395;125946;-201312;7821;123569;427;123997;-50360;-2583;71053;0
BANCO VOLKSWAGEN S.A.;59109165;b2;S3;I;3;SAO PAULO;SP;01/03/2018;599462;35877;8103;-1882;0;0;641560;-125251;-67607;-23974;0;-42456;-259289;382271;0;15128;-556;-53039;-21742;14599;149566;-150070;-46114;336157;-4898;331259;-150065;0;181194;0
BRB;31976;b1;S3;C;1;BRASILIA;DF;01/03/2018;552615;0;50246;0;1002;8952;612815;-153066;-1317;0;0;-28687;-183070;429745;11513;43097;-187333;-109014;-26528;6353;14857;-33151;-280206;149539;-3924;145615;-59068;-11923;74624;0
ABC-BRASIL;41856;b1;S3;C;3;SAO PAULO;SP;01/03/2018;270984;0;329814;-12481;0;0;588316;-280236;-80602;0;-47831;-22463;-431131;157185;72436;5184;-53459;-27747;-13722;1012;58966;-40309;2360;159545;-9935;149610;-6673;-34389;108548;-54189
MERCANTIL DO BRASIL;20152;b1;S3;C;2;BELO HORIZONTE;MG;01/03/2018;533948;0;32778;-8735;2003;3995;563989;-118268;-226;0;0;-131549;-250043;313946;10737;53464;-90445;-140560;-26238;1611;12372;-90612;-269671;44275;-2363;41912;-21450;-83;20380;0
BANESTES;30159;b1;S3;C;1;VITORIA;ES;01/03/2018;191941;1321;342503;0;2314;8995;547075;-333902;-3724;-968;0;-50619;-389212;157863;28140;47057;-82395;-64228;-17042;5141;4592;-27590;-106324;51539;3948;55486;-28517;-3609;23361;-12900
CIELO S.A.;1027058;n4;;I;2;BARUERI;SP;01/03/2018;0;0;526077;-15426;0;0;510651;0;-104303;0;0;0;-104303;406349;1852416;0;-98539;-129227;-245833;181128;123977;-746962;936960;1343309;-3546;1339762;-334263;-9846;995653;0
BANCO CSF S.A.;8357240;b2;S3;I;3;SAO PAULO;SP;01/03/2018;478195;0;4128;0;0;0;482323;-13546;0;0;0;-191864;-205410;276912;119677;108444;-33026;-181267;-45409;0;10431;-66255;-87405;189507;2;189510;-84696;0;104814;0
JP MORGAN CHASE;20107;b1;S3;C;3;SAO PAULO;SP;01/03/2018;15611;0;528514;-127810;61312;564;478190;-269517;-408053;0;0;-1343;-678914;-200724;140916;143;-181540;-46216;-12536;0;268379;-13519;155626;-45097;-17;-45114;41270;-5329;-9173;0
BANCO GMAC S.A.;59274605;b2;S3;I;3;SAO PAULO;SP;01/03/2018;434492;1657;10834;0;0;0;446983;-184709;0;-1101;0;-45681;-231491;215492;17999;23016;-33104;-86010;-15549;22338;27597;-15318;-59031;156461;740;157201;-58482;-9728;88991;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;S3;I;3;SAO PAULO;SP;01/03/2018;349210;0;73099;-38296;50629;0;434642;-41727;-201616;0;0;-216958;-460301;-25659;24484;1461;-47924;-18725;-9891;0;7402;-14137;-57329;-82988;28;-82960;37623;-710;-46048;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;01/03/2018;416308;0;8389;0;0;0;424697;-15813;0;0;-5;-149322;-165140;259556;62051;18644;-5020;-142624;-26158;0;7398;-41628;-127337;132219;136;132355;-57247;-4411;70697;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;S4;I;1;BELEM;PA;01/03/2018;350873;0;35661;0;786;1375;388695;-74577;-55;0;0;-25946;-100578;288116;3163;23238;-88882;-81110;-16949;0;5211;-6073;-161401;126715;-913;125802;-65789;-8674;51339;0
BOFA MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;01/03/2018;14831;0;258334;-18513;133890;0;388542;-181884;-35522;0;0;-571;-217977;170565;179863;1507;-145877;-44276;-19070;0;17808;-120379;-130424;40142;-13;40129;-26113;0;14016;0
AGIBANK;51956;b1;S4;C;2;PORTO ALEGRE;RS;01/03/2018;359104;0;6644;0;3;0;365751;-18793;0;0;0;-106335;-125128;240623;2448;9773;-11032;-135235;-17113;1738;69;-1477;-150829;89794;-16;89778;-38163;0;51615;-5300
BANCO IBM S.A.;34270520;b2;S4;I;3;RIO DE JANEIRO;RJ;01/03/2018;22068;321475;12681;0;0;0;356223;-43765;0;-269852;0;6646;-306972;49252;0;0;0;-14993;-2014;0;6962;-10817;-20862;28390;0;28390;-14270;0;14120;0
HAITONG;51482;b2;S3;C;3;SAO PAULO;SP;01/03/2018;8917;0;279717;58278;265;0;347176;-321403;-4275;0;0;-388;-326066;21110;4815;0;-13177;-6101;-2633;2721;213;-52;-14215;6895;77;6972;-2212;0;4761;0
ALFA;51293;b1;S3;C;2;SAO PAULO;SP;01/03/2018;262888;46088;87137;-57787;8575;0;346901;-151952;-33737;-35627;0;-14530;-235846;111055;17241;9844;-49053;-28897;-10327;3203;28935;-32470;-61523;49532;-143;49389;-17081;-2259;30048;0
OMNI;50940;b1;S4;C;2;SAO PAULO;SP;01/03/2018;349110;2952;3942;-10560;0;0;345444;-44314;0;-2122;0;-75700;-122136;223307;6098;11468;-10485;-108963;-9375;2040;14430;-117602;-212389;10918;269;11187;67;0;11254;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;S3;I;1;PORTO ALEGRE;RS;01/03/2018;279591;0;49726;0;0;0;329318;0;-161301;0;0;-88877;-250178;79139;10364;0;-39626;-10813;-8231;0;16631;-35870;-67544;11595;237;11831;-7923;0;3909;0
BANCO DA AMAZONIA S.A.;4902979;b1;S3;I;1;BELEM;PA;01/03/2018;84546;0;204628;0;1224;0;290398;-51760;-103007;0;0;-48847;-203614;86784;172007;20499;-121486;-73745;-24223;0;216031;-253797;-64714;22071;21;22092;-79077;0;-56985;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;S4;I;2;SAO PAULO;SP;01/03/2018;268512;0;4119;0;0;0;272632;-9697;0;0;-14;-211321;-221032;51600;23800;29247;-4202;-47754;-12042;0;10877;-43440;-43512;8088;0;8088;-5388;-651;2049;0
PARANÁ BANCO;30881;b1;S4;C;2;CURITIBA;PR;01/03/2018;233251;0;17862;166;0;0;251278;-70478;-169;0;1;-53842;-124490;126788;2204;669;-11601;-52448;-7446;14865;2739;-3921;-54940;71848;-57;71792;-17781;0;54011;-16009
PORTO SEGURO;51444;n1;S4;C;2;SAO PAULO;SP;01/03/2018;242585;0;3753;0;0;0;246338;-23381;0;0;0;-122572;-145954;100384;95366;39789;-7651;-80288;-13243;0;13837;-74742;-26931;73453;0;73453;-32877;-565;40011;0
MORGAN STANLEY;51413;b1;S3;C;3;SAO PAULO;SP;01/03/2018;0;0;265114;-50124;29428;0;244418;-99463;-57;0;0;0;-99520;144899;74230;0;-84662;-75203;-14293;0;1717;-19752;-117963;26936;0;26936;-14133;0;12803;0
MERCEDES-BENZ;51262;b2;S3;C;3;SAO PAULO;SP;01/03/2018;207636;17263;967;0;0;0;225867;-23172;-76866;-10516;0;-40540;-151095;74772;0;2963;-18519;-18570;-5771;0;16710;-25834;-49021;25751;9020;34771;-16690;0;18081;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;01/03/2018;200208;4721;6592;-1385;0;0;210136;-16257;-55781;-3887;0;-18680;-94605;115530;990;3;-12489;-11418;-10340;2482;6418;-8669;-33024;82506;158;82665;-36427;-1289;44949;0
ORIGINAL;51781;b1;S3;C;2;SAO PAULO;SP;01/03/2018;160240;0;35968;1900;4618;0;202726;-109734;-4083;0;0;-14914;-128731;73995;10837;2227;-63364;-86415;-5089;-153;56432;-19396;-104922;-30927;-966;-31893;35697;-47695;-43891;0
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;01/03/2018;186408;0;17466;-6602;0;0;197272;-69007;0;0;0;-34726;-103733;93540;926;17694;-5542;-29903;-7495;0;4351;-9154;-29123;64417;-23;64394;-33086;0;31308;0
SOCIETE GENERALE;31859;b1;S3;C;3;SAO PAULO;SP;01/03/2018;12046;124721;112298;-102427;46800;0;193439;-26989;-78730;-96087;0;-1598;-203403;-9964;13779;23;-31707;-21827;-3706;0;36500;-11896;-18834;-28798;43;-28755;774;0;-27981;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;01/03/2018;16921;0;124130;-28492;79844;0;192404;-47240;-113112;0;0;-356;-160708;31696;6457;260;-32691;-18398;-3771;0;1365;-880;-47658;-15962;-12;-15974;6316;0;-9658;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;S4;I;3;BARUERI;SP;01/03/2018;39;190462;0;0;0;0;190501;0;-12168;-149986;0;-17111;-179265;11236;0;0;0;-6452;-5496;0;1252;-524;-11220;16;1895;1911;-1155;0;756;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;01/03/2018;148489;0;39121;0;0;0;187610;-44678;-4119;0;0;-23161;-71958;115652;15140;7174;-25958;-35885;-133;0;145;-8267;-47784;67868;-93;67775;0;-2626;65149;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;01/03/2018;4413;0;178515;0;0;0;182928;-178867;0;0;0;-254;-179120;3808;0;0;-5368;67883;0;0;346;-66668;-3808;0;0;0;0;0;0;0
BANCO FIBRA S.A.;58616418;b1;S3;I;2;SAO PAULO;SP;01/03/2018;105194;0;53077;15843;8353;0;182466;-100640;-33519;0;0;-42772;-176931;5535;6647;3640;-26360;-14219;-2434;788;45671;-48097;-34364;-28829;51;-28779;11462;-173;-17489;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;01/03/2018;158096;0;13073;-2858;276;0;168588;-5602;-71964;0;0;-18299;-95865;72723;5229;4128;-28632;-9116;-5185;4;48840;-20037;-4770;67953;-295;67657;-29459;-1819;36379;0
JOHN DEERE;50071;b1;S4;C;3;INDAIATUBA;SP;01/03/2018;157727;0;6576;-1063;0;0;163240;-1336;-64462;0;0;-30519;-96317;66924;8706;58;-8563;-6200;-4144;0;5;-339;-10477;56446;60;56506;-26764;-1493;28249;0
REDECARD S.A.;1425787;n4;;I;2;SAO PAULO;SP;01/03/2018;0;0;159910;0;0;0;159910;0;1;0;0;0;1;159909;1355072;0;-117543;-871538;-163394;-4978;166597;-231538;132679;292588;-1;292587;-77719;-75688;139180;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;I;1;ARACAJU;SE;01/03/2018;126809;0;28529;0;0;3948;159285;-51424;-1232;0;0;-13002;-65657;93628;18318;12176;-42168;-35871;-8553;138;2808;-7682;-60834;32794;202;32996;-12774;-1921;18301;-6230
BANCO CBSS S.A.;27098060;b2;S4;I;3;BARUERI;SP;01/03/2018;150717;0;2909;0;0;0;153627;-12027;0;0;-16;-32592;-44635;108991;6002;9545;-6320;-76066;-7857;0;17036;-31926;-89585;19406;0;19406;-8637;-1266;9503;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;S4;I;3;SAO PAULO;SP;01/03/2018;198635;15168;12759;-76304;0;0;150258;-39655;0;-10792;0;-7564;-58012;92246;0;13727;-13468;-42552;-9353;0;21925;-6140;-35862;56385;-1746;54639;-23783;-4371;26485;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;01/03/2018;112929;0;36797;0;0;0;149727;-37751;-14792;0;0;-17967;-70510;79217;5377;532;-24854;-16872;-636;0;3451;-3729;-36731;42486;24;42510;-1608;-2161;38741;0
PINE;50304;b1;S3;C;2;SAO PAULO;SP;01/03/2018;76565;0;54144;7033;9557;0;147299;-116689;-12841;0;0;19546;-109984;37315;15205;1127;-24618;-18256;-2355;-1312;14454;-12116;-27870;9445;2678;12123;1129;-8054;5199;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;01/03/2018;58469;0;63985;0;0;16767;139221;-81671;0;0;0;-336;-82007;57214;0;1138;-27757;-6857;-2912;0;10181;-7290;-33498;23716;549;24265;0;0;24265;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S4;I;3;PORTO ALEGRE;RS;01/03/2018;94355;38606;5746;0;0;0;138708;-1411;-40561;-30502;0;-25998;-98473;40235;3;69;-13135;-14391;-3473;274;13750;-3817;-20720;19515;105;19620;-9980;0;9640;0
INTER;51884;b1;S4;C;2;BELO HORIZONTE;MG;01/03/2018;129250;0;12810;-4068;174;0;138167;-52167;-445;0;0;-15679;-68290;69877;4227;2321;-21999;-33680;-4787;2107;6053;-4335;-50093;19783;-2881;16902;-5974;0;10928;-6464
SOFISA;31873;b1;S4;C;2;SAO PAULO;SP;01/03/2018;102396;0;24231;5422;4024;0;136072;-57056;-2819;0;0;-4936;-64811;71261;340;7032;-17406;-21766;-5281;-47;5930;-2858;-34055;37207;570;37777;-11622;-2111;24044;-11961
BOCOM;52003;b1;S4;C;3;SALVADOR;BA;01/03/2018;68171;0;44519;-4409;15285;0;123567;-55675;-21779;0;0;-8943;-86397;37170;9197;2138;-21962;-14105;-3799;5029;25272;-535;1235;38405;0;38405;-16051;-2680;19674;0
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;S4;I;2;RIO DE JANEIRO;RJ;01/03/2018;202;0;120597;278;1771;0;122847;-4341;-3817;0;0;-54;-8212;114635;283416;101350;-29199;-270566;-36172;0;17015;-16118;49725;164361;36;164396;-37917;-80562;45917;0
BANCO TRIANGULO S.A.;17351180;b1;S4;I;2;UBERLANDIA;MG;01/03/2018;111002;0;9641;0;0;0;120644;-23311;-2894;0;0;-38671;-64875;55769;7808;26983;-30659;-38392;-7355;2964;10791;-3703;-31563;24206;-250;23956;-4103;-4674;15179;-7617
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;S3;I;3;SAO PAULO;SP;01/03/2018;59996;0;47816;-46774;56722;0;117761;-44318;-43602;0;0;-7651;-95572;22189;29429;271;-37960;-19305;-3556;0;14431;-6310;-22999;-810;5;-804;-13497;0;-14301;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;S4;I;3;PORTO ALEGRE;RS;01/03/2018;115551;0;874;0;0;0;116424;-2928;0;0;0;-46806;-49734;66690;11238;21423;-2901;-24240;-8357;0;29;-8843;-11651;55039;0;55039;-25267;0;29772;0
RENDIMENTO;51468;b1;S4;C;2;SAO PAULO;SP;01/03/2018;34887;0;9458;3276;66444;0;114065;-13161;-1590;0;0;-4014;-18765;95300;13945;711;-35743;-30682;-5918;-87;3004;-18816;-73585;21715;-261;21454;-9266;-1064;11124;0
BANCO VOLVO BRASIL S.A.;58017179;b2;S4;I;3;CURITIBA;PR;01/03/2018;88297;10333;5889;0;0;0;104519;-248;-40923;-7683;0;-5512;-54366;50153;0;823;-8904;-11245;-2515;5981;4744;-1961;-13076;37077;1071;38149;-13906;-643;23599;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;01/03/2018;7595;0;94184;0;0;69;101849;-96807;-7030;0;0;170;-103667;-1819;52;0;-3963;-4995;-23;0;11966;-34;3003;1185;0;1185;0;-192;993;0
BANCO FIDIS S/A;62237425;b2;S4;I;3;BETIM;MG;01/03/2018;92608;0;8144;-85;0;0;100667;-47737;-113;0;0;18613;-29237;71430;6046;0;-4261;-11864;-2920;0;6128;-3679;-10548;60882;-752;60129;-26139;-522;33469;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;01/03/2018;2239;0;98423;0;0;0;100662;-98423;0;0;0;4;-98419;2243;0;0;-5006;48886;0;0;563;-46685;-2242;1;-1;0;0;0;0;0
SOCOPA;50328;b1;S4;C;2;SAO PAULO;SP;01/03/2018;15861;0;31352;2281;50010;0;99503;-31816;-2703;0;0;-2475;-36994;62509;31860;12461;-27382;-40633;-6999;0;758;-7454;-37389;25119;-524;24596;-11531;-1087;11978;-3955
DACASA FINANCEIRA;51891;n1;S4;C;2;VITORIA;ES;01/03/2018;96301;0;1258;0;0;0;97559;-14087;0;0;0;-45568;-59655;37904;6998;6769;-10134;-39052;-5767;0;25567;-17176;-32795;5109;-3;5106;-1888;0;3218;-924
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;01/03/2018;77167;0;12676;0;0;14;89856;-16861;-10820;0;0;-10545;-38226;51630;20020;6708;-23031;-28666;-645;0;3516;-13975;-36075;15556;-81;15474;-1358;0;14116;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;01/03/2018;3019;0;86826;0;0;0;89845;-83649;-3703;0;0;-378;-87729;2116;80;0;-7221;-4962;-8;10721;13005;-629;10987;13102;27;13129;-23;-269;12838;0
STONE PAGAMENTOS S.A.;16501555;n4;;I;2;SAO PAULO;SP;01/03/2018;0;0;88626;0;0;0;88626;0;0;0;-356;-780;-1136;87490;128098;0;-60727;-67364;-22489;-1506;55035;-78313;-47266;40224;-2322;37902;-18280;0;19623;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;S3;I;3;SAO PAULO;SP;01/03/2018;33417;0;57609;-27245;23584;0;87364;-36911;-39067;0;0;6008;-69971;17394;8070;4;-15750;-7470;-2988;0;37268;-2905;16229;33623;17;33640;-12494;-604;20542;0
BANCO CATERPILLAR S.A.;2658435;b2;S4;I;3;SAO PAULO;SP;01/03/2018;60017;6656;12030;6007;0;0;84710;-7056;-30928;-5677;0;-1203;-44865;39846;1121;444;-9717;-6443;-1727;0;10361;-5538;-11498;28348;294;28642;-18632;0;10010;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;01/03/2018;72039;0;11804;0;0;0;83843;-28685;-154;0;0;-11062;-39901;43942;0;0;-11106;-7078;-48;0;2113;-982;-17102;26841;-5;26836;0;0;26836;-3132
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;01/03/2018;59873;0;21893;-1617;0;0;80149;-32216;-9835;0;-1668;-2177;-45896;34253;2522;826;-13451;-7368;-2609;63;270;-1007;-20755;13498;0;13498;-3630;0;9868;-5500
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;01/03/2018;62868;0;13840;-263;0;0;76445;-21086;-13149;0;0;-30394;-64629;11816;3085;910;-10065;-10627;-148;0;6345;-6889;-17389;-5573;-61;-5634;-554;0;-6188;0
BANCO SEMEAR S.A.;795423;b1;S4;I;2;BELO HORIZONTE;MG;01/03/2018;73291;0;2057;0;0;0;75348;-14170;0;0;0;-5212;-19382;55966;589;963;-3741;-38121;-3284;4;8982;-3295;-37903;18063;-437;17626;-7788;-415;9422;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;01/03/2018;62454;0;12279;0;0;8;74741;-15023;-7597;0;0;-10204;-32824;41917;15743;5093;-18875;-18129;-446;0;2600;-11499;-25514;16403;158;16562;-1018;0;15544;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;01/03/2018;1883;0;71838;0;0;0;73721;-72774;0;0;0;278;-72496;1225;3;0;-2556;-2436;-15;3930;3420;-17;2329;3554;2;3556;-1;-81;3474;0
BANCO CARGILL S.A.;3609817;b1;S4;I;3;SAO PAULO;SP;01/03/2018;52674;0;6703;-6359;19640;0;72657;-11588;-16828;0;0;52042;23626;96284;1;0;-655;-1966;-1125;0;433;-876;-4189;92095;0;92095;-41265;0;50830;0
BEXS;51743;b2;S4;C;2;SAO PAULO;SP;01/03/2018;0;0;1258;0;71013;0;72272;0;0;0;0;0;0;72272;8;14;-4078;-42348;-3363;0;1;0;-49765;22506;0;22506;-9895;-211;12400;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;01/03/2018;58447;0;13695;0;0;4;72145;-18526;-1955;0;0;-18122;-38603;33542;5143;7149;-13209;-14461;-244;0;3819;-3952;-15756;17786;-672;17114;-261;-546;16307;-722
