Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARATINGA LTDA.   SICOOB CREDCOOPER;19449602;b3S;S5;I;2;CARATINGA;MG;43070;14948;0;2693;0;0;0;17641;-3344;-2031;0;0;-2674;-8049;9592;1482;1231;-4675;-4781;-138;0;1936;-816;-5763;3829;14;3843;-199;-74;3571;-1494
FAIR CC S.A. - PRUDENCIAL;1000081919;n2;S4;I;2;SAO PAULO;SP;43070;0;0;580;0;17013;0;17593;0;0;0;0;-26;-26;17567;15631;0;-5713;-23822;-2300;0;16;-56;-16245;1322;0;1322;-606;0;716;0
COOPERATIVA DE CRÉDITO DO ALTO PARANAÍBA E REGIÃO LTDA.;25387671;b3S;S5;I;2;PATOS DE MINAS;MG;43070;11608;0;5960;0;0;0;17568;-5134;-1571;0;0;-850;-7555;10013;1479;1305;-4871;-3922;-95;0;1002;-1222;-6325;3688;168;3857;-231;-409;3217;0
TULLETT PREBON BRASIL S.A. CTVM - PRUDENCIAL;1000082619;n2;S4;C;3;SAO PAULO;SP;43070;586;0;15393;1523;9;0;17511;0;-477;0;0;88;-389;17122;38724;3246;-23541;-25331;-4335;0;916;-2402;-12723;4399;-9;4390;-92;-10908;-6610;-628
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;S5;I;2;RAUL SOARES;MG;43070;13672;0;3700;0;0;0;17373;-4306;-818;0;0;-2356;-7480;9893;1592;1934;-5047;-4287;-99;0;674;-941;-6173;3720;7;3726;-184;-192;3350;-426
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE TRANSPORTES DO SUL DO BRASIL - TRANSPOCRED;8075352;b3S;S5;I;2;FLORIANOPOLIS;SC;43070;13768;0;3415;0;0;0;17183;-3887;-342;0;0;-2781;-7010;10173;1648;1346;-4098;-3616;-18;0;266;-1235;-5708;4466;-109;4356;0;-215;4141;-2613
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO CENTRO-OESTE DO RS LTDA. - UNICRED CENTRO-OESTE RS;2641032;b3S;S5;I;2;SANTA MARIA;RS;43070;13908;0;3250;0;0;0;17159;-6017;1;0;0;-910;-6928;10231;1195;406;-3084;-4421;-26;0;29;-64;-5963;4267;0;4267;-33;-468;3767;-717
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE UNAÍ E NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;I;2;UNAI;MG;43070;14736;0;2247;0;0;0;16983;-2218;-2430;0;0;-3229;-7877;9107;1142;1076;-4388;-3154;-102;0;796;-1153;-5783;3323;25;3348;-145;-164;3040;0
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;43070;8478;0;8419;0;0;0;16897;-6987;-324;0;0;-1234;-8545;8352;1372;374;-4003;-3689;-75;0;364;-303;-5960;2393;49;2442;-145;0;2297;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66402207;b3S;S5;I;2;SAO ROQUE DE MINAS;MG;43070;13142;0;3593;0;0;0;16735;-4305;-1182;0;0;-2191;-7678;9058;1078;721;-4645;-3567;-45;0;1469;-710;-5700;3358;29;3387;-121;-232;3034;0
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;43070;14425;0;2155;0;0;0;16579;-2412;-573;0;0;-4375;-7360;9219;2328;1223;-3677;-4413;-17;0;168;-1274;-5662;3557;-37;3520;0;-326;3195;-2077
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG;3645752;b3S;S5;I;2;SAO GOTARDO;MG;43070;12641;0;3884;0;0;0;16525;-4076;-2520;0;0;-776;-7372;9153;867;488;-1837;-1731;-46;0;393;-332;-2198;6955;17;6973;-163;0;6810;-1675
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA. - SECOVICRED;7599206;b3S;S5;I;2;GOIANIA;GO;43070;11271;0;5206;0;0;0;16476;-5252;0;0;0;-115;-5367;11110;3129;1724;-3689;-5414;-60;0;770;-341;-3881;7229;-149;7080;-37;0;7044;-4408
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;S5;I;2;ITAPIRANGA;SC;43070;8005;0;8390;0;0;0;16395;-7788;-1000;0;0;-1574;-10363;6032;792;73;-3413;-1875;-52;0;346;-656;-4786;1246;117;1363;-130;0;1233;0
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;S5;I;2;SAO LOURENCO D'OESTE;SC;43070;12700;0;3676;0;0;1;16377;-5336;-1180;0;0;-1190;-7706;8671;2056;217;-4766;-3314;-69;0;221;-679;-6335;2336;1;2335;-162;0;2173;-973
C H B - CIA HIPOT. BRASILEIRA - PRUDENCIAL;1000081854;n1;S4;I;2;NATAL;RN;43070;15770;0;516;0;0;0;16286;-12336;-230;0;0;3275;-9292;6994;1220;0;-1821;-3011;0;0;817;-209;-3005;3989;0;3989;0;0;3989;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE MADEIRA-MAMORÉ - SICOOB PORTOCREDI;4544165;b3S;S5;I;2;PORTO VELHO;RO;43070;14251;0;2007;0;0;0;16258;-2023;-1120;0;0;-3182;-6325;9932;1300;2146;-4789;-5354;-165;0;1436;-857;-6283;3649;78;3728;-50;0;3678;-1161
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PAJEÚ, AGRESTE E RECIFE - SICOOB PERNAMBUCO;3732359;b3S;S5;I;2;SAO JOSE DO EGITO;PE;43070;15447;0;709;0;0;0;16157;-2564;-635;0;0;-4692;-7891;8265;1894;2273;-4357;-5483;-90;0;1466;-1451;-5749;2516;-80;2436;-43;0;2393;-653
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;43070;13254;0;2793;0;0;0;16047;-3745;-379;0;0;-4342;-8466;7581;1257;2514;-4562;-4452;-84;0;1047;-1678;-5957;1624;34;1658;-203;0;1454;-420
COOPERATIVA DE CRÉDITO MÚTUO DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS DO ABCD, MAÚA, RIBEIRÃO PIRES E VALE DO PARAÍBA - SICOOB CREDCEG;7789195;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;43070;11576;0;4467;0;0;0;16043;-5362;0;0;0;-766;-6127;9916;179;541;-1786;-1471;-21;0;320;-586;-2824;7091;-6;7086;-30;-253;6802;-2279
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SECRETARIA DE ESTADO DA FAZENDA DE MINAS GERAIS E ÓRGÃOS OFICIAIS DO ESTADO DE MINAS GERAIS LTDA   SICOOB COOPSEF;16721078;b3S;S5;I;2;BELO HORIZONTE;MG;43070;12978;0;3034;0;0;0;16012;-4310;0;0;0;-274;-4584;11428;44;15;-3992;-1907;-23;0;57;-157;-5965;5463;-37;5426;0;0;5426;-3477
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA   SICOOB CREDIMOGIANA;69346856;b3S;S5;I;2;FRANCA;SP;43070;11926;0;4063;0;0;0;15990;-5855;-44;0;0;-3110;-9008;6981;778;535;-3571;-2935;-25;0;831;-805;-5191;1790;25;1815;-49;-177;1589;-1272
UNIPRIME PIONEIRA DO PARANÁ COOPERATIVA DE CRÉDITO LTDA;1286361;b3S;S5;I;2;TOLEDO;PR;43070;12451;0;3504;0;0;0;15955;-6108;-21;0;0;-611;-6741;9214;699;230;-3558;-3482;-20;0;526;-517;-6121;3094;-37;3057;-3;-113;2941;-1147
COOPERATIVA DE CRÉDITO DE SETE LAGOAS LTDA. - SICOOB CREDISETE;22753982;b3S;S5;I;2;SETE LAGOAS;MG;43070;11808;0;4139;0;0;0;15947;-4295;-288;0;0;-2133;-6716;9230;2278;2021;-5489;-3784;-74;0;144;-967;-5872;3359;375;3734;-146;0;3588;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITAÚNA LTDA. - SICOOB CREDIUNA;64237530;b3S;S5;I;2;ITAUNA;MG;43070;13540;0;2332;0;0;0;15872;-3369;-815;0;0;-2273;-6458;9414;1766;2194;-4692;-4268;-130;0;1143;-774;-4762;4653;-147;4506;-214;-308;3984;0
BCO FICSA S.A. - PRUDENCIAL;1000081737;b1;S4;I;2;SAO PAULO;SP;43070;15540;0;257;0;0;0;15797;-290;0;0;0;-14132;-14422;1375;1;0;-640;-5396;1;0;98;-1439;-7376;-6001;36;-5965;0;0;-5965;0
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA - SICOOB CENTRAL BA;34148882;b3C;S4;I;2;SALVADOR;BA;43070;394;0;15385;0;0;0;15779;-14672;0;0;0;-8;-14680;1100;84;0;-3313;-1197;-22;1532;3755;-8;830;1930;0;1930;-12;0;1918;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;S5;I;2;JOACABA;SC;43070;9236;0;6502;0;0;0;15738;-7255;-342;0;0;-2355;-9952;5786;953;284;-2720;-3007;-53;0;336;-626;-4833;953;-102;852;-31;0;821;0
COOPERATIVA DE CRÉDITO SICREDI ARACAJU;2923389;b3S;S5;I;2;ARACAJU;SE;43070;11811;0;3882;0;0;0;15693;-4803;0;0;0;-508;-5311;10381;616;802;-2367;-1604;-16;6;417;-2442;-4587;5794;-393;5401;0;-189;5211;-3723
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DE PALMEIRA DAS MISSÕES - SICREDI GRANDE PALMEIRA/RS;87789178;b3S;S5;I;2;PALMEIRA DAS MISSOES;RS;43070;13071;0;2567;1;0;23;15660;-2440;-1848;0;0;-204;-4492;11169;3014;945;-5333;-3333;-68;0;764;-2785;-6796;4372;-52;4321;0;0;4321;-805
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO VALE DO PARAÍBA LTDA - SICOOB VALE DO PARAIBA;2197569;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;43070;12964;0;2667;0;0;0;15631;-6050;0;0;0;-588;-6638;8993;930;601;-4293;-4668;-74;0;977;-1974;-8502;491;0;491;-10;0;481;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERV MEMBROS JUSTIÇA TRABALHO MPT TERRITÓRIO NACIONAL PODER JUDICIÁRIO FEDERAL MPU PA SC TSE  STM DF BOMBEIROS PA-SICOOB CREDIJUSTRA;37079720;b3S;S5;I;2;BRASILIA;DF;43070;14103;0;1460;0;0;0;15562;-4913;-551;0;0;-983;-6447;9115;485;66;-3264;-3056;-48;0;255;-256;-5817;3298;14;3312;-59;0;3253;0
MULTIMONEY CC LTDA. - PRUDENCIAL;1000082262;n2;S4;I;2;SAO PAULO;SP;43070;0;0;0;-25;15574;0;15548;0;0;0;0;0;0;15548;1311;2;-5263;-9370;-858;0;156;-468;-14490;1059;0;1059;-339;0;719;-306
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PATROCÍNIO E REGIÃO LTDA. - SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;43070;11912;0;3537;0;0;0;15450;-2653;-3068;0;0;-3825;-9546;5904;989;792;-2962;-2121;-88;0;1438;-462;-2413;3491;-15;3476;-67;-139;3270;-424
COOPERATIVA DE CRÉDITO COOCRELIVRE;53935029;b3S;S4;I;2;ORLANDIA;SP;43070;8700;0;6734;0;0;0;15434;-3097;-1392;0;0;-400;-4889;10545;665;1148;-2924;-1853;-56;0;847;-181;-2354;8192;3;8195;0;-270;7925;-1376
BNY MELLON - PRUDENCIAL;1000080910;b1;S4;C;3;RIO DE JANEIRO;RJ;43070;0;0;15185;0;0;0;15185;-335;0;0;0;-386;-721;14464;91328;1518;-70365;-32802;-7623;-519;6710;-19622;-31376;-16912;-20;-16932;-2364;-189;-19486;0
DEUTSCHE SPARKASSEN LEASING DO BRASIL - PRUDENCIAL;1000084545;n1;S4;I;3;SAO PAULO;SP;43070;0;14815;326;0;0;0;15141;0;-4471;-7224;0;-417;-12113;3028;60;0;-3299;-1591;-421;0;573;0;-4678;-1650;14;-1636;54;0;-1582;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;I;2;CUIABA;MT;43070;14229;0;797;0;0;0;15026;-2175;-393;0;0;-2782;-5350;9676;2495;2380;-4384;-6085;-200;0;1678;-1296;-5411;4264;-474;3790;-179;-273;3338;-541
COOPERATIVA DE CRÉDITO RURAL DA REGIÃO DA MOGIANA;62109566;b3S;S5;I;2;SAO JOAO DA BOA VISTA;SP;43070;11454;0;3536;0;0;0;14991;-3494;0;0;0;-745;-4239;10751;488;2249;-6757;-4320;-27;0;539;-506;-8333;2418;103;2521;-6;0;2514;-703
TREVISO CC S.A. - PRUDENCIAL;1000081885;n2;S4;I;2;SAO PAULO;SP;43070;0;0;280;-2;14654;0;14931;0;0;0;0;9;9;14940;2085;0;-2497;-13095;-902;0;94;-373;-14688;252;25;277;21;0;299;-363
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARMO DO PARANAÍBA LTDA - SICOOB CREDICARPA;23949522;b3S;S5;I;2;CARMO DO PARANAIBA;MG;43070;11634;0;3287;0;0;0;14921;-2587;-1715;0;0;595;-3707;11214;1380;643;-2832;-1919;-89;0;728;-175;-2264;8950;7;8957;-196;-154;8607;-637
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL E SUDOESTE DE MINAS GERAIS, BAIXA MOGIANA E REGIÃO LTDA. - SICOOB CREDINTER;24048910;b3S;S5;I;2;GUARANESIA;MG;43070;12005;0;2800;0;0;0;14805;-3401;-1252;0;0;-1753;-6406;8400;1155;1487;-4332;-3853;-67;0;936;-544;-5218;3182;-27;3154;-123;-147;2885;-1663
CODEPE CORRETORA DE VAL. S.A. - PRUDENCIAL;1000082712;n2;S4;I;2;RECIFE;PE;43070;0;0;4580;58;10039;0;14676;0;0;0;0;0;0;14676;823;0;-2096;-7807;-759;0;0;-54;-9893;4783;0;4784;-1147;0;3637;-949
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5861932;b3S;S5;I;2;FLORIANOPOLIS;SC;43070;9508;0;5138;0;0;0;14646;-5555;-3;0;0;-2205;-7763;6883;1029;1333;-3307;-3668;-49;0;704;-509;-4466;2417;99;2516;-37;-135;2344;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS;78862083;b3S;S5;I;2;CAMPOS NOVOS;SC;43070;11417;0;3073;0;0;0;14490;-3731;-1504;0;0;-1892;-7127;7363;774;634;-2750;-3509;-68;0;1736;-812;-3995;3368;-8;3359;103;0;3462;-589
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;S4;I;2;PASSO FUNDO;RS;43070;2784;0;11657;0;0;0;14441;-10302;-2378;0;0;-388;-13069;1372;0;0;-4136;397;0;0;8421;-5781;-1099;274;1;273;0;-416;-143;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DO VALE DO PARAIBA, LITORAL NORTE PAULISTA E SERRA DA MANTIQUEIRA - CRESSEM;54190525;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;43070;12465;0;1961;0;0;0;14426;-343;0;0;0;-49;-392;14034;6;309;-1766;-1551;-13;0;602;-59;-2472;11562;36;11598;-33;0;11565;-11421
SICREDI BELEM - COOPERATIVA DE CRÉDITO;83315408;b3S;S5;I;2;BELEM;PA;43070;10801;0;3578;0;0;0;14379;-4535;0;0;0;145;-4390;9989;114;393;-2743;-1342;-4;5;279;-1713;-5011;4978;0;4978;0;0;4978;-394
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CONSELHEIRO PENA E REGIÃO LTDA. - SICOOB CREDICOPE;38588174;b3S;S5;I;2;CONSELHEIRO PENA;MG;43070;10393;0;3855;0;0;0;14248;-3669;-571;0;0;-2521;-6762;7487;757;967;-4216;-3218;-80;0;466;-398;-5722;1765;5;1770;-61;0;1709;0
COOPERATIVA DE CRÉDITO, DE POUPANÇA E INVESTIMENTO DO ESTADO DE MATO GROSSO E NO MUNICÍPIO DE CAMPO GRANDE - MS - SICOOB UNIÃO PANTANEIRO;3326437;b3S;S5;I;2;CUIABA;MT;43070;13271;0;961;0;0;0;14232;-2027;-627;0;0;-3288;-5941;8291;1699;1818;-6224;-5817;-163;0;1796;-691;-7582;709;96;805;-117;0;688;0
COOPERATIVA DE CRÉDITO DO NORDESTE E CENTROS NORTE E SUL DA BAHIA LTDA. - SICOOB COOPERE;73398646;b3S;S5;I;2;VALENTE;BA;43070;12763;0;1408;0;0;0;14171;-1908;-143;0;0;-3780;-5831;8340;1446;2675;-2934;-5622;-103;0;708;-1156;-4985;3355;0;3355;-188;0;3167;0
COOPERATIVA DE CREDITO CECRES - SICOOB CECRES;54603022;b3S;S4;I;2;SAO PAULO;SP;43070;11567;0;2576;0;0;0;14143;-677;0;0;0;1030;353;14496;73;0;-4628;-3302;-24;0;877;-263;-7266;7230;5;7234;1;0;7233;-12164
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DA REGIÃO DAS MISSÕES E NOROESTE DO RS LTDA;95163002;b3S;S5;I;2;SANTO ANGELO;RS;43070;11718;0;2424;0;0;0;14141;-5353;0;0;0;-1318;-6671;7470;723;295;-2211;-2912;-30;0;373;-71;-3834;3636;-26;3610;-29;-346;3235;-660
AGENCIA FOMENTO GOIAS - PRUDENCIAL;1000081050;n1;S4;I;1;GOIANIA;GO;43070;9125;0;5000;0;0;0;14125;0;-1150;0;0;-27;-1177;12948;4947;346;-9262;-1214;-1252;0;3821;-71;-2684;10264;0;10264;-3965;0;6298;-1500
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO SÃO PATRICIO LTDA.;968602;b3S;S5;I;2;GOIANESIA;GO;43070;8914;0;5040;0;0;0;13953;-3304;-1778;0;0;-1202;-6285;7669;283;140;-1148;-1238;-12;0;619;-160;-1515;6153;50;6204;-87;0;6117;-8683
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VERDE PARÁ - SICREDI VERDE PARÁ;10772401;b3S;S4;I;2;PARAGOMINAS;PA;43070;12313;0;1601;0;0;0;13914;-1187;-1749;0;0;-4580;-7515;6398;1820;999;-3792;-3158;-59;0;606;-3417;-7001;-603;-505;-1108;-53;0;-1161;0
COOPERATIVA DE CRÉDITO DO SERVIDOR FEDERAL LTDA   SICOOB CREDFAZ SERVIDOR FEDERAL;952415;b3S;S5;I;2;BRASILIA;DF;43070;13435;0;438;0;0;0;13873;-697;-763;0;0;-1610;-3071;10802;121;123;-2365;-2102;-19;0;1912;-470;-2799;8002;960;8963;0;0;8963;-2042
SICOOB CREDINOVA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE NOVA SERRANA E REGIÃO CENTRO-OESTE LTDA.;1667766;b3S;S5;I;2;NOVA SERRANA;MG;43070;9071;0;4701;0;0;0;13772;-4844;0;0;0;-347;-5191;8581;2504;1280;-3095;-4720;-37;0;165;-669;-4571;4010;8;4017;100;-99;4019;-1244
COOPERATIVA DE CRÉDITO DO SERTÃO BAIANO LTDA - SICOOB SERTÃO;2057584;b3S;S5;I;2;PINTADAS;BA;43070;12348;0;1409;0;0;0;13757;-2073;-155;0;0;-1278;-3507;10250;1033;1962;-3751;-4511;-103;0;639;-1342;-6072;4178;-334;3843;88;0;3931;-775
AFEAM - PRUDENCIAL;1000081108;n1;S4;I;1;MANAUS;AM;43070;1582;0;12197;-45;0;0;13733;0;-813;0;0;-22418;-23231;-9498;19718;548;-16446;-5528;-1008;0;83;-5975;-8608;-18106;-374;-18480;-4304;0;-22784;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE MANAUS;1566038;b3S;S5;I;2;MANAUS;AM;43070;12444;0;1270;0;0;0;13715;-1772;0;0;0;-3614;-5386;8328;705;335;-2829;-2512;-42;0;323;-389;-4411;3918;2;3919;-112;0;3807;-823
COOPERATIVA DE CRÉDITO RURAL COOPAVEL;76461557;b3S;S5;I;2;CASCAVEL;PR;43070;10809;0;2864;0;0;0;13673;-2851;0;0;0;-2602;-5452;8221;251;0;-3177;-1097;-13;0;1206;-611;-3440;4781;0;4781;0;0;4781;-908
COOPERATIVA DE POUPANCA E CRÉDITO MÚTUO DOS EMPRESÁRIOS E PROFISSIONAIS LIBERAIS DO OESTE PAULISTA - SICOOB PAULISTA;10262276;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;43070;11415;0;2234;0;0;0;13648;-2805;-285;0;0;-2306;-5396;8253;1665;2326;-5553;-5206;-109;0;976;-1006;-6908;1345;10;1355;-51;-348;956;-665
SICREDI CREDSUPER - COOPERATIVA DE CRÉDITO SICREDI CREDSUPER;4138455;b3S;S5;I;2;NATAL;RN;43070;13238;0;366;0;0;0;13605;-1395;-3221;0;0;-2408;-7025;6580;319;273;-1659;-1999;-8;5;343;-1342;-4067;2513;0;2513;0;-280;2233;-2075
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO MUCURI LTDA. - SICOOB CREDIVALE;25387655;b3S;S5;I;2;TEOFILO OTONI;MG;43070;8589;0;4990;0;0;0;13580;-4284;-232;0;0;-660;-5176;8404;1904;1729;-5214;-3969;-154;0;148;-397;-5953;2451;-37;2414;-179;0;2235;-368
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE FORMIGA LTDA - SICOOB CREDIFOR;41931445;b3S;S5;I;2;FORMIGA;MG;43070;11107;0;2308;0;0;0;13415;-3021;-832;0;0;-1942;-5795;7620;949;1326;-3822;-3249;-62;0;510;-615;-4963;2656;28;2684;-75;-219;2390;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP;3065046;b3S;S5;I;2;SAO JOSE DO RIO PRETO;SP;43070;10357;0;2784;0;0;0;13141;-2960;-44;0;0;-1624;-4627;8514;2486;1396;-4996;-3535;-94;0;408;-2513;-6848;1666;-88;1578;0;0;1578;-532
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA REGIÃO DOS VALES DO SINOS, PARANHANA E CAÍ LTDA - UNICRED REGIÃO DOS VALES;1796302;b3S;S5;I;2;NOVO HAMBURGO;RS;43070;9088;0;3931;0;0;0;13019;-5277;0;0;0;-603;-5879;7139;1506;298;-3306;-3885;-36;0;9;-27;-5441;1698;-106;1592;-20;0;1572;-361
UBS - PRUDENCIAL;1000080989;b2;S4;C;3;SAO PAULO;SP;43070;0;0;12940;2;0;0;12942;0;0;0;0;0;0;12942;61488;62;-27687;-40540;-14667;0;11525;-3025;-12843;99;1;99;1868;0;1967;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA DE MINAS LTDA - SICOOB ASCICRED;1009908;b3S;S5;I;2;PARA DE MINAS;MG;43070;7196;0;5581;0;0;0;12777;-5077;0;0;0;-681;-5759;7018;1202;1146;-2826;-2392;-96;0;261;-210;-2915;4103;10;4113;-268;0;3845;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA, SENADOR CANEDO E REGIÕES LTDA. - CREDIGOIÁS;37255049;b3S;S5;I;2;GOIANIA;GO;43070;10338;0;2430;0;0;0;12768;-419;-571;0;0;650;-340;12428;96;67;-3106;-1084;-4;0;520;-43;-3552;8875;0;8875;-12;0;8863;-7550
COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - SCRCRED;10218474;b3S;S5;I;2;SAO BENTO DO SUL;SC;43070;10324;0;2432;0;0;0;12756;-2805;-739;0;0;-2932;-6477;6279;1472;822;-2946;-3089;-13;0;82;-1080;-4752;1527;87;1614;0;0;1614;-574
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO DISTRITO FEDERAL LTDA - SICOOB EMPRESARIAL;5856736;b3S;S5;I;2;BRASILIA;DF;43070;8531;0;4205;0;0;0;12737;-3839;-496;0;0;-2853;-7188;5549;899;760;-2447;-2715;-84;0;586;-111;-3112;2437;52;2488;-213;0;2275;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDIEMBRAPA LTDA - SICOOB.;2338666;b3S;S5;I;2;BRASILIA;DF;43070;11888;0;841;0;0;0;12729;-2909;-473;0;0;-2055;-5438;7291;752;578;-3926;-3337;-76;0;447;-150;-5712;1579;19;1598;-151;0;1447;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41707258;b3S;S5;I;2;SANTO ANTONIO DO MONTE;MG;43070;9614;0;3041;0;0;0;12655;-3834;-651;0;0;-1915;-6400;6255;1293;170;-3619;-1870;-113;0;488;-455;-4107;2147;-16;2132;-210;0;1922;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;S5;I;2;FRUTAL;MG;43070;9353;0;3247;0;0;0;12600;-2063;-1241;0;0;-2969;-6273;6327;850;880;-3409;-2238;-70;0;579;-1754;-5162;1165;-79;1086;-147;-23;916;-1517
ATRIA S.A. - CFI - PRUDENCIAL;1000083508;n1;S4;I;2;ARAUCARIA;PR;43070;11926;0;647;0;0;0;12573;0;0;0;0;2438;2438;15011;0;64;-170;-6059;-378;0;1;-366;-6908;8103;0;8103;-7563;0;540;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, ENGENHARIA, ARQUITETURA, CONTABILIDADE, ADMINISTRAÇÃO E ECONOMIA DE ERECHIM LTDA.;1572667;b3S;S5;I;2;ERECHIM;RS;43070;7723;0;4813;0;0;0;12536;-7039;0;0;0;3408;-3631;8905;196;27;-1321;-1805;-5;0;162;-2;-2747;6158;2;6159;-1;-172;5986;-639
