cat;Categoria;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;set/17;0,06%;0,00%;0,85%;0,56%;0,11%;0,14%;0,07%;0,00%;0,37%;0,00%;0,01%;0,01%;0,02%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,01%;0,00%;0,71%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,08%;0,20%;0,08%;0,00%;0,00%;0,01%;0,08%;0,05%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b4;b4 - Banco de Desenvolvimento;set/17;332.774.246;11.457;61.033;169.463;194.085;24.111;108.185;0;568.333;16.856;82.674;235.295;461.129;140.010;42.258;247;978.468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;141;323;0;0;0;0;517;1.414;6.220;14.107;36.772;18.407;2.653;0;79.573;2.501.227;15.147.682;34.440.458;74.434.314;59.790.460;113.909.858;25.216.150;325.440.149;21.534;205.203;819.405;1.827.771;1.329.851;1.503.300;142;5.707.205;0;0;0;0;0;0;0;0;
b4%;b4 - Banco de Desenvolvimento;set/17;19,31%;0,11%;0,13%;0,21%;0,19%;0,11%;1,21%;0,00%;0,21%;1,21%;0,83%;1,29%;1,57%;0,96%;0,17%;0,01%;0,97%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,02%;0,05%;0,09%;0,19%;0,20%;0,04%;0,00%;0,11%;54,47%;42,49%;39,91%;49,31%;61,30%;62,78%;54,16%;53,97%;15,80%;1,92%;3,63%;13,87%;32,56%;36,02%;1,67%;10,41%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
n1;n1 - Não Bancário de Crédito;set/17;9.737.633;36.747;213.798;362.024;353.481;87.043;4.339;0;1.057.432;45.635;591.383;1.339.374;2.109.725;660.493;245.074;2.793;4.994.477;0;6.522;2.989;4.464;0;0;0;13.974;9.409;510.613;47.096;3.443;13;0;0;570.574;0;0;0;0;0;0;0;0;2.808;7.041;17.120;25.505;8.176;3.684;0;64.333;45.120;142.859;430.076;993.637;658.344;497.895;2.202;2.770.133;2.822;10.487;19.147;95.119;64.709;38.903;0;231.186;2.834;3.418;22.798;6.029;77;362;3;35.522;
n1%;n1 - Não Bancário de Crédito;set/17;0,57%;0,34%;0,44%;0,45%;0,34%;0,39%;0,05%;0,00%;0,38%;3,28%;5,91%;7,32%;7,18%;4,52%;1,01%;0,11%;4,96%;0,00%;0,03%;0,03%;0,62%;0,00%;0,00%;0,00%;0,04%;1,01%;0,93%;0,25%;0,16%;0,00%;0,00%;0,00%;0,74%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,05%;0,11%;0,13%;0,09%;0,06%;0,00%;0,09%;0,98%;0,40%;0,50%;0,66%;0,67%;0,27%;0,00%;0,46%;2,07%;0,10%;0,08%;0,72%;1,58%;0,93%;0,00%;0,42%;0,22%;0,05%;0,19%;0,04%;0,00%;0,08%;0,01%;0,09%;
n2;n2 - Não Bancário de Mercado de Capitais;set/17;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
n2%;n2 - Não Bancário de Mercado de Capitais;set/17;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
C;C - Conglomerado;set/17;1.106.032.105;7.700.072;37.224.818;58.307.398;68.817.084;15.358.708;5.625.357;2.018.267;195.051.703;1.067.415;6.377.372;12.706.392;22.567.774;13.065.248;23.809.920;2.612.193;82.206.315;1.902.334;21.929.279;5.398.807;562.390;127.751;808.184;266.252;30.994.997;737.945;45.841.923;14.405.379;1.954.768;335.407;148.980;12.063;63.436.465;1.437.521;35.224.734;49.135.298;32.199.505;14.666.776;8.599.097;0;141.262.932;6.068.015;11.432.860;12.660.386;16.223.224;7.603.851;5.653.924;1.721.729;61.363.989;1.334.419;13.136.316;36.567.228;49.287.149;22.633.620;31.931.233;12.263.625;167.153.591;82.119;9.331.038;18.785.391;10.580.160;2.312.266;2.243.288;8.360;43.342.622;796.339;3.023.515;8.356.000;10.861.597;2.216.377;241.329;39.171;25.534.329;
C%;C - Conglomerado;set/17;64,19%;70,66%;77,12%;72,91%;66,46%;69,36%;62,98%;92,38%;70,68%;76,65%;63,77%;69,44%;76,76%;89,42%;97,89%;99,69%;81,68%;76,00%;90,44%;59,80%;78,36%;91,04%;98,69%;98,59%;82,16%;79,29%;83,82%;76,17%;93,62%;92,43%;99,00%;2,64%;81,76%;81,30%;87,60%;85,84%;88,75%;92,32%;98,52%;0,00%;86,52%;68,01%;84,83%;81,15%;82,34%;82,70%;84,66%;94,41%;81,39%;29,06%;36,85%;42,38%;32,65%;23,21%;17,60%;26,34%;27,72%;60,24%;87,30%;83,27%;80,26%;56,61%;53,75%;98,33%;79,04%;62,05%;47,43%;67,88%;74,50%;89,39%;50,44%;98,77%;68,01%;
I;I - Instituição independente;set/17;616.981.128;3.196.902;11.043.652;21.666.190;34.732.490;6.784.517;3.306.051;166.401;80.896.203;325.173;3.623.241;5.591.918;6.833.882;1.546.472;512.146;8.201;18.441.033;600.821;2.319.021;3.629.992;155.286;12.578;10.717;3.800;6.732.214;192.796;8.848.663;4.505.838;133.220;27.463;1.508;445.016;14.154.504;330.714;4.984.920;8.108.203;4.079.867;1.220.512;129.621;3.153.863;22.007.701;2.853.819;2.044.564;2.941.274;3.478.737;1.590.531;1.024.518;101.936;14.035.380;3.257.436;22.513.296;49.724.117;101.652.358;74.903.871;149.507.886;34.298.213;435.857.178;54.208;1.357.760;3.773.828;2.602.339;1.772.252;1.930.658;142;11.491.187;487.054;3.351.053;3.953.200;3.718.096;263.146;237.163;489;12.010.201;
I%;I - Instituição independente;set/17;35,81%;29,34%;22,88%;27,09%;33,54%;30,64%;37,02%;7,62%;29,32%;23,35%;36,23%;30,56%;23,24%;10,58%;2,11%;0,31%;18,32%;24,00%;9,56%;40,20%;21,64%;8,96%;1,31%;1,41%;17,84%;20,71%;16,18%;23,83%;6,38%;7,57%;1,00%;97,36%;18,24%;18,70%;12,40%;14,16%;11,25%;7,68%;1,48%;100,00%;13,48%;31,99%;15,17%;18,85%;17,66%;17,30%;15,34%;5,59%;18,61%;70,94%;63,15%;57,62%;67,35%;76,79%;82,40%;73,66%;72,28%;39,76%;12,70%;16,73%;19,74%;43,39%;46,25%;1,67%;20,96%;37,95%;52,57%;32,12%;25,50%;10,61%;49,56%;1,23%;31,99%;
