cat;Categoria;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;set/16;27.698.699;346.075;2.224.056;4.728.354;5.029.219;1.239.652;374.427;3.073;13.944.857;37.933;307.513;769.898;1.135.599;291.812;131.400;2.391;2.676.545;88.085;1.617.552;1.651.659;61.807;18.932;6.228;4.628;3.448.891;126.687;3.256.393;282.970;1.093;85;0;0;3.667.228;0;0;0;0;0;0;0;0;163.816;609.330;976.705;792.300;270.959;167.492;23.957;3.004.561;1.225;21.488;26.306;28.291;2.611;136;0;80.057;279;248.693;548.864;74.055;3.968;702;0;876.561;0;0;0;0;0;0;0;0
b3S%;b3S - Cooperativa de Crédito Singulares;set/16;1,41%;3,35%;3,54%;5,25%;4,89%;3,91%;5,18%;0,24%;4,55%;3,19%;3,38%;4,28%;4,94%;3,73%;0,59%;0,05%;3,12%;2,24%;5,20%;15,29%;8,06%;9,32%;1,49%;1,60%;7,26%;7,58%;6,07%;1,69%;0,08%;0,01%;0,00%;0,00%;4,90%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,42%;3,56%;4,15%;2,53%;1,19%;1,66%;3,27%;2,57%;0,02%;0,06%;0,03%;0,02%;0,00%;0,00%;0,00%;0,01%;0,07%;1,87%;1,98%;0,56%;0,08%;0,01%;0,00%;1,35%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;set/16;1.122.811;254;489.259;402.248;83.469;15.341;453;0;991.023;0;769;2.108;3.533;0;0;0;6.410;0;12.943;314;0;0;0;0;13.256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.332;38.557;35.891;194;61;164;92.199;0;6.018;7.656;3.639;2.387;222;0;19.923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;set/16;0,06%;0,00%;0,78%;0,45%;0,08%;0,05%;0,01%;0,00%;0,32%;0,00%;0,01%;0,01%;0,02%;0,00%;0,00%;0,00%;0,01%;0,00%;0,04%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,10%;0,16%;0,11%;0,00%;0,00%;0,02%;0,08%;0,00%;0,02%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;set/16;377.639.021;36.038;112.795;160.511;161.122;16.259;108.688;0;595.412;14.851;113.020;178.645;422.287;196.566;48.461;0;973.830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;744;5.095;13.175;15.371;4.596;2.524;0;41.505;1.059.882;16.558.728;38.460.404;83.645.578;68.731.157;134.723.885;27.074.181;370.253.815;21.581;212.852;794.212;1.633.745;1.436.473;1.675.071;525;5.774.459;0;0;0;0;0;0;0;0
b4%;b4 - Banco de Desenvolvimento;set/16;19,20%;0,35%;0,18%;0,18%;0,16%;0,05%;1,50%;0,00%;0,19%;1,25%;1,24%;0,99%;1,84%;2,51%;0,22%;0,00%;1,13%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,03%;0,06%;0,05%;0,02%;0,03%;0,00%;0,04%;20,47%;44,72%;43,35%;47,27%;62,50%;66,26%;54,59%;55,20%;5,13%;1,60%;2,86%;12,29%;27,66%;34,97%;2,33%;8,92%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n1;n1 - Não Bancário de Crédito;set/16;9.874.401;124.945;231.070;344.897;341.637;56.216;9.335;0;1.108.099;41.279;545.105;1.236.004;1.982.291;671.935;256.510;9.636;4.742.760;0;3.787;359;0;0;0;0;4.146;27.602;525.906;61.653;10.334;367;705;0;626.567;0;0;0;0;0;0;0;0;6.782;4.593;10.055;29.318;4.058;4.614;0;59.420;42.378;137.308;425.251;1.020.158;717.976;664.890;2.897;3.010.857;235;9.851;19.560;48.879;81.650;85.359;0;245.535;8;57.311;13.967;2.808;2.796;127;0;77.017
n1%;n1 - Não Bancário de Crédito;set/16;0,50%;1,21%;0,37%;0,38%;0,33%;0,18%;0,13%;0,00%;0,36%;3,47%;5,99%;6,87%;8,62%;8,60%;1,16%;0,21%;5,52%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;1,65%;0,98%;0,37%;0,74%;0,04%;0,20%;0,00%;0,84%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,06%;0,03%;0,04%;0,09%;0,02%;0,05%;0,00%;0,05%;0,82%;0,37%;0,48%;0,58%;0,65%;0,33%;0,01%;0,45%;0,06%;0,07%;0,07%;0,37%;1,57%;1,78%;0,00%;0,38%;0,00%;0,76%;0,10%;0,02%;0,08%;0,01%;0,00%;0,17%
n2;n2 - Não Bancário de Mercado de Capitais;set/16;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n2%;n2 - Não Bancário de Mercado de Capitais;set/16;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
C;C - Conglomerado;set/16;1.282.879.478;6.594.775;46.603.325;68.745.620;73.740.440;21.969.514;6.522.124;1.137.241;225.313.039;716.682;6.174.863;11.960.813;15.235.734;5.972.282;21.425.953;4.670.393;66.156.719;2.991.481;28.162.575;6.011.833;691.723;181.835;410.454;284.032;38.733.934;1.311.407;45.853.337;12.114.086;1.318.894;1.000.541;354.907;15.600;61.968.772;1.420.091;33.675.804;50.563.169;31.116.564;14.748.685;7.583.020;40.938;139.148.271;7.445.686;14.088.521;17.779.459;26.127.309;21.786.132;9.705.909;628.251;97.561.266;1.585.415;13.765.484;34.226.351;63.587.959;25.293.425;35.173.945;13.129.975;186.762.554;157.168;11.595.606;19.775.960;10.846.601;3.381.569;2.750.187;21.937;48.529.029;524.645;3.168.744;10.677.825;14.960.420;3.126.395;1.568.802;8.844;34.035.674
C%;C - Conglomerado;set/16;65,24%;63,82%;74,20%;76,39%;71,63%;69,28%;90,16%;89,41%;73,56%;60,27%;67,86%;66,47%;66,27%;76,40%;96,91%;99,57%;77,02%;76,21%;90,51%;55,64%;90,20%;89,49%;98,51%;98,40%;81,51%;78,46%;85,41%;72,50%;94,77%;98,81%;99,30%;100,00%;82,79%;76,39%;86,17%;82,28%;82,49%;79,67%;99,04%;99,95%;83,66%;64,72%;82,32%;75,63%;83,53%;95,60%;96,14%;85,86%;83,37%;30,62%;37,18%;38,58%;35,93%;23,00%;17,30%;26,47%;27,84%;37,37%;87,39%;71,20%;81,56%;65,10%;57,42%;97,27%;74,93%;67,74%;42,08%;74,41%;81,76%;89,76%;82,50%;94,17%;73,44%
I;I - Instituição independente;set/16;683.558.467;3.737.925;16.205.441;21.243.933;29.207.229;9.741.670;711.798;134.753;80.982.748;472.358;2.924.588;6.034.707;7.754.393;1.844.467;683.204;20.037;19.733.753;934.068;2.954.541;4.792.215;75.117;21.365;6.228;4.628;8.788.162;360.050;7.834.997;4.595.524;72.757;12.077;2.488;0;12.877.892;438.877;5.407.021;10.886.097;6.606.522;3.763.812;73.727;22;27.176.079;4.059.197;3.026.556;5.727.494;5.153.335;1.001.679;389.543;103.481;19.461.286;3.591.550;23.258.711;54.493.113;113.369.454;84.678.540;168.142.484;36.469.908;484.003.761;263.427;1.673.848;7.998.113;2.451.678;1.812.660;2.039.263;617;16.239.607;249.899;4.360.800;3.671.208;3.338.256;356.557;332.733;548;12.310.002
I%;I - Instituição independente;set/16;34,76%;36,18%;25,80%;23,61%;28,37%;30,72%;9,84%;10,59%;26,44%;39,73%;32,14%;33,53%;33,73%;23,60%;3,09%;0,43%;22,98%;23,79%;9,49%;44,36%;9,80%;10,51%;1,49%;1,60%;18,49%;21,54%;14,59%;27,50%;5,23%;1,19%;0,70%;0,00%;17,21%;23,61%;13,83%;17,72%;17,51%;20,33%;0,96%;0,05%;16,34%;35,28%;17,68%;24,37%;16,47%;4,40%;3,86%;14,14%;16,63%;69,38%;62,82%;61,42%;64,07%;77,00%;82,70%;73,53%;72,16%;62,63%;12,61%;28,80%;18,44%;34,90%;42,58%;2,73%;25,07%;32,26%;57,92%;25,59%;18,24%;10,24%;17,50%;5,83%;26,56%
