cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;set/16;52.680.259;22.939;570.429;1.399.515;2.235.500;909.735;387.830;457;5.526.405;445.063;2.875.130;5.390.363;5.003.248;1.238.164;462.836;14.059;15.428.862;32.103;399.749;1.029.537;1.372.783;163.382;1.135;0;2.998.690;0;0;0;0;0;0;0;0;85.529;630.858;148.128;2.514;267;0;446;867.742;221.761;4.090.959;11.969.133;2.962.771;531.199;389.670;0;20.165.493;356.106;2.978.459;2.579.037;1.224.009;354.052;150.550;50.853;7.693.067;0
b3S%;b3S - Cooperativa de Crédito Singulares;set/16;3,27%;0,60%;2,21%;2,11%;1,95%;1,67%;1,86%;0,14%;1,93%;5,95%;14,15%;16,76%;16,48%;14,57%;17,64%;1,77%;15,09%;0,93%;1,77%;1,97%;2,19%;2,48%;2,49%;0,00%;2,03%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,45%;0,54%;0,45%;0,15%;0,19%;0,00%;0,07%;0,50%;5,81%;15,62%;18,54%;5,66%;1,74%;1,34%;0,00%;9,71%;3,45%;10,19%;10,70%;5,94%;4,34%;3,33%;10,00%;7,89%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;set/16;2.874;0;0;0;0;0;0;0;0;76;38;155;218;42;0;0;529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.366;63;271;586;61;0;0;2.346;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;set/16;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,04%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;set/16;4.653.568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.295;195.406;516.412;1.313.293;1.205.890;1.273.246;41;4.543.583;2.719;8.676;16.843;37.734;22.300;21.712;0;109.984;0
b4%;b4 - Banco de Desenvolvimento;set/16;0,29%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,03%;0,75%;0,80%;2,51%;3,96%;4,38%;0,00%;2,19%;0,03%;0,03%;0,07%;0,18%;0,27%;0,48%;0,00%;0,11%;0,00%
n1;n1 - Não Bancário de Crédito;set/16;21.078.092;11.255;86.475;197.167;226.474;74.132;20.868;0;616.371;2.129.561;2.021.616;1.466.632;144.981;2.624;420;2;5.765.836;97.937;426.971;989.219;1.031.021;62.131;2.741;0;2.610.020;7.127;79.475;172.310;415.309;324.655;486.925;252.438;1.738.239;1.134.111;4.931.549;1.698.264;46.948;523;0;0;7.811.394;22.125;74.820;134.544;374.506;347.828;457.714;117;1.411.654;287.940;361.771;322.431;65.653;30.731;52.275;3.779;1.124.579;0
n1%;n1 - Não Bancário de Crédito;set/16;1,31%;0,29%;0,34%;0,30%;0,20%;0,14%;0,10%;0,00%;0,22%;28,48%;9,95%;4,56%;0,48%;0,03%;0,02%;0,00%;5,64%;2,85%;1,89%;1,90%;1,64%;0,94%;6,01%;0,00%;1,77%;0,32%;0,53%;0,44%;0,46%;0,45%;0,24%;0,25%;0,33%;5,98%;4,20%;5,12%;2,80%;0,37%;0,00%;0,00%;4,54%;0,58%;0,29%;0,21%;0,72%;1,14%;1,57%;0,01%;0,68%;2,79%;1,24%;1,34%;0,32%;0,38%;1,16%;0,74%;1,15%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;set/16;10.442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.442;10.442;0
n2%;n2 - Não Bancário de Mercado de Capitais;set/16;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;2,05%;0,01%;0,00%
C;C - Conglomerado;set/16;985.449.778;1.649.404;19.004.877;49.489.680;86.768.528;42.010.163;14.747.077;327.504;213.997.234;4.334.276;13.988.888;22.748.242;22.524.728;7.010.695;2.135.500;780.072;73.522.401;2.639.810;17.663.998;40.558.011;49.130.949;5.267.851;21.961;29.087;115.311.667;246.512;2.989.052;6.926.495;16.628.160;14.182.708;53.354.051;45.013.835;139.340.812;14.862.300;105.749.000;29.495.502;1.322.283;139.159;41.592;613.955;152.223.792;2.434.132;19.714.114;46.272.521;40.539.709;24.340.303;23.887.261;1.180.867;158.368.907;6.279.384;18.685.629;14.267.974;14.211.647;5.509.157;2.512.112;355.172;61.821.074;70.863.891
C%;C - Conglomerado;set/16;61,11%;42,93%;73,65%;74,49%;75,84%;77,09%;70,76%;99,80%;74,78%;57,97%;68,86%;70,75%;74,17%;82,51%;81,38%;98,23%;71,92%;76,78%;78,01%;77,75%;78,23%;80,11%;48,19%;100,00%;78,07%;11,16%;19,77%;17,62%;18,38%;19,53%;25,77%;44,28%;26,37%;78,40%;90,02%;88,92%;79,00%;99,79%;100,00%;99,93%;88,46%;63,75%;75,29%;71,66%;77,49%;79,88%;82,11%;99,98%;76,27%;60,85%;63,94%;59,17%;69,00%;67,47%;55,53%;69,81%;63,44%;99,99%
I;I - Instituição independente;set/16;627.107.509;2.192.578;6.798.828;16.951.756;27.637.085;12.487.186;6.092.568;669;72.160.670;3.142.986;6.326.859;9.406.176;7.842.460;1.485.641;488.466;14.071;28.706.658;798.125;4.978.768;11.608.617;13.670.275;1.307.767;23.607;0;32.387.158;1.962.361;12.132.864;32.382.280;73.856.005;58.455.380;153.669.021;56.640.499;389.098.411;4.095.586;11.726.283;3.675.029;351.586;292;0;446;19.849.221;1.383.816;6.469.099;18.302.730;11.778.057;6.130.399;5.206.261;203;49.270.566;4.040.032;10.538.474;9.843.661;6.385.551;2.656.207;2.011.905;153.570;35.629.402;5.423
I%;I - Instituição independente;set/16;38,89%;57,07%;26,35%;25,51%;24,16%;22,91%;29,24%;0,20%;25,22%;42,03%;31,14%;29,25%;25,83%;17,49%;18,62%;1,77%;28,08%;23,22%;21,99%;22,25%;21,77%;19,89%;51,81%;0,00%;21,93%;88,84%;80,23%;82,38%;81,62%;80,47%;74,23%;55,72%;73,63%;21,60%;9,98%;11,08%;21,00%;0,21%;0,00%;0,07%;11,54%;36,25%;24,71%;28,34%;22,51%;20,12%;17,89%;0,02%;23,73%;39,15%;36,06%;40,83%;31,00%;32,53%;44,47%;30,19%;36,56%;0,01%
