cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;set/15;48.822.512;19.636;508.490;1.256.841;2.025.929;815.242;322.345;680;4.949.162;324.821;2.647.153;4.750.547;4.740.940;1.272.104;490.975;8.706;14.235.247;30.445;440.666;1.150.062;1.668.612;215.558;1.489;0;3.506.832;0;0;0;0;0;0;0;0;72.634;495.028;113.250;225;12;0;573;681.722;186.498;3.422.810;10.427.383;3.188.999;641.733;418.942;0;18.286.365;263.875;3.004.506;2.556.276;908.428;258.106;125.205;46.788;7.163.183;0
b3S%;b3S - Cooperativa de Crédito Singulares;set/15;3,15%;0,54%;2,16%;2,00%;1,79%;1,57%;2,10%;0,31%;1,83%;4,76%;12,36%;14,03%;14,38%;15,42%;18,83%;3,16%;13,40%;0,84%;1,74%;1,94%;2,27%;2,62%;2,87%;0,00%;2,06%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,41%;0,46%;0,36%;0,01%;0,01%;0,00%;0,27%;0,43%;5,75%;13,35%;17,11%;6,68%;2,15%;1,40%;0,00%;9,26%;2,86%;9,46%;10,63%;4,58%;3,40%;3,19%;11,29%;7,40%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;set/15;4.023;0;0;0;0;0;0;0;0;21;1.162;419;323;59;0;0;1.984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;906;24;268;567;273;0;0;2.038;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;set/15;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;set/15;4.334.487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.001;170.466;459.066;1.133.800;1.115.778;1.326.866;2;4.227.980;1.513;7.348;17.175;35.992;21.475;23.004;0;106.507;0
b4%;b4 - Banco de Desenvolvimento;set/15;0,28%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,68%;0,67%;0,75%;2,37%;3,73%;4,42%;0,00%;2,14%;0,02%;0,02%;0,07%;0,18%;0,28%;0,59%;0,00%;0,11%;0,00%
n1;n1 - Não Bancário de Crédito;set/15;19.411.616;9.740;61.114;145.845;194.972;63.438;11.524;0;486.634;1.548.888;2.205.139;1.418.870;118.388;3.001;11;0;5.294.297;103.838;367.604;885.459;1.064.285;82.687;3.602;0;2.507.474;5.981;85.093;136.998;298.745;268.201;346.506;121.071;1.262.596;1.141.596;4.513.343;1.649.987;62.989;8.372;4;0;7.376.289;11.135;70.162;122.457;364.756;343.594;529.149;0;1.441.253;248.471;394.413;220.790;76.054;29.836;64.095;9.415;1.043.073;0
n1%;n1 - Não Bancário de Crédito;set/15;1,25%;0,27%;0,26%;0,23%;0,17%;0,12%;0,08%;0,00%;0,18%;22,68%;10,30%;4,19%;0,36%;0,04%;0,00%;0,00%;4,98%;2,86%;1,45%;1,49%;1,45%;1,01%;6,94%;0,00%;1,47%;0,27%;0,58%;0,37%;0,35%;0,40%;0,18%;0,13%;0,26%;6,43%;4,20%;5,30%;4,07%;6,58%;0,01%;0,00%;4,66%;0,34%;0,27%;0,20%;0,76%;1,15%;1,76%;0,00%;0,73%;2,70%;1,24%;0,92%;0,38%;0,39%;1,63%;2,27%;1,08%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;set/15;14.887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.897;0;0;0;0;0;10.990;14.887;0
n2%;n2 - Não Bancário de Mercado de Capitais;set/15;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,04%;0,00%;0,00%;0,00%;0,00%;0,00%;2,65%;0,02%;0,00%
C;C - Conglomerado;set/15;942.820.490;1.565.955;17.578.835;46.526.653;81.743.343;37.520.894;14.017.150;221.039;199.173.870;3.469.839;14.685.142;24.149.334;24.231.236;6.505.313;2.088.319;266.472;75.395.656;2.839.221;19.865.095;46.111.918;56.834.626;6.178.209;16.290;23.608;131.868.968;188.432;2.789.053;6.313.574;14.873.196;12.653.847;46.945.475;38.380.490;122.144.068;13.397.036;96.171.558;27.518.920;1.291.591;126.828;27.015;208.464;138.741.413;2.048.703;19.522.563;43.508.778;36.200.395;23.796.049;24.540.471;77.147;149.694.106;5.954.605;20.533.758;13.911.643;13.636.375;4.726.011;1.873.359;252.450;60.888.201;64.914.209
C%;C - Conglomerado;set/15;60,82%;42,86%;74,56%;74,05%;72,17%;72,24%;91,32%;99,69%;73,54%;50,80%;68,58%;71,32%;73,48%;78,83%;80,08%;96,71%;70,98%;78,15%;78,26%;77,80%;77,25%;75,20%;31,38%;100,00%;77,50%;8,46%;19,11%;16,96%;17,55%;18,68%;24,81%;42,75%;25,16%;75,49%;89,54%;88,47%;83,48%;99,70%;100,00%;99,67%;87,72%;63,20%;76,17%;71,40%;75,82%;79,63%;81,82%;100,00%;75,79%;64,59%;64,63%;57,86%;68,78%;62,17%;47,78%;60,94%;62,90%;99,98%
I;I - Instituição independente;set/15;607.340.337;2.087.501;5.998.470;16.308.518;31.517.198;14.416.459;1.332.913;685;71.661.743;3.360.056;6.728.593;9.710.535;8.747.213;1.746.654;519.329;9.064;30.821.444;793.694;5.517.551;13.159.031;16.740.721;2.037.990;35.624;0;38.284.611;2.040.144;11.807.884;30.912.362;69.855.975;55.092.849;142.298.905;51.400.004;363.408.124;4.348.622;11.238.816;3.586.335;255.584;379;0;691;19.430.427;1.192.817;6.107.360;17.428.471;11.546.747;6.086.471;5.451.110;2;47.812.979;3.264.130;11.239.542;10.131.016;6.190.927;2.875.313;2.047.783;161.836;35.910.547;10.460
I%;I - Instituição independente;set/15;39,18%;57,14%;25,44%;25,95%;27,83%;27,76%;8,68%;0,31%;26,46%;49,20%;31,42%;28,68%;26,52%;21,17%;19,92%;3,29%;29,02%;21,85%;21,74%;22,20%;22,75%;24,80%;68,62%;0,00%;22,50%;91,54%;80,89%;83,04%;82,45%;81,32%;75,19%;57,25%;74,84%;24,51%;10,46%;11,53%;16,52%;0,30%;0,00%;0,33%;12,28%;36,80%;23,83%;28,60%;24,18%;20,37%;18,18%;0,00%;24,21%;35,41%;35,37%;42,14%;31,22%;37,83%;52,22%;39,06%;37,10%;0,02%
