cat;Categoria;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;set/15;0,05%;0,00%;0,55%;0,31%;0,08%;0,03%;0,02%;0,00%;0,23%;0,00%;0,01%;0,01%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,06%;0,00%;0,00%;0,00%;0,00%;0,00%;0,04%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,31%;0,40%;0,25%;0,00%;0,00%;0,02%;0,20%;0,00%;0,03%;0,01%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;set/15;398.090.884;45.479;141.582;313.225;453.164;32.680;108.000;0;1.094.129;7.512;60.050;207.499;415.044;228.352;65.257;0;983.714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.328;5.513;14.340;28.007;5.303;664;0;55.154;232.434;15.125.914;41.614.997;86.404.097;73.883.367;147.480.705;26.278.789;391.020.303;16.593;144.603;736.046;1.350.709;1.238.840;1.450.115;678;4.937.583;0;0;0;0;0;0;0;0
b4%;b4 - Banco de Desenvolvimento;set/15;18,18%;0,43%;0,21%;0,29%;0,39%;0,08%;1,80%;0,00%;0,31%;0,54%;0,49%;0,88%;1,19%;1,08%;0,24%;0,00%;0,77%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,02%;0,03%;0,06%;0,11%;0,03%;0,01%;0,00%;0,05%;9,68%;37,51%;40,40%;47,44%;62,83%;70,39%;55,91%;55,70%;6,31%;1,07%;2,66%;14,60%;23,19%;30,07%;4,10%;8,12%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n1;n1 - Não Bancário de Crédito;set/15;9.329.433;123.244;237.443;342.715;306.598;33.792;1.184;2;1.044.978;38.727;515.568;1.138.746;1.751.068;588.878;221.200;22.206;4.276.392;0;806;2.241;0;0;0;0;3.047;11.934;435.937;52.989;13.540;721;2.802;327;518.250;0;0;0;0;0;0;0;0;3.991;7.044;13.361;19.176;4.984;851;0;49.407;45.592;162.378;422.737;962.593;723.322;774.804;5.817;3.097.242;133;9.047;18.340;44.872;86.817;83.255;0;242.464;2;48;95.195;2.080;248;79;0;97.652
n1%;n1 - Não Bancário de Crédito;set/15;0,43%;1,17%;0,35%;0,31%;0,27%;0,09%;0,02%;0,00%;0,30%;2,76%;4,25%;4,81%;5,02%;2,78%;0,81%;0,33%;3,36%;0,00%;0,00%;0,02%;0,00%;0,00%;0,00%;0,00%;0,01%;0,72%;0,72%;0,30%;0,74%;0,06%;0,29%;0,12%;0,62%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,05%;0,04%;0,05%;0,07%;0,02%;0,01%;0,00%;0,04%;1,90%;0,40%;0,41%;0,53%;0,62%;0,37%;0,01%;0,44%;0,05%;0,07%;0,07%;0,48%;1,63%;1,73%;0,00%;0,40%;0,00%;0,00%;0,70%;0,01%;0,00%;0,00%;0,00%;0,17%
n2;n2 - Não Bancário de Mercado de Capitais;set/15;3.340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.291;0;0;0;0;49;3.340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n2%;n2 - Não Bancário de Mercado de Capitais;set/15;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,02%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
C;C - Conglomerado;set/15;1.480.077.971;6.588.388;54.709.187;84.777.321;83.389.099;27.304.422;5.521.331;800.256;263.090.004;634.362;9.171.453;17.294.760;26.595.004;18.813.388;26.618.372;6.729.607;105.856.946;2.806.110;33.261.458;6.472.651;989.322;199.438;145.993;215.167;44.090.140;1.299.984;51.356.473;12.389.420;1.281.168;1.242.451;963.538;280.340;68.813.375;1.646.111;29.667.924;50.991.728;19.941.295;8.974.204;2.670.365;16.305;113.907.931;5.081.323;14.935.273;19.205.802;22.482.157;19.154.000;12.306.284;561.120;93.725.959;1.299.854;16.522.508;45.133.643;64.897.581;28.364.566;31.848.801;11.777.589;199.844.540;159.119;11.956.319;20.705.703;7.046.442;3.754.824;3.045.023;15.839;46.683.269;244.258;2.816.989;10.302.299;21.153.758;5.856.699;6.313.669;264.037;46.951.708
C%;C - Conglomerado;set/15;67,59%;62,54%;81,31%;77,64%;72,37%;70,12%;92,27%;86,01%;75,58%;45,25%;75,56%;73,08%;76,29%;88,70%;97,58%;99,58%;83,15%;72,33%;89,32%;51,44%;90,96%;87,00%;95,41%;97,86%;79,60%;78,04%;84,90%;70,14%;69,79%;99,49%;99,71%;99,88%;81,77%;89,10%;82,31%;84,08%;80,35%;66,37%;46,79%;29,24%;79,86%;61,90%;82,54%;77,29%;86,10%;93,45%;97,42%;84,04%;84,39%;54,16%;40,97%;43,82%;35,63%;24,12%;15,20%;25,06%;28,47%;60,55%;88,62%;74,96%;76,14%;70,30%;63,15%;95,90%;76,77%;75,54%;37,91%;75,26%;87,69%;93,56%;94,04%;99,84%;79,84%
I;I - Instituição independente;set/15;709.849.327;3.945.916;12.579.600;24.416.836;31.835.024;11.633.242;462.341;130.159;85.003.119;767.640;2.966.947;6.370.267;8.264.321;2.396.910;660.072;28.070;21.454.227;1.073.462;3.978.805;6.110.191;98.339;29.809;7.024;4.697;11.302.326;365.878;9.136.892;5.274.923;554.622;6.424;2.803;327;15.341.869;201.464;6.374.023;9.651.859;4.875.539;4.546.591;3.037.077;39.454;28.726.006;3.127.246;3.159.742;5.642.453;3.628.364;1.341.969;325.538;106.569;17.331.881;1.100.313;23.805.155;57.869.922;117.234.458;89.231.100;177.681.773;35.225.642;502.148.364;103.660;1.535.677;6.915.447;2.207.766;1.586.679;1.776.855;678;14.126.762;79.091;4.614.635;3.387.411;2.969.638;402.873;400.280;414;11.854.344
I%;I - Instituição independente;set/15;32,41%;37,46%;18,69%;22,36%;27,63%;29,88%;7,73%;13,99%;24,42%;54,75%;24,44%;26,92%;23,71%;11,30%;2,42%;0,42%;16,85%;27,67%;10,68%;48,56%;9,04%;13,00%;4,59%;2,14%;20,40%;21,96%;15,10%;29,86%;30,21%;0,51%;0,29%;0,12%;18,23%;10,90%;17,69%;15,92%;19,65%;33,63%;53,21%;70,76%;20,14%;38,10%;17,46%;22,71%;13,90%;6,55%;2,58%;15,96%;15,61%;45,84%;59,03%;56,18%;64,37%;75,88%;84,80%;74,94%;71,53%;39,45%;11,38%;25,04%;23,86%;29,70%;36,85%;4,10%;23,23%;24,46%;62,09%;24,74%;12,31%;6,44%;5,96%;0,16%;20,16%
