Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE CRÉDITO E INVESTIMENTOS DE LIVRE ADMISSÃO DO VALE DO IVAÍ - SICREDI VALE DO IVAÍ PR;81706616;b3S;;I;2;JANDAIA DO SUL;PR;42614;6666;0;2799;0;0;3;9468;-3014;-397;0;0;-834;-4245;5223;1176;711;-2471;-2482;-36;0;460;-1433;-4074;1149;46;1195;-97;0;1097;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO GOIANO LTDA.;3730508;b3S;;I;2;GOIANIA;GO;42614;8076;0;1365;0;0;0;9441;-2071;-942;0;0;-1925;-4937;4504;366;258;-2051;-1918;-14;0;111;-183;-3431;1073;0;1073;-4;0;1069;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;;I;2;NOVA TRENTO;SC;42614;4577;0;4850;0;0;0;9427;-4377;-4;0;0;-727;-5108;4319;534;756;-1685;-1597;-31;0;135;-257;-2144;2176;-3;2172;-50;0;2123;0
COOPERATIVA DE CRÉDITO COOCRELIVRE;53935029;b3S;;I;2;ORLANDIA;SP;42614;4411;0;4953;0;0;0;9364;-2374;-647;0;0;-226;-3247;6118;170;320;-1363;-896;-13;0;38;-397;-2142;3976;0;3976;-10;-152;3814;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO JAMARI - SICOOB VALE DO JAMARI;5203605;b3S;;I;2;BURITIS;RO;42614;7988;0;1157;0;0;0;9145;-1173;-1079;0;0;-1390;-3642;5503;334;499;-1425;-1752;-72;0;593;-502;-2325;3178;0;3178;0;0;3178;-1394
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO SUDOESTE DE GOIÁS - SICREDI SUDOESTE GO;6332931;b3S;;I;2;RIO VERDE;GO;42614;7835;0;1295;0;0;0;9129;-1574;-619;0;0;-1458;-3651;5479;772;604;-2611;-2178;-23;0;943;-2119;-4612;866;-64;802;-49;0;753;0
MSB BANK S.A. BCO CÂMBIO - PRUDENCIAL;1000081294;b2;;I;2;CURITIBA;PR;42614;0;0;1142;337;7582;0;9062;-50;-14;0;0;0;-64;8998;248;0;-273;-4917;-464;0;6;-25;-5426;3572;0;3572;-1602;0;1970;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;;I;2;CLAUDIO;MG;42614;4660;0;4388;0;0;0;9048;-4768;-43;0;0;-318;-5129;3919;576;333;-1666;-1013;-30;0;107;-205;-1897;2023;27;2050;-50;-58;1941;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;;I;2;ITAPIRANGA;SC;42614;3790;0;5199;0;0;0;8989;-5101;-347;0;0;-144;-5592;3397;458;25;-1322;-875;-21;0;88;-115;-1763;1634;-16;1618;-39;0;1580;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;;I;2;RAUL SOARES;MG;42614;6758;0;2210;0;0;0;8968;-2949;-338;0;0;-1521;-4807;4161;600;923;-2084;-1699;-36;0;145;-294;-2445;1717;-5;1711;-80;-70;1561;-360
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE TOLEDO E REGIÃO LTDA. - UNIPRIME PIONEIRA DO PARANÁ;1286361;b3S;;I;2;TOLEDO;PR;42614;6661;0;2241;0;0;0;8902;-4091;-23;0;0;-690;-4804;4098;108;181;-1437;-1308;-8;0;61;-141;-2544;1554;-4;1550;0;-43;1507;-732
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE SP;4463602;b3S;;I;2;MARILIA;SP;42614;6053;0;2838;0;0;0;8891;-3350;-65;0;0;-1414;-4829;4061;990;522;-1800;-1657;-52;0;41;-1781;-3737;324;-5;319;-78;0;241;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO - CREDISIS JICRED;2309070;b3S;;I;2;JI-PARANA;RO;42614;8125;0;710;0;0;0;8836;-2150;0;0;0;-952;-3102;5734;357;67;-2061;-1643;0;0;68;-480;-3692;2042;-22;2019;0;0;2019;-768
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;;I;2;PASSO FUNDO;RS;42614;734;0;8096;0;0;0;8831;-7257;-533;0;0;-97;-7888;943;0;0;-1920;-144;0;0;2069;-1290;-1285;-342;2;-340;0;-102;-442;0
SICREDI CREDUNI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DAS INSTITUIÇÕES PÚBLICAS DE ENSINO SUPERIOR DO ESTADO DA PARAÍBA LTDA.;3428338;b3S;;I;2;CAMPINA GRANDE;PB;42614;7978;0;760;0;0;0;8738;-2565;-280;0;0;-178;-3023;5716;14;16;-1225;-707;-1;9;316;-420;-1999;3717;0;3717;0;0;3717;0
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN;97259253;b3S;;I;2;PASSO FUNDO;RS;42614;4024;0;4683;0;0;0;8708;-6125;0;0;0;34;-6091;2616;42;0;-418;-505;-3;0;0;0;-883;1733;0;1733;-9;-86;1638;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;;I;2;JOACABA;SC;42614;4840;0;3795;0;0;0;8635;-4799;-225;0;0;-973;-5996;2639;544;151;-1136;-1251;-38;0;88;-293;-1933;706;-27;679;-78;0;601;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42614;0;0;8624;0;0;0;8624;0;0;0;0;0;0;8624;11;0;-173;-3799;-60;0;16;-851;-4856;3768;270;4038;-1806;0;2233;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE ARACAJU LTDA - UNICRED ARACAJU;2923389;b3S;;I;2;ARACAJU;SE;42614;6220;0;2274;0;0;0;8494;-3470;0;0;0;-3079;-6549;1946;176;368;-1035;-515;-10;1;184;-409;-1239;707;0;707;-4;0;703;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA   SICOOB CREDIMOGIANA;69346856;b3S;;I;2;FRANCA;SP;42614;6579;0;1913;0;0;0;8492;-3792;-24;0;0;-1528;-5344;3149;199;344;-1607;-1171;-4;0;21;-322;-2539;610;-53;556;1;-56;500;0
PARMETAL DTVM LTDA - PRUDENCIAL;1000084019;n2;;I;2;SAO PAULO;SP;42614;0;0;7746;-269;976;0;8453;0;0;0;0;0;0;8453;0;0;-1367;-2789;-393;0;0;-359;-4908;3545;-146;3399;-1590;0;1809;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA. - SECOVICRED;7599206;b3S;;I;2;GOIANIA;GO;42614;5948;0;2475;0;0;0;8423;-2939;0;0;0;-2276;-5214;3209;1077;546;-1393;-3128;-16;0;181;-91;-2824;385;-2;383;0;0;383;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO CENTRO-OESTE DO RS LTDA. - UNICRED CENTRO-OESTE RS;2641032;b3S;;I;2;SANTA MARIA;RS;42614;6125;0;2277;0;0;0;8402;-3850;1;0;0;-339;-4190;4212;536;192;-1238;-1537;-16;0;0;-69;-2132;2080;1;2079;-57;0;2022;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;;I;2;RIO DO SUL;SC;42614;3261;0;5042;0;0;0;8303;-4148;-76;0;0;-131;-4356;3947;531;136;-1505;-1518;-30;0;105;-115;-2397;1550;87;1637;-96;0;1541;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS LTDA. SICOOB CREDIPARNOR;698609;b3S;;I;2;PARACATU;MG;42614;6741;0;1535;0;0;0;8276;-1332;-355;0;0;-2358;-4045;4231;404;514;-1945;-1654;-21;0;122;-105;-2685;1547;11;1558;-23;0;1534;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SECRETARIA DE ESTADO DA FAZENDA DE MINAS GERAIS E ÓRGÃOS OFICIAIS DO ESTADO DE MINAS GERAIS LTDA   SICOOB COOPSEF;16721078;b3S;;I;2;BELO HORIZONTE;MG;42614;5975;0;2289;0;0;0;8264;-3266;0;0;0;-133;-3399;4865;18;7;-1642;-814;-12;0;48;-96;-2491;2375;47;2421;-17;0;2404;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO JOSÉ DO CERRITO - SICOOB CREDICARU SC;694389;b3S;;I;2;SAO JOSE DO CERRITO;SC;42614;6073;0;2172;0;0;4;8249;-2260;-464;0;0;-437;-3161;5087;306;296;-1509;-1297;-21;0;121;-205;-2310;2778;19;2797;-50;0;2747;0
FAIR CC S.A. - PRUDENCIAL;1000081919;n2;;I;2;SAO PAULO;SP;42614;0;0;444;0;7803;0;8247;0;0;0;0;0;0;8247;7346;0;-2743;-10184;-1094;0;0;0;-6675;1572;0;1572;-699;0;873;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARATINGA LTDA.   SICOOB CREDCOOPER;19449602;b3S;;I;2;CARATINGA;MG;42614;5756;0;2470;0;0;0;8226;-2404;-598;0;0;-744;-3745;4480;462;597;-1947;-1962;-48;0;805;-292;-2385;2095;-14;2081;-77;-76;1928;-499
COOPERATIVA DE CRÉDITO RURAL E DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESARIOS E MICROEMPREENDEDORES DA REGIÃO DE CAPIVARI;49389307;b3S;;I;2;CAPIVARI;SP;42614;5886;0;2312;0;0;0;8198;-3410;-236;0;0;-949;-4596;3603;181;240;-1522;-1480;-20;0;106;-24;-2519;1083;44;1127;-23;0;1104;-185
COOPERATIVA DE CRÉDITO RURAL COOPAVEL;76461557;b3S;;I;2;CASCAVEL;PR;42614;6028;0;2141;0;0;0;8169;-2460;0;0;0;-1027;-3488;4682;135;0;-1231;-540;-9;0;22;-732;-2355;2327;0;2327;0;0;2327;-714
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DE PALMEIRA DAS MISSÕES - SICREDI GRANDE PALMEIRA/RS;87789178;b3S;;I;2;PALMEIRA DAS MISSOES;RS;42614;6016;0;2136;0;0;2;8154;-1916;-690;0;0;-1146;-3752;4402;1237;406;-2252;-1012;-27;0;636;-1556;-2568;1834;24;1859;-96;0;1763;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARIQUEMES LTDA. - CREDISIS CREDIARI;3222753;b3S;;I;2;ARIQUEMES;RO;42614;7211;0;909;0;0;0;8120;-1750;-6;0;0;-1201;-2957;5163;147;37;-1438;-543;0;0;72;-257;-1982;3180;2;3182;0;0;3182;-1460
COOPERATIVA DE CRÉDITO DE CAMPINA GRANDE - SICREDI CENTRO PARAIBANA;1151186;b3S;;I;2;CAMPINA GRANDE;PB;42614;7136;0;843;0;0;0;7979;-2847;0;0;0;-449;-3295;4684;121;372;-1873;-833;-7;5;233;-559;-2541;2143;0;2143;0;-122;2021;0
BCO LA PROVINCIA B AIRES BCE - PRUDENCIAL;1000081263;b1;;I;3;SAO PAULO;SP;42614;1330;0;4290;-842;3201;0;7978;-12;-1239;0;0;-194;-1445;6533;0;0;-1196;-895;-210;0;4;-2158;-4456;2077;1;2077;0;0;2077;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;;I;2;CATAGUASES;MG;42614;6333;0;1579;0;0;0;7912;-1993;0;0;0;-452;-2446;5467;723;691;-1694;-1587;-24;0;83;-134;-1941;3525;-1;3524;-40;0;3484;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, ENGENHARIA, ARQUITETURA, CONTABILIDADE, ADMINISTRAÇÃO E ECONOMIA DE ERECHIM LTDA.;1572667;b3S;;I;2;ERECHIM;RS;42614;5007;0;2763;0;0;0;7770;-4908;0;0;0;-60;-4967;2802;94;7;-577;-812;-2;0;0;-6;-1297;1505;0;1505;-4;-36;1465;-420
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE UNAÍ E NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;;I;2;UNAI;MG;42614;5606;0;2128;0;0;0;7734;-1765;-803;0;0;-1505;-4074;3660;358;516;-1778;-1251;-32;0;390;-806;-2603;1056;1;1057;-52;-65;940;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG;3645752;b3S;;I;2;SAO GOTARDO;MG;42614;5195;0;2527;0;0;0;7722;-2514;-1046;0;0;-181;-3741;3981;259;185;-784;-811;-11;0;74;-153;-1243;2738;-5;2734;-36;0;2698;-812
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE TRANSPORTES DO ESTADO DE SANTA CATARINA   TRANSPOCRED;8075352;b3S;;I;2;FLORIANOPOLIS;SC;42614;5649;0;2071;0;0;0;7720;-2365;-503;0;0;-2101;-4970;2751;587;466;-1296;-1694;-6;0;7;-228;-2164;587;-22;564;0;-89;476;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO AÇO LTDA - SICOOB VALE DO AÇO;19869338;b3S;;I;2;IPATINGA;MG;42614;5228;0;2465;0;0;0;7693;-2667;-4;0;0;-834;-3506;4187;562;595;-2232;-1895;-33;0;246;-256;-3012;1175;471;1646;-230;0;1417;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;;I;2;FOZ DO IGUACU;PR;42614;6118;0;1548;0;0;0;7666;-2694;-120;0;0;-918;-3732;3934;543;935;-1574;-2296;-28;0;320;-538;-2639;1296;-2;1294;-69;0;1225;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE, EMPRESÁRIOS, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DAS REGIÕES SERRANAS E DO MÉDIO VALE DO PARAÍBA;71698674;b3S;;I;2;TAUBATE;SP;42614;6519;0;1097;0;0;0;7617;-2274;-117;0;0;-860;-3252;4365;474;72;-1748;-1882;0;0;0;-343;-3428;937;0;937;-9;-165;763;-149
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66402207;b3S;;I;2;SAO ROQUE DE MINAS;MG;42614;5600;0;2011;0;0;0;7611;-2336;-678;0;0;-594;-3608;4003;231;138;-1973;-1430;-17;0;408;-157;-2801;1202;31;1234;-50;-137;1047;0
COOPERATIVA DE CRÉDITO NOROESTE - SICOOB NOROESTE;81292278;b3S;;I;2;SAO LOURENCO D'OESTE;SC;42614;4832;0;2734;0;0;0;7566;-3748;-266;0;0;-527;-4541;3025;528;76;-1608;-1461;-18;0;135;-225;-2574;451;0;451;-43;0;408;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL E SUDOESTE DE MINAS GERAIS, BAIXA MOGIANA E REGIÃO LTDA. - SICOOB CREDINTER;24048910;b3S;;I;2;GUARANESIA;MG;42614;6177;0;1356;0;0;0;7533;-2319;-513;0;0;-1407;-4239;3293;428;597;-1845;-1561;-22;0;161;-211;-2454;840;2;842;-51;-138;652;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA, SENADOR CANEDO E REGIÕES LTDA. - CREDIGOIÁS;37255049;b3S;;I;2;GOIANIA;GO;42614;5157;0;2375;0;0;0;7532;-383;-252;0;0;-375;-1010;6523;19;32;-1454;-565;0;0;117;-20;-1872;4651;0;4651;-2;0;4649;0
COOPERATIVA DE CRÉDITO MÚTUO DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS DO ABCD, MAÚA, RIBEIRÃO PIRES E VALE DO PARAÍBA - SICOOB CREDCEG;7789195;b3S;;I;2;SAO BERNARDO DO CAMPO;SP;42614;5162;0;2366;0;0;0;7527;-3573;0;0;0;-449;-4022;3505;41;170;-730;-603;-7;0;23;-97;-1204;2301;0;2301;-10;0;2292;0
UBS - PRUDENCIAL;1000080989;b2;;C;3;SAO PAULO;SP;42614;0;0;7498;1;0;0;7499;0;0;0;0;0;0;7499;28197;65;-14591;-17645;-3078;0;577;-237;-6713;786;0;786;-988;0;-202;0
LECCA - PRUDENCIAL;1000080680;n1;;C;2;RIO DE JANEIRO;RJ;42614;5551;0;1909;0;0;0;7460;-3392;0;0;0;-1013;-4405;3055;26;380;-18;-2627;-205;0;15;-356;-2786;269;0;269;-391;0;-122;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO VALE DO PARAÍBA LTDA ? SICOOB VALE DO PARAIBA;2197569;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;42614;6350;0;1040;0;0;0;7389;-4052;-230;0;0;-125;-4407;2982;521;213;-1991;-1989;-11;0;105;-88;-3240;-258;0;-258;0;0;-258;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP;3065046;b3S;;I;2;SAO JOSE DO RIO PRETO;SP;42614;4942;0;2442;0;0;0;7383;-2639;-46;0;0;-1595;-4280;3103;1129;698;-2122;-1668;-25;0;53;-1619;-3554;-451;7;-444;-29;0;-473;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARMO DO PARANAÍBA LTDA - SICOOB CREDICARPA;23949522;b3S;;I;2;CARMO DO PARANAIBA;MG;42614;5305;0;2076;0;0;0;7381;-1662;-863;0;0;-306;-2831;4550;515;241;-1074;-843;-30;0;132;-98;-1158;3392;-1;3391;-68;-57;3266;-375
ADVANCED CC LTDA - PRUDENCIAL;1000082004;n2;;I;2;SAO PAULO;SP;42614;0;0;72;0;7309;0;7380;0;0;0;0;-12;-12;7368;2706;0;-3504;-6968;-636;0;454;-38;-7987;-619;1;-620;0;0;-620;0
CENTRAL DAS COOPERATIVAS DE CREDITO MUTUO DO RIO GRANDE DO SUL;3618104;b3C;;I;2;PORTO ALEGRE;RS;42614;18;0;7334;0;0;0;7352;-7089;0;0;0;4;-7085;267;0;0;-607;436;0;0;6;-13;-178;89;0;89;0;0;89;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO MUCURI LTDA. - SICOOB CREDIVALE;25387655;b3S;;I;2;TEOFILO OTONI;MG;42614;4173;0;3157;0;0;0;7330;-2455;-91;0;0;-695;-3241;4089;762;896;-2206;-2059;-51;0;0;-168;-2826;1262;-4;1258;-94;0;1164;-635
COMMERZBANK BRASIL - PRUDENCIAL;1000084583;b1;;I;3;SAO PAULO;SP;42614;0;0;7239;0;0;0;7239;0;0;0;-43;0;-43;7196;0;0;-4293;-4423;-335;0;3;0;-9048;-1852;0;-1852;1641;0;-210;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC;80959638;b3S;;I;2;XANXERE;SC;42614;4494;0;2729;0;0;0;7223;-3687;-197;0;0;-354;-4237;2986;284;425;-1457;-1337;-13;0;22;-58;-2135;851;1;853;-3;0;850;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CONSELHEIRO PENA E REGIÃO LTDA. - SICOOB CREDICOPE;38588174;b3S;;I;2;CONSELHEIRO PENA;MG;42614;4335;0;2886;0;0;0;7221;-2779;-149;0;0;-462;-3391;3830;285;413;-1737;-1505;-32;0;158;-164;-2582;1248;-80;1168;-12;0;1156;0
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5861932;b3S;;I;2;FLORIANOPOLIS;SC;42614;4524;0;2696;0;0;0;7220;-3384;-2;0;0;-1094;-4480;2740;442;529;-1758;-1359;-25;0;301;-150;-2021;719;17;736;-39;-3;694;0
COOPERATIVA DE CRÉDITO DO DISTRITO FEDERAL E ENTORNO LTDA. - SICOOB;1187961;b3S;;I;2;BRASILIA;DF;42614;4958;0;2201;0;0;0;7159;-1511;-597;0;0;-1444;-3552;3607;220;206;-1837;-1476;-25;0;550;-65;-2426;1181;48;1229;-46;0;1183;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORDESTE DO PARÁ - SICREDI NORDESTE PA;10772401;b3S;;I;2;PARAGOMINAS;PA;42614;5711;0;1438;0;0;0;7149;-1275;-1082;0;0;-2414;-4771;2378;1018;481;-1990;-1832;-16;0;1739;-2599;-3198;-820;-311;-1131;-30;0;-1161;0
COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRIÂNGULO LTDA    SICOOB CREDITRIL;41669227;b3S;;I;2;UBERLANDIA;MG;42614;2885;0;4259;0;0;0;7144;-3176;-594;0;0;-370;-4141;3003;507;382;-1960;-1079;-48;0;388;-131;-1940;1063;-6;1057;-83;-68;906;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41707258;b3S;;I;2;SANTO ANTONIO DO MONTE;MG;42614;5506;0;1616;0;0;0;7122;-2205;-414;0;0;-2399;-5019;2104;540;84;-1555;-1184;-45;0;193;-156;-2122;-18;-70;-88;-78;0;-166;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;;I;2;FRUTAL;MG;42614;5964;0;1156;0;0;0;7120;-1084;-594;0;0;-1631;-3309;3812;346;420;-1407;-1119;-26;0;187;-177;-1776;2036;3;2039;-69;0;1970;-791
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PATROCÍNIO E REGIÃO LTDA. - SICOOB COOPACREDI;65229254;b3S;;I;2;PATROCINIO;MG;42614;5371;0;1738;0;0;0;7109;-1737;-1052;0;0;-938;-3727;3383;276;367;-1333;-1400;-28;0;203;-149;-2064;1319;-51;1268;-21;-81;1166;-315
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DA REGIÃO DAS MISSÕES E NOROESTE DO RS LTDA;95163002;b3S;;I;2;SANTO ANGELO;RS;42614;5504;0;1554;0;0;0;7059;-3562;0;0;0;-422;-3984;3075;305;139;-943;-1049;-8;0;3;-19;-1572;1503;1;1505;-25;-44;1435;-289
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;66398496;b3S;;I;2;ARAXA;MG;42614;4685;0;2339;0;0;0;7024;-2089;-506;0;0;-1535;-4130;2894;392;600;-1631;-1326;-40;0;188;-208;-2024;870;-9;861;-76;-30;756;0
COOPERATIVA DE CRÉDITO RURAL DA REGIÃO DA MOGIANA;62109566;b3S;;I;2;SAO JOAO DA BOA VISTA;SP;42614;4786;0;2229;0;0;0;7015;-2363;0;0;0;-278;-2641;4374;166;960;-2924;-1115;-13;0;285;-180;-2819;1555;-2;1552;-3;0;1549;-466
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO SÃO PATRICIO LTDA.;968602;b3S;;I;2;GOIANESIA;GO;42614;5243;0;1759;0;0;0;7002;-1390;-635;0;0;-1069;-3094;3908;84;60;-531;-347;-3;0;136;-210;-812;3096;0;3096;-16;0;3080;0
AGENCIA FOMENTO GOIAS - PRUDENCIAL;1000081050;n1;;I;1;GOIANIA;GO;42614;4868;0;2109;0;0;0;6977;0;-426;0;0;-6402;-6828;149;2285;86;-4081;-833;-546;0;855;0;-2234;-2085;0;-2085;1624;0;-461;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS;78862083;b3S;;I;2;CAMPOS NOVOS;SC;42614;4160;0;2807;0;0;0;6967;-2895;-495;0;0;-1119;-4508;2459;289;267;-1019;-1240;-27;0;231;-150;-1650;809;1;810;-52;0;758;-301
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;;I;2;ITAJAI;SC;42614;5789;0;1166;0;0;0;6955;-1611;-431;0;0;-1501;-3543;3412;825;491;-1390;-1871;-6;0;19;-266;-2199;1213;-2;1211;0;-97;1114;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS E SERVIDORES DA SABESP E EM EMPRESAS DE SANEAMENTO AMBIENTAL DO ESTADO DE SÃO PAULO - CECRES;54603022;b3S;;I;2;SAO PAULO;SP;42614;5430;0;1514;0;0;0;6944;-24;0;0;0;-807;-831;6113;3;0;-1570;-1178;-8;0;10;-14;-2757;3356;7;3363;0;0;3363;0
CREDIALIANÇA COOPERATIVA DE CRÉDITO RURAL;78157146;b3S;;I;2;ROLANDIA;PR;42614;2134;0;4803;0;0;0;6937;-3072;-704;0;0;-328;-4104;2833;203;170;-1654;-922;-8;0;58;-59;-2214;619;1;618;0;0;618;0
BCO CEDULA S.A. - PRUDENCIAL;1000081469;b1;;I;2;RIO DE JANEIRO;RJ;42614;3734;408;2128;648;0;0;6917;-2697;0;-214;0;3248;336;7254;0;8;-446;-1216;-226;0;416;-1415;-2879;4374;14;4388;0;0;4388;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERV MEMBROS JUSTIÇA TRABALHO MPT TERRITÓRIO NACIONAL PODER JUDICIÁRIO FEDERAL MPU PA SC TSE  STM DF BOMBEIROS PA-SICOOB CREDIJUSTRA;37079720;b3S;;I;2;BRASILIA;DF;42614;6107;0;807;0;0;0;6914;-2554;-519;0;0;-420;-3493;3420;99;42;-1303;-1192;-11;0;71;-142;-2436;984;-9;975;-9;0;966;0
ATIVA S.A. CTCV - PRUDENCIAL;1000082547;n2;;I;2;RIO DE JANEIRO;RJ;42614;64;0;6829;1;0;0;6892;0;0;0;0;0;0;6892;8503;54;-9389;-6810;-1307;0;1149;-317;-8117;-1224;-4;-1229;98;0;-1130;0
