Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
SAFRA;10083;b1;;C;2;SAO PAULO;SP;41609;7559378;0;7559378;2094806;9654183;71560570;826607;37550;1715213;180868;2760239;3272323;77593131;NA;0,0974;0,0974;0,1244;NA%;0,2031
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;41609;7100432;0;7100432;4116950;11217382;71990485;0;21627;1508709;147273;1677609;3640726;77308820;NA;0,0918;0,0918;0,1451;NA%;0,039
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;41609;6796937;0;6796937;0;6796937;32797075;680584;109;8651722;64824;9397239;5042275;47236589;NA;0,1439;0,1439;0,1439;NA%;0,0997
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;41609;5144942;0;5144942;1598918;6743859;31341313;672418;0;1759;17796;691973;4746018;36779304;NA;0,1399;0,1399;0,1834;NA%;0,0908
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;41609;3039352;0;3039352;2485236;5524588;28947518;0;2900;55036;0;57936;5010213;34015667;NA;0,0894;0,0894;0,1624;NA%;0,0426
BMG;30290;b1;;C;2;SAO PAULO;SP;41609;2981446;0;2981446;1066394;4047839;29230957;0;0;0;0;0;864294;30095252;NA;0,0991;0,0991;0,1345;NA%;0,394
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;41609;3225485;0;3225485;1054170;4279655;16293342;4309292;0;4604700;177373;9091366;2583163;27967870;NA;0,1153;0,1153;0,153;NA%;0,2804
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;41609;2210694;0;2210694;869620;3080314;23357151;0;0;0;0;0;720610;24077760;NA;0,0918;0,0918;0,1279;NA%;0,0497
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;41609;2704920;0;2704920;137334;2842254;12993202;2094418;16503;3004546;142415;5257882;1818670;20069754;NA;0,1348;0,1348;0,1416;NA%;0,0322
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;41609;1497333;0;1497333;1075166;2572499;17104401;209158;0;307084;0;516242;1525266;19145909;NA;0,0782;0,0782;0,1344;NA%;0,4602
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;41609;3433627;0;3433627;0;3433627;8963126;2645888;59599;5619584;327156;8652227;1274757;18890109;NA;0,1818;0,1818;0,1818;NA%;0,0042
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;41609;1917494;0;1917494;745155;2662649;16626801;205298;6718;450727;0;662744;737247;18026792;NA;0,1064;0,1064;0,1477;NA%;0,0323
BIC;32119;b1;;C;2;SAO PAULO;SP;41609;1964622;0;1964622;860326;2824948;13033103;276076;0;18538;10258;304873;1415066;14753041;NA;0,1332;0,1332;0,1915;NA%;0,0482
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;41609;1622745;0;1622745;0;1622745;6717609;3784488;18530;3063310;0;6866328;779547;14363485;NA;0,113;0,113;0,113;NA%;0,0232
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;41609;2369066;0;2369066;0;2369066;11558183;175107;0;1162614;65862;1403583;557427;13519192;NA;0,1752;0,1752;0,1752;NA%;0,0894
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;41609;1129816;0;1129816;732000;1861816;10826238;0;61600;501745;0;563345;583777;11973361;NA;0,0944;0,0944;0,1555;NA%;0,0186
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;41609;1624993;0;1624993;0;1624993;11067045;0;0;655;0;655;712611;11780311;NA;0,1379;0,1379;0,1379;NA%;0,1036
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41609;1289852;0;1289852;163045;1452897;10348971;0;0;0;0;0;630274;10979245;NA;0,1175;0,1175;0,1323;NA%;0,0031
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41609;1239552;0;1239552;0;1239552;9985824;0;0;0;0;0;749371;10735195;NA;0,1155;0,1155;0,1155;NA%;0,1322
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;41609;897184;0;897184;519926;1417110;10033320;0;0;748;1080;1828;570274;10605422;NA;0,0846;0,0846;0,1336;NA%;0,1772
ALFA;51293;b1;;C;2;SAO PAULO;SP;41609;1993853;0;1993853;0;1993853;9400733;0;0;116666;2784;119450;772805;10292989;NA;0,1937;0,1937;0,1937;NA%;0,1115
PINE;50304;b1;;C;2;SAO PAULO;SP;41609;1220519;0;1220519;221841;1442360;9299384;0;188709;542464;0;731173;160339;10190896;NA;0,1198;0,1198;0,1415;NA%;0,0228
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41609;255911;0;255911;0;255911;9389587;0;0;0;19286;19286;516406;9925279;NA;0,0258;0,0258;0,0258;NA%;0,0937
BRB;31976;b1;;C;1;BRASILIA;DF;41609;1066087;0;1066087;169097;1235184;8976301;0;53;82943;19358;102354;657315;9735970;NA;0,1095;0,1095;0,1269;NA%;0,1718
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41609;1761372;0;1761372;0;1761372;4567286;3127127;9791;1151891;109218;4398027;648962;9614276;NA;0,1832;0,1832;0,1832;NA%;0,0113
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41609;4627446;0;4627446;0;4627446;250714;0;0;577;6837052;6837629;193165;7281507;NA;0,6355;0,6355;0,6355;NA%;0
BANESTES;30159;b1;;C;1;VITORIA;ES;41609;964295;0;964295;0;964295;5517965;0;67;115212;6632;121911;767581;6407457;NA;0,1505;0,1505;0,1505;NA%;0,213
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;41609;799247;0;799247;124658;923905;5807847;0;0;15453;161;15615;369212;6192673;NA;0,1291;0,1291;0,1492;NA%;0,1157
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41609;1084386;0;1084386;0;1084386;5589380;0;0;0;0;0;358248;5947628;NA;0,1823;0,1823;0,1823;NA%;0,0278
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;41609;995001;0;995001;0;995001;3956929;0;12;691245;59436;750694;422673;5130296;NA;0,1939;0,1939;0,1939;NA%;0,0422
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41609;1328345;0;1328345;34886;1363231;1936077;0;0;2203100;4894;2207994;861716;5005787;NA;0,2654;0,2654;0,2723;NA%;0,0278
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41609;1213606;0;1213606;0;1213606;4043549;0;0;517347;0;517347;385655;4946551;NA;0,2453;0,2453;0,2453;NA%;0,0787
BANCOOB;51750;b1;;C;2;BRASILIA;DF;41609;580839;0;580839;18494;599333;4449016;0;0;26622;0;26622;386976;4862615;NA;0,1194;0,1194;0,1233;NA%;0,1182
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41609;725915;0;725915;0;725915;4477603;0;0;0;0;0;232064;4709668;NA;0,1541;0,1541;0,1541;NA%;0,0068
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41609;1286671;0;1286671;0;1286671;4076056;0;0;154556;0;154556;471208;4701819;NA;0,2737;0,2737;0,2737;NA%;0,4772
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41609;568416;0;568416;103238;671653;3992528;576922;0;0;0;576922;125867;4695317;NA;0,1211;0,1211;0,143;NA%;0,0062
BES;51482;b2;;C;3;SAO PAULO;SP;41609;667937;0;667937;6358;674295;3508609;0;0;859562;32764;892326;243685;4644619;NA;0,1438;0,1438;0,1452;NA%;0,0495
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41609;635454;0;635454;0;635454;4189740;0;0;0;0;0;170236;4359976;NA;0,1457;0,1457;0,1457;NA%;0,0033
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41609;643105;0;643105;0;643105;4036439;73958;14915;64926;434;154234;144430;4335103;NA;0,1483;0,1483;0,1483;NA%;0,1697
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41609;955997;0;955997;0;955997;2365198;88925;0;1318894;108973;1516792;343624;4225614;NA;0,2262;0,2262;0,2262;NA%;0,0491
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41609;522928;0;522928;0;522928;3740562;0;0;0;0;0;242336;3982898;NA;0,1313;0,1313;0,1313;NA%;0,0134
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41609;489575;0;489575;36223;525798;3562660;0;0;0;0;0;201157;3763817;NA;0,1301;0,1301;0,1397;NA%;0,0524
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41609;552290;0;552290;0;552290;3459589;0;0;0;0;0;159901;3619490;NA;0,1526;0,1526;0,1526;NA%;0,0065
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;;I;3;SAO PAULO;SP;41609;470345;0;470345;27941;498286;3377464;0;0;0;0;0;69073;3446536;NA;0,1365;0,1365;0,1446;NA%;0,0331
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41609;695242;0;695242;0;695242;3217222;0;192;53298;25175;78665;120271;3416158;NA;0,2035;0,2035;0,2035;NA%;0,3148
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41609;792890;0;792890;4684;797574;2995357;0;0;140844;0;140844;164848;3301049;NA;0,2402;0,2402;0,2416;NA%;0,0238
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41609;385828;0;385828;194251;580079;2935660;0;202;56716;7550;64468;300904;3301032;NA;0,1169;0,1169;0,1757;NA%;0,1008
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41609;678358;0;678358;470212;1148570;2976243;139735;0;32682;0;172416;130741;3279401;NA;0,2069;0,2069;0,3502;NA%;0,0022
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41609;819025;0;819025;0;819025;3121295;0;0;0;0;0;123964;3245258;NA;0,2524;0,2524;0,2524;NA%;0,0423
HONDA;51396;b2;;C;3;SAO PAULO;SP;41609;500231;0;500231;0;500231;2992629;0;0;0;0;0;96866;3089494;NA;0,1619;0,1619;0,1619;NA%;0,0042
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41609;454183;0;454183;21560;475743;2630393;51619;0;99057;16389;167065;182809;2980267;NA;0,1524;0,1524;0,1596;NA%;0,0568
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41609;699878;0;699878;0;699878;2702770;0;0;0;0;0;256997;2959767;NA;0,2365;0,2365;0,2365;NA%;0,0087
ORIGINAL;51781;b1;;C;2;SAO PAULO;SP;41609;2035360;0;2035360;0;2035360;1994580;0;1522;13496;152787;167806;569428;2731813;NA;0,7451;0,7451;0,7451;NA%;0,0145
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41609;860672;0;860672;0;860672;2446190;0;0;0;0;0;272485;2718675;NA;0,3166;0,3166;0,3166;NA%;0,0852
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41609;433128;0;433128;0;433128;2667311;0;0;87;0;87;41596;2708994;NA;0,1599;0,1599;0,1599;NA%;0,2373
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41609;506129;0;506129;0;506129;2503098;0;0;2454;0;2454;201502;2707053;NA;0,187;0,187;0,187;NA%;0,1636
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41609;1598877;0;1598877;0;1598877;1405842;0;0;0;0;0;1225099;2630941;NA;0,6077;0,6077;0,6077;NA%;0,0101
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41609;1139360;0;1139360;0;1139360;1700433;0;0;545038;0;545038;201520;2446991;NA;0,4656;0,4656;0,4656;NA%;0,0484
BBM;30207;b1;;C;2;SALVADOR;BA;41609;559831;0;559831;0;559831;1862067;161536;0;168213;0;329749;215512;2407329;NA;0,2326;0,2326;0,2326;NA%;0,0728
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41609;277167;0;277167;51974;329141;2084729;0;0;18277;35478;53755;239163;2377648;NA;0,1166;0,1166;0,1384;NA%;0,266
ING;51073;b1;;C;3;SAO PAULO;SP;41609;822284;0;822284;0;822284;1760019;0;0;428501;0;428501;141797;2330317;NA;0,3529;0,3529;0,3529;NA%;0,0031
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;41609;254320;0;254320;0;254320;1909241;0;0;0;0;0;83204;1992445;NA;0,1276;0,1276;0,1276;NA%;0,04
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41609;336895;0;336895;0;336895;1408222;0;0;117;0;117;521207;1929546;NA;0,1746;0,1746;0,1746;NA%;0,276
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41609;231210;0;231210;72841;304051;960610;232371;7782;577109;34600;851862;106628;1919101;NA;0,1205;0,1205;0,1584;NA%;0,1213
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41609;153452;0;153452;74544;227996;1838703;0;0;0;0;0;807;1839509;NA;0,0834;0,0834;0,1239;NA%;0,014
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41609;263938;0;263938;0;263938;1668268;0;0;0;0;0;109261;1777529;NA;0,1485;0,1485;0,1485;NA%;0
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41609;416899;0;416899;0;416899;1530941;0;0;38682;2200;40882;176040;1747863;NA;0,2385;0,2385;0,2385;NA%;0,11
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41609;574876;0;574876;0;574876;619735;46096;0;724847;0;770943;323284;1713961;NA;0,3354;0,3354;0,3354;NA%;0,0752
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41609;286465;0;286465;0;286465;1504369;0;4728;49829;4202;58759;119301;1682429;NA;0,1703;0,1703;0,1703;NA%;0,0347
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41609;553162;0;553162;0;553162;1397431;0;0;31325;0;31325;220220;1648975;NA;0,3355;0,3355;0,3355;NA%;0,0552
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41609;452791;0;452791;0;452791;1522571;0;0;0;0;0;68009;1590581;NA;0,2847;0,2847;0,2847;NA%;0,0008
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41609;359868;0;359868;0;359868;1375562;0;0;19055;0;19055;99044;1493661;NA;0,2409;0,2409;0,2409;NA%;0,0006
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;41609;235686;0;235686;2278;237964;1404562;0;0;0;0;0;50574;1455136;NA;0,162;0,162;0,1635;NA%;0,0591
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41609;531813;0;531813;0;531813;1201592;0;0;0;0;0;170832;1372423;NA;0,3875;0,3875;0,3875;NA%;0,0013
BANIF;20255;b1;;C;3;SAO PAULO;SP;41609;198771;0;198771;0;198771;1193087;0;0;1293;0;1293;175975;1370356;NA;0,1451;0,1451;0,1451;NA%;0,036
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41609;410261;0;410261;0;410261;1336783;0;0;0;0;0;0;1336783;NA;0,3069;0,3069;0,3069;NA%;0,0344
FATOR;50122;b1;;C;2;SAO PAULO;SP;41609;398082;0;398082;0;398082;892838;0;0;186043;56549;242592;133278;1268708;NA;0,3138;0,3138;0,3138;NA%;0,3707
INTERMEDIUM;51884;b1;;C;2;BELO HORIZONTE;MG;41609;282982;0;282982;0;282982;1043111;0;0;0;0;0;217791;1260902;NA;0,2244;0,2244;0,2244;NA%;0,0292
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41609;293960;0;293960;0;293960;1200390;0;0;0;0;0;0;1200390;NA;0,2449;0,2449;0,2449;NA%;0,0138
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41609;203127;0;203127;0;203127;826027;22284;0;20066;0;42349;309119;1177495;NA;0,1725;0,1725;0,1725;NA%;0,1959
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41609;161004;0;161004;0;161004;1005545;0;0;2727;0;2727;47223;1055494;NA;0,1525;0,1525;0,1525;NA%;0,4575
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;41609;144623;0;144623;0;144623;973961;0;0;0;0;0;78956;1052917;NA;0,1374;0,1374;0,1374;NA%;0,2271
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41609;834934;0;834934;0;834934;906870;0;0;0;0;0;143734;1050604;NA;0,7947;0,7947;0,7947;NA%;0,0056
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41609;250866;0;250866;0;250866;875539;32173;0;0;0;32173;122076;1029788;NA;0,2436;0,2436;0,2436;NA%;0,259
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41609;139966;0;139966;0;139966;964746;0;0;39633;3080;42713;15783;1023242;NA;0,1368;0,1368;0,1368;NA%;0,0312
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41609;173946;0;173946;0;173946;900306;0;0;9;0;9;84650;984964;NA;0,1766;0,1766;0,1766;NA%;0,0072
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78414067;b3S;;I;2;MEDIANEIRA;PR;41609;141148;0;141148;5695;146844;912073;0;0;0;2648;2648;54792;969512;NA;0,1456;0,1456;0,1515;NA%;0,1793
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41609;217474;0;217474;0;217474;844500;0;0;0;0;0;93912;938412;NA;0,2317;0,2317;0,2317;NA%;0,1003
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41609;179025;0;179025;0;179025;843113;0;0;2;210;212;33930;877255;NA;0,2041;0,2041;0,2041;NA%;0,1183
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;;I;2;LONDRINA;PR;41609;23156;0;23156;0;23156;869745;0;0;0;0;0;4407;874152;NA;0,0265;0,0265;0,0265;NA%;0,2193
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;3;RIO DE JANEIRO;RJ;41609;387264;0;387264;0;387264;467229;0;0;4880;1358;6238;353130;826596;NA;0,4685;0,4685;0,4685;NA%;0,0381
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;41609;491203;0;491203;0;491203;594530;0;0;111909;0;111909;118316;824755;NA;0,5956;0,5956;0,5956;NA%;0,0079
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41609;154562;0;154562;0;154562;775472;0;0;0;841;841;43883;820197;NA;0,1884;0,1884;0,1884;NA%;0,1682
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41609;128707;0;128707;0;128707;769131;0;0;0;0;0;46759;815890;NA;0,1578;0,1578;0,1578;NA%;0,1225
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41609;258193;0;258193;0;258193;728587;0;1909;0;0;1909;40461;770956;NA;0,3349;0,3349;0,3349;NA%;0,0005
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;;I;3;SAO PAULO;SP;41609;345407;0;345407;0;345407;423106;0;0;296922;0;296922;43845;763873;NA;0,4522;0,4522;0,4522;NA%;0,0127
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41609;146953;0;146953;29940;176893;532687;25432;0;2811;68;28311;175790;736787;NA;0,1995;0,1995;0,2401;NA%;0,038
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;;I;2;CRUZ ALTA;RS;41609;117669;0;117669;0;117669;660612;0;0;0;0;0;36373;696985;NA;0,1688;0,1688;0,1688;NA%;0,0552
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;;I;1;FLORIANOPOLIS;SC;41609;79653;0;79653;0;79653;531414;0;0;0;0;0;122339;653753;NA;0,1218;0,1218;0,1218;NA%;0,0414
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;;I;2;PALOTINA;PR;41609;103138;0;103138;13440;116579;609573;0;0;0;0;0;42489;652063;NA;0,1582;0,1582;0,1788;NA%;0,0817
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41609;145026;0;145026;0;145026;604869;0;0;4;0;4;24848;629721;NA;0,2303;0,2303;0,2303;NA%;0,0712
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;;I;2;RIBEIRAO PRETO;SP;41609;139252;0;139252;0;139252;627603;0;0;0;0;0;0;627603;NA;0,2219;0,2219;0,2219;NA%;0,194
BANCO A.J. RENNER S.A.;92874270;b1;;I;2;PORTO ALEGRE;RS;41609;86810;0;86810;0;86810;496023;0;0;0;0;0;103650;599673;NA;0,1448;0,1448;0,1448;NA%;0,0513
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;41609;260720;0;260720;0;260720;530857;0;0;0;0;0;64452;595309;NA;0,438;0,438;0,438;NA%;0,0033
BANCO TRICURY S.A.;57839805;b2;;I;2;SAO PAULO;SP;41609;213542;0;213542;0;213542;524115;0;0;0;0;0;69133;593249;NA;0,36;0,36;0,36;NA%;0,1881
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;;I;2;CARLOS BARBOSA;RS;41609;88523;0;88523;18088;106611;566230;0;0;0;0;0;25873;592103;NA;0,1495;0,1495;0,1801;NA%;0,111
