cat;Categoria;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;mar/14;18.287.127;133.265;1.633.567;3.104.595;3.043.730;666.662;216.614;1.414;8.799.848;11.795;259.342;659.829;1.040.208;300.650;154.171;3.728;2.429.723;49.771;893.490;1.151.940;14.346;1.310;463;556.499;2.667.819;53.118;2.544.181;262.858;3.114;1.048;0;0;2.864.320;0;0;0;0;0;0;0;0;35.549;236.414;352.442;239.315;70.143;53.598;15.165;1.002.626;1.865;45.827;18.169;12.689;1.461;247;10;80.268;778;128.101;260.277;47.019;4.554;1.794;0;442.523;0;0;0;0;0;0;0;0;
b3S%;b3S - Cooperativa de Crédito Singulares;mar/14;1,05%;1,68%;2,34%;2,64%;2,61%;2,73%;3,64%;0,55%;2,57%;0,90%;2,11%;2,45%;3,58%;2,05%;0,60%;0,08%;2,12%;1,54%;2,35%;7,78%;1,13%;0,45%;0,44%;75,74%;4,56%;3,49%;4,18%;1,59%;0,17%;0,58%;0,00%;0,00%;3,52%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,89%;1,61%;2,71%;1,79%;1,59%;0,83%;6,50%;1,79%;0,16%;0,15%;0,02%;0,01%;0,00%;0,00%;0,00%;0,01%;0,42%;0,77%;0,78%;0,24%;0,07%;0,02%;0,00%;0,52%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b3C;b3C - Central e Confederação de Cooperativas de Crédito;mar/14;873.033;0;141.035;498.874;75.040;19.663;233;0;734.846;0;151;243;19;0;0;0;412;0;43.872;46.268;0;0;0;21;90.162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2.986;3.068;940;0;0;164;7.175;0;6.296;4.360;11.431;208;1.049;0;23.344;0;0;10.892;3.092;3.109;0;0;17.093;0;0;0;0;0;0;0;0;
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;mar/14;0,05%;0,00%;0,20%;0,42%;0,06%;0,08%;0,00%;0,00%;0,21%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,12%;0,31%;0,00%;0,00%;0,00%;0,00%;0,15%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,02%;0,02%;0,01%;0,00%;0,00%;0,07%;0,01%;0,00%;0,02%;0,01%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,02%;0,05%;0,00%;0,00%;0,02%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b4;b4 - Banco de Desenvolvimento;mar/14;297.064.856;10.583;130.716;255.934;444.595;45.915;116.601;0;1.004.344;12.425;34.677;125.565;421.798;213.976;168.586;0;977.027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;606;2.019;421;0;0;3.046;12.734;1.949;7.800;16.128;7.247;16.535;0;62.393;45.411;9.230.599;26.747.435;68.343.693;53.909.230;113.299.707;20.178.433;291.754.508;213;145.698;407.300;996.685;708.162;1.005.114;366;3.263.538;0;0;0;0;0;0;0;0;
b4%;b4 - Banco de Desenvolvimento;mar/14;16,99%;0,13%;0,19%;0,22%;0,38%;0,19%;1,96%;0,00%;0,29%;0,95%;0,28%;0,47%;1,45%;1,46%;0,65%;0,00%;0,85%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,32%;0,01%;0,06%;0,12%;0,16%;0,26%;0,00%;0,11%;3,88%;29,43%;33,85%;39,95%;57,74%;69,35%;56,80%;50,75%;0,11%;0,88%;1,22%;5,18%;10,81%;10,82%;0,29%;3,82%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
n1;n1 - Não Bancário de Crédito;mar/14;8.576.042;61.913;270.098;332.893;206.249;16.586;609;0;888.348;24.061;421.875;1.045.147;1.660.762;446.111;191.461;1.014;3.790.430;33;633;0;0;0;0;0;666;3.413;448.272;50.236;6.009;61;117;0;508.108;0;0;0;0;0;0;0;0;1.289;2.690;7.206;7.735;2.255;553;0;21.727;14.768;158.499;494.917;1.014.696;561.652;732.051;6.223;2.982.807;1.120;5.668;12.648;48.254;53.138;123.327;0;244.156;44;73.103;60.110;6.458;68;19;0;139.801;
n1%;n1 - Não Bancário de Crédito;mar/14;0,49%;0,78%;0,39%;0,28%;0,18%;0,07%;0,01%;0,00%;0,26%;1,85%;3,43%;3,88%;5,72%;3,05%;0,74%;0,02%;3,31%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,22%;0,74%;0,30%;0,33%;0,03%;0,06%;0,00%;0,62%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,02%;0,06%;0,06%;0,05%;0,01%;0,00%;0,04%;1,26%;0,51%;0,63%;0,59%;0,60%;0,45%;0,02%;0,52%;0,60%;0,03%;0,04%;0,25%;0,81%;1,33%;0,00%;0,29%;0,02%;1,66%;0,52%;0,03%;0,00%;0,00%;0,00%;0,29%;
n2;n2 - Não Bancário de Mercado de Capitais;mar/14;1.831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.830;0;0;0;0;0;1.831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
n2%;n2 - Não Bancário de Mercado de Capitais;mar/14;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
C;C - Conglomerado;mar/14;1.199.888.631;5.161.398;57.507.796;90.518.691;81.641.726;18.931.519;4.885.906;135.072;258.782.108;739.356;9.777.447;20.791.812;21.043.509;12.261.323;24.932.731;4.498.906;94.045.084;2.356.799;34.632.989;8.767.658;1.207.781;250.452;104.896;178.243;47.498.819;1.333.597;52.283.560;11.569.345;1.680.420;180.680;201.999;414.916;67.664.516;638.899;21.603.699;37.192.684;20.308.350;4.686.370;2.447.869;13.150;86.891.021;3.521.258;11.495.188;10.910.935;12.314.551;3.820.545;6.007.538;131.980;48.201.994;678.060;16.788.093;40.849.767;81.459.993;28.263.158;26.891.904;7.328.853;202.259.828;116.646;13.948.377;29.248.587;17.464.406;5.586.727;7.918.048;127.082;74.409.874;175.913;2.036.848;9.308.611;18.535.427;5.635.451;5.647.759;118.579;41.458.588;
C%;C - Conglomerado;mar/14;68,63%;65,23%;82,49%;77,04%;70,03%;77,51%;82,14%;52,62%;75,59%;56,70%;79,52%;77,10%;72,52%;83,80%;96,60%;99,88%;82,11%;72,78%;90,90%;59,23%;95,00%;86,53%;99,56%;24,26%;81,14%;87,70%;85,97%;70,15%;93,22%;99,37%;99,94%;100,00%;83,10%;86,79%;91,25%;88,79%;92,22%;42,47%;40,16%;100,00%;82,39%;87,80%;78,21%;84,03%;92,27%;86,36%;93,36%;56,58%;85,87%;58,00%;53,53%;51,70%;47,61%;30,27%;16,46%;20,63%;35,18%;62,78%;83,95%;87,61%;90,75%;85,28%;85,25%;99,71%;87,13%;90,46%;46,32%;80,40%;90,64%;94,05%;94,34%;90,09%;85,08%;
I;I - Instituição independente;mar/14;548.428.324;2.750.935;12.203.959;26.981.385;34.947.492;5.494.401;1.062.667;121.605;83.562.445;564.648;2.517.437;6.176.184;7.973.337;2.369.548;878.264;5.347;20.484.766;881.454;3.466.495;6.035.308;63.559;38.974;463;556.520;11.042.772;187.042;8.530.876;4.923.331;122.257;1.137;117;0;13.764.762;97.217;2.072.785;4.693.955;1.712.120;6.348.205;3.647.917;0;18.572.200;489.347;3.203.060;2.073.970;1.031.033;603.222;427.379;101.285;7.929.295;491.053;14.576.241;38.157.360;89.628.414;65.108.671;136.477.927;28.195.382;372.635.048;69.153;2.666.806;4.138.002;1.780.402;964.499;1.369.490;366;10.988.718;18.543;2.360.798;2.269.159;1.913.489;356.614;338.958;13.043;7.270.604;
I%;I - Instituição independente;mar/14;31,37%;34,77%;17,51%;22,96%;29,97%;22,49%;17,86%;47,38%;24,41%;43,30%;20,48%;22,90%;27,48%;16,20%;3,40%;0,12%;17,89%;27,22%;9,10%;40,77%;5,00%;13,47%;0,44%;75,74%;18,86%;12,30%;14,03%;29,85%;6,78%;0,63%;0,06%;0,00%;16,90%;13,21%;8,75%;11,21%;7,78%;57,53%;59,84%;0,00%;17,61%;12,20%;21,79%;15,97%;7,73%;13,64%;6,64%;43,42%;14,13%;42,00%;46,47%;48,30%;52,39%;69,73%;83,54%;79,37%;64,82%;37,22%;16,05%;12,39%;9,25%;14,72%;14,75%;0,29%;12,87%;9,54%;53,68%;19,60%;9,36%;5,95%;5,66%;9,91%;14,92%;
