cat;Categoria;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;dez/17;33.525.963;297.900;2.821.115;6.386.426;7.004.313;1.856.847;586.416;6.085;18.959.104;22.147;386.359;964.915;1.176.381;312.121;128.678;986;2.991.587;79.963;1.507.294;1.794.968;60.594;11.245;11.430;3.788;3.469.281;76.465;3.461.674;341.989;1.831;1;0;0;3.881.960;0;0;0;0;0;0;0;0;135.057;479.134;880.854;985.856;393.314;252.029;11.781;3.138.025;741;21.776;34.057;36.688;4.699;991;0;98.951;1.779;183.583;709.401;82.551;7.278;2.463;0;987.055;0;0;0;0;0;0;0;0;
b3S%;b3S - Cooperativa de Crédito Singulares;dez/17;1,93%;2,44%;6,36%;7,54%;6,81%;8,09%;6,97%;0,34%;6,84%;1,93%;4,09%;5,07%;3,87%;2,08%;0,49%;0,04%;2,89%;3,38%;6,26%;19,38%;7,89%;8,67%;1,32%;2,10%;9,21%;10,98%;4,88%;1,42%;0,09%;0,00%;0,00%;0,00%;3,93%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,61%;3,40%;5,19%;5,09%;3,63%;3,84%;0,50%;3,99%;0,03%;0,06%;0,04%;0,03%;0,01%;0,00%;0,00%;0,02%;1,22%;3,20%;2,72%;0,62%;0,18%;0,06%;0,00%;1,85%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b3C;b3C - Central e Confederação de Cooperativas de Crédito;dez/17;1.210.048;0;383.820;579.591;141.726;31.888;5.933;0;1.142.958;0;865;2.574;4.788;332;683;0;9.242;0;3.048;1.008;0;999;0;0;5.054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;557;9.163;24.871;9.565;63;10;164;44.394;1.736;1.968;1.460;2.350;886;0;0;8.400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;dez/17;0,07%;0,00%;0,87%;0,68%;0,14%;0,14%;0,07%;0,00%;0,41%;0,00%;0,01%;0,01%;0,02%;0,00%;0,00%;0,00%;0,01%;0,00%;0,01%;0,01%;0,00%;0,77%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,06%;0,15%;0,05%;0,00%;0,00%;0,01%;0,06%;0,07%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b4;b4 - Banco de Desenvolvimento;dez/17;322.444.007;10.574;65.839;163.085;186.755;22.763;108.327;124.904;682.247;18.202;94.503;231.170;435.684;121.499;36.667;355;938.080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;139;185;0;0;0;0;476;724;7.766;26.814;77.039;33.997;3.398;0;149.739;680.118;15.250.083;31.541.110;73.637.409;54.108.229;114.562.200;24.957.259;314.736.407;13.963;353.265;763.083;1.916.498;1.319.386;1.570.704;161;5.937.059;0;0;0;0;0;0;0;0;
b4%;b4 - Banco de Desenvolvimento;dez/17;18,56%;0,09%;0,15%;0,19%;0,18%;0,10%;1,29%;7,04%;0,25%;1,59%;1,00%;1,21%;1,43%;0,81%;0,14%;0,02%;0,91%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,06%;0,16%;0,40%;0,31%;0,05%;0,00%;0,19%;28,02%;45,31%;37,54%;50,63%;59,67%;62,87%;54,71%;53,89%;9,54%;6,17%;2,92%;14,43%;32,12%;39,91%;2,16%;11,14%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
n1;n1 - Não Bancário de Crédito;dez/17;9.591.129;34.661;247.530;361.286;356.786;80.862;3.853;0;1.084.979;38.127;598.244;1.355.354;2.075.885;642.840;236.192;6.215;4.952.858;0;7.633;4.567;102;0;0;0;12.301;8.989;167.757;385.804;4.476;8;0;0;567.033;0;0;0;0;0;0;0;0;1.421;6.234;18.535;34.886;7.629;4.082;0;72.786;32.482;141.497;418.324;986.660;604.753;459.797;778;2.644.292;1.101;4.534;28.682;87.797;71.732;31.071;0;224.917;3.781;2.515;17.982;7.253;77;355;0;31.963;
n1%;n1 - Não Bancário de Crédito;dez/17;0,55%;0,28%;0,56%;0,43%;0,35%;0,35%;0,05%;0,00%;0,39%;3,33%;6,33%;7,12%;6,83%;4,29%;0,90%;0,27%;4,79%;0,00%;0,03%;0,05%;0,01%;0,00%;0,00%;0,00%;0,03%;1,29%;0,24%;1,61%;0,22%;0,00%;0,00%;0,00%;0,57%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,02%;0,04%;0,11%;0,18%;0,07%;0,06%;0,00%;0,09%;1,34%;0,42%;0,50%;0,68%;0,67%;0,25%;0,00%;0,45%;0,75%;0,08%;0,11%;0,66%;1,75%;0,79%;0,00%;0,42%;0,37%;0,05%;0,15%;0,05%;0,00%;0,08%;0,00%;0,09%;
n2;n2 - Não Bancário de Mercado de Capitais;dez/17;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
n2%;n2 - Não Bancário de Mercado de Capitais;dez/17;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
n4;n4 - Instituições de Pagamento;dez/17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
n4%;n4 - Instituições de Pagamento;dez/17;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
C;C - Conglomerado;dez/17;1.131.448.877;9.119.743;33.587.577;60.931.418;69.531.317;16.019.746;5.724.790;1.484.492;196.399.084;852.719;5.873.645;13.406.030;23.523.103;13.400.487;25.645.698;2.287.957;84.989.641;1.759.579;21.876.443;5.710.042;562.039;117.438;857.351;177.010;31.059.903;498.245;62.042.388;17.067.784;1.904.904;311.736;136.692;443.029;82.404.780;1.450.736;28.965.858;50.464.854;31.097.574;14.362.992;7.991.014;0;134.333.028;5.870.760;12.133.673;13.988.876;15.753.168;9.229.346;5.480.535;2.259.059;64.715.417;1.092.972;11.823.305;36.873.593;44.791.694;21.460.399;30.933.072;11.800.330;158.775.366;104.532;4.596.090;22.048.474;10.621.449;2.160.257;2.160.165;7.283;41.698.250;803.522;2.504.236;8.224.005;9.787.921;2.097.848;247.666;33.422;23.698.619;
C%;C - Conglomerado;dez/17;65,12%;74,59%;75,73%;71,98%;67,64%;69,79%;68,02%;83,73%;70,86%;74,47%;62,11%;70,45%;77,37%;89,44%;98,16%;99,66%;82,16%;74,36%;90,84%;61,64%;73,18%;90,56%;98,68%;97,90%;82,48%;71,57%;87,40%;71,01%;93,28%;93,93%;100,00%;100,00%;83,51%;84,70%;85,74%;86,42%;91,22%;77,48%;99,77%;0,00%;86,93%;70,05%;86,01%;82,36%;81,36%;85,23%;83,47%;95,87%;82,35%;45,02%;35,13%;43,89%;30,79%;23,67%;16,98%;25,87%;27,19%;71,42%;80,21%;84,46%;79,98%;52,59%;54,88%;97,58%;78,21%;79,60%;46,19%;66,79%;70,11%;89,05%;52,29%;98,52%;66,63%;
I;I - Instituição independente;dez/17;605.938.388;3.106.712;10.762.301;23.724.914;33.265.885;6.934.678;2.691.572;288.563;80.774.625;292.273;3.583.500;5.624.399;6.878.919;1.582.636;479.808;7.776;18.449.310;606.699;2.204.823;3.552.964;205.976;12.244;11.430;3.788;6.597.924;197.935;8.944.646;6.969.000;137.128;20.137;0;0;16.268.847;262.087;4.819.299;7.929.680;2.991.434;4.174.078;18.345;0;20.194.923;2.509.824;1.973.249;2.996.390;3.610.281;1.598.808;1.084.958;97.235;13.870.745;1.334.554;21.836.441;47.136.459;100.659.629;69.211.618;151.283.434;33.814.515;425.276.652;41.838;1.134.046;4.056.806;2.659.390;1.947.316;1.775.898;181;11.615.475;205.869;2.917.337;4.089.409;4.172.751;257.883;225.932;502;11.869.682;
I%;I - Instituição independente;dez/17;34,88%;25,41%;24,27%;28,02%;32,36%;30,21%;31,98%;16,27%;29,14%;25,53%;37,89%;29,55%;22,63%;10,56%;1,84%;0,34%;17,84%;25,64%;9,16%;38,36%;26,82%;9,44%;1,32%;2,10%;17,52%;28,43%;12,60%;28,99%;6,72%;6,07%;0,00%;0,00%;16,49%;15,30%;14,26%;13,58%;8,78%;22,52%;0,23%;0,00%;13,07%;29,95%;13,99%;17,64%;18,64%;14,77%;16,53%;4,13%;17,65%;54,98%;64,87%;56,11%;69,21%;76,33%;83,02%;74,13%;72,81%;28,58%;19,79%;15,54%;20,02%;47,41%;45,12%;2,42%;21,79%;20,40%;53,81%;33,21%;29,89%;10,95%;47,71%;1,48%;33,37%;
