cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;dez/17;62.290.001;27.952;673.475;1.539.573;2.691.428;1.156.314;644.589;477;6.733.807;375.377;2.963.369;6.349.285;5.805.349;1.611.112;598.549;5.504;17.708.546;24.016;395.092;1.006.533;1.418.742;224.340;1.568;0;3.070.292;0;62;153;371;323;732;2;1.643;76.784;957.581;261.013;2.787;279;118;0;1.298.563;224.596;3.094.219;16.842.579;3.128.609;760.217;489.337;0;24.539.557;441.329;2.821.909;3.193.963;1.589.133;565.476;296.965;28.818;8.937.593;0
b3S%;b3S - Cooperativa de Crédito Singulares;dez/17;3,63%;0,69%;2,40%;2,18%;2,18%;1,90%;2,71%;0,11%;2,16%;6,86%;15,80%;20,73%;19,37%;18,66%;22,98%;0,47%;18,21%;0,91%;1,80%;1,95%;2,13%;2,62%;5,34%;0,00%;2,03%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,47%;0,71%;0,57%;0,12%;0,19%;0,24%;0,00%;0,65%;6,32%;18,33%;18,90%;5,73%;2,25%;1,84%;0,00%;10,90%;4,68%;10,68%;12,69%;7,04%;6,13%;6,04%;4,71%;9,09%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;dez/17;1.054;0;0;0;0;0;0;0;0;225;46;201;271;65;0;0;808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;91;79;0;0;0;246;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;dez/17;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;dez/17;4.703.123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.177;156.741;678.574;1.593.317;1.133.029;1.007.064;488;4.606.390;2.709;5.349;20.496;38.705;20.737;8.737;0;96.733;0
b4%;b4 - Banco de Desenvolvimento;dez/17;0,27%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,05%;0,93%;0,76%;2,92%;3,35%;3,80%;0,07%;2,05%;0,03%;0,02%;0,08%;0,17%;0,22%;0,18%;0,00%;0,10%;0,00%
n1;n1 - Não Bancário de Crédito;dez/17;21.509.331;13.373;114.782;246.131;285.305;91.354;35.487;0;786.431;548.591;1.016.519;1.007.082;125.030;3.802;6.469;13;2.707.506;36.857;275.177;663.089;773.425;65.751;884;0;1.815.182;11.420;72.957;227.556;475.901;260.092;513.749;237.061;1.798.734;1.277.187;7.181.810;3.162.109;101.006;2.720;0;1;11.724.834;26.579;36.304;182.222;403.939;305.091;320.832;27;1.274.995;630.754;282.707;241.116;91.095;50.696;98.123;7.157;1.401.649;0
n1%;n1 - Não Bancário de Crédito;dez/17;1,25%;0,33%;0,41%;0,35%;0,23%;0,15%;0,15%;0,00%;0,25%;10,02%;5,42%;3,29%;0,42%;0,04%;0,25%;0,00%;2,78%;1,39%;1,25%;1,29%;1,16%;0,77%;3,01%;0,00%;1,20%;0,64%;0,45%;0,55%;0,50%;0,34%;0,23%;0,21%;0,32%;7,87%;5,31%;6,89%;4,44%;1,83%;0,00%;0,00%;5,85%;0,75%;0,22%;0,20%;0,74%;0,90%;1,21%;0,00%;0,57%;6,69%;1,07%;0,96%;0,40%;0,55%;2,00%;1,17%;1,43%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;dez/17;4.724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.724;4.724;0
n2%;n2 - Não Bancário de Mercado de Capitais;dez/17;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,77%;0,00%;0,00%
n4;n4 - Instituições de Pagamento;dez/17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n4%;n4 - Instituições de Pagamento;dez/17;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
C;C - Conglomerado;dez/17;1.048.346.585;1.872.550;20.891.375;52.718.685;94.074.645;47.437.304;18.118.155;421.102;235.533.817;3.902.550;13.659.980;20.698.137;21.903.038;6.891.546;1.963.913;1.140.659;70.159.824;2.113.765;17.885.951;41.867.601;55.222.391;7.468.811;17.955;57.225;124.633.697;299.833;3.422.717;7.232.857;17.454.307;15.246.819;56.274.632;47.553.443;147.484.607;12.731.715;120.462.537;39.930.478;1.857.560;140.630;42.886;585.612;175.751.417;2.861.414;12.631.270;62.337.573;41.559.050;26.386.167;21.970.510;712.103;168.458.088;6.117.283;17.200.234;13.949.821;16.078.775;6.315.451;2.934.407;495.047;63.091.017;63.234.116
C%;C - Conglomerado;dez/17;61,16%;46,38%;74,43%;74,81%;76,09%;78,07%;76,29%;99,71%;75,70%;71,31%;72,83%;67,57%;73,07%;79,82%;75,41%;97,84%;72,15%;79,74%;81,30%;81,29%;83,10%;87,31%;61,17%;97,12%;82,40%;16,69%;21,02%;17,42%;18,24%;19,65%;25,17%;42,94%;26,01%;78,43%;89,01%;87,03%;81,58%;94,63%;87,82%;100,00%;87,65%;80,48%;74,82%;69,95%;76,15%;78,02%;82,79%;99,91%;74,81%;64,86%;65,09%;55,42%;71,22%;68,50%;59,73%;80,92%;64,15%;99,99%
I;I - Instituição independente;dez/17;665.723.320;2.165.090;7.175.453;17.749.484;29.567.632;13.327.673;5.629.787;1.207;75.616.326;1.569.996;5.095.373;9.932.425;8.072.927;1.742.720;640.273;25.170;27.078.885;537.184;4.115.273;9.636.789;11.231.124;1.085.947;11.399;1.700;26.619.415;1.496.263;12.861.964;34.288.482;78.213.576;62.331.264;167.260.527;63.194.806;419.646.882;3.501.739;14.878.052;5.951.410;419.369;7.976;5.949;2;24.764.498;693.931;4.251.688;26.773.507;13.015.087;7.433.562;4.565.918;648;56.734.341;3.313.821;9.226.313;11.221.209;6.496.235;2.904.848;1.978.785;116.753;35.257.965;5.009
I%;I - Instituição independente;dez/17;38,84%;53,62%;25,57%;25,19%;23,91%;21,93%;23,71%;0,29%;24,30%;28,69%;27,17%;32,43%;26,93%;20,18%;24,59%;2,16%;27,85%;20,26%;18,70%;18,71%;16,90%;12,69%;38,83%;2,88%;17,60%;83,31%;78,98%;82,58%;81,76%;80,35%;74,83%;57,06%;73,99%;21,57%;10,99%;12,97%;18,42%;5,37%;12,18%;0,00%;12,35%;19,52%;25,18%;30,05%;23,85%;21,98%;17,21%;0,09%;25,19%;35,14%;34,91%;44,58%;28,78%;31,50%;40,27%;19,08%;35,85%;0,01%
